Course	Room	Teacher	Time	Students
001213	PK25	0031471	23	0310347 3331180 3340324 3359596 3405451 3415849 3418606 3422289 3425356 3431158 3432223 3434428 3434468 3435161 3438472 3443283 3451496 3451663 3455058 3455291 3459645 3459980 3461933 3462297 3462417 3462647 3463776 
004274	PK25	3092832	37	1160238 3415766 3418606 3431750 3433962 3436514 3456089 3461975 3462417 3465591 3466014 3467781 3468070 3469520 3474789 3476085 3479885 3480791 3480868 3483546 3485327 3524963 3544262 3555254 3558800 3560649 3561229 3576013 3576351 3576438 3576480 3576555 3576576 3576624 3578921 3579414 3579579 3580217 3580341 3581149 3581207 3581596 3581962 3668812 3668881 3668930 3668974 
003572	PK243	0897399	23	3196460 3374470 3374569 3375685 3406406 3413146 3415766 3418145 3418264 3418441 3420037 3421153 3422414 3424318 3424363 3425114 3425401 3426654 3426717 3426718 3428844 3429732 3429832 3432238 3432622 3433275 3434210 3435183 3435380 3435397 3437252 3438465 3439402 3475445 3487243 
002367	TH224	0493725	1	3226303 3433539 3439528 3456820 3465245 3467040 3467983 3475298 3476908 3480166 3480732 3481391 3481875 3482445 3483003 3483950 3485170 3485816 3486141 3486311 3486838 3487035 3502893 3505185 3506324 3537536 3540190 3540705 3559804 3559970 3561772 3576321 3576330 3576343 3576373 3576390 3576429 3576501 3576507 3576558 3576763 3577741 3580095 3580389 3581080 3581250 3581605 3650956 
001894	PK20	3483424	11	3250131 3405604 3426735 3431445 3432384 
013192	PK20	3459335	4	3250131 3331180 3375120 3375544 3428042 3433760 3434130 3435070 3435384 3436119 3436930 3445081 3446832 3448679 3456228 3456677 3458295 3458451 3463526 3487041 
001839	PK20	0898918	2	3250227 3375389 3375544 3416598 3417108 3421500 3421700 3426735 3428042 3428608 3431294 3436930 3437240 3438113 3438374 3443421 3446832 3448679 3453445 3458972 3460488 3460867 3461826 3462292 3462514 3462639 3463188 3463675 3464379 3483587 
001898	PK20	0168763	10	3250227 3331277 3404828 3435384 3435771 3438374 
006559	PK338	0031478	6	3250227 3433539 3439409 3443283 3443731 3458853 
002164	PK278	0180723	2	3250683 3375323 3381050 3430152 3438232 3459522 3462270 3463022 3463745 3464027 3480710 3481419 3483467 3485288 
011826	PK278	0180723	5	3250683 3430152 3453352 3459522 3462270 3463675 3463745 3464027 
001836	PK20	3452118	1	3264539 3426020 3430401 3441310 3451168 3455908 3459523 3460569 3461063 3462817 3464850 3470393 3474140 3475198 3476797 3478506 3479311 3479976 3480668 3481203 3481532 3481805 3481813 3481943 3482323 3482739 3483234 3483511 3483929 3485912 3486379 3486782 3487621 3503630 3514964 3516634 3538202 3559870 3560167 3560199 3561074 3565637 3569865 3574137 3574483 3574543 3574639 3575916 3575928 3576260 3576411 3576421 3576563 3578781 3578861 3579143 3580261 3580714 3580912 3581038 3581081 3581135 3581220 3581232 3581375 3581999 3582040 3650596 3668851 3668933 
002151	PK278	1037239	1	3433686 3451724 3454625 3457988 3459972 3462565 3463776 3465036 3466014 3467093 3468070 3469520 3471450 3475573 3480714 3481690 3481702 3482144 3483298 3483587 3484619 3484752 3485228 3485548 3485550 3486571 3486852 3487034 3487055 3487266 3513947 3514095 3521461 3529298 3543742 3546891 3556970 3557244 3558739 3559149 3559302 3559857 3559963 3560373 3561704 3575483 3576013 3577187 3578811 3579592 3579723 3580248 3580251 3580256 3580269 3581085 3581609 3581920 3581967 3581996 3669006 3669016 
014099	PK20	0409956	3	3331180 3375120 3375544 3404828 3405604 3411059 3412825 3414273 3415849 3430383 3431672 3432223 3435070 3436588 3437240 3438113 3439820 3445081 3456677 3458295 3463602 3463993 3464279 
001844	PK20	3577231	7	3339315 3420380 3423723 3436683 3438878 3458176 3460235 3463879 3463993 3477014 3485290 3486141 3486182 3576336 3576485 3576494 
014201	PK25	3647209	2	3359596 3431158 3435366 3437011 3438033 3438342 3459645 3576410 
006023	PK338	0031454	1	3375323 3418145 3426556 3436227 3438455 3443421 3448868 3451557 3455690 3456210 3462458 3465181 3475950 3476864 3478356 3481894 3482264 3482288 3483560 3484816 3485628 3486569 3487040 3503382 3503587 3505157 3538688 3544945 3549272 3552259 3555932 3556169 3559476 3559534 3559612 3560487 3561660 3568950 3574542 3575898 3576037 3576126 3576532 3576555 3576568 3577485 3578804 3578910 3578921 3579028 3579949 3580796 3581192 3581469 3581830 3581846 3669050 
001847	PK20	3483424	5	3375389 3404693 3411059 3419470 3420437 3428608 3432384 3435248 3435771 3438374 3453445 3456228 3463011 3463526 3464279 3467093 3481690 3481702 3486852 
012730	PK243	3194193	5	3375685 3421153 3438119 
006573	PK338	0031399	7	3377851 3425239 3438287 3450069 3459584 3462116 
002571	PK338	0564741	5	3379786 3416398 3429761 3432301 3435931 3436260 3456313 
011230	PK338	0564741	3	3379786 3435931 3440075 3440409 3456313 3462512 3484894 3486187 
011864	PK278	1037239	4	3381050 3414273 3417172 3430152 3430401 3435039 3435313 3439328 
007381	TH110	0031611	23	3396377 3405422 3417819 3419470 3425347 3426020 3427674 3430142 3433788 3436930 3439147 3439564 3454115 3458451 3461962 3463589 3463936 3464379 3464985 3467093 3479976 3481813 3483587 3484314 3485549 3487621 3576333 3576345 3576397 3576439 3576531 3576533 3576583 3576631 
006042	PK338	0409737	23	3404534 3418106 3418908 3421753 3426649 3429199 3429761 3430706 3431629 3432301 3433961 3437141 3437365 3437379 3437511 3438550 3439818 3440175 3441166 3441306 3441900 3451553 3454226 3455043 3455046 3455341 3458250 3459505 3460399 3460701 3460867 3462228 3463593 3474140 3479718 3479961 3482019 3482198 3483638 3484990 3486250 3486998 
001845	PK20	3646542	8	3404828 3405451 3411059 3415125 3421500 3455631 3459523 3460235 3461197 3462817 3480732 3483298 
003524	PK243	3647384	3	3406406 3413146 3429732 3432238 3432447 3438443 3438652 
014073	PK25	3447549	4	3411186 3432040 
013204	TH224	3098022	3	3412549 3478747 3561229 3576303 3576480 3576518 3576625 
002562	PK243	1168490	1	3412825 3413923 3422414 3425437 3426719 3433275 3434124 3450068 3451553 3457692 3461882 3463453 3465103 3465588 3467427 3469560 3479718 3480150 3480728 3480810 3481102 3483036 3483651 3483954 3485727 3486740 3510665 3512896 3521265 3521272 3533093 3559624 3559843 3560687 3561001 3574873 3576325 3576350 3576574 3576792 3577590 3577682 3581098 3581171 3581227 3581300 3581913 3668780 3668844 3668924 
009231	TH110	0697660	6	3413356 3456820 3481875 3484816 3486141 
004282	PK25	1165566	3	3413923 3450490 3451557 3451724 3459972 3463022 3483241 
002162	PK278	0168378	7	3414273 3441900 3453352 3462270 3463675 3463745 3464027 
003019	TH224	0375562	2	3415766 3433686 3434124 3459613 3471745 3474598 3480571 3481221 3484216 3484752 3486569 
003546	PK243	3554810	2	3420037 3422414 3425114 3431535 3435397 3438119 3457393 3459584 3462293 3467452 
002173	PK278	1083806	3	3416536 3417172 3430401 3431294 3431449 3435039 3435313 3439328 3459505 
001838	PK20	0168763	6	3416998 3456290 3458136 3458949 3463708 3474463 3476418 3478691 3482101 3484324 3484763 3485170 3486623 3487316 3576321 3576404 3577022 3579687 3580586 
002160	PK278	0004950	23	3417108 3428042 3436311 3437240 3438113 3440419 3441310 3443421 3447681 3451168 3453445 3455631 3455915 3456722 3458972 3460338 3460488 3461826 3462514 3462639 3462817 3462896 3463602 3464327 3466364 3474620 3475198 3476797 3477824 3480375 3480668 3480732 3480999 3481203 3481805 3481943 3484887 3485169 3485290 3485912 3486379 3486782 3487087 3505157 3560770 3576879 3582040 
004844	TH224	3647219	23	3429706 3436227 3436514 3438842 3440687 3447322 3454494 3457777 3458441 3463199 3464848 3464850 3465588 3467384 3468749 3477014 3478343 3478713 3481643 3483567 3484272 3484334 3484361 3484816 3485028 3487266 3540428 3576404 3576530 3581149 3668770 
012821	TH110	0910179	4	3420940 3431651 3435366 3436683 3438100 3463879 3487093 
001849	PK20	0123161	9	3421044 3434130 3436119 3443421 3458451 3463188 3464379 
003508	TH110	0024092	3	3424318 3426858 3433275 3442991 3455519 3467384 3474789 3482396 
014126	TH110	3555417	5	3424318 3425401 3448314 3462955 3479085 3480382 
002572	PK243	3393847	4	3429199 3436260 3457195 3459888 
011219	PK243	1168490	6	3429199 3453663 3457039 
001151	PK25	0031388	1	3432223 3453445 3455151 3456089 3461197 3462237 3462964 3463126 3471190 3471447 3474620 3475745 3475933 3477425 3477576 3479054 3480710 3480935 3483084 3483557 3483638 3484361 3484763 3485028 3485169 3485327 3485504 3485756 3486617 3486632 3487087 3538400 3557478 3559225 3559591 3560858 3574563 3575735 3576011 3576231 3578963 3579181 3580217 3580259 3580991 3581228 3581981 
007364	TH110	0031611	1	3432357 3433760 3438113 3438999 3447478 3454182 3455227 3458049 3464306 3464379 3466962 3478297 3479712 3481520 3481967 3483640 3484845 3485636 3486083 3503865 3510971 3518231 3519726 3520100 3531305 3539996 3540714 3542887 3544254 3559537 3559645 3574866 3576230 3577054 3577109 3577167 3578443 3579116 3580159 3580326 3580407 3580584 3581786 3581870 3581952 
002567	PK338	0031454	2	3432384 3437589 3452445 3453663 3463439 3465103 3480401 3484202 3486187 3576337 3576397 3576402 
014107	TH224	3554810	5	3433251 3440508 3459508 
006508	PK338	0031478	4	3435931 3437591 3456313 3457917 3463745 3486787 3557478 
012729	TH224	3194193	6	3436514 3456016 3459508 
002364	TH110	0492580	7	3439280 3462936 3484750 3487640 3576535 
012770	TH110	3646854	2	3458957 3485054 3505185 3524341 3546417 3568636 3575769 3576485 3576494 3581250 3668924 
001878	PK20	1168490	12	3462292 3475573 
013211	PK278	0428815	6	3521265 3556594 3574558 3650578 
011861	TH224	3555097	4	3564528 3581456 3581995 
