Course	Room	Teacher	Time	Students
002562	PK243	1168490	21	1057610 3431740 3433849 3439917 3441004 3441838 3443421 3460586 3461962 3462298 3463011 3471190 3471447 3476418 3479838 3479945 3480867 3481391 3482194 3483278 3485028 3486382 3486501 3486777 3486838 3508682 3518231 3540124 3540190 3540705 3552259 3559815 3560373 3570123 3574967 3575309 3575916 3576231 3576375 3576391 3576530 3576534 3576620 3577795 3578075 3581077 3650277 3668752 3668792 3668830 3668858 3689348 
006024	PK338	3470402	1	1057610 3375323 3439475 3443421 3451557 3459032 3459613 3460235 3466014 3474620 3475950 3478356 3480217 3480732 3481894 3482264 3482288 3483560 3485290 3486569 3516634 3538688 3555932 3557478 3558739 3559534 3575898 3578804 3578910 3579949 3581135 3581192 3581455 
002470	PK100	0697660	27	1088365 3420940 3424594 3433539 3438084 3454497 3462882 3463729 3479085 3576325 3576429 
011313	DAL300	3647219	35	1088365 3415870 3418441 3420037 3421753 3425401 3429566 3429834 3436227 3437589 3440687 3444811 3459584 3461556 3462298 3463851 3464848 3465036 3467040 3479945 3481221 3486623 3487040 3510971 3513947 3540662 3561704 3576011 3578036 3580139 3581469 
002397	PK25	0493725	27	3226303 3433829 3452529 3464398 3465588 3469119 3475298 3476908 3477580 3478050 3479355 3480166 3482445 3483925 3484750 3485054 3485816 3486182 3487093 3487276 3487640 3559804 3576336 3576494 3650956 
013193	PK20	0898918	4	3250131 3375120 3375544 3414273 3417108 3419470 3431294 3433760 3434130 3435384 3436119 3438374 3445081 3448679 3455631 3456228 3456677 3458295 3458451 3460867 3463526 
013627	PK20	3459335	5	3250131 3421700 3428608 3431672 3432223 3434130 3435384 3437534 3443421 3446832 3453445 3457988 3458295 3458972 3459505 3460867 3462514 3463071 3464379 3487041 3692269 
013921	PK20	3483424	6	3250131 3331180 3405604 3415849 3426735 3428608 3432384 3437534 3452561 3453445 3456228 3458972 3463526 3481702 
001843	PK20	0056992	2	3250227 3378849 3416536 3417172 3425095 3430401 3431672 3435384 3437574 3445081 3448679 3451168 3451663 3455915 3458451 3460488 3461197 3462416 3463526 3464327 3471190 3474463 3475573 3476797 3478691 3480217 3487261 3569865 3574137 3576411 3580714 3581038 3582040 3692269 
002163	PK278	1037239	6	3250683 3453352 3459522 3462270 3463675 3463745 3464027 
002182	PK278	0428815	2	3250683 3381050 3430152 3431294 3431449 3435039 3435313 3439328 3453352 3459505 
011827	PK278	1037239	4	3250683 3381050 3430152 3453352 3459522 3462270 3463675 3463745 3464027 
001837	PK20	3452118	1	3264539 3430196 3430401 3441310 3451168 3457873 3459523 3460569 3461063 3462817 3463589 3463776 3470846 3474140 3475198 3479311 3479976 3480571 3480999 3481203 3481532 3481805 3481813 3481943 3482101 3485170 3485912 3486379 3486782 3487087 3503382 3514964 3521265 3529298 3538202 3543742 3544945 3549272 3559149 3559870 3560167 3560199 3560373 3561074 3569865 3574137 3574543 3574558 3575483 3575916 3575928 3576260 3576411 3578747 3578861 3580269 3580714 3580912 3581038 3581077 3581081 3581085 3581171 3581207 3581232 3581375 3581456 3581605 3581967 3581999 3650578 3668933 
