Course	Room	Teacher	Time	Students
001837	PK25	0123161	1	0385511 0746108 0794549 0858172 1073230 1096638 1125596 1155110 1155700 1160418 3067214 3077505 3078071 3080546 3082852 3084494 3085021 3087231 3087330 3087533 3088047 3088141 3089555 3090752 3090776 3091218 3092091 3092333 3093208 3093257 3094802 3095337 3095867 3096963 3097075 3098380 3098983 3099257 3119048 3119909 3120137 3125127 3135241 3145520 3158474 3160933 3173096 3173283 3177873 3185620 3190685 3191285 3194428 3204830 3208714 3209232 3210876 3211081 3211473 3218679 
002161	PK180	0301910	14	0385511 0794549 1032467 1060971 1073230 1081207 1154430 1155748 1156282 1160418 1161679 1163245 3068878 3075104 3076209 3078822 3084494 3085643 3087231 3087330 3087527 3087533 3089580 3091221 3091870 3092333 3092408 3094802 3095021 3098983 3104489 3183942 3193776 
003034	TH110	0222805	2	0472799 0992777 0994316 0994663 1014173 1057202 1058076 1060146 1060805 1074339 
006031	PK338	0431634	2	0950914 1001389 1059337 1071241 1086556 1155813 1160418 3072895 3074091 3079774 3079866 3079871 3081503 3081951 3085421 3087527 3087948 3088264 3089555 3090058 3090752 3091305 3092408 3092532 3092830 3094802 3095021 3095908 3097592 3097709 3108691 3108886 3109227 3110627 3125856 3126433 3145694 3155346 3169335 3177873 3190685 3194888 3204306 3205337 3210876 3215784 3217371 3217543 
008501	TH224	0031553	3	0820385 0899040 0902364 0980359 0983542 0993172 1001526 1025351 1043203 1045527 1056692 1065966 1069425 1072036 1075221 1076439 
001842	PK25	0031557	14	0897102 1001981 1012505 1012900 1023115 1027570 1049110 1056570 1057174 1059101 1069835 1070296 1071258 1073214 1079289 1093828 1109276 1109686 1135712 1143387 1150448 1151485 1162493 1163125 3062766 3063070 3064869 3065779 3065929 3080539 3084117 3087144 3091176 3093298 3094738 3095337 3098947 
001890	PK229	3312777	6	0899385 0999166 1001981 1033981 1037801 1049110 1058731 1074572 
008812	TH224	0576472	8	0908849 1018066 1069276 3061194 3068167 3070830 3077926 3077943 
011317	TH104	3194197	4	0908849 0997849 1039740 1068696 1070930 1161763 3068167 3070830 3077943 
005742	CARP21	0031543	2	0909462 0996066 1048625 1057027 1057660 1069276 1088535 3070830 3081400 
001839	PK25	0898918	3	0910971 1003065 1009914 1014289 1017955 1021988 1022159 1030842 1047712 1057174 1057564 1058731 1060971 1076016 1076479 1091481 1143121 1150429 1154430 1155748 1161679 1162725 1163245 3065779 3081400 
001840	PK25	0168763	2	0910971 0994228 1012942 1013439 1026827 1032467 1056807 1057174 1058429 1059799 1059882 1065966 1068431 1076479 1081207 1085421 1091600 1092805 1119061 1129252 1143121 1155748 1162792 1163270 1164327 3061460 3073017 3073483 3079887 3082852 3085643 3086240 3087231 3088047 3088969 3096911 3098242 3099191 3099257 3145520 3152571 
004709	CARP21	3310303	1	0912194 0912822 1050032 1056467 1071343 1071866 1080595 1163245 3069486 3089769 
006043	PK338	0554585	5	0940517 0950914 0998866 1018066 1028449 1028647 1047770 1050645 1057605 1058218 1060948 1069904 1073075 1088892 1096638 1135712 1138792 1143387 1151485 3062828 3065016 3078822 3089763 
006045	PK349	0031526	9	0940517 1016705 3085596 
006060	PK349	0031384	6	0940517 0998866 1005619 1012942 1016705 1018066 1042351 1050645 1057202 1057605 1059756 1069411 1069583 
006033	PK338	0207327	4	0950914 0980022 0992777 0997504 0998860 1009866 1028647 1047770 1050645 1059673 1059756 1068431 1069583 1074339 1075264 1086556 1088892 1092958 1096638 1096920 1153554 1164327 3062828 3064630 3065016 3089384 3092179 3203791 
003029	TH104	0492580	5	0980022 0992777 1014173 1074339 3066088 3097153 3100402 
001193	TH224	0135660	5	0980359 1047500 1058203 1072725 1085421 1133031 1153036 1162493 3075252 3077943 3083717 3098947 3100011 3188793 
001249	TH224	0135660	54	0980685 1003526 1011239 1017930 1017991 1047500 1049683 1069839 1072415 1162901 3074820 
001433	TH104	0031632	1	0990773 1086904 3066973 3078437 3080405 3081763 3082941 3085002 3093298 3100196 
001844	PK229	3312777	40	0994035 1028864 1057027 1075264 1081058 3084117 
003437	TH110	0897706	1	0994228 0996647 1010596 1012900 1048639 1059105 1059663 3088071 3097933 3098242 3217408 
007923	TH110	0031539	6	0994327 1033040 1033296 1038861 1138792 3078331 3098380 
007926	TH110	0431946	40	0994327 1032467 1033040 1038861 1039740 
007380	TH224	3332660	1	0994458 1017955 1041721 1057212 1071507 1071785 1091481 1139204 1141766 1156319 1161824 3069352 3084716 3095417 3097192 3099375 3211384 
011299	PK229	0058557	8	0994458 1079538 1150110 1151485 1156612 3064906 
006026	PK338	0213446	7	0996066 1009761 1060284 1070385 1134634 1143121 1161791 3061194 3066973 3080405 3092577 3092604 3097588 3101150 3103203 3103910 3152434 3193672 3205329 3216649 3217785 3218135 
001896	PK229	0205229	7	0996647 1012572 1014289 1041721 1047712 1075329 1076016 
003033	TH104	0492580	8	0997481 1001389 1069716 3069486 
011310	PK349	0207327	5	0997504 1002151 1029963 1042351 1059756 1069583 1075264 1150429 3064630 
009335	CARP21	0031522	3	0997849 1052099 1060170 1071507 1074737 1136139 1141766 3062862 3093050 3096229 
006035	PK349	3334524	4	0998866 1051994 1057202 1072193 1109742 3078071 3078822 3079774 3088141 3095021 
011190	PK229	3208554	5	0999166 1003065 1005493 1037801 1071343 1076479 1091481 
004869	CARP21	0053518	7	1000374 1010723 1011279 1072820 3063437 3212165 3306653 
011309	CARP21	0180723	40	1000374 1163424 3080118 3093184 3120788 
006034	PK338	0031454	3	1001389 1029963 1080636 1086556 1153554 1155813 1160136 3072895 3074091 3079774 3079871 3081951 3085421 3087527 3088264 3088433 3089384 3089555 3090752 3091221 3092333 3092408 3092532 3094744 3094802 3095908 3096963 3097709 3108691 3125856 3204893 
001180	TH224	0031388	40	1003163 1070296 1095813 1133031 1158585 1162390 3075252 3085021 3087472 3089763 3094738 
001161	TH224	0031388	4	1003526 1031093 1058731 1070296 1072415 1073523 1093772 1122236 1153036 1153904 3075252 3079169 3150843 
009299	CARP21	3092667	54	1010254 1056692 1096573 3078437 3099191 
001467	TH110	0031582	54	1010262 1079349 1156628 1158585 3095599 
011533	TH104	3213249	3	1012096 1012900 1059404 1069838 3068998 3095254 3100011 3110756 3126772 3209843 
007396	TH110	0162977	4	1014289 1076785 1082986 1094452 1094776 1155700 3070045 3078602 3079816 3210877 
007032	CARP21	3319106	6	1016345 1072725 3094575 3095290 3097080 3213909 3217540 
002163	PK180	0168378	1	1017882 1051994 1093828 1109276 1112411 1126780 3057362 3061134 3062766 3070495 3084853 3086192 3088969 3091587 3100402 
002166	PK180	0428815	2	1017882 1033296 1051994 1093828 1109276 1112411 1126780 3057362 3061134 3062766 3070495 3086192 3091587 
008780	TH104	3194197	2	1018045 1048446 3088350 3090375 3145695 3161390 3212165 3212293 3215081 3217415 
002174	PK180	0004950	9	1018051 1033296 1060793 
001847	PK229	0205229	54	1022209 1030842 1041721 1091600 3064906 3073017 
011396	TH110	3310251	3	1023115 1068656 1093453 1150110 3063070 3064869 3066992 3082784 3082959 3085391 3090316 
002562	PK338	1168490	6	1027570 1071070 1084609 1159860 3067313 3073790 3101907 3119630 3125322 3125808 3127044 3190778 3190802 3191198 3191876 3192657 3205454 3213412 3216013 3216840 3217793 3248179 
001425	TH104	0020093	54	1029760 1051994 3096355 
004275	PK180	0017611	4	1033562 1080542 1080636 1156277 1164777 3067793 3093208 3096489 3100468 3125322 3153306 
007391	TH224	0031631	7	1033562 1049022 1058154 1069835 1071690 1115206 1143142 1161804 3057399 3065560 3079816 
011312	TH104	0125630	40	1043203 1090521 3089115 3191876 
007403	CARP21	0031611	5	1047712 1057564 1071785 1076016 1096920 1161804 3069352 
009342	TH110	0031522	8	1048062 1058757 1059799 3081698 3087328 3091781 
011308	PK180	0180723	8	1049957 1092084 3061759 3071791 3089542 3100458 3209936 
004285	PK180	3092832	7	1056457 1080542 1092760 1133031 3086119 3091890 3095306 3216914 
003003	TH104	3195619	6	1058203 3065016 3213968 3214138 
006024	PK338	0301909	1	1059804 1079289 1155839 1162423 1162443 3063119 3065332 3068181 3068444 3082370 3083995 3086455 3092781 3093246 3094263 3098317 3099184 3099423 3099745 3100415 3104489 3105219 3105866 3106403 3110627 3118090 3121582 3122857 3123316 3125873 3126731 3149019 3150160 3151640 3152572 3152667 3153713 3155695 3177165 3180821 3181938 3185122 3185376 3188793 3189051 3191210 3191834 3192657 3193161 3193288 3193776 3193996 3203991 3204279 3204517 3205324 3205454 3209843 3210000 3211335 3211360 3211727 3213412 3213727 3214138 3215666 3216906 3217313 
008792	TH104	0031572	7	1068696 1079912 3065312 3068167 3070830 3088052 
010966	CARP21	0775640	8	1069425 1103971 1133642 3086192 3098983 
009240	TH224	0138190	9	1070930 1072820 1079912 
004276	PK180	3318666	3	1073211 1081058 3091218 3092091 3092830 3105292 3121199 3122857 3152623 3177165 3191198 3211393 
001424	TH224	0024663	6	1079349 3081179 3082370 3094700 3104777 3108814 3120788 3123316 3153713 3155060 3203791 3217604 
008434	TH224	0031553	2	1136656 3062439 3065312 3065779 3081234 3081988 3087809 3098240 3098243 3150738 3190802 3191428 3191823 3216670 3217434 3217444 3218034 
003406	CARP21	3318436	4	3068251 3081951 3088571 3092126 3094479 3099184 3179110 3214899 3216670 3217413 
004803	TH110	0031373	5	3082784 3085126 3090312 3095417 3120788 3177063 3191428 3210877 
007878	TH110	0031386	7	3087144 3110756 3204306 3209669 3217444 
006019	PK349	0856198	8	3090312 3097468 3098490 3110756 3125450 3165225 3188887 3217724 3217778 
