Course	Room	Teacher	Time	Students
007041	BYC100	0162976	3	0362014 1070812 1155839 3065806 3085612 3092244 3103910 3105219 3188879 3323454 
007365	TH110	0701976	1	0892947 1045484 1153904 3061917 3079915 3085846 3095417 3109335 3110898 3119048 3151195 3165225 3178019 3203791 3205138 3209832 3214899 3215635 3217434 3217667 3218335 3219685 3219719 3219786 3226387 3228778 3232225 3232322 3236537 3249531 3252374 3256812 3257376 3260308 3264020 3283446 3293645 3299552 3314945 3315776 3316819 3322107 3323644 3329671 3330926 3332421 3332425 
012107	TAYF	0031619	11	0892947 1012362 1080806 1136656 3065488 3095396 3101150 3322663 
001249	TAYG	0031388	52	0898104 1058203 1070296 1070620 1072725 1073523 1079503 1080204 1084538 1085421 1087579 1093772 1095813 1107899 1122236 1126437 1130377 1153036 1162493 3064715 3077943 3100011 
005263	CARP21	3090017	2	0898104 1057174 1069487 1085971 1112411 1162423 1162792 1163883 3057399 3063735 3066992 3067793 3069585 3073483 3080142 3089115 3100385 3155201 3209784 3216013 3322663 
006049	PK338	0207327	6	0901284 0950914 1001389 1047770 1073075 1075264 1086556 1143387 1153554 3064630 3065016 3065591 3066088 3069894 3079774 3079871 3085421 3088390 3092830 
001842	PK25	0031557	2	0910971 1057570 1074737 1075264 1077528 1080382 1080980 1081304 1082986 1085466 1087351 1088236 1096573 1096638 1143180 1155110 1161679 1161804 1162384 3057362 3061134 3066589 3077935 3079866 3082073 3083995 3084075 3084853 3087231 3088047 3091218 3091870 3092333 3092830 3098224 3098983 3120137 3211396 3212293 3213217 3213402 3215666 3307517 
001893	PK229	0898918	4	0910971 1009914 1057174 1060971 1076479 1091481 1143121 1150429 1163245 
001474	PK338	0853792	13	0940115 1003163 1079349 1090632 1133031 1162390 1164777 
012034	TH110	0408816	2	0940115 1060971 1087579 1098264 1107899 1109686 1122236 1133031 1153036 1162390 3065560 3065568 3065779 3077931 3085002 3088010 3098317 3126602 3135241 3153713 3188793 3209294 3211360 3215601 3216914 3248182 3311445 3322149 
005282	BYC100	0493856	6	0994458 1133642 1141692 3105382 3190633 
011313	CARP21	0672202	1	1000374 1084538 1153080 3062860 3064485 3064869 3065289 3081179 3081720 3082784 3093100 3095306 3114776 3152571 3191210 3210877 3217444 3223740 3252851 3296990 3308669 3311452 3311808 
003029	TAYF	0492580	7	1001389 1058218 1087351 1088236 1131814 1163125 3064899 3065016 3065426 3065591 3069894 3072895 3077935 3079866 3089384 3214138 
001444	PK338	0853792	9	1003163 3078437 3082370 3082488 3095599 3104777 3123316 3125322 3127044 3155060 3219029 3322108 3329836 3330926 
001840	PK25	0168763	3	1012362 1070296 1090070 1090632 1096638 1125596 1149928 1153036 1155700 1161791 1162725 1163125 3064906 3067358 3068181 3077943 3078987 3080546 3081234 3081400 3082314 3087533 3089555 3091870 3095337 3097075 3097192 3106403 3121582 3152572 3178019 3190134 3194683 3210000 3216670 3217346 3217372 3217444 3236537 3308695 3315613 3323189 3323692 
003003	TAYF	3332662	4	1019072 1058218 3065426 3082073 3099184 3100402 3105292 3155033 3177063 3181938 3192055 3193161 3194322 3204893 3211473 3217413 3217439 3217667 3220537 3316693 3316819 
010851	PK338	3392923	10	1047770 1080806 1143387 1160418 3062828 3079774 3081951 3088433 3114251 3125856 3191834 3193776 
003034	TAYF	0222805	16	1049144 3071798 3077931 
003406	TAYD	0897399	8	1049144 3065312 3304197 3331618 3332421 
002564	PK338	3398516	18	1051891 3114701 3205337 3211727 3215635 
006043	PK338	0554585	2	1051891 1080806 1086556 1092958 1109564 1131814 1149469 1153554 1155813 1160136 1163719 3061686 3064899 3067610 3072895 3079774 3079871 3081951 3085421 3085643 3087527 3089384 3089555 3090752 3091221 3092532 3094802 3096963 3204306 
006058	PK338	0431634	20	1051891 1086556 3087527 3089763 3091221 
010956	CARP25	0024663	52	1051994 1079349 1095145 3078958 3080405 3081763 3082314 3085002 3087328 3093298 3094700 3106446 3120788 3153713 3155060 3190802 3217604 3322108 3323644 3332761 
007080	BYC100	0031573	5	1052099 1071318 1081112 1104323 3090316 3094575 3097080 
007040	TH102	0162976	52	1057570 1135687 1142038 3081074 3091890 3097321 3103910 3107224 3181938 3191198 3193161 3196059 3203791 3204248 3215099 3217785 3330337 
003448	EHLEC	0031359	1	1058068 1070105 1073076 1080542 1141766 3063303 3080539 3084075 3087809 3092012 3092577 3103193 3152743 3152788 3153306 3215081 3216871 
004083	TAYE	1167978	8	1058068 1071318 1071986 1073672 1077528 1088139 1091481 1093047 1150784 1163836 3059978 3062796 3066589 3070830 
