Course	Room	Teacher	Time	Students
013274	BYC127	3443571	1	0825970 3295955 3358378 3412755 3414467 3428844 3435183 3438471 3441838 
006504	DAL25	0031399	12	1170820 3119160 3275705 3322549 3339160 3416750 3417370 3425239 3425755 3428608 3429733 3431080 3431651 3432759 3439409 3441004 3447681 3458049 3459888 3460701 3462235 3463524 
013170	EHII	3092941	12	3112960 3250514 3339156 3413598 3418117 3425356 3434130 3437701 3443092 3444537 3458121 
003424	EHLEC	3393009	12	3069495 3099325 3212089 3227669 3311775 3313406 3314570 3365419 3372100 3374569 3381424 3396036 3397012 3412755 3416073 3422289 3429524 3434210 3436514 3439147 3439283 3462414 3463879 3474216 
008484	DAL119	3420576	46	3069495 3329409 3331179 3347767 3352040 3352660 3362442 3378849 3390220 3395937 3396837 3414298 3416750 3417002 3435922 
011834	TAYF	0470839	12	3119618 3249454 3255904 3337335 3337414 3340158 3402583 3404279 3416374 3425219 3426169 3427674 3432782 3436158 3438206 3438842 3439158 3439364 3458641 3463353 
001837	PK100	3452118	1	3073525 3250227 3322886 3331180 3334029 3337334 3359188 3375120 3378849 3395299 3396461 3404693 3405451 3405604 3405619 3411154 3413582 3415615 3415852 3417108 3418120 3419470 3421500 3421700 3428042 3428608 3430152 3430298 3430383 3431672 3432238 3435039 3435248 3435384 3435692 3436311 3436588 3437240 3437574 3438113 3438374 3438455 3439899 3445081 3446670 3448679 3451663 3452561 3453445 3455625 3455631 3455915 3456103 3456677 3457231 3458451 3458469 3458972 3459522 3460235 3460369 3460488 3460737 3460867 3461826 3462293 3462297 3462356 3462514 3462647 3462896 3462964 3463226 3463602 3463675 3463745 3463883 3463919 
002161	PK229	1083806	12	3073525 3224924 3250131 3319602 3331180 3341079 3365824 3375120 3379786 3397565 3404693 3405151 3405422 3405744 3412670 3412825 3413521 3415849 3416536 3417172 3419470 3420437 3421700 3430383 3430401 3431294 3431672 3432384 3433760 3435039 3435313 3436119 3436930 3438669 3439437 
007087	DAL300	0031573	10	3090066 3330355 3340585 3363977 3418479 
011534	DAL300	3213249	11	3090066 3390102 3432595 3433929 
003017	TH224	3332662	12	3099420 3227882 3314580 3316768 3318988 3339029 3342833 3397242 3404828 3406196 3411136 3413774 3414016 3415125 3418079 3423723 3432798 3439475 3439701 3454226 3462720 
006026	PK338	3470402	46	3099420 3226486 3228510 3245992 3323191 3323512 3340716 3341874 3359596 3375120 3396422 3397265 3397992 3416896 3418441 3418499 3428042 3432398 3434428 3435161 3435380 3437252 3439912 3449400 3451551 3454226 3456820 3457393 3458122 3458949 3459584 3459823 3461933 3462647 3475445 3482396 
006060	PK349	0031526	2	3102134 3122279 3195977 3199633 3223457 3225245 3227882 3246608 3256294 3269425 3300040 3311527 3314060 3314978 3324271 3324397 3329719 3337912 3339989 3340232 
005180	TAYE	3461286	12	3103190 3119907 3303344 3312519 3316953 3338504 3342762 3363735 3402266 3405427 3415217 3417819 3424318 3426638 3428042 3429810 3431449 3436206 3437011 3439511 3440036 3452561 3453218 3453467 3455046 3455625 3455981 3462554 3462851 3463526 3463939 
005258	TAYF	3461286	46	3103190 3329782 3344218 3350812 3354609 3355412 3358378 3374479 3402266 3402556 3417314 3460766 
013174	TAYE	0897706	46	3228659 3312777 3319128 3322549 3342814 3397856 3404364 3413146 3417042 3417284 3435397 
013344	PK243	1167884	46	3112960 3228721 3240926 3244115 3338564 3352904 3404386 3413574 3413771 3417000 3419570 3423829 3431828 3432243 3439511 3455120 3459647 3461498 3463859 
001562	PEMSTD	3436970	46	3113981 3218585 3219586 3314364 3314546 3336750 3352054 3369591 3404976 3405151 3431080 3431445 3432259 3438068 3438878 3440175 3440454 3451496 
001894	PK100	3422398	7	3113981 3224924 3227217 3230522 3240400 3254633 3258485 3311583 3316768 
013193	PK100	0898918	6	3113981 3230522 3289325 3311583 3323539 3388921 3404828 3412670 3435248 3439558 
007007	DAL300	0028980	2	3119160 3227014 3273028 3339216 3404642 3413598 3417284 3418907 3427633 3428820 3431828 3433881 3433945 3435628 3438342 3443283 3446653 3454115 3459584 3459645 3459647 3462414 3462872 3462955 3463126 
011312	DAL300	0125630	4	3119618 3121331 3310035 3341634 3352660 3378849 3395942 3396036 3397334 3404732 3429733 
013292	EHLEC	3475527	1	3119618 3329814 3397042 3402556 3422964 3436514 3439283 3459508 
005209	GOB	3475676	12	3227361 3252368 3273028 3278685 3339216 3339814 3366307 3375410 3413574 3425679 3430131 3437756 3437978 3438471 3441177 3442237 3448679 3454625 
012487	DAL300	3474862	9	3121331 3244115 3250803 3416896 3434079 3439624 
013172	DAL119	0024092	12	3121717 3230522 3264954 3281059 3314364 3322523 3329729 3353145 3374040 3395299 3396422 3418908 3420884 3423839 3425437 3426858 3433275 3436212 3443421 3446645 3455294 3457935 3463593 3483155 
001878	PK100	0637692	11	3121829 3319023 3324844 3341079 3388921 
006045	PK349	0031526	6	3122279 3334029 3414467 3423676 3431080 3459888 
004010	TH102	3460456	12	3122354 3227014 3412881 3416891 3417314 3418606 3425347 3429832 3432223 3437240 3438232 3440419 3450068 3453472 3456016 3456103 3456313 3457327 3457393 3458295 3458934 3459635 3460134 3460359 3461057 3462290 3462293 3462298 3462964 3462990 3463675 
004889	TH102	0348369	46	3122354 3225913 3229363 3256056 3260429 3267997 3276264 3287584 3304568 3304629 3314339 3316863 3319030 3319386 3323367 
012737	CARP21	3092667	46	3227364 3315095 3329686 3404642 3404828 3413022 3415627 3425364 3429566 3431651 3439475 3439701 3440508 3446670 3457327 
005738	TH224	0031543	46	3122450 3236006 3250803 3330293 3339074 3384120 3413774 3430786 3432595 3435722 3441413 
001896	PK100	0168763	10	3123570 3291024 3301223 3318430 3339156 
002564	PK338	1168490	2	3124142 3227361 3316953 3339160 3364991 3396313 3411108 3412864 3417055 3420434 3432301 3443453 3455562 3457195 3459888 3463851 
003548	BYC127	0024092	46	3161154 3250498 3270555 3358345 3396036 3402583 3404204 3411018 3414657 3416073 3417273 3417338 3449263 
011295	PK100	3312777	9	3161154 3223467 3323191 3323512 3405145 3435692 
006036	PK338	3452833	3	3199633 3223457 3227217 3281059 3300040 3314978 3338564 3359188 3369591 3418079 3460488 
005298	TH110	3452160	7	3201565 3336991 3412520 3416658 3424520 3430953 3437295 3437365 3463524 
005228	GOB	3483426	46	3212266 3252499 3367107 3416286 3416374 3416891 3421044 3429524 3429602 3453352 3460770 
001182	DAL315	0493725	12	3217410 3375629 
011841	DAL300	0135660	6	3217451 3247072 3249454 3319023 3324844 3329727 3339999 3341874 3405144 3417001 
004844	CARP21	0672202	1	3218706 3225913 3304568 3311935 3340316 3344264 3395624 3397771 3415627 3415766 3417166 3423723 3423970 3424594 3426649 3426666 3432759 3433539 3435366 3437379 3439364 3439402 3439475 3440508 3450069 3460073 3460134 3461556 3463729 3482588 
003278	PK338	0675005	6	3218733 3259890 3314546 
002175	PK180	3415849	2	3221725 3234786 3257419 3258482 3267842 3295955 3337950 3338017 
013295	TH110	3474664	13	3221756 3404243 3413022 
002456	PK243	0493725	5	3222677 3396492 3414811 3458122 
012303	TAYD	0576472	46	3223337 3223457 3258482 3331186 3339989 3364991 3417003 3418120 3426666 3433251 3435183 3440116 3455220 
006539	TH102	3474862	1	3224132 3224211 3264954 3301223 3312519 3326954 3340533 3352904 3363735 3377851 3382410 3414657 3418117 3423839 3430944 3437591 
013497	PEMSTD	3477944	1	3224179 3250514 3251757 3381424 3396313 3417055 
001839	PK100	0898918	3	3224187 3250131 3269425 3283602 3319602 3323191 3324231 3337851 3339196 3340879 3360165 3365824 3381480 3389676 3396460 3397265 3397565 3397709 3404148 3405145 3405151 3405604 3405744 3412670 3413521 3432595 3433760 3435248 3436119 3439558 3439820 3455631 
009270	DAL25	3475527	46	3224211 3339988 3412881 3427633 3429199 3431303 3437756 3442991 3446645 3458533 3460235 3463729 3463936 
004802	CARP21	0031473	2	3224924 3430978 3441177 3453472 3457935 3459823 3463587 
013180	DAL119	3469882	1	3225193 3250498 3314570 3337673 3375685 3396492 3405151 3421153 3426020 3430142 3431828 3432622 3435397 3451551 3454115 3459647 
002562	PK349	0564741	3	3225245 3375323 3416997 3417717 3425755 3426666 3431158 3431629 3435628 3436683 3436930 3437365 3453218 3453445 3454059 3460371 3462512 3462517 
013167	EHII	0058557	46	3227669 3315530 3338208 3374470 3412261 3418264 3426654 3431257 3439558 3456313 
009266	TH110	1083868	11	3227882 3323254 3329719 3339780 
012841	DAL315	3447549	1	3228659 3330767 3339989 3483155 
009303	GOB	0029475	1	3229363 3259952 3261773 3323254 3330241 3340959 3342762 3342814 3355412 3375323 3404386 3437701 
001861	PK100	0056992	4	3229500 3240400 3254633 3289325 3316768 3319602 3340879 3341079 3397565 3404148 3405744 
001891	PK100	3459335	14	3229500 3267842 3289325 3331277 
002178	PK180	0180723	3	3234786 3314060 3314413 3323539 3338017 3340556 
001840	PK100	0168763	2	3236439 3258485 3303699 3307130 3319692 3324360 3328955 3336750 3339827 3343615 3375389 3375544 3380697 3382662 3395581 3396461 3397709 3405604 3411059 3413728 3415619 3416203 3418499 3419470 3426735 3429810 3430383 3431672 3432027 3435039 3435070 3438374 3438472 3445081 3458469 
013199	DAL25	3426095	1	3239415 3340683 3417338 3418479 3425239 3426654 3435722 3439624 3454433 3455294 3462116 3463353 
012306	PK349	0637692	4	3244115 3406196 3412644 3422289 3429566 3432796 3436206 3439475 3456313 
011535	DAL300	3213249	8	3249454 3405619 3431535 3455058 3459980 3463226 
012104	PK243	1167884	1	3250084 3258485 3337335 3339987 3339988 3340797 3352054 3380465 3404196 3417359 3418264 3421770 3425219 3432040 3435922 3436212 3437329 3437778 3438119 3438287 3438465 3438550 3440023 3443207 3450546 3452183 3453856 3454100 3458533 3458934 3460766 3462554 3462936 3462955 
002362	TH224	1165566	1	3250131 3330298 3374569 3416891 3417172 3425114 3436227 3438254 3438878 3441413 3458176 
002164	PK180	0180723	46	3250227 3250683 3253100 3331686 3363924 3382205 3396292 3405153 3411154 3411531 3413582 3414273 3414843 3415044 3415615 3415852 3417370 3431449 3433663 3439328 3440036 
009513	PK100	0031478	13	3250227 3404828 3429810 3458451 
005162	TH110	0031582	4	3250498 3413574 3417108 3420884 3434781 3442335 3443421 3455519 3460766 3462554 3462606 
013176	TAYD	0995587	12	3250498 3330293 3340316 3358378 3404196 3404364 3411186 3428844 3437962 3454494 3454497 3455220 3455519 3457932 3459508 3463587 3464193 3475445 
002163	PK229	3415849	1	3250683 3253100 3331686 3363924 3382205 3396292 3405153 3411531 3414273 3414843 3415044 3416398 3417370 3433663 3440036 
011827	PK229	0428815	46	
005155	TH110	0493855	3	3251781 3261773 3264284 3329814 3338504 3342762 3350812 3355412 3366307 3372272 3415801 3416375 3421770 3429524 3432344 3435380 3437011 3437701 3442237 3455093 3456053 3463859 
005160	TH110	3473288	10	3252368 3358768 3429732 3430401 3458934 
002174	PK180	0004950	4	3257419 3340556 
002414	PK243	3452082	2	3261815 3271598 3330298 3396492 3415870 3417299 3438020 3438084 3439356 3443207 3452529 3463525 3463879 
004809	EHLEC	3194193	46	3263080 3272732 3311586 3314570 3319691 3319692 3329814 3350298 3375685 3442432 3456103 3462293 3464263 
010860	PK243	3461209	7	3266668 3339354 3411108 
001152	DAL300	3482092	1	3267997 3319386 3339315 3340287 3340324 3369702 3404473 3405427 3413283 3414395 3416203 3417908 3420037 3424520 3425347 3425437 3426638 3426717 3427633 3427674 3431294 3431740 3432223 3433788 3433881 3435187 3438206 3438342 3438472 3438473 3439280 3439588 3439912 3443283 3443453 3444811 3446832 3448687 3452964 3453218 3454210 3455058 3455151 3455291 3456645 3457184 3458121 3459980 3461498 3461933 3462115 3462242 3462416 3462417 3462512 3462849 3462990 3463143 3463526 3463936 3463939 
002153	PK180	0168378	1	3274299 3330300 3337781 3375389 3375544 3411059 3421044 3426735 3429199 3431445 3435070 3435771 3437534 3439820 3441900 3455719 3456228 3458295 3461063 3462270 3462292 3462639 3463011 3463022 3463188 3463589 3463768 3464027 3464193 
006031	PK349	0554585	1	3281059 3318430 3341634 3359026 3404534 3414201 3418908 3420437 3421753 3423829 3426719 3429761 3430401 3430706 3433961 3436260 3438102 3439147 3439328 3439670 3439818 3440175 3440419 3440958 3441004 3441166 3450490 3451553 3454059 3455043 3455046 3455148 3457195 3459505 3459897 3459972 3460701 3461469 3464100 
008421	DAL300	0132890	3	3311586 3331071 3382205 3396377 3396837 3404732 3416073 3419002 3425356 3426638 3431226 3431939 3435187 3435922 3437511 3438441 3438652 3439564 3440419 3455915 3456290 3460770 3462639 3462955 3463768 3463776 
012735	DAL300	1168592	5	3283602 3329765 3395937 3417002 3417791 3418479 3431155 3439387 3439564 3456994 
006019	PK349	0856198	5	3303699 3418216 3418606 3451663 3455291 3460737 3462516 3463602 
007365	TH110	3474098	1	3312777 3351895 3354445 3356374 3411258 3428820 3429706 3430131 3431257 3431303 3434130 3434428 3434539 3440454 3442335 3442991 3444491 3444537 3446645 3447681 3450068 3451664 3453262 3453663 3455297 3455981 3456053 3457393 3457935 3458932 3459730 3461882 3461962 3462606 3463453 3463587 
003454	BYC127	0897706	12	3316620 3340287 3340558 3340716 3363977 3375685 3397856 3406406 3412261 3413146 3417042 3418145 3418441 3420037 3421153 3422414 3424363 3425114 3425401 3426654 3426717 3426718 3432238 3439402 
001871	PK100	3422398	8	3319023 3322523 3324271 3329727 3411159 3415849 3435313 
013207	TH110	0493856	9	3319863 3344218 3426649 3435384 3440024 
002368	TH110	0697660	2	3322585 3323512 3375629 3420940 3425401 3429602 3429834 3433539 3433849 3433961 3435366 3438842 3442432 3444811 3445343 3448868 3455227 3456645 3456820 3458049 3458339 3458452 3459972 3462262 
012818	CARP21	3483426	3	3322585 3338762 3415125 3415870 3463879 
006058	PK349	0431634	7	3324271 3366745 3413598 3414467 3431080 
002452	CARP21	0132890	4	3324289 3414016 
002403	TH110	1137952	6	3329685 3396492 3402556 3437827 3451496 3456820 3458452 3460359 3464100 
011206	PK338	0129398	4	3330318 3330330 3362442 3413146 3464272 
010844	PK338	0409737	5	3331071 3396292 3437511 3462115 
004036	EHII	3460456	1	3331186 3340879 3353145 3366307 3417042 3420025 3426556 3432447 3436216 
001851	PK100	0409956	5	3331277 3365824 3375544 3380697 3389676 3396312 3396460 3397265 3397709 3431445 3435771 
007032	DAL300	0031573	7	3331277 3417355 3426169 3434079 3436588 3439387 3443092 3458049 3459613 
008774	TAYF	0576472	1	3338208 3406406 3416598 3418106 3431133 3442641 3458452 3462872 3463327 
006024	PK338	3470402	1	3339029 3413774 3432798 3437141 3437341 3438033 3440024 3441016 3441306 3441894 3452529 3453352 3455049 3455341 3458136 3458250 3459111 3459635 3460359 3460399 3462246 3462882 3463071 3463389 3463851 3464272 
008773	TAYE	1168489	1	3350812 3417273 3424363 3429733 3438100 3458037 3462414 
011219	PK349	0637692	8	3339160 3379786 
003029	TH110	3473854	8	3339780 3413923 3417055 3417717 3430706 3439528 
001199	DAL300	3447549	13	3351809 3412997 3426244 3434468 
012352	PEMSTD	0129398	12	3352054 3451496 
004275	PK243	0031577	3	3358768 3435692 3435722 3436158 3437962 3450490 3454439 3455419 3455690 3457231 3457932 3459523 3460757 
006860	PK243	3461209	4	3359596 3430978 3432259 3432344 3460701 
009296	TH110	3475527	5	3413022 3415627 3438119 3454100 3455151 3456053 3458469 3462298 3464263 
004015	TAYD	0031578	1	3414238 3417073 3437962 3438068 3442432 3453467 3457932 3461936 3463593 3483560 
011050	PK338	0897399	7	3418145 3437252 3441894 
005214	TH110	3447549	14	3430527 3432759 3463353 
013196	PK243	0020093	6	3436227 3461556 3462262 
001157	DAL300	0697660	14	3438878 3455220 3455719 3461556 
