Course	Room	Teacher	Time	Students
011321	TH110	0028980	4	0362014 1104323 1137568 1163883 3068911 3071694 3078066 3081073 3095290 3096229 3097933 
006863	PK243	0402773	2	0889130 1092551 1153307 3074091 3095021 
001248	PK25	0031388	5	0898104 0903788 1058203 1070296 1070620 1072725 1073523 1079503 1080204 1084538 1085421 1087579 1093772 1095813 1107899 1122236 1126437 1130377 1153036 1162493 3064715 3077943 3100011 
006044	PK338	0207327	6	0901284 0950914 1080806 1086556 1096920 1131814 1143387 1153554 1155813 1162725 1163719 3062828 3064630 3078822 3079774 3087527 3088264 3088390 3089763 3091221 3092532 3094802 3204306 3204893 
001213	PK25	0031471	10	0903788 1058203 1079503 1081304 1084538 1087579 1092958 1098264 1136139 1153036 1163179 3064485 3082033 3083207 3093246 3094738 3099745 3100011 3160008 
001845	PK25	0123161	14	0908849 1143121 3077943 3080546 3084494 3086240 3092091 3204830 3211081 3219428 3323692 
002712	EHII	0468281	9	0908849 1058068 1071068 1107899 1161763 3064156 
001166	PK25	0135660	6	0910971 1057174 1060971 1071507 1122236 1162384 1163245 3065929 3069758 3070184 3083207 3093246 3095867 3100011 3122857 3123316 3126602 3135241 3188793 3209232 3217778 
001862	PK25	0031557	11	0910971 1057174 1073230 1160418 1161679 1162493 3065779 3075104 3084494 3087533 3089580 3097588 3104489 
001183	PK25	0406445	13	0940115 1122236 1138637 3065560 3065568 3088010 3091218 3093100 3094700 3096808 3126602 3160008 3212787 
004869	TH110	0053518	9	0940115 1056297 1068953 1163424 3065289 3209936 
006059	PK338	0619470	10	0950914 1047770 1051891 1058218 1073075 1075264 1080806 1086556 1088892 1096638 1109564 1131814 1135712 1138792 1143387 1149469 3064630 3064899 3065016 3065591 3066088 3069893 
011833	EHLEC	1084371	11	0981248 1059105 3080118 3081179 
011943	EHII	3393009	6	0981248 1029713 1076785 1079224 1084609 1161753 1161763 3070887 3084075 
002695	EHII	0138190	11	0997873 1079912 3094422 3213968 
010965	EHII	0897706	1	0997873 1045484 1052076 1073179 1114293 1122130 1134634 3060791 3064906 3069455 3082688 3090316 3092012 3100385 
004876	TH110	0032827	6	1000374 1071986 1161791 3060775 3064156 3072620 3088433 3100388 
006042	PK338	0031454	4	1001389 1051891 1075264 1086556 1092958 1109564 1131814 1149469 1150429 1153554 1155813 1162725 1163719 3061686 3064899 3067610 3069894 3071798 3072895 3079774 3079866 3079871 3081951 3085421 3085643 3087527 3088264 3089384 3089555 3090752 3091221 3092408 3092532 3092830 3094802 3095021 3096963 3097592 3100728 3203791 3204306 3216580 
010942	PK338	0619470	7	1001389 1058218 1073075 1075264 1086556 1092958 1143387 1149469 1153554 3061686 3064630 3065016 3065591 3066088 3069893 3072895 3079866 3079871 3085421 3087527 3088264 3089555 3090752 3096963 
011957	BYC106	1168460	6	1003163 1133031 3096355 
001851	PK25	0409956	24	1009914 1074737 1076479 1151485 3095337 3097588 
006029	PK338	0031454	2	1009914 1090070 3081951 3088071 3089580 3092411 3092781 3093246 3094263 3094744 3095908 3097709 3099184 3099423 3099745 3105866 3108691 3108886 3109227 3110627 3114251 3114853 3114872 3115257 3119909 3122857 3125856 3125873 3126433 3126731 3149019 3150160 3151640 3152572 3152667 3155346 3155695 3158474 3177165 3177873 3183942 3185122 3188399 3189051 3190685 3191834 3192657 3193288 3193776 3203991 3204279 3204495 3204644 3205324 3210876 3211360 3213412 3214138 3215784 3216633 3216898 3216906 3217313 3217371 3221143 3227175 3248326 3249841 3251946 3288377 3306482 3315084 3315957 3316614 3316819 3330431 
003500	EHII	3194193	3	1012792 1017457 1073316 1109564 3084658 3085407 3087948 3215635 3218335 3254053 3255502 3312113 3322949 
002182	PK180	0428815	1	1017882 1093828 1109276 3057362 3062766 3062860 3070495 3086192 
001843	PK25	0056992	9	1032290 1073230 1075264 1080980 1091600 1163245 3067214 3068251 3068911 3070045 3088010 3091370 3092151 3093208 3105382 3120137 3208714 3265450 3293645 
011528	EHII	3310251	13	1045484 3081927 3149019 3217615 
006525	TAYE	0031573	1	1048446 1129252 3083207 3085302 3158474 3210027 3214704 3248179 
002375	TAYG	0125630	5	1049332 3094744 
002403	CARP21	1137952	5	1093758 3151195 
006026	PK338	0213446	5	1080542 1081207 1103971 1135650 1162725 3062860 3078066 3082488 3086192 3091221 3098243 3098983 3099257 3104777 3126883 3152623 3152743 3160933 3188882 3191191 3212784 3215889 3217313 3217408 3232822 3248478 3252312 3254879 3275971 3312113 3312114 3322663 3322722 3322740 3329671 3330095 3331618 3333459 
011847	BYC106	3195964	4	1049392 1052099 1070812 1073428 1139204 3065806 
002562	PK338	3398516	9	1051891 1079289 1090521 1149928 1163242 3062898 3093319 3114701 3121966 3151195 3166656 3205337 3211384 3211593 3211727 3212165 3215081 3215635 3218908 3220932 3311550 3322108 3331090 
007049	TAYG	0893542	1	1051891 1141987 1163270 3078066 3081073 3084853 
001836	PK25	0898918	1	1051994 1096573 1112411 1162423 1162443 3068251 3081234 3085421 3088047 3088571 3089542 3090325 3091169 3091218 3091221 3091870 3092781 3097709 3098317 3126930 3142378 3152667 3177388 3183942 3185122 3185376 3189051 3193996 3194683 3204248 3204279 3205337 3209872 3209873 3210000 3210074 3211727 3213217 3214617 3215666 3217313 3219639 3231826 3232822 3260264 3261847 3262890 3265154 3276024 3304359 3307517 3309190 3315613 3315934 3322149 3322939 3322942 3323189 3323699 3331474 3331578 3331618 3332409 3332410 
002175	PK180	3393271	2	1051994 1093828 1109276 1112411 1126780 3062828 
002470	CARP25	0697660	4	1056297 1131900 3066423 3188402 
004872	EHLEC	0348369	13	1056297 1086904 1092760 1096573 
001864	PK25	0031557	26	1057570 1076479 1087579 1091600 1135712 
007026	BYC106	3198619	1	1057570 1088574 1093758 1161679 3062862 3105292 3118090 3121966 3256812 
004304	PK243	3393042	20	1058203 1073523 1109686 
008490	TH110	0132890	15	1058203 3094575 
002394	CARP21	0020988	1	1059105 1096778 1133589 3066736 3088147 3105866 3165880 3189715 
003528	EHII	3194193	7	1059105 1070105 1071068 1131900 3061759 3063070 3064869 3085391 
008467	BYC106	0125630	3	1059404 1088139 3067133 3087328 
003430	EHII	0031477	2	1059663 1161782 1163242 3080843 3095417 3114139 3122181 3194888 3212008 3217444 3254879 3314971 3316281 
001841	PK25	0814748	21	1060971 1074737 1134634 1155110 3065779 3068181 3087231 
004873	EHLEC	3194193	4	1068656 1069487 1150110 3062413 3063437 3088047 3088433 
004806	TH110	0032827	2	1068953 1090632 3190134 3210877 3212165 3221785 3223740 3226387 3252851 3308669 3311452 3311808 
004833	EHLEC	0348369	2	1096573 1115327 3062796 3093184 3169335 3170878 3180697 3260308 
005864	CARP25	3212821	1	1069299 1081569 1092084 3188887 3191191 3192054 
006511	TAYE	0031621	5	1069299 3085596 
002697	EHII	0031478	14	1069487 3064156 3080774 
011774	EHLEC	1051497	14	1162455 3067056 
001185	PK25	0123161	17	1070296 1073211 1073523 1098264 3066711 3068167 3077926 3204495 3209294 
007076	TH110	0031568	7	1071318 1073428 1136139 1149928 1163131 3067387 3073483 3088010 
001235	PK25	0031471	15	1071507 1092958 1092959 1118914 1122236 1136656 1163179 3069758 3094738 3099745 
004065	TAYE	0854975	2	1071986 1073672 1150784 1160418 1163836 
005154	CARP21	1020104	4	1072725 3067793 3204688 3213840 3217604 3223001 
010861	PK25	0406445	16	1072725 1080204 1081304 1085421 1088535 1095813 3064715 3088010 3093246 3096355 
004274	PK25	3400077	3	1073211 1087579 1163131 3062898 3079915 3080774 3094700 3110756 3118027 3118090 3125450 3126883 3151640 3154498 3175356 3177284 3205208 3210020 3213161 3213909 3215784 3217413 3217793 3218135 3218908 3220304 3304941 3307002 3322151 3329172 3329413 3332580 
004279	PK25	0017611	22	1073211 1080542 1109686 3086709 3088571 3089014 
006023	PK338	0301909	1	1073211 1079912 1088535 1109686 1118914 1125596 1134840 3082033 3084117 3085394 3086240 3090776 3092604 3095417 3095765 3097082 3097521 3098490 3112040 3113753 3118027 3118178 3121199 3153306 3165225 3171506 3180697 3191340 3204153 3204511 3209936 3211006 3211007 3211081 3211542 3213402 3213921 3213968 3214147 3214178 3217413 3217540 3217724 3219920 3222944 3224239 3225263 3228778 3231914 3233697 3233850 3236537 3239030 3248177 3249531 3256154 3256961 3261697 3261754 3268127 3282664 3283446 3284809 3292462 3293645 3295766 3302457 3304197 3305828 3306761 3306786 3307321 3307400 3309285 3309375 3311445 3312285 3315632 3315676 3315767 3315789 3316906 3319378 3321787 3322107 3322151 3322204 3322236 3322720 3329836 3330273 3330334 3330926 3331776 3332411 3332425 3332518 3332654 3332980 3333007 3333094 
001839	PK25	0898918	4	1073230 1077528 1091600 1155110 1160418 1164327 3062860 3064906 3067214 3068181 3068878 3075104 3080539 3086119 3087231 3088141 3089580 3091370 3093257 3095337 3120137 3145520 3158474 3160933 3177873 3315059 
009242	EHII	3310251	15	1073316 1087771 
008485	TH110	0031553	3	1078869 1138000 1143180 1163270 1164327 3062439 3068998 3081988 3098243 3104489 3185376 3217434 
004301	PK25	1165566	18	1079289 1080542 1081058 1109686 1133031 1151485 1156277 3069040 
004839	TH110	1051497	10	1079538 1086904 3060775 3068911 3190633 
011063	TH110	3195964	5	1079538 3061686 3067387 3090316 3093184 3103910 3216914 3217785 
001560	GOB	0492321	4	1080204 1096573 1117207 3093319 3099184 3217778 
011322	TAYG	0028980	2	1080595 1136656 3082688 3181938 3216670 
004817	TH110	0031473	1	1080806 1153036 3070922 3095599 3101907 3120788 3121782 3145520 3154498 3248478 3268686 
005873	CARP25	3212821	20	1081569 1092084 
011857	CARP21	0847593	6	1087351 3080142 3188402 
003277	TAYE	0492451	4	1088139 1088892 1094776 1134731 1143142 3066124 
001151	PK25	0031388	2	1091600 3068181 3079120 3081179 3082370 3084353 3086119 3088141 3088969 3091747 3098317 3106403 3127044 3135241 3153713 3166656 3185620 3209232 3215601 3216601 3216609 3216914 3217778 3228759 3238414 3248716 3252312 3260264 3297368 3304357 3306703 3311445 3322141 3322149 3323644 3332532 
004066	TAYG	3244352	4	1093047 1097091 3066589 3070830 
009273	EHII	3310251	10	1093453 1129252 3064869 3069352 3073216 
002653	EHII	0359529	5	3104014 3149019 3205138 3214129 3215769 3216649 3221081 3302367 
004280	PK25	0031577	28	1109742 1162390 3086119 3096489 3219029 
009299	EHLEC	3092667	3	1115327 1163424 3078437 3080118 3152571 
011531	TH110	3310251	14	1123611 3078958 3093100 
008793	BYC106	0899465	2	1124024 1133589 1161763 3095867 3107224 3189715 3191198 3217415 
006508	TAYE	0031478	3	1125596 3215241 3316782 
001838	PK25	0056992	7	1133589 1158383 3066423 3078232 3084075 3098490 3101150 3104716 3155060 3155201 3170878 3179110 3188879 3212293 3216244 3217408 3217444 3256706 3302367 3333459 
001242	TAYE	1051497	6	1134151 3088010 
004285	PK25	1165566	23	1134634 1150784 3065929 3082370 3092830 3153473 
011037	TH110	0777265	11	1134634 3081073 3084853 3097933 
