Course	Room	Teacher	Time	Students
008764	TAYE	0899465	1	0750570 3196460 3217421 3263080 3331071 3337463 3343387 3343615 3351809 3352269 3374479 3374569 3401311 3404976 3415144 3417002 3418145 3424318 3431445 3431740 3431750 3437778 3438441 3438443 3438473 3439820 3458122 
003270	TAYE	3453358	8	0900525 3094516 3133434 3196457 3250683 3266668 3316620 3413771 3418145 3418907 3431260 3431303 3437756 
001837	PK180	3452118	15	0959337 1077482 1165573 3205483 3217421 3223467 3224924 3249725 3250131 3303699 3324192 3324271 3324844 3331686 3340292 3352269 3363924 3364991 3365824 3366138 3375389 3375544 3379786 3380697 3382662 3388921 3389676 3395581 3396312 3396377 3396460 3397265 3397709 3404148 3404828 3405153 3411059 3411159 3411258 3411531 3412670 3413014 3414843 3415849 3416203 3416598 3420437 3421044 3425219 3425437 3426735 3429810 
002153	PK229	0168378	1	0959337 3161291 3212266 3224924 3274299 3319602 3322886 3330906 3340879 3341079 3359596 3360165 3365824 3375120 3397565 3404693 3405145 3405151 3405422 3405744 3412670 3412825 3413451 3413521 3413728 3415619 3416232 3417172 3418120 3420437 3421700 3425578 3429810 3430196 3430401 3430786 3431294 3431629 3431672 3432238 3432344 3432384 3432595 3433760 3433961 3434130 3435039 3435313 3435384 3435692 3436930 3437365 3437379 3438033 3438374 3438669 3439437 3439670 3440175 
006847	PK243	3427120	15	3090430 3095526 3123570 3132705 3185451 3192954 3218584 3240228 3240400 3250227 3253100 3258482 3267842 3289325 3311586 3315095 3316273 3316768 3316863 3318430 3339051 3381050 3382205 3396292 3411154 3413582 3415852 3438669 
002161	PK180	0301910	1	1077482 1165573 3166052 3212408 3227217 3253100 3254633 3269425 3270468 3322523 3323859 3324271 3331686 3337246 3337851 3339156 3339567 3359188 3363924 3378849 3381050 3382205 3382662 3389676 3395581 3396292 3396312 3397709 3404828 3405153 3411154 3411159 3411258 3411531 3412864 3413014 3413582 3414273 3414843 3415044 3415615 3415852 3416203 3416398 3417370 3425437 3431449 3435248 3439328 3439558 3440036 
001842	PK229	0031557	2	1080789 3099669 3100359 3108046 3128366 3134508 3153098 3160150 3202006 3211857 3212089 3212222 3212902 3217527 3223467 3224187 3227217 3244115 3253100 3258485 3269332 3274299 3278685 3295955 3319023 3322523 3323539 3324844 3330241 3338208 3339156 3339196 3339989 3381480 3415489 3417000 
012821	TH110	3448653	10	1080789 3162076 3201574 3202006 3217605 3225612 3323345 
002992	DAL300	1083868	1	1082708 3198788 3213028 3227211 3275705 3319863 3330264 3342762 3350298 3375685 3381824 3404279 3415125 3415801 3418907 3419570 3420434 3421753 3424520 3426020 3426719 3428820 3429894 3431155 3432796 3436311 3437141 3438442 3438472 3440024 
001166	TAYE	0135660	3	1131918 3091931 3100359 3123570 3180861 3217410 3217451 3217652 3223347 3311586 3323354 3323535 3330767 3338762 3341874 3358960 3393147 3396422 3415217 
012996	TH110	0408816	7	1131918 3132900 3196371 3201250 3217451 3223179 3323859 3329727 3337414 3351574 3351809 3358339 3393147 3413255 3417002 3430944 3440606 
011818	TAYF	3453004	39	1146215 3105895 3168968 3212266 3212902 3225121 3326954 3337246 3340838 3396313 3412874 3417088 3438442 
012304	TAYE	0031572	7	1146215 3198776 3200866 3211826 3212197 3212716 3219871 3224993 3339989 3382410 3416998 3423723 3459730 
001847	PK229	3422398	7	1163326 3093818 3113981 3224924 3250131 3254633 3289325 3316768 3319023 3330767 3331277 3338208 3340879 3397565 
001893	PK229	0898918	12	1163326 3097120 3132705 3270468 
011075	PK180	0529283	4	1163326 3191520 3218659 3364991 3429532 
005173	TAYE	3451425	2	1170001 3088757 3103190 3112960 3119160 3119618 3119907 3125605 3205483 3227361 3227669 3254734 3311775 3339814 3339827 3352054 3353145 3355412 3358768 3375410 3397586 3404386 3412100 3412381 3415801 3416640 3417073 3417314 3425356 3426735 3428844 3429706 3431449 3435248 3440036 
005195	TAYG	0493855	1	1170001 3076022 3125756 3163273 3201574 3205483 3217598 3225012 3230579 3236006 3329814 3340672 3354500 3358960 3362442 3395937 3411005 3417314 3420025 3430152 3431828 3433849 3434210 3435771 3438471 
001843	PK229	0056992	6	1170021 3198863 3211857 3222282 3258485 3274299 3315095 3339216 3388921 3390220 3395581 3395937 3412835 3413451 
003275	TAYE	0695890	4	3069495 3094516 3103343 3227364 3250683 3251781 3314546 3314570 3324289 3337390 3340096 3342762 3351895 3362442 3393147 3404732 3404976 3405144 
012437	TH110	0825571	6	3069495 3094516 3100182 3217450 3217652 3221877 3233965 3239900 3240203 3244115 3324812 3328955 3337334 3339051 3339074 3343615 3357367 3405393 3417933 
002564	PK338	0564741	10	3070697 3212073 3319602 3379786 3416398 3429894 3435931 3436260 3440075 3440409 
002569	PK338	3393847	11	3070697 3122279 3212073 3227211 3329765 3397334 3411646 3413146 3435931 
001206	TAYF	0254151	1	3075759 3091931 3118476 3134180 3144208 3196457 3224993 3232841 3329449 3340838 3396313 3396892 3412520 3415217 3417359 3430383 3434079 3435183 3440116 3440606 3459730 
001896	PK180	0056992	5	3075759 3093818 3153098 3185451 3316273 
006518	TH110	0777265	4	3087450 3129544 3168511 3203637 3227014 3234753 3250227 3264954 3312519 3340533 3372100 3384120 3395942 3396226 3397012 3411158 3417088 3417359 3431448 3431750 3432077 3435922 3437701 3438473 3438550 
