Course	Room	Teacher	Time	Students
004804	CARP25	0348369	12	0672478 0850327 0869575 0904719 0906963 0910421 0947693 1018271 1081939 1085324 1171297 3072063 3080198 3080592 
005310	CARP21	1020104	3	0672478 0819263 0823997 0827772 0865618 0869670 0883015 0890945 0896487 0918277 
001837	PK25	0409956	1	0710449 0860257 0884876 0918549 0992796 1004225 1006744 1008967 1009559 1020150 1021867 1025533 1029566 1034405 1035148 1038420 1041559 1055290 1056688 1056963 1064045 1066778 1067460 1067933 1068371 1076009 1078390 1078921 1079363 1079993 1082150 1083594 1088636 1088785 1098099 1099059 1129814 1142212 1143290 1158007 1169257 1169962 1170303 3065039 3070344 3070438 3071094 3072447 3072484 3073357 3073666 3074570 3076930 3078073 3080595 
002992	DAL204	3093799	2	0710449 0849245 0849379 0852945 0860532 0899316 0902217 0909240 0918549 0989590 0991672 0999195 1034578 1065271 1065732 1066431 1067502 1094134 1096152 1101031 1101350 1102723 1131602 1143265 1143717 3065039 3067556 3068353 3071094 3072594 3075188 3076190 3076896 3077064 3080198 3081061 3089651 
002402	TAYD	3090482	12	0746213 0807750 0859186 0869484 0882728 0887467 0906085 0915622 0918064 1001806 1058058 1066007 3074570 
005161	TH224	0031582	2	0747519 0901262 0909693 0950504 1017492 1018183 1029787 1046086 1049050 1056857 1122784 
001249	TH224	0031471	40	0748765 0773014 0789284 0819118 0830197 0858752 0871255 0881793 0900409 0904540 0909675 0911706 0914260 0915652 0917702 1016462 
001887	PK25	0898918	8	0751788 0820055 0862176 0873557 0885444 0899636 0907897 0954240 0960068 0993506 1172397 
001842	PK25	0031557	2	0757188 0757321 0773385 0819816 0850382 0853988 0862176 0892236 0904516 0907155 0907897 0908164 0909837 0911936 0912695 0912781 0914509 0915885 0918118 0920095 0959200 0967532 0985094 0989520 0992744 0993506 1002248 1003020 1004733 1006744 1007882 1016462 1021867 1058058 1065142 1067483 1078921 1083594 1088180 
002161	PK180	1083806	1	0757321 0828017 0906963 0915885 0988263 0989590 1009729 1025629 1029787 1036442 1038671 1040874 1049299 1078680 3070406 
