Course	Room	Teacher	Time	Students
001839	PK25	3426758	9	0252627 1156282 3082852 3087533 3089542 3090325 3092781 3119909 3211081 3213727 3214617 3260264 
002151	PK180	1167863	16	0252627 3088571 3191285 3209873 3214617 3218908 3219639 3223468 3223593 3232822 3242147 3243225 3245522 3250904 3252673 3261847 3262890 3293645 3309285 3315613 3315934 3323189 3323454 3323644 3323699 3324108 3329668 3330273 3330597 3330630 3331483 3331578 3331618 3331989 3332580 3332714 3340189 3344476 3351610 3373119 3373472 3374627 3375084 3381343 3382098 3385569 3387721 3388734 3388735 3388882 
006846	PK243	1167884	22	0252627 0820816 1073230 1155110 3063119 3068181 3081400 3089555 3092781 3093208 3095460 3098317 3121582 3142378 3189051 3194683 3216609 3249841 3261685 3261847 3306835 3311445 3316653 3323699 3330372 3330439 3332978 3407079 
008427	TH110	0125630	8	0692830 1163242 3067133 3077926 3079120 3081073 3087472 3089542 3112040 3113753 3191210 3209872 3213921 3233697 3248326 3283446 3293645 3305222 3319378 3322740 3333219 3333459 3336573 3409781 
001836	PK25	0056992	1	0820816 3063119 3114251 3121582 3154498 3204517 3204688 3211006 3216609 3222944 3223468 3232650 3243105 3248182 3250904 3250907 3257376 3266721 3268127 3281747 3283446 3293645 3304008 3306835 3308695 3310852 3311410 3312024 3314945 3316281 3322141 3322720 3323454 3330203 3330597 3332978 3333301 3333501 3347834 3350650 3352587 3358560 3373902 3389987 3397566 3397567 3397573 3398026 3398166 3405873 3405943 3406150 3408041 3409419 
002160	PK180	0004950	39	0820816 3082852 3095908 3098380 3114853 3115992 3142378 3154498 3173096 3177873 3188399 3210074 3211006 3211081 3214147 3215249 3219786 3221922 3227208 3238039 3238414 3239494 3242649 3249841 3250907 3260264 3276024 3281747 3283446 3288377 3303949 3304005 3304008 3306703 3307517 3309190 3310852 3311445 3315632 3315961 3316653 3322149 3322942 3323692 3330372 3331473 3332978 3347031 3373902 3409557 
006867	PK243	3426911	1	0889130 3072284 3074091 3094263 3095021 3099423 3190685 3204495 
002712	EHLEC	0138190	3	0997873 1079912 3080774 3091889 3094422 
009320	PK349	0031478	1	0997873 3082959 3094422 3096963 3099375 3126602 3210020 3304941 3332980 
007375	TH224	0031631	1	1037213 3065779 3078602 3097075 3114853 3119048 3211384 3211593 3216420 3217195 3218679 3232225 3233697 3260308 3299552 3303921 3312114 3316906 3317266 3331473 3331618 3332518 3373846 3382642 3410355 3410901 
007372	TH110	0603646	5	1045484 3081410 3081698 3114139 3114269 3179026 3191191 3194873 3205329 3209872 3209873 3211006 3211155 3211593 3215889 3219786 3232225 3232322 3232625 3252312 3307002 3310852 3314945 3314971 3317234 3317266 3323644 3330926 3331496 3381343 
006562	PK349	0031573	8	1048446 3083995 3098947 
001200	PK25	0254151	8	1049332 1081304 3066711 3085021 3088010 3093246 3126602 3211360 3217778 3221143 3311445 3315776 3323692 
009233	TAYF	0029475	1	1049332 3080142 3100415 3155348 3217408 3218034 
012317	TH224	0899465	4	1056457 3111037 3223001 3232650 3245522 3249841 3256154 3256812 3303949 3306968 3315059 3316653 3329757 3351178 3358560 
003475	TH110	3425459	6	1059404 1093772 1155700 1158383 3082688 3084658 3089884 3092577 3120610 3125450 3153306 3179026 3194888 3205208 3211478 3213840 3216840 3220189 3227145 3228428 3242936 3260419 3284809 3336686 3340395 3347031 3388458 
004830	TH224	0348369	5	1059404 3081720 3085407 3095417 3169644 3204511 3216609 3217408 3218335 3260419 3268686 3316281 3344691 
006518	TAYF	0777265	22	1059404 1080636 1155700 3089884 3090752 3092196 3094527 3097933 3099375 3099745 3119048 3126433 3158474 3210027 3238039 3306992 3316273 3322663 3330630 3333675 3357841 
011044	TH224	3213249	10	1068953 1095145 3091870 3155348 3210876 3212008 3215879 3216633 3221785 3224239 3322204 
001151	PK25	0031388	2	1072178 1124340 3079872 3087533 3111582 3113753 3122857 3125322 3150160 3155060 3169335 3209873 3215666 3215889 3217313 3231914 3232650 3239494 3245522 3254879 3262890 3264020 3280006 3295766 3296990 3303921 3304197 3307002 3314945 3315776 3316281 3316906 3323692 3329836 3330439 3334296 3336573 3336686 3337363 3343996 3349789 3350767 3352018 3385569 3388735 3389314 3389488 3389756 3397064 3407233 3407639 
001213	PK25	0031471	3	1072178 1156282 3065568 3066711 3079169 3083717 3085021 3087472 3088010 3091218 3096808 3098317 3122857 3126602 3135241 3212787 3216914 
001248	PK25	0031388	4	1072178 1081304 1098264 1156282 3065568 3075252 3079169 3082033 3083207 3083717 3085021 3087472 3088010 3093246 3094738 3099745 
001844	PK25	3312777	10	1073211 1133589 3086119 3086240 3091218 3091370 3158474 3194428 3208714 3215666 3315934 
002992	TH110	0222805	1	1073211 3067214 3067387 3082488 3088147 3088572 3091781 3093050 3105219 3175356 3185122 3192657 3204248 3204619 3205138 3210877 3211155 3214617 3215099 3215249 3221557 3221612 3223593 3231914 3233850 3238414 3251946 3262172 3284809 3302367 3302457 3309190 3321787 3321871 3322084 3322204 3322715 3322740 3322752 3330273 3330377 3330926 3331578 3389664 3389864 3390492 3403530 3403558 3403576 3403676 3403968 3405092 3405257 3405436 3405615 3406438 3406889 3408820 3409080 3409477 3409557 3409721 3409934 3410139 
004292	TH110	3092832	47	1073211 3088571 
008812	TH224	0576472	14	1079912 3189715 3304357 
006042	PK338	3392923	7	1080636 3081503 3088141 3088433 3092781 3095908 3097709 3099184 3110627 3125856 3149019 3152572 3152667 3155346 3185122 3188399 3193776 3210876 3214138 3216906 3217313 3217371 3228759 3248716 3306482 3316614 
006564	PK349	0777265	3	1080636 3079829 3079915 3085302 3092151 3092196 3099375 3329964 
005196	TH110	0493855	3	1086904 1162423 3065947 3067793 3068444 3072097 3079887 3085394 3089115 3092333 3094263 3094556 3095396 3096229 3099676 3106403 3107592 3118027 3118178 3126772 3152623 3189051 3192055 3197905 3205208 3213840 3217413 3217615 3217724 3219685 3228428 3228778 3250907 3252374 3254195 3256706 3261754 3292462 3295766 3304357 3311410 3311445 3315676 3322686 3322939 3329413 3330095 3331184 3333007 3333635 3335236 3335809 3336640 3343234 3354864 3390414 3396665 3398251 3398618 3409510 
002162	PK180	0168378	1	1090070 1160418 3075104 3088390 3089580 3092411 3093208 3098380 3103166 3119909 3150160 3193776 3204644 3205337 3205454 3211360 3213412 3213727 3227175 3316614 
011826	PK180	0384265	3	1090070 3070184 3088390 3092411 3095021 3119909 3150160 3204644 3205337 3205454 3211360 3213412 3213727 3227175 
001185	PK25	0031577	20	1091600 3142378 3204688 
001892	PK25	0814748	19	1091600 3088047 3095337 
009303	EHLEC	0029475	39	1091600 3068444 3079816 3081234 3084716 3084782 3213840 3216013 3217604 3227754 3329413 
006500	PK349	0031399	16	1092805 1138637 3085391 3092196 3099375 3099423 3114776 3233348 3304197 3322108 3329459 3332738 3332955 3333260 3333381 3348796 3374246 3388364 3388648 3389259 3396808 3405296 3405568 3409464 
006519	PK349	0031478	5	1092805 3079915 3083207 3091889 3221785 3295766 
001838	PK25	0168763	12	1095145 3103910 3108487 3114269 3211384 3256154 3331638 
006026	PK338	3421383	6	1098264 3081179 3111582 3205337 3212787 3214704 3322777 3323539 3329187 3329459 3329885 3330203 3331496 3332738 3332761 3333780 3342720 3343996 3345326 3346922 3388628 3388630 3388648 3388883 3396626 3398117 3404683 3409419 3409424 3409695 
012293	PK25	3098022	15	1098264 3094738 3125322 3155060 3212787 
002562	PK338	1168490	10	1104799 3078232 3080142 3080512 3085394 3094700 3099257 3100402 3214138 3217615 3242920 3252374 3254195 3308878 3323493 3326451 3389756 3390262 3396786 3404068 3405568 
007125	TAYF	0162976	16	1104799 1155839 3065990 3078232 3078408 3081074 3083717 3085612 3091890 3092244 3093411 3094575 3097321 3098242 3100080 
001180	PK25	0031388	14	1124340 1153904 3125322 3165225 3329836 
011045	PK25	3213249	18	1124340 3087117 3220923 3390539 
012330	TH110	3420576	4	1124340 3069455 3079005 3081698 3092012 3118178 3152623 3153576 3208714 3213402 3216840 3217439 3217793 3224239 3261697 3322204 3329885 3332518 3335809 3336640 3344462 3346922 3382642 3388628 3390229 3390414 3395005 3397154 3403580 3405177 3405257 3406720 3406817 3409424 
012320	TH104	3427449	1	1134649 3081503 3098240 3205491 3217724 3225263 
012311	TH224	3194197	13	1138637 1156086 3090375 
003034	TH110	0222805	24	1153904 1155839 3065568 3084117 3085394 
006024	PK338	0301909	4	1153904 1161808 3108814 3265154 3323699 3324108 3330597 3330630 3331184 3331483 3333301 3335236 3351610 3356346 3357841 3374627 3382098 3388882 3389687 3390131 3394688 3395332 3396601 3397573 3398618 3403953 3404068 3405873 3406438 3406490 3406700 3406889 3409464 3409721 3409934 
012291	PK25	0409956	11	1155110 3079887 3080546 3081234 3086240 3087231 3126930 3145520 3152571 3217346 
006033	PK338	3421383	8	1155813 3081951 3087527 3090752 3092532 3092830 3094556 3094802 3095908 3109227 3110627 3125856 3126433 3126731 3149019 3152572 3185122 3192657 3204306 3205324 3210876 3215784 3217313 3248716 3251946 
006059	PK338	3392923	11	1155813 3061686 3072895 3079774 3079866 3079871 3081951 3085421 3087527 3088264 3088433 3090752 3094802 3096963 
004282	TH110	1165566	33	1156277 3082370 3088571 3089014 
005159	EHLEC	1084458	1	1158585 3093298 3194683 3252374 3385569 
006044	PK338	0031526	5	1160136 3061686 3072895 3079866 3079871 3081951 3085421 3088141 3089555 3090752 3092830 3094744 3096963 3097709 3109227 3115257 3116564 3126433 3126731 3152667 3155346 3192657 3193288 3193776 3205324 3214138 3215784 3216906 3217371 3251946 3307400 3316693 
005247	TAYF	0493855	39	1162423 3067793 3077505 3099745 3121199 3126639 3127044 3155695 3188882 3197905 3223001 
005257	TH110	3426676	14	1162423 3068444 3095391 3126772 3262977 3330926 
008423	TH110	0132890	17	1162443 3217434 3268127 3333459 3390193 
001845	PK25	0031577	6	1164327 3098317 3120137 3185620 3194428 3208714 3211473 3215666 3219639 3221143 3248182 3262890 3309190 3331474 
012435	PK25	0205229	17	1164327 3070045 3090325 3331474 
004809	TH224	3310251	11	3063558 3191428 3205329 3306761 3315613 3316693 3331989 3388046 3396763 
007049	TAYF	0893542	3	3065312 3087144 3121966 3211335 3302457 
011533	TH110	3213249	11	3065568 3075252 3079169 3093349 3098243 3099745 3180821 3210876 3215759 3265450 3332410 3332421 3332425 3343234 
002433	TH110	0697660	27	3066736 3089769 3095460 3189715 
004840	TH110	0697660	37	3067056 3169644 3409497 
001890	PK25	3312777	13	3067214 3084117 3087330 3091218 3091370 3092333 
008784	GOB	0031572	1	3067313 3088350 3405296 3409695 
007393	TH110	0987494	32	3068181 3079887 3092604 3323644 
006525	PK349	3427450	11	3068444 3153306 
001841	PK25	0814748	7	3068878 3081400 3085643 3088047 3091870 3095337 3098317 3099257 3173283 3185376 3185620 3307517 3315084 
003009	TH224	0375562	6	3068878 3084117 3099184 3150843 3152572 3155033 3213968 3271107 3307517 3322307 3330627 3330986 3332654 
003027	GOB	0375562	16	3068878 3079866 3090312 3099184 3100415 3105292 3150843 3151640 3154498 3177063 3194322 3211473 3213968 3214129 3214138 3217413 3217543 
008484	TH110	3420576	15	3069455 3082314 3084782 3152667 3213402 3238039 
012354	GOB	0492321	3	3071792 3087809 3093319 3211007 3217778 
003006	TH224	0492580	9	3072895 3079866 3079871 3105292 3122857 3177063 3177165 3210000 3217413 3220304 3308878 3332202 
001460	TH224	3098022	8	3075252 3081763 3082370 3089763 3094700 3104777 3120788 3125322 3153713 3155060 3219029 3322108 3329836 
012294	TH110	3098022	34	3075252 3094744 3215601 3221143 
002175	PK180	3415849	5	3076209 3078822 3084853 3088969 3091305 3091587 3092408 3095021 
001423	TH224	3098022	2	3078071 3213921 3219783 3242496 3242506 3242817 3244179 3247887 3258543 3304008 3307321 3322236 3333138 3345567 3345933 3350761 3357061 3359167 3381996 3390008 3407597 3408797 3409975 3410480 
006509	PK349	3194739	2	3078258 3079871 3080774 3092179 3098490 3121199 3121966 3242666 
006023	PK338	0301909	2	3078331 3095612 3155033 3192054 3193987 3194474 3204905 3211155 3218908 3219029 3219786 3220537 3221081 3221557 3227754 3232322 3232822 3242649 3242936 3244921 3246661 3251957 3257376 3268686 3281747 3297051 3308878 3311410 3314971 3319376 3321377 3322149 3322307 3323493 3329668 3329757 3330337 3331451 3332202 3332532 3332714 3333381 3334056 3335184 3335391 3335406 3340189 3340395 3344231 3344317 3346867 3350800 3352587 3356157 3359529 3364694 3373119 3375084 3376542 3380907 3382524 3387721 3388046 3388458 3388714 3388734 3389864 3389987 3390414 3393733 3395143 3396763 3396895 3397250 3397398 3397566 3397567 3397575 3397815 3398026 3398495 3403581 3403680 3404522 3404979 3405092 3405615 3405943 3406020 3406150 3406623 3407265 3407566 3407911 3408037 3408041 3408274 3408495 3408625 3409422 3409423 3409425 3409477 3409497 3409510 3409760 3409792 3410139 3410516 
006036	PK338	3422399	9	3078822 3079774 3087527 3091221 3092830 3109227 3110627 3114701 3125856 3152572 3204893 3211727 3214138 3215784 3239030 3249841 3306482 3306968 3315632 3315957 3316819 3322141 3408249 
012444	TH104	3426688	2	3078958 3112329 3194683 3204517 
011397	TH110	3310251	40	3079829 3088433 3223740 
012295	PK243	0564741	6	3079872 3217346 3248179 3416251 
001472	TH224	1168460	7	3080405 3081763 3082370 3082941 3085002 3089763 3094700 3096355 3104777 3217604 3322084 3332532 3332761 
012483	TH104	3426520	3	3080546 3217371 3405863 
003001	GOB	0492580	39	3080843 3192055 3213968 3217439 3217667 3220537 3248776 3304359 3304723 3315676 3330986 3331638 
008467	EHLEC	0125630	2	3081073 3093349 3111037 3153576 3163183 3180821 3232625 
002367	TH110	0493725	7	3081234 3088147 3114269 3204511 3216871 3233697 3233850 3241045 3241876 3248177 3254237 3265154 3302367 3316711 3322663 3322752 3322942 3332252 3358560 3359529 3390492 3398251 3398464 3403968 3406546 3409721 
005290	TH110	3401548	13	3082314 3152743 3153473 3155695 3204688 3211155 
012499	TH110	3426910	43	3082784 3218335 
006539	PK349	3426095	6	3083995 3097933 3401632 
010955	TH110	3426676	25	3084494 3118178 3244921 3356546 3394688 
002663	EHLEC	0031478	4	3084716 3398717 
004803	EHLEC	0031373	16	3085002 3190134 3191191 3192054 3216633 3217540 3219436 3244179 3295766 3304357 3309042 3344691 3345326 3394978 3397064 3409519 3409777 
008774	TH224	0031572	3	3085126 3173283 3204248 3209832 3211478 3223468 3231914 3244921 3288377 3329656 3332980 3389987 3405873 3409420 
003014	TH110	3332662	10	3094479 3099184 3122857 3151640 3194322 3204893 3209843 3210000 3211473 3214129 3217543 3217667 3218679 3220537 3248776 3304359 3315676 3316819 3322141 3333675 
006029	PK338	0213446	3	3086240 3087141 3092604 3093208 3095765 3097082 3098380 3103166 3114701 3116564 3191285 3191340 3204153 3210000 3211473 3211727 3214147 3215879 3217667 3219639 3220304 3222944 3227208 3239030 3242147 3242553 3246830 3247055 3248776 3259090 3260264 3261847 3273481 3303949 3304723 3306786 3306835 3306968 3307400 3309285 3309375 3312024 3314945 3315632 3316693 3316711 3321787 3326451 3330334 3330372 3330439 3330986 3331776 3332411 3332871 3333501 3345082 3351178 3357413 3358246 3359167 3362013 3388003 3403530 3403576 3407466 3408191 3408776 3410501 
002569	PK243	3393847	8	3086709 3108814 
011230	PK336	0564741	3	3086709 3097468 3108814 3416251 
004288	TH110	0031577	36	3086995 3096489 3216914 
006502	PK349	0031621	4	3086995 3087117 3089580 3097592 3152571 3209872 3321871 3405615 
006860	PK243	0031347	39	3087141 3095765 3191340 3204495 3242553 3246830 3259090 3309375 3321787 3330431 3332654 3403530 3408249 
006865	PK243	3427120	2	3087141 3090029 3094263 3099423 3190685 3193776 3204495 3316614 
004670	TH104	0468281	22	3087144 3213402 
005211	TH110	0493856	12	3087948 3094700 3112329 3126639 3127044 3153473 3217604 3315776 
012301	TH110	3195964	19	3088147 3088572 3093050 3163183 3322107 
003031	TH110	0375562	50	3088264 3092179 
012299	PK25	3393042	5	3088571 3089014 3091176 3091747 3315767 3332580 3333675 3336573 3357061 3390193 3392028 3409172 
004290	TH110	1168243	38	3089014 3093208 3213727 
012498	TH110	3426910	42	3089555 3095306 
010731	PK349	0431634	10	3089763 3091221 
003011	TH224	0031406	12	3090312 3105292 3106446 3151640 3218679 3220923 3261754 
002166	PK180	0428815	2	3092411 3095021 3098380 3103166 3119909 3189051 3204644 3205337 3205454 3211360 3213412 3213727 3227175 3306482 3306835 
011028	PK349	3194739	7	3093319 3121199 3152571 
004274	TH110	3092832	9	3094744 3097082 3108814 3204511 3204688 3215601 3215889 3220932 3247887 3252673 3306992 3312113 3322722 3330431 3333138 3343092 3351382 3388914 3390008 3390278 3396665 3403440 
004839	TH110	3422490	31	3094802 3280006 3297051 3306761 
002855	PK338	1167851	1	3095612 3204905 3214299 3215876 3219367 3219436 3220091 3226387 3241045 3241545 3241876 3242147 3242496 3242506 3242553 3242649 3242666 3242817 3242920 3242936 3243225 3244179 3244203 3244790 3244921 3245522 3246661 3246830 3247055 3247156 3247887 3248149 3305199 3306992 3307952 3309042 3321377 3321831 3322686 3322722 3322777 3323328 3323493 3323608 3324108 3326451 3329459 3329668 3329756 3329812 3329885 3330630 3331184 3331451 3331483 3331989 3332714 3332738 3332871 3332955 3333105 3333138 3333260 3333780 3334056 3334296 3335184 3335236 3335255 3335391 3335406 3335589 3335809 3335999 3336573 3336640 3336686 3337363 3340189 3340395 3342720 3343092 3343234 3343996 3344231 3344317 3344462 3344476 3344691 3345082 3345326 3345567 3345933 3346867 3346922 3347031 3348796 3349789 3349875 3350761 3350767 3350800 3351178 3351190 3351382 3351610 3352018 3354864 3356157 3356346 3356399 3356546 3357061 3357413 3357841 3358246 3359167 3359529 3362013 3364522 
007364	TH110	0031611	2	3114251 3145520 3211007 3211593 3215879 3217439 3227145 3228428 3241545 3248177 3261697 3265450 3275971 3321831 3322949 3329671 3329744 3329756 3329885 3330273 3331578 3332409 3332410 3333007 3333219 3333260 3335255 3335589 3344462 3351190 3354864 3356546 3357413 3374246 3388844 3389259 3389464 3396570 3396786 3397670 3403580 3403676 3405177 3405257 3405288 3406490 3408049 3408776 3409424 3409736 3409781 3410501 
002878	TH104	0031582	16	3098553 3219428 
004882	TH110	3422490	46	3100388 3210877 
002414	TH110	0697660	20	3100415 3138631 3211396 3315676 3404308 
006038	PK338	0031621	12	3111037 3114701 3126731 3193288 3205324 3215635 3246661 3322187 
002375	TH110	0125630	49	3138631 3322942 
003275	TAYF	0695890	2	3138631 3217415 3218335 3219685 3252312 3308669 3322151 
008470	TH110	0695890	48	3163183 3217195 
008773	GOB	1168489	22	3163183 3191285 3193996 3210000 3217434 3219639 3219920 3250904 3312114 3329656 3331578 3331989 3332714 3333260 3357413 3403580 3404945 3408820 3409425 3409510 
006848	PK243	3427120	16	3185122 3228759 3247055 3288377 3306786 3307400 3315961 3330334 3331776 3332871 3335391 3357841 3362013 3405286 3406020 3406700 
008801	GOB	3194197	2	3189715 3192657 3193288 3205138 3322939 3332411 
012497	TH110	3426910	23	3191428 3214178 3215635 3221785 3223740 
002394	TH110	0020988	41	3204619 3205491 3330820 
002469	TH110	3422490	18	3204619 3205491 3304359 3307400 3330820 
002420	TH110	0695890	29	3209843 3232625 3322752 3388359 
002567	PK243	0031621	7	3213412 3219633 
002152	PK180	0162987	4	3215876 3243105 3247055 3329756 3356399 3381444 3388003 3388714 3390020 3397250 3403576 3404979 3406004 3408037 3408820 
011343	TH110	3213249	35	3217724 3322752 3382096 
002564	PK243	3393847	9	3219633 3322187 
001156	PK25	0493725	21	3219685 3388914 
011861	TH110	3196642	45	3223001 3342720 
008437	TH110	0031619	21	3319378 3322151 3329172 3333219 3404051 
012448	EHLEC	3426910	5	3321831 3396626 
011532	PK349	0856198	9	3332410 3407597 3410213 
