Course	Room	Teacher	Time	Students
006023	PK338	0213446	1	0032765 0827772 0850690 0851545 0859231 0861504 0869670 0917040 0967042 0968216 0970262 0986807 0987937 0988620 0992223 1005427 1018271 1019674 1020370 1020695 1023923 1032432 1041981 1047339 1056096 1056970 1057779 1058180 1059677 1064752 1065945 1066308 1066431 1067182 1067724 1068549 1076776 1076923 1079564 1080653 1080792 1082842 1083627 1084057 1084462 1086927 1087782 1088690 1089147 1090933 1096152 1096470 1096822 1100899 1101336 1103391 1111549 1126639 1134358 1139392 1140609 1145146 1146215 1150720 1158362 1160614 1160885 1169360 1170703 1170757 1170823 3068772 3069038 3070090 3070374 3072910 3073066 3073384 3073692 3074167 3075745 3076190 3076211 3077064 3077336 3080333 3080592 3085509 3089651 
009304	TH110	0056990	17	0672478 0819263 0823997 0827772 0861504 0865618 0869670 0883015 0890945 0896487 0918277 
007372	TH110	0162977	3	0731629 0807767 0849245 0859564 0900541 0901946 0908375 0914076 0952594 0958897 0988245 0989395 1001039 1015275 1039831 1056320 1065238 1066335 1067502 1083080 3086238 
007375	TH110	0031631	2	0731629 0780450 0822518 0828394 0861180 0861730 0887586 0896036 0901946 0902217 0914076 0952594 0960497 0986367 0988100 0989395 0992577 0993517 1003100 1004324 1055441 3080937 
001248	DAL204	0031471	2	0748765 0773014 0789284 0819118 0828596 0830197 0858752 0871255 0881793 0900409 0904540 0909675 0911706 0914260 0915652 0917702 1016462 
001897	PK25	0826942	12	0748765 0819816 0848150 0901539 0909837 1016462 
005154	TH110	1020104	20	0757188 0779081 0830862 0887308 0901262 0915648 0999833 1056722 1066308 1143228 
006026	PK338	0213446	4	0757188 0865276 0865894 0875055 0897911 0899135 0904680 0908002 0908375 0912699 0967532 0992189 1001394 1017840 1024213 1025035 1025379 1039868 1040868 1041559 1044157 1056281 1057779 1064385 1065196 1076854 1077065 1077380 1077815 1082919 1084363 1092187 1115477 1149344 1169331 1170860 3071734 3095924 
001841	PK25	0814748	6	0757321 0830280 0849809 0862176 0865894 0868541 0892458 0901688 0904516 0905540 0906963 0909692 1001613 1004733 1016793 1079771 
006042	PK338	0554585	6	0770854 0812824 0823997 0828036 0850327 0851310 0853970 0861690 0865750 0890043 0890665 0899767 0907914 0910421 0910436 0945449 0945959 0948095 0952594 0958879 0991769 0993169 0999715 1001039 1005059 1005112 1013197 1025460 1065183 1086916 
001183	DAL204	0406445	3	0773014 0819118 0858034 0904540 0907462 0911856 0917702 0918064 0985440 0988620 1019006 1025569 
001862	PK25	0031557	8	0773385 0858872 0899636 0902371 0903278 0908998 0954240 0958984 0960068 0993506 0993551 1004733 1088180 
002866	TH110	0467475	9	0774831 0780450 0879882 0896929 0918153 0985440 0988544 0998799 1002241 1007196 1017412 1044157 1078646 1088180 1111901 1169341 3070406 
001180	DAL204	0031388	4	0779081 0871681 0887467 0904540 0950504 0954830 0993551 1007842 1011104 1079993 
001864	PK25	0031557	9	0786916 0830280 0848492 0862049 0862152 0892206 0900429 0901688 0905540 0909692 0912781 1002364 
001892	PK25	0409956	10	0799016 0848492 0858872 0861391 0887308 0903278 0908164 0918118 
005157	TH110	1062910	11	0807750 0858181 0871309 0915648 0988990 0992186 0993532 1010741 1010750 1017832 1032432 1057592 1067460 1084017 1096822 1128560 
007377	TH110	0031522	12	0807767 0848719 0861180 0887586 0958897 0967793 0992577 0993517 1003100 1007779 1025533 1067377 1079268 3072910 
006044	PK338	0031526	5	0812300 0812824 0822717 0822753 0850327 0851310 0862049 0865750 0868382 0888075 0890043 0890665 0896929 0899419 0910421 0910436 0914916 0915622 0945959 0948095 0954830 0958879 0964596 0987613 0991769 1005059 1007196 1013197 1016434 1018936 1040818 
005210	TH110	0493856	13	0819263 0859186 0892333 0909216 0918277 0957333 1003389 1005412 1010750 1019212 1055640 1149565 3073004 
001856	PK25	0826942	13	0819816 0887308 0989520 
001845	PK25	0123161	7	0820055 0908998 0958984 0988263 0989520 0993790 0993929 1010643 1013071 1016793 1017832 1056281 1056980 1066309 1126492 
007364	TH110	0031611	1	0820055 0829808 0856128 0860257 0860663 0866299 0867153 0868541 0907155 0909216 0909942 0915622 0920400 0958492 0987861 0992186 0992744 0993929 1001394 1001894 1001905 1003020 1004997 1005315 1006105 1020083 1020478 1025623 1027597 1028249 1042335 1046439 1049299 1049929 1053370 1055640 1056217 1056281 1056320 1056600 1058048 1063875 1065271 1066335 1068383 1076274 1077003 1077294 1077416 1079614 1080398 1081250 1083431 1083626 1084334 1086710 1088972 1092116 1095349 1095814 1102030 1122784 1143265 1149344 1169109 1170033 3072447 3073004 3073666 3095924 
007395	TH110	1167859	15	0822518 0848680 0849245 0865750 0896476 0900371 0900541 0901409 0903338 0906362 0906635 1086329 
005248	TH110	3090017	14	0822753 0827772 0861504 0865618 0883015 0887398 0899636 0914509 0953178 0963528 0971073 1172030 
006033	PK338	0619470	8	0822753 0828036 0858850 0861730 0880639 0901961 0908862 0910884 0915622 0945959 0959337 0964596 0967988 1001039 1002248 1002405 1016434 1056722 1068052 1068526 1086916 
006059	PK338	0031384	7	0822753 0828036 0858850 0861730 0862049 0865750 0875055 0889858 0890665 0892333 0892458 0896287 0897310 0899316 0899419 0899481 0899767 0901961 0907914 0908862 0910884 0911598 0912081 0915543 
006040	PK180	0409737	3	0823997 0830862 0861730 0892333 0897310 0909240 1000895 1016434 
005274	TH110	1020104	27	0827772 0858864 0910884 
007380	TH110	1167859	16	0828394 0892206 0900371 0903338 0906635 0912695 1002036 1002047 1003128 1055441 1077413 1086329 
007387	TH110	0031522	26	0828394 0832137 0988100 1002606 
001894	PK25	0814748	11	0830280 0861815 0882323 0892236 0903600 0905540 0909692 
006058	PK180	1167858	4	0834138 0889858 0892458 0896287 0901961 
006029	PK338	0368960	2	0848719 0872721 0890043 0909240 0972861 0986262 0987600 0988603 1005082 1006444 1008925 1020520 1024283 1025522 1025629 1025644 1029566 1036027 1036225 1036442 1037541 1040818 1049929 1055078 1056722 1058223 1064780 1066915 1067334 1068052 1076009 1076989 1077482 1078655 1081917 1082799 1084187 1088384 1104669 1117142 1171297 3071151 3073169 3074023 3076930 3077471 
005271	TH110	1137952	25	0849245 0865582 0896487 0914260 
009212	DAL204	0827357	5	0889384 0915652 1025379 1025508 1057261 1079614 1083431 
009259	TH110	0031416	5	0851111 0851112 0862176 0879882 0888222 0889858 0897931 0901946 0908461 0918153 0965925 0986807 0988625 0989520 0991213 1018817 1028249 1065732 1136830 1157047 
005722	TH104	0984701	1	0851310 0904719 1018183 1039831 1056857 1060299 1083430 1083812 1101031 1116377 1141729 1150758 3068712 3071015 3072867 3074734 3074936 3077809 3081061 3082398 3085504 3086238 
001448	TH104	0031403	3	0851545 0896036 0950504 0993532 1025845 1057779 1078819 
002872	TH110	1084458	22	0851684 0897931 0905453 0966414 1037338 1090564 1096113 1099059 
010727	TH110	3094620	21	0861815 0867165 0904516 0945449 0966077 0970262 1005112 1020370 1025460 1084187 
005290	TH110	1062910	23	0883015 0899636 0902226 1172030 
001836	PK25	0898918	1	0884876 0918549 0987347 0992796 1004225 1006744 1009559 1020150 1021867 1025460 1025569 1029566 1030693 1032929 1034405 1035148 1036225 1038671 1041559 1050781 1055290 1056688 1056738 1056963 1064045 1065142 1067460 1067933 1068371 1076009 1076989 1077413 1078390 1078921 1079363 1079993 1081917 1081952 1082150 1083594 1087938 1088365 1088785 1098099 1102723 1105842 1129814 1142212 1143717 1145578 1169257 1170470 3065039 3070344 3070438 3071094 3072484 3073357 3076930 3080595 
006024	PK338	0301909	3	0885444 0918549 0920261 0987347 1040874 1055348 1059654 1066683 1076234 1076877 1081249 1083594 1085106 1088365 1088558 1092999 1094520 1095717 1099662 1100129 1104498 1119989 1129708 1131602 1134015 1142227 1142309 1143290 1150965 1158007 1159063 1160658 1161132 1169341 1169402 1171461 3064940 3068712 3069264 3070406 3071015 3071094 3072208 3072477 3072594 3075188 3078073 3085644 
007381	TH110	0031611	4	0896476 0901409 0903449 0950811 0959200 0960497 0966125 0987243 0993517 1002036 1002047 1003128 1025533 1049299 1064790 1067377 1077413 1079268 1079444 3080937 
001151	DAL204	0309967	1	0900409 0901262 0904680 0906963 0917883 0920095 0980544 0988263 0988826 0992189 1003644 1009104 1011104 1017444 1017840 1018817 1020520 1025508 1025845 1037745 1044157 1045379 1055078 1057592 1065781 1066778 1077065 1077161 1077380 1077417 1077874 1079085 1080303 1080894 1081101 1087081 1088636 1088882 1094929 1095157 1095596 1100536 1100537 1115477 1122905 1134015 1137955 1146370 1150699 1169331 1169369 1169382 1170071 1170479 3072477 3073300 3073507 3077163 3085521 
001185	DAL204	0123161	8	0903917 1039679 1057592 
005191	TH110	1137952	24	0903917 0950504 0970262 3076576 
005727	TH104	0031543	4	0904918 0914076 1065238 1096152 
005205	TH110	3090017	18	0909216 0985094 1005082 1049929 1054176 1057004 1058058 1073544 1076783 1088173 3076618 
002151	PK180	1083806	1	0915648 0959092 1002729 1005059 1010643 1017492 1029737 1030369 1056980 1059572 1064605 1065148 1079366 1079771 1082315 1082907 1088558 1097648 1101406 1104216 1116854 1117320 1131189 1133174 1139478 1143639 1143723 1144234 1157047 1160158 1160658 1169962 1170303 1171414 3064940 3078073 
005141	TH110	0493856	10	0915648 1005412 1018183 1054176 1056857 1067241 1076238 1084057 1086447 1086927 1092187 1100338 1141220 1142309 1160614 1169402 3064977 
