Students	869
1	62 75 57 74
2	79 8 29 68
3	46 44 71 40
4	89 80 17 34
5	32 42 41 33
6	89 91 62 53
7	55 79 5 30
8	92 58 37 88
9	26 53 77 87
10	23 38 49 82
11	14 4 81 92
12	54 67 1 89
13	11 48 2 24
14	82 66 6 28
15	24 60 36 63
16	22 6 73 76
17	18 46 93 79
18	73 48 25 54
19	87 58 20 59
20	3 6 73 5
21	83 65 21 80
22	55 69 1 43
23	85 80 89 54
24	89 29 91 14
25	35 93 46 4
26	88 43 79 31
27	63 72 59 66
28	6 58 81 71
29	26 15 88 27
30	18 27 36 67
31	77 44 88 29
32	54 19 76 11
33	55 64 63 83
34	79 38 45 5
35	60 43 63 50
36	42 28 92 35
37	76 91 46 82
38	70 93 63 85
39	85 48 44 14
40	37 4 33 46
41	22 26 7 52
42	70 83 15 50
43	43 62 38 7
44	58 20 64 80
45	94 85 4 11
46	73 34 88 56
47	72 49 74 31
48	93 19 11 82
49	63 80 1 19
50	30 85 7 68
51	46 63 20 52
52	4 24 29 70
53	15 53 12 57
54	70 93 27 15
55	92 81 62 71
56	80 72 12 53
57	44 18 82 87
58	78 62 12 26
59	52 63 51 33
60	17 10 4 20
61	72 2 69 79
62	41 25 34 13
63	30 82 6 94
64	1 10 70 33
65	62 34 92 90
66	91 13 62 33
67	31 93 18 33
68	36 90 87 40
69	20 41 47 84
70	28 29 19 82
71	80 50 58 87
72	28 50 34 30
73	43 46 29 15
74	79 37 89 73
75	17 28 14 12
76	89 76 46 38
77	4 75 94 7
78	5 25 34 32
79	10 94 79 48
80	74 90 86 55
81	30 17 64 27
82	79 50 22 87
83	12 23 88 18
84	20 31 9 83
85	29 55 70 67
86	7 93 8 14
87	77 4 25 39
88	23 67 78 17
89	49 22 74 66
90	77 25 53 67
91	5 18 58 82
92	48 14 58 2
93	33 22 62 65
94	16 58 73 45
95	11 5 59 49
96	20 25 55 76
97	26 16 88 86
98	55 77 80 88
99	2 57 79 87
100	8 84 85 92
101	49 91 79 7
102	66 67 13 79
103	82 58 38 89
104	52 64 62 87
105	75 22 12 29
106	71 30 46 24
107	51 56 74 50
108	85 58 89 50
109	28 6 20 15
110	84 31 24 66
111	15 36 27 77
112	75 37 7 90
113	75 82 62 10
114	80 86 90 16
115	32 25 5 20
116	53 35 42 18
117	46 59 1 30
118	41 80 60 88
119	49 22 50 72
120	88 1 8 63
121	22 37 20 68
122	11 61 94 47
123	23 17 26 52
124	50 90 85 41
125	59 42 58 46
126	85 58 5 34
127	15 27 45 75
128	83 50 88 3
129	47 93 50 58
130	90 91 67 30
