Class Times	28
Rooms	95
1	762
2	537
3	378
4	36
5	282
6	484
7	773
8	678
9	166
10	145
11	130
12	897
13	861
14	146
15	984
16	608
17	811
18	744
19	270
20	59
21	659
22	507
23	535
24	337
25	50
26	285
27	426
28	814
29	896
30	799
31	620
32	355
33	421
34	828
35	426
36	454
37	135
38	238
39	204
40	238
41	387
42	644
43	417
44	964
45	445
46	617
47	809
48	756
49	772
50	39
51	449
52	821
53	605
54	526
55	276
56	522
57	248
58	66
59	299
60	518
61	342
62	728
63	707
64	88
65	763
66	775
67	943
68	678
69	85
70	894
71	218
72	522
73	672
74	690
75	512
76	583
77	534
78	570
79	501
80	226
81	685
82	503
83	252
84	755
85	309
86	268
87	12
88	557
89	451
90	688
91	59
92	653
93	645
94	116
95	316
Classes	88
Teachers	44
1	6
2	40
3	18
4	44
5	10
6	5
7	38
8	8
9	7
10	31
11	14
12	21
13	23
14	23
15	5
16	2
17	33
18	27
19	10
20	25
21	12
22	42
23	43
24	22
25	30
26	32
27	30
28	13
29	7
30	20
31	22
32	34
33	16
34	26
35	41
36	11
37	44
38	1
39	12
40	1
41	33
42	16
43	29
44	41
45	40
46	21
47	19
48	39
49	11
50	35
51	9
52	37
53	25
54	26
55	15
56	37
57	24
58	18
59	32
60	9
61	34
62	36
63	17
64	24
65	43
66	38
67	36
68	15
69	13
70	2
71	35
72	3
73	3
74	42
75	8
76	4
77	17
78	19
79	20
80	6
81	28
82	4
83	14
84	39
85	28
86	29
87	31
88	27
