Class Times	46
Rooms	89
1	130
2	792
3	42
4	600
5	767
6	854
7	864
8	128
9	661
10	351
11	962
12	105
13	41
14	271
15	871
16	223
17	492
18	226
19	179
20	920
21	997
22	510
23	688
24	670
25	446
26	374
27	565
28	521
29	805
30	308
31	894
32	565
33	312
34	57
35	14
36	956
37	18
38	235
39	791
40	45
41	368
42	912
43	980
44	932
45	957
46	673
47	987
48	862
49	282
50	472
51	182
52	193
53	556
54	805
55	381
56	10
57	434
58	865
59	811
60	290
61	679
62	365
63	911
64	217
65	800
66	697
67	163
68	425
69	594
70	157
71	554
72	555
73	900
74	553
75	952
76	140
77	635
78	383
79	662
80	631
81	199
82	329
83	461
84	613
85	486
86	564
87	395
88	227
89	520
Classes	86
Teachers	43
1	38
2	19
3	25
4	3
5	22
6	38
7	42
8	37
9	24
10	32
11	24
12	34
13	5
14	20
15	34
16	28
17	42
18	40
19	30
20	33
21	1
22	5
23	18
24	22
25	20
26	9
27	11
28	28
29	40
30	21
31	8
32	1
33	19
34	43
35	15
36	33
37	12
38	15
39	6
40	35
41	11
42	7
43	7
44	16
45	41
46	17
47	2
48	29
49	27
50	14
51	41
52	35
53	32
54	14
55	39
56	6
57	9
58	3
59	23
60	10
61	16
62	31
63	2
64	29
65	10
66	39
67	27
68	8
69	31
70	25
71	43
72	37
73	30
74	12
75	13
76	23
77	13
78	17
79	18
80	26
81	4
82	36
83	36
84	26
85	21
86	4
