Students	890
1	14 47 34 41
2	52 68 5 3
3	25 34 61 66
4	53 74 44 40
5	46 18 7 55
6	18 47 40 6
7	29 37 18 57
8	24 20 7 51
9	55 41 51 4
10	19 61 50 53
11	78 77 12 18
12	62 70 45 41
13	16 51 35 75
14	49 68 69 48
15	55 30 26 58
16	72 12 77 3
17	59 45 23 77
18	13 47 1 23
19	19 12 8 4
20	52 74 31 66
21	24 74 70 11
22	75 3 13 61
23	4 53 64 29
24	77 39 42 20
25	2 15 11 33
26	64 20 3 73
27	4 32 54 66
28	78 60 7 8
29	66 35 72 25
30	26 25 74 67
31	56 65 66 63
32	17 54 57 3
33	34 13 64 54
34	69 40 48 43
35	64 60 66 15
36	19 46 13 30
37	62 38 1 56
38	12 50 41 38
39	62 76 20 69
40	70 56 2 8
41	57 56 10 66
42	39 11 53 33
43	77 74 50 43
44	74 33 14 50
45	58 45 67 27
46	47 5 67 31
47	24 74 54 73
48	61 1 16 33
49	11 69 3 22
50	76 74 61 34
51	12 15 21 5
52	15 75 43 58
53	56 10 77 32
54	46 26 8 5
55	20 38 75 4
56	42 51 19 17
57	42 35 34 8
58	17 9 39 7
59	25 9 18 60
60	37 75 43 60
61	30 24 21 20
62	55 2 17 19
63	5 30 31 64
64	78 48 32 53
65	23 69 30 12
66	74 44 56 63
67	35 63 9 36
68	47 10 65 71
69	70 7 21 2
70	67 14 50 18
71	36 34 30 11
72	21 50 56 29
73	27 25 9 28
74	62 48 23 54
75	76 17 48 52
76	6 39 47 62
77	26 40 10 42
78	32 59 39 7
79	77 32 46 70
80	32 71 4 50
81	38 72 57 71
82	41 63 19 65
83	37 60 29 42
84	61 14 19 35
85	73 37 24 60
86	68 52 57 65
87	18 75 45 41
88	43 27 70 50
89	17 52 39 4
90	38 33 73 75
91	71 8 43 45
92	31 56 33 3
93	60 66 62 69
94	71 12 38 74
95	34 40 3 33
96	18 59 16 5
97	55 52 17 47
98	24 33 22 67
99	70 68 60 13
100	74 15 45 4
101	16 30 61 20
102	10 39 19 13
103	61 76 71 25
104	54 16 61 12
105	42 54 14 63
106	54 64 27 75
107	39 50 37 19
108	15 33 16 38
109	19 73 62 43
110	48 19 67 77
111	18 51 53 5
112	41 69 46 28
113	66 3 52 9
114	10 66 63 38
115	14 9 8 61
116	55 38 11 65
117	71 10 1 35
118	67 12 55 44
119	54 60 3 76
120	8 19 25 37
121	66 18 54 45
122	19 18 12 75
123	59 23 67 75
124	29 54 11 62
125	76 56 61 29
126	37 45 60 38
127	69 64 25 1
128	5 36 24 16
129	64 37 17 53
130	62 57 23 1
131	5 31 39 43
132	76 42 13 70
133	69 50 55 61
134	57 23 16 77
135	50 13 20 30
136	52 50 68 65
137	31 10 5 6
138	43 50 27 67
139	6 49 46 72
140	38 48 59 10
141	34 6 8 40
142	38 21 33 74
143	50 56 12 23
144	3 7 36 58
145	30 18 60 54
146	17 11 15 77
147	20 41 15 33
148	48 78 35 28
149	70 50 66 11
150	64 28 67 73
151	16 69 34 7
152	11 22 9 23
153	34 66 38 32
154	1 46 64 42
155	25 12 44 68
156	68 30 62 41
157	30 35 40 36
158	67 43 30 68
159	42 32 17 77
160	35 60 20 9
161	47 60 41 63
162	73 21 11 31
163	21 45 50 77
164	37 40 70 76
165	7 75 50 24
166	34 36 61 13
167	9 18 77 50
168	22 77 2 8
169	21 35 67 10
170	42 48 9 68
171	36 8 37 72
172	71 43 37 68
173	13 16 9 4
174	47 39 14 2
175	39 20 25 42
176	37 59 24 46
177	56 61 37 66
178	42 9 35 61
179	4 23 12 47
180	59 29 36 34
181	41 77 30 29
182	78 46 31 59
183	58 31 16 45
184	20 15 37 75
185	3 55 56 24
186	62 76 28 63
187	56 9 57 14
188	10 35 14 45
189	61 68 11 4
190	10 38 78 36
191	45 69 22 11
192	20 38 54 69
193	8 61 73 37
194	56 65 19 13
195	38 6 44 18
196	46 73 58 49
197	6 15 59 8
198	52 65 16 34
199	76 56 25 78
200	65 23 32 16
201	12 18 45 29
202	31 35 48 41
203	73 45 22 53
204	41 17 28 61
205	45 10 34 57
206	20 78 55 12
207	3 45 22 36
208	63 42 11 18
209	57 70 35 66
210	34 2 73 59
211	24 16 77 7
212	41 7 16 18
213	52 18 68 64
214	34 15 45 42
215	64 25 52 24
216	59 30 35 72
217	77 44 27 64
218	35 51 42 33
219	50 72 43 20
220	38 75 28 33
221	62 54 49 20
222	68 44 64 41
223	32 5 39 3
224	58 56 48 75
225	29 26 60 54
226	27 37 72 29
227	30 53 45 38
228	23 7 41 53
229	26 53 71 27
230	14 57 78 41
231	11 39 77 67
232	6 70 60 26
233	5 68 15 12
234	68 53 74 16
235	77 23 33 16
236	55 9 24 7
237	33 66 63 61
238	24 37 13 70
239	25 48 37 2
240	7 70 48 66
241	33 3 50 29
242	66 77 2 48
243	38 9 41 76
244	7 31 38 36
245	70 38 57 32
246	13 33 48 1
247	23 5 37 44
248	41 5 33 18
249	54 75 55 45
250	43 59 39 28
251	28 18 27 45
252	6 55 36 24
253	76 60 64 52
254	3 1 13 70
255	19 67 26 29
256	29 60 12 71
257	35 27 17 59
258	73 75 47 3
259	67 58 21 16
260	58 49 37 33
261	71 50 70 49
262	37 56 51 53
263	24 27 47 31
264	31 47 2 33
265	63 18 65 2
266	7 37 68 15
267	25 10 61 28
268	14 39 69 43
269	25 41 76 31
270	2 22 49 70
271	73 57 46 61
272	12 36 5 6
273	34 71 19 1
274	1 70 62 14
275	73 66 18 77
276	73 8 72 19
277	53 71 33 20
278	70 74 37 38
279	14 75 69 59
280	71 28 7 13
281	54 42 78 41
282	23 70 2 35
283	35 76 29 23
284	18 60 7 30
285	6 40 19 47
286	73 69 48 8
287	3 71 33 57
288	28 54 35 46
289	69 54 17 25
290	41 59 70 11
291	20 1 29 25
292	21 16 58 7
293	28 68 21 60
294	6 67 27 13
295	54 11 75 32
296	10 33 75 26
297	15 56 26 25
298	56 38 11 58
299	6 20 49 5
300	69 11 41 21
301	58 73 2 33
302	33 78 64 53
303	72 21 56 70
304	75 16 68 19
305	23 58 46 65
306	20 8 5 63
307	38 36 23 24
308	21 71 42 47
309	2 41 5 48
310	71 51 14 33
311	38 31 32 72
312	16 11 45 26
313	11 9 35 62
314	15 26 63 61
315	76 20 19 35
316	53 43 56 63
317	9 37 50 77
318	66 41 56 1
319	1 46 77 45
320	50 22 11 71
321	71 14 10 43
322	31 58 60 46
323	49 67 33 52
324	38 71 30 3
325	62 45 30 19
326	60 5 78 73
327	7 33 57 32
328	40 73 41 62
329	18 15 67 49
330	6 27 5 52
331	10 66 33 37
332	55 39 73 35
333	46 57 42 78
334	71 76 75 61
335	48 5 8 3
336	64 68 63 58
337	65 44 58 68
338	57 78 49 19
339	20 69 68 45
340	25 46 31 67
341	35 18 66 9
342	49 53 36 23
343	49 11 19 67
344	16 17 63 47
345	75 46 51 43
346	62 29 41 19
347	75 4 17 7
348	49 18 38 48
349	10 28 27 14
350	40 23 29 5
351	20 21 13 15
352	30 60 70 39
353	65 69 61 71
354	69 7 26 62
355	62 51 17 18
356	33 35 29 61
357	30 38 47 75
358	69 49 1 32
359	14 68 34 18
360	12 43 44 21
361	42 15 65 11
362	76 73 45 58
363	56 69 57 45
364	62 65 52 67
365	46 66 3 41
366	31 16 44 22
367	48 7 13 6
368	1 65 71 34
369	48 56 54 16
370	12 7 36 72
371	53 35 69 37
372	49 21 55 27
373	47 73 12 35
374	38 18 19 53
375	32 49 42 60
376	51 48 2 16
377	78 59 64 34
378	4 20 50 73
379	49 31 45 30
380	73 36 8 19
381	8 21 15 67
382	2 56 26 34
383	23 60 14 15
384	70 78 43 72
385	50 64 43 75
386	48 6 71 35
387	16 70 60 69
388	17 61 13 32
389	22 13 30 23
390	45 41 21 61
391	41 18 74 58
392	60 5 50 23
393	52 18 37 56
394	38 62 32 50
395	77 32 50 56
396	77 48 37 3
397	2 74 31 16
398	12 48 51 56
399	51 50 15 60
400	64 6 26 24
401	41 64 4 59
402	74 32 27 3
403	55 46 32 58
404	56 8 26 38
405	68 31 23 32
406	42 30 71 45
407	47 49 68 70
408	24 60 9 56
409	20 30 1 9
410	37 35 4 13
411	67 39 3 55
412	31 44 15 66
413	6 35 27 55
414	19 13 54 37
415	65 43 44 32
416	16 42 73 38
417	31 16 37 35
418	66 64 77 30
419	30 8 29 33
420	76 31 54 19
421	57 78 42 15
422	38 42 25 71
423	27 11 46 31
424	17 58 9 61
425	18 2 70 4
426	77 8 51 19
427	51 52 70 66
428	28 52 66 16
429	26 64 77 73
430	76 33 45 41
431	26 76 21 52
432	29 17 64 59
433	77 24 44 45
434	44 55 29 28
435	64 16 78 75
436	12 45 33 17
437	35 25 36 59
438	45 30 1 14
439	47 30 26 2
440	25 54 6 75
441	76 4 8 13
442	77 36 37 27
443	43 42 29 59
444	44 23 62 41
445	59 45 64 37
446	42 4 28 52
447	43 76 67 31
448	32 62 9 50
449	38 1 8 47
450	8 3 33 31
451	64 33 76 15
452	35 19 1 75
453	19 48 10 31
454	73 9 30 76
455	53 57 1 10
456	20 23 29 63
457	43 54 53 73
458	68 64 50 32
459	66 70 46 25
460	28 61 70 69
461	13 19 41 67
462	36 23 17 75
463	45 29 59 65
464	21 32 46 72
465	40 35 73 29
466	75 49 11 20
467	68 53 55 34
468	45 22 32 60
469	39 73 72 56
470	51 13 66 15
471	49 50 60 40
472	63 1 53 29
473	30 55 40 34
474	70 24 36 30
475	8 77 19 17
476	31 55 15 40
477	48 8 73 35
478	65 41 77 16
479	38 77 71 43
480	8 17 34 16
481	76 70 56 6
482	47 54 71 24
483	22 26 35 67
484	38 18 4 36
485	34 61 66 25
486	54 3 39 36
487	42 49 15 5
488	44 21 46 36
489	44 56 61 7
490	50 6 70 5
491	48 73 46 47
492	50 43 13 31
493	25 60 59 16
494	4 51 3 33
495	55 35 61 66
496	62 27 49 67
497	51 38 53 27
498	2 52 41 3
499	22 16 63 28
500	56 23 17 1
501	23 8 57 29
502	12 21 31 17
503	30 16 35 48
504	67 57 74 26
505	29 65 12 33
506	62 43 18 59
