Students	714
1	7 39 43 27
2	57 12 61 16
3	31 32 12 46
4	63 39 8 50
5	48 39 18 6
6	41 48 31 17
7	33 4 20 3
8	60 32 68 13
9	10 41 31 47
10	50 31 17 28
11	66 28 16 65
12	59 34 11 32
13	48 56 58 17
14	24 68 28 20
15	22 9 59 35
16	46 11 33 53
17	13 41 36 37
18	48 65 32 68
19	19 50 12 29
20	68 37 44 30
21	32 62 37 23
22	8 56 34 47
23	37 11 20 34
24	15 26 40 28
25	33 20 43 15
26	47 24 5 57
27	43 26 24 35
28	31 24 55 62
29	21 60 15 50
30	67 39 53 68
31	21 25 45 53
32	50 40 15 68
33	32 22 51 67
34	23 19 12 4
35	44 67 4 36
36	17 15 13 47
37	12 20 49 6
38	54 36 3 34
39	42 36 10 25
40	3 61 22 20
41	55 15 32 57
42	26 66 1 61
43	10 27 53 9
44	26 48 2 52
45	18 45 52 42
46	54 47 4 22
47	56 32 27 9
48	6 59 33 20
49	22 2 50 48
50	3 64 16 42
51	6 18 44 63
52	35 65 56 57
53	67 35 5 37
54	65 61 29 60
55	11 24 43 52
56	43 36 34 38
57	48 62 24 68
58	24 9 22 32
59	10 45 66 58
60	19 26 4 28
61	31 17 60 3
62	47 56 24 27
63	4 3 68 1
64	62 53 42 59
65	49 43 66 57
66	50 39 60 12
67	51 38 5 24
68	17 56 36 28
69	18 5 58 17
70	47 6 36 40
71	41 68 3 31
72	35 61 27 21
73	4 11 24 59
74	38 41 19 33
75	51 68 3 15
76	41 64 31 63
77	29 13 67 49
78	64 39 1 37
79	64 26 36 5
80	17 6 39 41
81	23 28 11 55
82	10 20 29 35
83	27 37 38 19
84	50 21 32 24
85	29 48 51 21
86	36 10 66 3
87	4 42 2 40
88	18 36 21 44
89	63 43 7 38
90	17 23 31 5
91	32 16 49 40
92	39 18 49 40
93	38 3 25 11
94	3 24 37 40
95	39 54 10 63
96	60 42 6 40
97	58 31 44 3
98	41 21 36 57
99	52 38 21 10
100	16 65 23 54
101	10 38 41 17
102	35 54 68 13
103	14 62 54 12
104	15 9 41 18
105	2 42 5 47
106	27 57 6 8
107	13 68 7 29
108	2 68 50 67
109	1 7 51 61
110	60 58 18 29
111	65 13 52 22
112	66 14 21 68
113	24 4 62 27
114	61 41 48 25
115	17 14 23 24
116	55 24 23 22
117	56 10 40 29
118	51 10 26 36
119	29 63 40 28
120	36 58 9 19
121	56 21 51 60
122	41 1 18 24
123	5 43 36 32
124	17 26 5 15
125	15 60 66 19
126	22 68 16 62
127	68 6 32 38
128	17 57 20 7
129	11 63 38 48
130	68 51 12 6
131	60 55 65 22
132	2 47 67 17
133	65 42 56 27
134	37 68 45 48
135	17 60 16 28
136	28 65 44 45
137	32 65 23 15
138	6 49 64 10
139	55 29 43 64
140	62 66 17 65
141	23 10 17 27
142	63 56 68 30
143	12 28 16 63
144	55 5 40 8
145	41 4 55 32
146	64 8 59 44
147	41 24 61 38
148	6 1 3 26
149	3 34 17 5
150	36 9 47 42
151	43 7 68 60
152	24 18 15 62
153	30 20 7 64
154	27 13 34 40
155	47 63 38 18
156	22 57 61 55
157	52 63 19 45
158	9 60 5 68
159	12 27 67 66
160	56 27 28 18
161	34 66 56 42
162	28 67 7 29
163	16 22 2 63
164	5 15 48 67
165	57 17 66 39
166	57 8 2 48
167	27 56 16 47
168	37 19 22 54
169	44 67 56 25
170	63 11 39 68
171	18 16 19 61
172	56 61 6 51
173	50 66 7 16
174	34 14 11 3
175	18 36 29 40
176	67 20 46 59
177	4 63 26 6
178	21 15 11 68
179	57 18 67 23
180	36 10 19 60
181	8 50 16 62
182	6 23 46 35
183	21 52 10 54
184	6 31 67 33
185	63 68 6 24
186	23 63 64 45
187	37 20 56 7
188	47 27 67 31
189	15 11 56 7
190	44 36 31 20
191	53 67 22 56
192	6 30 8 2
193	59 13 10 6
194	41 36 49 50
195	7 33 38 30
196	55 58 23 30
