Students	736
1	3 48 29 36
2	14 74 2 52
3	17 64 34 58
4	12 22 48 64
5	59 20 40 68
6	6 32 40 43
7	43 36 76 66
8	23 11 51 56
9	6 4 56 60
10	20 60 17 74
11	54 67 60 24
12	2 36 43 50
13	3 31 12 29
14	46 38 50 51
15	54 24 9 20
16	50 12 13 53
17	50 54 13 44
18	9 23 58 39
19	69 27 61 59
20	10 40 29 11
21	50 69 40 35
22	37 76 1 51
23	8 68 11 34
24	35 32 25 34
25	5 48 61 73
26	53 68 22 56
27	11 70 42 47
28	34 59 12 66
29	3 51 62 38
30	35 48 54 49
31	39 5 24 17
32	24 14 27 48
33	21 48 54 52
34	35 17 9 75
35	49 25 31 13
36	50 48 29 73
37	35 16 66 68
38	1 19 6 42
39	46 13 74 57
40	70 35 8 56
41	15 24 8 19
42	15 59 1 74
43	12 33 49 47
44	71 69 35 63
45	24 7 54 75
46	54 27 59 2
47	17 18 75 35
48	45 57 56 36
49	28 1 2 72
50	35 48 14 62
51	52 69 7 3
52	34 8 29 61
53	68 57 25 32
54	6 21 51 74
55	68 21 1 23
56	14 2 65 64
57	13 6 15 17
58	40 8 17 2
59	22 11 13 39
60	36 57 75 7
61	74 41 60 22
62	11 10 4 9
63	24 36 70 54
64	72 36 17 61
65	50 74 55 34
66	11 20 37 36
67	45 58 17 12
68	31 4 26 42
69	11 76 39 46
70	35 38 61 51
71	60 38 35 15
72	28 36 26 19
73	36 2 67 31
74	50 16 23 38
75	12 74 59 51
76	39 60 21 34
77	24 46 21 73
78	14 70 15 7
79	1 43 51 63
80	65 20 67 29
81	67 37 35 4
82	29 16 43 36
83	21 63 37 29
84	21 13 38 42
85	51 11 52 8
86	71 47 21 20
87	29 57 72 4
88	12 35 13 34
89	28 38 39 2
90	52 32 44 38
91	11 36 28 49
92	50 17 25 44
93	55 64 21 75
94	60 48 38 17
95	6 4 13 39
96	41 60 14 9
97	24 27 50 55
98	72 35 32 8
99	21 72 28 68
100	41 48 54 76
101	9 27 55 56
102	7 51 67 52
103	10 57 47 33
104	67 10 19 41
105	22 68 45 11
106	19 7 66 4
107	63 58 4 40
108	50 37 43 40
109	55 68 12 25
110	32 14 56 50
111	53 52 14 74
112	34 10 49 66
113	54 65 70 66
114	38 43 64 32
115	48 39 26 44
116	36 6 3 12
117	1 33 22 50
118	29 12 5 65
119	11 74 73 37
120	18 75 38 27
121	40 70 23 47
122	49 42 29 34
123	41 58 38 32
124	53 70 22 62
125	72 54 45 9
126	49 55 57 53
127	39 29 61 9
128	66 3 13 22
129	39 47 74 25
130	65 38 47 56
131	62 59 75 73
132	14 76 60 45
133	38 12 67 26
134	32 67 25 71
