Class Times	53
Rooms	51
1	360
2	520
3	77
4	676
5	95
6	500
7	986
8	812
9	356
10	368
11	49
12	12
13	953
14	638
15	926
16	379
17	922
18	769
19	16
20	776
21	987
22	604
23	206
24	488
25	999
26	14
27	203
28	641
29	706
30	636
31	456
32	485
33	484
34	505
35	879
36	750
37	876
38	383
39	481
40	243
41	740
42	395
43	551
44	532
45	508
46	412
47	985
48	621
49	751
50	661
51	306
Classes	64
Teachers	32
1	4
2	15
3	1
4	32
5	7
6	29
7	29
8	7
9	10
10	30
11	4
12	18
13	5
14	2
15	10
16	31
17	1
18	22
19	2
20	13
21	22
22	25
23	12
24	5
25	30
26	20
27	9
28	25
29	32
30	14
31	9
32	12
33	24
34	18
35	28
36	28
37	21
38	17
39	8
40	16
41	6
42	6
43	31
44	27
45	27
46	20
47	11
48	13
49	3
50	16
51	3
52	24
53	23
54	14
55	17
56	21
57	19
58	19
59	26
60	15
61	26
62	23
63	8
64	11
