Students	495
1	9 6 23 44
2	37 36 14 25
3	10 4 26 8
4	44 9 18 4
5	28 6 22 20
6	27 32 28 19
7	16 6 22 2
8	6 25 5 10
9	11 14 6 4
10	19 15 5 16
11	41 7 42 1
12	40 12 7 30
13	25 19 13 34
14	9 21 41 6
15	16 34 22 15
16	14 16 30 11
17	17 11 2 28
18	33 5 29 9
19	10 30 39 2
20	13 11 36 9
21	17 1 10 22
22	35 15 5 8
23	30 1 10 21
24	34 3 30 13
25	5 16 38 36
26	38 33 13 23
27	35 26 44 14
28	15 18 19 31
29	1 16 22 32
30	34 38 22 2
31	18 8 4 24
32	41 33 18 5
33	22 25 9 30
34	38 44 41 26
35	12 24 7 16
36	41 11 2 1
37	30 25 6 43
38	41 34 24 17
39	23 17 38 39
40	18 23 9 16
41	17 38 29 34
42	24 23 1 17
43	7 5 31 8
44	4 3 5 42
45	30 38 25 41
46	24 28 27 43
47	20 3 21 22
48	19 9 41 10
49	27 33 9 2
50	43 38 12 31
51	41 6 37 3
52	21 24 40 27
53	1 14 28 41
54	7 4 23 38
55	36 10 44 28
56	7 38 30 26
57	10 19 34 20
58	34 21 35 25
59	17 15 30 4
60	22 13 27 16
61	32 18 27 10
62	4 19 9 24
63	5 43 13 21
64	19 36 31 20
65	27 9 23 14
66	8 1 7 39
67	14 34 39 22
68	18 7 30 44
69	9 43 2 21
70	20 36 41 6
71	30 11 9 37
72	1 42 24 25
73	39 42 27 26
74	5 30 31 35
75	4 7 39 27
76	41 9 32 22
77	22 34 31 20
78	3 43 38 29
79	9 43 24 29
80	9 12 32 37
81	7 32 4 16
82	42 36 2 29
83	20 9 43 10
84	19 13 14 5
85	12 18 8 40
86	44 16 17 41
87	44 30 9 17
88	25 29 14 36
89	7 21 37 38
90	32 25 5 24
91	44 34 14 8
92	18 23 32 22
93	11 10 33 3
94	14 25 15 19
95	23 35 13 15
96	4 5 11 21
97	32 5 36 13
98	10 4 34 25
99	32 24 12 21
100	42 16 6 9
101	42 21 34 32
102	33 15 34 44
103	34 5 21 42
104	3 33 35 13
105	23 42 43 27
106	15 1 17 18
