Students	1314
1	87 47 88 30
2	85 66 1 44
3	34 25 39 82
4	3 82 24 38
5	48 11 72 15
6	16 83 11 43
7	61 46 37 52
8	19 56 39 36
9	13 75 43 31
10	17 29 25 6
11	35 64 49 25
12	5 74 51 59
13	23 88 73 8
14	4 20 3 70
15	17 38 13 66
16	32 16 74 6
17	1 16 71 28
18	5 21 71 2
19	55 73 84 59
20	23 42 73 35
21	11 14 88 60
22	34 39 66 13
23	7 33 53 40
24	68 85 31 6
25	71 9 41 18
26	78 40 66 54
27	58 79 12 48
28	19 87 23 14
29	14 84 15 29
30	28 15 72 59
31	33 81 11 74
32	30 80 18 85
33	47 70 76 11
34	36 8 21 53
35	23 34 17 42
36	17 63 31 53
37	73 44 3 68
38	29 48 14 73
39	57 7 76 80
40	22 29 59 50
41	88 12 60 40
42	27 48 79 41
43	22 84 66 4
44	12 6 57 39
45	3 42 72 58
46	30 68 48 23
47	28 84 73 16
48	78 6 56 40
49	7 35 11 44
50	67 2 14 53
51	62 11 82 66
52	58 49 68 1
53	76 42 8 73
54	5 46 34 60
55	10 34 9 45
56	68 35 20 38
57	72 5 74 77
58	36 23 64 53
59	67 7 76 1
60	68 57 65 84
61	10 27 31 80
62	42 37 31 36
63	47 26 49 86
64	79 33 86 88
65	31 44 54 68
66	87 10 40 6
67	84 56 44 1
68	71 32 29 82
69	34 76 9 16
70	78 79 74 34
71	80 13 36 39
72	18 87 33 64
73	65 22 82 61
74	84 85 59 87
75	51 83 21 28
76	81 69 80 50
77	35 34 1 51
78	52 42 69 28
79	82 18 61 34
80	40 15 77 58
81	50 86 12 55
82	56 58 30 48
83	7 38 46 20
84	52 63 65 82
85	4 12 10 78
86	26 25 1 52
87	47 82 4 38
88	78 57 15 84
89	56 19 29 38
90	70 22 67 85
91	70 40 4 32
92	14 16 49 86
93	5 36 3 47
94	18 49 24 67
95	18 50 46 23
96	44 88 57 5
97	85 10 59 62
98	81 9 57 18
99	7 71 50 78
100	27 31 61 49
101	81 18 3 54
102	28 10 43 81
103	75 70 42 11
104	12 62 36 25
105	42 35 4 45
106	59 82 33 43
107	62 76 63 13
108	35 66 81 14
