Students	1216
1	22 39 40 63
2	5 13 36 69
3	60 51 83 22
4	34 13 16 9
5	28 22 46 41
6	1 4 45 55
7	12 63 19 81
8	36 53 70 10
9	43 76 75 56
10	32 3 16 2
11	15 12 24 60
12	64 9 31 45
13	39 79 46 47
14	67 33 57 42
15	32 31 80 13
16	5 34 42 60
17	14 80 34 72
18	49 61 65 20
19	67 51 55 47
20	16 4 37 52
21	82 35 5 62
22	6 35 22 44
23	46 74 28 26
24	62 32 3 16
25	27 52 64 33
26	19 65 44 31
27	16 67 52 47
28	65 48 1 5
29	30 56 39 76
30	70 8 71 57
31	72 52 32 31
32	83 80 30 35
33	45 65 77 52
34	28 30 6 51
35	11 21 40 7
36	24 78 3 61
37	62 23 20 81
38	23 28 21 4
39	60 3 53 21
40	32 37 41 69
41	7 26 53 54
42	37 24 81 30
43	74 17 25 70
44	54 15 30 55
45	14 50 40 43
46	29 44 35 78
47	67 3 73 83
48	72 42 39 8
49	5 53 8 13
50	33 49 23 36
51	1 71 57 46
52	58 47 59 75
53	1 21 42 18
54	80 78 34 32
55	29 79 51 1
56	58 54 22 3
57	61 65 23 52
58	53 40 77 50
59	38 82 77 20
60	23 60 53 56
61	77 5 10 12
62	54 40 5 38
63	12 3 40 66
64	26 3 49 57
65	70 48 56 45
66	73 31 78 35
67	12 25 79 26
68	28 52 67 16
69	74 80 73 29
70	77 53 58 40
71	45 32 11 83
72	44 31 60 69
73	55 70 33 21
74	23 22 16 21
75	20 22 5 29
76	1 80 18 57
77	56 46 65 35
78	34 44 43 28
79	33 5 43 32
80	71 56 39 28
81	79 26 57 16
82	74 55 83 33
83	40 62 7 52
84	3 76 60 2
85	2 29 11 53
86	7 32 23 45
87	22 6 80 55
88	52 67 70 62
89	54 30 42 73
90	84 8 68 50
91	24 12 44 81
92	83 50 42 6
93	37 66 47 24
94	36 82 50 79
95	22 59 39 3
96	35 45 20 68
97	60 14 41 56
98	77 67 42 64
99	51 30 77 20
100	14 17 48 65
101	3 43 59 70
102	53 42 70 51
103	19 7 56 54
104	45 25 5 77
105	53 60 63 58
106	45 79 48 31
107	57 53 38 27
108	27 69 53 44
109	66 5 18 74
110	60 45 66 80
111	60 49 53 71
112	74 5 53 25
113	43 26 32 3
114	26 20 39 61
115	75 5 80 55
116	20 53 82 12
117	30 84 26 76
118	33 41 9 32
119	55 70 37 83
120	68 3 81 69
121	72 40 71 63
122	74 32 81 3
123	75 44 58 57
124	71 3 54 73
125	58 66 52 61
126	18 83 64 31
127	7 79 8 76
128	55 14 60 36
129	73 30 82 17
130	43 46 21 28
131	33 79 71 52
132	8 84 44 74
133	36 13 42 25
134	31 9 78 64
135	24 29 57 39
136	6 78 48 33
137	20 59 48 79
138	42 59 65 62
139	60 49 26 78
140	70 31 68 17
141	22 7 28 74
142	31 74 57 64
143	25 65 44 74
144	57 76 52 72
145	72 15 54 13
146	19 23 44 29
147	10 19 74 4
148	78 81 54 84
149	13 70 16 41
150	54 25 35 42
151	8 12 62 60
152	34 68 75 8
153	23 37 50 71
154	31 39 57 8
155	65 14 40 59
156	81 26 62 32
157	84 73 47 74
158	70 40 13 17
159	62 53 76 14
160	2 27 19 84
161	6 50 21 41
162	9 80 13 34
163	9 56 58 17
164	1 81 23 63
165	41 66 63 31
166	3 47 63 41
167	33 14 70 82
168	12 2 78 1
169	53 22 13 61
170	70 56 15 1
171	36 16 52 18
172	26 57 49 14
173	18 13 82 57
174	45 16 48 72
175	21 54 60 42
176	41 36 21 55
177	47 59 18 68
178	38 17 66 19
179	22 1 8 25
180	1 44 56 74
181	77 81 65 20
182	45 78 29 37
183	42 82 47 8
184	35 34 76 23
185	55 38 4 76
186	82 51 10 27
187	2 27 53 38
188	42 11 52 44
189	4 62 52 84
190	48 12 58 34
191	55 63 26 14
192	5 51 50 6
193	63 29 57 19
194	59 7 51 8
195	59 13 29 68
196	66 49 28 62
197	40 69 72 14
198	35 29 1 47
199	40 23 77 16
200	52 62 76 80
201	72 67 3 33
202	6 3 19 30
203	55 75 20 41
204	3 34 39 75
205	2 74 11 39
206	46 36 47 79
207	62 41 29 46
208	69 40 81 64
209	47 84 46 8
210	84 46 75 23
211	48 23 27 33
212	13 73 30 78
213	4 43 16 12
214	16 15 7 35
215	36 66 2 56
216	76 22 24 7
217	12 28 49 7
218	22 21 63 82
219	1 83 14 60
220	61 46 76 56
221	26 74 57 28
222	25 11 40 17
223	28 41 60 50
224	48 70 42 77
225	13 62 27 83
226	24 79 78 63
227	1 64 36 54
228	13 83 62 9
229	20 78 34 26
230	38 42 50 20
231	30 32 18 39
232	24 58 22 55
233	6 53 70 48
234	64 20 51 40
