Class Times	29
Rooms	60
1	671
2	658
3	780
4	135
5	187
6	487
7	862
8	900
9	894
10	760
11	247
12	706
13	714
14	971
15	361
16	713
17	330
18	919
19	774
20	667
21	509
22	654
23	366
24	874
25	664
26	97
27	892
28	169
29	616
30	712
31	16
32	348
33	658
34	535
35	977
36	68
37	283
38	873
39	991
40	526
41	808
42	806
43	142
44	628
45	85
46	352
47	30
48	677
49	676
50	359
51	273
52	901
53	754
54	81
55	886
56	553
57	866
58	674
59	145
60	679
Classes	74
Teachers	37
1	34
2	37
3	22
4	11
5	31
6	28
7	32
8	28
9	36
10	13
11	34
12	21
13	37
14	19
15	20
16	10
17	22
18	36
19	23
20	20
21	19
22	7
23	29
24	5
25	4
26	17
27	25
28	16
29	18
30	21
31	26
32	12
33	24
34	12
35	25
36	9
37	23
38	24
39	17
40	31
41	14
42	32
43	8
44	14
45	11
46	16
47	9
48	13
49	1
50	18
51	3
52	5
53	33
54	35
55	6
56	2
57	27
58	27
59	30
60	6
61	35
62	4
63	10
64	15
65	33
66	3
67	30
68	7
69	2
70	8
71	26
72	15
73	29
74	1
