Class Times	16
Rooms	74
1	934
2	360
3	982
4	547
5	884
6	219
7	950
8	661
9	489
10	545
11	65
12	40
13	988
14	930
15	719
16	610
17	81
18	381
19	637
20	98
21	15
22	210
23	212
24	20
25	147
26	49
27	499
28	373
29	609
30	448
31	176
32	85
33	261
34	572
35	252
36	777
37	105
38	590
39	851
40	192
41	506
42	912
43	551
44	215
45	148
46	506
47	680
48	692
49	222
50	377
51	314
52	683
53	865
54	460
55	327
56	707
57	154
58	353
59	613
60	836
61	635
62	339
63	578
64	911
65	199
66	121
67	815
68	455
69	778
70	647
71	390
72	305
73	192
74	342
Classes	96
Teachers	48
1	28
2	43
3	32
4	15
5	17
6	30
7	7
8	17
9	23
10	5
11	12
12	47
13	10
14	11
15	25
16	40
17	30
18	13
19	18
20	3
21	48
22	42
23	6
24	38
25	36
26	19
27	32
28	39
29	45
30	46
31	14
32	34
33	29
34	8
35	28
36	2
37	9
38	26
39	43
40	27
41	6
42	48
43	4
44	47
45	2
46	22
47	45
48	19
49	22
50	27
51	40
52	13
53	38
54	24
55	36
56	44
57	20
58	4
59	34
60	35
61	24
62	42
63	7
64	9
65	12
66	35
67	15
68	46
69	41
70	39
71	23
72	8
73	20
74	41
75	10
76	16
77	11
78	16
79	1
80	14
81	26
82	37
83	29
84	1
85	5
86	18
87	33
88	3
89	31
90	44
91	21
92	37
93	31
94	21
95	25
96	33
