Students	571
1	21 26 5 3
2	10 4 3 30
3	27 11 20 7
4	23 27 22 25
5	24 21 17 4
6	7 14 5 11
7	13 11 21 7
8	1 10 9 26
9	22 16 19 2
10	16 14 1 13
11	17 8 18 5
12	7 11 18 6
13	15 10 22 28
14	11 22 27 5
15	4 9 11 7
16	7 16 1 13
17	3 17 27 28
18	14 15 3 24
19	9 20 18 14
20	16 4 10 17
21	25 17 10 9
22	2 18 24 28
23	28 22 30 6
24	21 11 10 15
25	23 3 18 20
26	29 23 24 7
27	27 24 5 21
28	27 6 7 18
29	24 7 5 3
30	23 16 12 20
31	22 7 20 23
32	22 3 8 1
33	11 21 23 8
34	5 11 7 21
35	2 8 5 1
36	20 22 10 14
37	29 16 12 20
38	10 14 21 6
39	28 26 25 21
40	23 3 26 14
41	16 13 21 6
42	12 18 17 26
43	18 12 1 3
44	30 13 6 29
45	18 10 12 17
46	25 29 8 27
47	27 12 2 26
48	24 11 15 22
49	7 9 17 19
50	18 16 3 23
51	10 9 11 12
52	5 6 17 25
53	1 14 28 12
54	5 16 22 17
55	25 26 22 30
56	24 7 23 25
57	15 1 16 8
58	6 8 24 28
59	9 18 1 6
60	28 18 14 7
61	22 27 19 13
62	3 10 29 11
63	28 23 24 19
64	28 20 18 5
65	9 21 26 17
66	4 14 3 8
67	11 24 6 9
68	20 2 15 21
69	11 2 16 15
70	5 28 23 4
71	17 24 4 27
72	14 11 1 27
73	29 3 7 2
74	19 27 10 18
75	25 11 19 13
76	14 29 28 24
77	24 21 8 13
78	4 9 27 2
79	2 11 19 4
80	13 1 26 3
81	26 21 6 18
82	23 21 25 26
83	8 3 29 22
84	24 7 13 20
85	3 30 16 29
86	22 29 14 2
87	17 21 5 1
88	24 18 17 11
89	10 25 18 8
90	20 1 23 6
91	1 6 26 19
92	23 24 21 2
93	22 8 15 12
94	16 25 15 13
95	26 3 24 23
96	7 15 20 25
97	28 10 23 27
98	21 7 25 6
99	25 11 18 28
100	13 21 2 19
101	16 5 9 25
102	3 1 30 4
103	7 9 5 22
104	14 5 23 15
105	12 30 27 15
106	25 24 13 2
107	28 16 4 23
108	19 25 26 23
109	5 22 9 20
110	23 15 29 17
111	4 3 6 12
112	25 16 29 28
113	17 8 19 21
114	26 12 22 10
115	27 13 9 18
116	12 7 20 30
117	27 12 30 20
118	20 25 21 19
119	15 17 22 3
120	14 9 15 12
121	20 10 6 5
122	8 20 24 4
123	5 20 6 19
124	7 26 24 16
125	15 3 2 24
126	4 29 8 7
127	29 6 8 3
128	11 1 24 3
129	1 3 6 21
130	4 1 24 6
131	3 22 26 9
132	14 21 11 4
