Students	1407
1	16 55 31 54
2	54 23 37 2
3	49 15 43 52
4	7 30 9 2
5	1 5 27 16
6	8 52 6 47
7	41 3 35 23
8	23 29 28 51
9	36 37 34 30
10	51 12 23 60
11	23 43 54 40
12	24 32 57 60
13	14 13 7 45
14	50 5 30 11
15	11 4 40 52
16	25 7 21 41
17	22 54 13 6
18	18 55 54 29
19	52 20 3 24
20	31 7 12 56
21	50 52 17 5
22	24 21 23 54
23	31 41 40 30
24	29 34 17 30
25	33 3 11 38
26	23 36 42 25
27	47 9 3 34
28	12 51 17 45
29	29 58 10 24
30	36 35 8 10
31	8 9 30 2
32	42 44 37 8
33	24 18 58 13
34	31 8 60 30
35	38 4 17 1
36	39 41 5 22
37	42 7 2 40
38	11 3 7 41
39	10 2 45 31
40	22 38 21 39
41	10 41 55 20
42	54 32 7 55
43	27 22 44 26
44	51 45 48 28
45	39 36 14 50
46	59 28 56 1
47	11 45 22 59
48	8 7 34 45
49	55 41 33 12
50	8 17 40 36
51	12 23 51 58
52	18 15 42 47
53	14 41 7 17
54	9 3 27 31
55	20 57 38 26
56	16 47 13 56
57	14 58 47 51
58	32 3 52 1
59	13 18 17 49
60	7 35 60 31
61	18 32 56 34
62	33 12 35 46
63	6 23 35 2
64	59 24 30 36
65	34 43 60 50
66	36 44 12 14
67	39 15 46 4
68	31 57 37 8
69	29 8 25 58
70	31 40 5 38
71	14 52 13 26
72	43 26 15 33
73	39 28 40 57
74	44 4 13 45
75	58 37 49 1
76	54 28 30 1
77	44 5 52 21
78	28 17 23 30
79	39 42 6 33
80	11 20 59 18
81	39 18 10 40
82	15 32 40 34
83	34 14 52 26
84	7 2 46 33
85	59 16 31 13
86	19 22 44 12
87	34 16 56 2
88	18 24 2 9
89	55 20 3 18
90	31 51 53 47
91	45 52 10 23
92	49 31 28 25
93	41 14 7 58
94	42 53 23 14
95	53 32 52 56
96	1 60 22 28
97	51 9 32 11
98	60 14 33 24
99	29 55 39 17
100	14 12 58 34
101	8 47 37 24
102	31 46 13 2
103	10 50 36 35
104	34 46 47 36
105	29 52 57 3
106	32 15 37 51
107	9 39 37 25
108	34 25 7 30
109	2 41 36 52
110	38 50 43 3
111	34 24 47 56
112	56 38 49 39
113	50 39 41 42
114	14 17 22 27
115	20 46 16 60
116	12 56 13 18
117	35 58 41 10
118	38 57 23 2
119	15 9 47 25
120	59 44 41 3
121	33 43 28 7
122	41 15 30 58
123	47 28 35 27
124	4 41 8 58
125	20 29 59 23
126	24 19 22 34
127	32 40 24 34
128	34 16 39 26
129	24 35 42 33
130	9 1 31 8
131	34 31 35 38
132	28 1 15 8
133	18 45 51 2
134	55 2 7 32
135	22 44 8 60
136	11 14 42 45
137	56 18 40 20
138	34 49 35 21
139	25 14 13 50
140	12 2 13 27
141	3 51 7 38
142	60 49 42 38
143	5 11 27 59
144	28 12 17 26
145	43 8 33 50
146	19 4 40 55
147	16 35 13 27
148	59 24 6 29
149	60 9 23 3
150	17 13 58 53
151	19 52 26 13
152	39 16 58 60
153	55 22 5 40
154	32 59 29 27
155	41 22 5 44
156	29 54 23 43
157	11 26 37 24
158	49 37 26 56
159	56 14 53 41
160	45 9 21 26
161	41 46 34 26
162	39 53 34 56
163	48 55 36 51
164	45 42 51 56
165	14 16 1 40
166	29 34 51 8
167	26 21 25 53
168	57 21 31 25
169	58 31 46 7
170	31 1 39 45
171	54 47 48 37
172	9 34 33 11
173	6 10 26 41
174	58 36 51 9
175	8 14 6 59
176	28 32 24 11
177	39 6 35 28
178	28 5 54 11
179	51 40 54 30
180	21 44 52 27
181	15 20 56 16
182	37 38 21 58
183	18 40 56 51
184	50 44 28 25
185	16 35 5 11
186	38 17 53 36
187	3 51 49 46
188	57 45 46 50
189	9 10 37 53
190	8 59 38 47
191	46 4 54 51
192	19 50 40 13
193	25 41 59 30
194	26 28 29 46
195	35 55 21 46
196	57 3 52 42
197	36 38 51 3
198	6 29 32 35
199	39 33 46 50
200	49 38 31 6
201	23 16 6 46
202	59 55 46 34
203	53 52 13 58
204	5 16 15 39
205	53 32 14 11
206	12 34 52 36
207	28 15 55 42
208	6 57 49 14
209	42 55 36 12
210	2 32 47 15
211	34 53 11 45
212	3 31 28 11
213	21 45 1 31
214	57 21 28 50
215	37 34 10 59
216	19 14 39 26
217	17 46 51 24
218	9 29 30 12
219	19 51 45 46
220	2 14 35 17
221	37 21 7 56
222	22 55 1 5
223	37 42 22 58
224	59 29 55 26
225	4 59 2 27
226	16 52 20 14
227	18 52 14 45
228	40 55 34 7
229	58 20 43 18
230	40 60 39 24
231	8 55 51 60
232	47 1 53 9
233	34 4 56 23
234	50 48 35 6
235	1 42 33 16
236	50 15 42 20
237	44 58 7 53
238	12 23 20 5
239	46 2 5 24
240	29 20 13 30
241	14 41 20 6
242	57 26 40 24
243	46 15 24 14
244	6 46 49 53
245	11 59 6 55
246	1 11 43 7
247	52 32 6 56
248	18 33 40 21
249	55 58 24 1
250	58 23 3 44
251	34 50 44 36
252	60 13 48 29
253	11 38 29 49
254	41 25 12 56
255	10 27 5 55
256	21 15 7 20
257	35 37 49 48
258	3 58 19 9
259	25 22 18 58
260	8 42 49 14
261	31 39 38 3
262	22 39 27 57
263	15 45 6 34
264	53 14 49 2
265	54 29 33 48
266	50 3 17 23
267	1 33 37 25
268	54 17 36 38
269	1 47 48 44
270	58 48 37 16
271	21 32 44 60
