Students	1063
1	18 11 64 57
2	1 7 27 55
3	12 48 7 16
4	42 7 3 40
5	53 48 17 46
6	47 26 24 57
7	49 54 3 5
8	46 50 13 36
9	58 64 48 52
10	47 8 31 23
11	50 3 18 59
12	13 42 29 19
13	17 58 59 32
14	16 10 38 22
15	50 40 30 34
16	40 25 64 1
17	47 33 53 2
18	63 53 10 18
19	48 37 58 63
20	35 21 31 54
21	28 39 27 20
22	59 49 2 45
23	47 25 13 64
24	58 62 37 5
25	33 9 29 23
26	9 59 14 61
27	63 3 22 47
28	44 31 10 7
29	14 41 64 61
30	24 53 55 12
31	18 42 39 29
32	34 21 9 7
33	59 28 32 21
34	20 7 57 51
35	17 34 28 9
36	36 13 54 49
37	20 23 45 62
38	55 19 56 22
39	23 5 7 63
40	30 16 41 64
41	45 15 1 35
42	60 51 6 21
43	45 1 35 19
44	56 44 48 60
45	64 50 13 9
46	61 24 41 7
47	13 14 30 31
48	59 42 17 2
49	3 28 5 56
50	40 61 12 56
51	9 25 54 10
52	27 48 15 55
53	5 37 38 19
54	6 20 34 36
55	10 22 61 28
56	32 30 28 21
57	45 62 46 51
58	45 28 30 4
59	45 2 41 30
60	58 36 29 40
61	11 21 45 3
62	32 15 24 11
63	50 49 26 31
64	43 36 3 12
65	55 13 18 25
66	62 53 6 17
67	64 35 32 41
68	58 48 16 35
69	21 61 24 59
70	34 14 5 49
71	54 57 47 51
72	2 51 61 36
73	10 22 15 31
74	42 16 43 22
75	43 34 23 10
76	60 55 62 7
77	52 41 35 55
78	60 54 28 44
79	47 32 18 5
80	21 33 13 57
81	10 8 43 45
82	22 37 47 24
83	28 36 5 9
84	56 8 39 5
85	54 63 47 52
86	21 4 45 19
87	47 38 58 37
88	9 15 31 33
89	37 5 24 53
90	31 16 43 18
91	43 63 35 33
92	6 20 50 34
93	41 22 16 4
94	39 18 7 6
95	11 15 39 4
96	53 37 57 64
97	16 42 38 61
98	18 38 2 48
99	19 31 28 37
100	60 24 63 36
101	10 1 36 46
102	59 6 5 58
103	23 25 54 57
104	23 59 62 45
105	55 25 51 1
106	26 46 30 45
107	11 54 12 37
108	42 1 8 53
109	11 9 2 60
110	54 30 13 32
111	5 54 32 8
112	37 32 42 35
113	53 59 8 19
114	62 43 22 56
115	2 60 38 3
116	36 43 41 53
117	29 22 64 41
118	54 10 17 13
119	25 51 2 63
120	55 31 38 18
121	46 31 19 32
122	4 58 18 37
123	12 36 20 15
124	25 42 53 40
125	52 44 37 3
126	10 4 9 2
127	54 27 12 44
128	57 14 16 45
129	53 39 23 24
130	16 33 21 12
131	26 16 23 2
132	54 13 53 29
133	10 15 13 46
134	47 56 48 21
135	44 52 23 54
136	34 20 28 56
137	35 20 21 17
138	7 49 17 62
139	42 5 58 16
140	19 45 27 36
141	56 17 3 30
142	30 5 7 57
143	64 41 60 49
144	42 25 7 64
145	1 22 58 3
146	52 18 10 60
147	20 59 39 55
148	38 31 4 35
149	7 27 18 64
150	58 27 63 47
151	21 47 2 7
152	24 28 10 39
153	55 30 59 9
154	24 49 27 37
155	12 57 60 4
156	43 42 33 16
157	1 20 61 39
158	9 29 16 41
159	49 26 53 39
160	59 4 27 7
161	64 53 48 52
162	54 46 61 6
163	56 35 55 5
164	25 63 39 21
165	6 63 33 10
166	20 38 13 50
167	32 29 20 54
168	30 11 63 59
169	45 64 47 19
170	53 3 4 6
171	19 54 59 36
172	31 15 10 17
173	25 8 29 7
174	54 39 20 17
175	24 37 60 63
176	36 17 32 10
177	47 40 55 2
178	10 7 60 33
179	27 9 43 15
180	60 42 61 62
181	5 55 44 26
182	19 12 5 53
183	60 56 52 54
184	31 30 36 44
185	37 5 6 10
186	5 22 7 32
187	51 47 58 33
188	18 7 10 55
189	43 10 59 3
190	29 2 56 35
191	13 19 37 60
192	31 62 42 45
193	64 9 14 29
194	48 9 8 7
195	28 33 43 16
196	24 33 6 37
197	16 17 32 5
198	14 16 3 34
199	60 31 24 8
200	41 10 9 12
201	56 15 7 32
202	50 9 22 46
203	15 61 34 63
204	35 9 58 29
205	53 14 36 41
206	61 24 36 5
207	26 10 33 5
208	44 49 11 21
209	57 48 20 46
210	43 54 11 64
211	51 16 1 63
212	34 62 8 46
213	54 10 37 7
214	54 41 39 34
215	34 61 58 19
216	52 11 57 53
217	13 59 15 40
218	27 36 50 25
219	53 33 30 52
220	57 13 53 32
221	9 32 7 28
222	49 61 30 7
223	49 33 35 4
224	13 15 34 17
225	29 28 64 1
226	64 48 19 5
227	11 21 4 27
228	55 13 25 57
229	21 20 38 22
230	25 22 57 42
231	62 51 8 61
232	2 33 62 46
233	63 49 14 43
234	29 37 59 9
235	58 61 29 57
236	14 18 22 47
237	4 29 40 24
238	22 21 56 25
239	34 43 13 53
240	48 37 11 44
241	36 4 43 12
242	5 4 12 42
243	34 42 53 26
244	23 9 60 34
245	53 36 35 37
246	6 38 49 37
247	8 19 44 30
248	49 19 29 51
249	41 9 42 5
250	18 43 38 3
251	57 15 21 14
252	24 44 36 40
253	18 23 43 15
254	28 35 4 60
255	14 58 50 19
256	19 36 62 26
257	50 32 38 21
258	6 1 27 55
259	37 16 12 34
260	24 20 40 46
261	16 10 4 63
262	3 52 44 33
263	19 11 9 39
264	47 3 17 1
265	19 9 43 11
266	27 10 62 22
267	34 11 27 46
268	14 54 12 44
269	8 37 10 9
270	61 16 63 20
271	44 55 62 46
272	56 23 59 8
273	46 51 21 54
274	40 58 1 20
275	23 59 3 36
276	11 22 25 32
277	60 33 61 52
278	28 60 38 39
279	23 51 49 32
280	29 24 56 50
281	8 21 63 51
282	59 4 23 31
283	13 59 50 36
284	55 51 15 14
285	23 60 3 24
286	11 8 52 39
287	13 43 4 15
288	51 11 7 17
289	43 25 10 26
290	53 63 46 55
291	43 44 3 17
292	44 21 5 7
293	54 31 29 24
294	50 30 18 16
295	23 54 9 4
296	1 27 6 44
297	29 25 47 10
298	47 30 23 2
299	42 1 24 3
300	30 13 31 37
301	28 46 52 22
302	63 6 15 4
303	61 8 4 26
304	25 43 2 26
305	22 53 14 49
306	12 3 59 37
307	45 31 47 21
308	54 45 53 10
309	58 48 49 46
310	39 35 36 34
311	28 62 30 15
312	16 6 33 30
313	54 50 33 60
314	26 62 45 21
315	56 53 16 34
316	37 30 24 54
317	63 7 54 13
318	10 11 13 9
319	41 13 16 58
320	7 16 19 61
