Students	1194
1	25 21 38 8
2	30 15 12 20
3	43 39 20 26
4	28 10 8 3
5	16 18 25 32
6	40 9 34 16
7	28 34 20 5
8	41 43 3 14
9	5 4 1 37
10	21 18 38 7
11	3 35 13 37
12	40 42 3 37
13	11 39 37 21
14	10 8 20 31
15	37 12 3 21
16	21 39 33 27
17	26 11 27 7
18	41 27 28 6
19	13 24 17 9
20	8 19 12 4
21	13 17 2 5
22	13 27 4 16
23	8 30 24 37
24	29 10 31 13
25	39 25 33 35
26	35 15 23 12
27	23 17 35 37
28	38 1 15 7
29	6 24 11 25
30	20 2 28 1
31	41 35 28 6
32	20 12 35 37
33	8 33 5 3
34	39 42 26 13
35	1 21 8 34
36	33 7 2 43
37	16 40 20 27
38	5 37 41 23
39	37 43 8 14
40	19 35 38 27
41	29 19 37 44
42	35 40 31 10
43	17 29 9 6
44	9 15 10 2
45	41 36 5 25
46	34 24 30 8
47	7 33 1 43
48	39 20 24 19
49	36 2 6 1
50	5 7 41 12
51	34 25 17 12
52	44 26 32 27
53	3 10 19 12
54	11 22 39 21
55	21 28 30 35
56	1 10 12 43
57	35 16 28 29
58	23 15 29 22
59	20 25 10 41
60	12 23 13 40
61	37 20 14 38
62	7 41 38 9
63	16 37 5 30
64	25 43 16 32
65	38 36 23 3
66	29 32 7 28
67	41 21 11 29
68	32 20 19 31
69	33 32 20 2
70	40 24 9 44
71	5 15 42 13
72	9 41 35 2
73	21 1 41 29
74	40 19 30 35
75	13 22 34 35
76	35 43 34 24
77	33 21 5 10
78	27 35 29 30
79	9 18 5 38
80	29 19 31 41
81	21 33 42 9
82	34 33 44 27
83	12 32 10 16
84	31 1 7 24
85	34 39 23 40
86	33 18 14 41
87	29 5 17 11
88	22 4 20 32
89	37 1 20 23
90	44 33 16 32
91	41 24 29 28
92	10 9 43 25
93	19 21 38 22
94	24 35 25 42
95	3 36 42 33
96	33 17 29 5
97	39 42 16 6
98	17 15 16 35
99	24 38 19 40
100	4 23 17 2
101	19 12 44 6
102	9 5 10 32
103	38 35 43 6
104	44 11 33 42
105	39 43 25 37
106	17 32 23 22
107	25 41 19 8
108	8 3 11 26
109	25 22 19 3
110	18 26 9 43
111	7 1 37 14
112	20 19 7 27
113	5 36 23 26
114	34 28 19 33
115	36 11 13 38
116	18 17 32 31
117	8 3 43 23
118	17 40 43 38
119	38 39 40 41
120	16 21 3 27
121	6 31 34 40
122	39 26 28 12
123	41 35 27 23
124	41 21 24 10
125	24 43 34 14
126	15 3 27 8
127	35 5 28 23
128	3 17 31 13
129	37 3 18 10
130	32 31 6 7
131	38 4 14 36
132	26 36 38 17
133	28 9 25 13
134	40 30 10 27
135	32 36 18 20
136	31 27 9 42
137	23 38 7 36
138	1 31 26 33
139	1 10 30 6
140	38 44 40 11
141	7 20 39 31
