Class Times	31
Rooms	60
1	594
2	203
3	821
4	560
5	72
6	605
7	597
8	575
9	323
10	605
11	908
12	412
13	339
14	258
15	229
16	91
17	593
18	383
19	601
20	777
21	895
22	700
23	398
24	150
25	754
26	413
27	79
28	111
29	604
30	521
31	471
32	511
33	374
34	45
35	325
36	419
37	74
38	390
39	159
40	386
41	108
42	776
43	71
44	132
45	737
46	531
47	757
48	673
49	684
50	146
51	368
52	24
53	139
54	941
55	548
56	986
57	98
58	543
59	733
60	323
Classes	96
Teachers	48
1	23
2	8
3	33
4	20
5	1
6	47
7	8
8	28
9	3
10	24
11	4
12	46
13	5
14	6
15	41
16	7
17	31
18	43
19	19
20	20
21	23
22	9
23	10
24	5
25	1
26	42
27	27
28	4
29	22
30	32
31	17
32	43
33	15
34	32
35	41
36	37
37	30
38	46
39	47
40	26
41	14
42	6
43	28
44	30
45	3
46	39
47	22
48	21
49	14
50	35
51	37
52	40
53	48
54	15
55	44
56	12
57	26
58	18
59	40
60	2
61	17
62	21
63	10
64	34
65	24
66	33
67	27
68	31
69	38
70	9
71	12
72	42
73	45
74	39
75	19
76	16
77	7
78	34
79	11
80	18
81	25
82	11
83	36
84	25
85	16
86	36
87	48
88	13
89	35
90	29
91	2
92	13
93	44
94	29
95	38
96	45
