Class Times	49
Rooms	63
1	554
2	426
3	21
4	648
5	177
6	483
7	504
8	42
9	391
10	60
11	490
12	496
13	994
14	919
15	692
16	652
17	122
18	177
19	662
20	679
21	43
22	262
23	75
24	214
25	515
26	875
27	871
28	41
29	274
30	652
31	626
32	212
33	589
34	389
35	650
36	451
37	168
38	951
39	147
40	454
41	324
42	281
43	670
44	637
45	481
46	41
47	357
48	648
49	265
50	587
51	198
52	819
53	24
54	669
55	10
56	485
57	65
58	727
59	716
60	286
61	482
62	688
63	208
Classes	82
Teachers	41
1	10
2	2
3	39
4	13
5	18
6	34
7	17
8	19
9	34
10	16
11	1
12	16
13	11
14	17
15	11
16	25
17	40
18	8
19	7
20	23
21	41
22	9
23	31
24	14
25	23
26	5
27	38
28	38
29	26
30	10
31	28
32	2
33	7
34	22
35	25
36	26
37	35
38	13
39	30
40	9
41	37
42	41
43	15
44	21
45	32
46	24
47	21
48	36
49	4
50	36
51	3
52	28
53	1
54	8
55	3
56	31
57	14
58	22
59	30
60	32
61	20
62	4
63	39
64	12
65	19
66	29
67	27
68	6
69	5
70	6
71	33
72	33
73	40
74	29
75	35
76	27
77	20
78	24
79	18
80	37
81	15
82	12
