Class Times	14
Rooms	83
1	542
2	337
3	880
4	28
5	679
6	738
7	180
8	510
9	947
10	128
11	408
12	449
13	492
14	407
15	642
16	808
17	646
18	583
19	353
20	777
21	65
22	508
23	245
24	95
25	926
26	801
27	328
28	196
29	183
30	114
31	867
32	542
33	329
34	586
35	479
36	624
37	184
38	944
39	706
40	969
41	395
42	655
43	205
44	442
45	687
46	106
47	16
48	678
49	119
50	464
51	54
52	769
53	29
54	956
55	530
56	544
57	984
58	572
59	640
60	454
61	513
62	216
63	983
64	424
65	910
66	322
67	989
68	252
69	13
70	844
71	953
72	702
73	396
74	463
75	14
76	227
77	975
78	194
79	469
80	821
81	449
82	839
83	843
Classes	68
Teachers	34
1	33
2	14
3	28
4	29
5	16
6	28
7	23
8	17
9	22
10	20
11	24
12	18
13	33
14	23
15	27
16	4
17	15
18	20
19	12
20	11
21	26
22	7
23	7
24	10
25	4
26	11
27	17
28	31
29	19
30	30
31	1
32	2
33	3
34	34
35	8
36	30
37	2
38	9
39	6
40	34
41	31
42	27
43	25
44	21
45	13
46	1
47	12
48	21
49	8
50	14
51	13
52	15
53	24
54	18
55	22
56	19
57	25
58	26
59	29
60	10
61	5
62	5
63	6
64	16
65	3
66	32
67	9
68	32
