Students	655
1	48 30 45 2
2	24 48 33 9
3	39 1 51 40
4	13 44 24 36
5	48 42 37 46
6	28 49 52 16
7	17 12 14 50
8	46 14 51 26
9	42 38 48 1
10	20 39 44 37
11	18 39 1 12
12	9 45 42 36
13	49 50 27 14
14	21 11 52 20
15	52 51 34 26
16	32 40 5 35
17	39 29 13 34
18	15 51 29 18
19	12 19 4 44
20	32 9 40 50
21	44 39 32 50
22	44 49 25 17
23	21 48 46 40
24	47 44 27 35
25	33 43 9 27
26	18 30 23 17
27	36 11 40 33
28	30 37 6 46
29	23 11 3 14
30	43 9 47 30
31	6 24 44 42
32	22 43 52 12
33	21 37 44 49
34	33 4 30 49
35	8 40 44 42
36	40 23 33 30
37	42 12 8 10
38	7 20 13 43
39	31 24 41 3
40	13 39 50 52
41	22 33 16 50
42	42 31 17 52
43	45 47 51 19
44	2 6 32 15
45	48 35 6 25
46	9 10 23 2
47	45 48 26 42
48	47 36 3 12
49	15 23 22 47
50	26 38 28 12
51	29 22 42 23
52	19 11 52 7
53	1 10 40 47
54	14 15 40 39
55	28 22 48 8
56	26 36 1 34
57	7 41 48 27
58	18 1 8 20
59	9 39 40 17
60	47 34 39 19
61	5 13 14 6
62	36 34 9 38
63	8 7 3 2
64	43 52 25 30
65	7 48 36 8
66	12 22 4 29
67	27 43 48 5
68	19 2 11 37
69	50 40 19 39
70	25 32 38 15
71	12 27 51 1
72	10 16 5 36
73	33 40 23 26
74	29 17 31 2
75	49 6 13 42
76	4 49 30 14
77	11 42 36 51
78	4 16 41 47
79	28 35 3 36
80	33 4 39 52
81	39 13 37 35
82	3 7 38 45
83	20 16 6 13
84	13 38 1 46
85	3 43 25 38
86	8 4 20 41
87	18 8 16 32
88	9 12 17 27
89	40 48 11 7
90	10 2 49 13
91	12 17 35 28
92	4 20 9 10
93	44 11 30 40
94	21 39 35 5
95	38 23 8 30
96	31 43 32 14
97	42 24 6 37
98	52 6 17 14
99	41 15 17 9
100	35 19 41 48
101	39 19 15 42
102	25 40 46 17
103	10 48 8 15
104	24 23 14 5
105	10 20 5 33
106	46 52 48 44
107	8 50 40 47
108	30 41 39 29
109	49 16 15 42
110	21 25 45 26
111	30 49 45 32
112	3 6 14 1
113	34 1 49 28
114	14 18 7 33
115	45 27 24 46
116	39 36 8 30
117	46 49 10 16
118	3 27 19 34
119	25 35 5 48
120	10 18 44 28
121	8 4 43 15
122	7 40 28 24
123	49 36 23 3
124	13 36 35 16
125	7 35 26 30
126	24 23 25 14
127	42 5 10 9
128	41 44 9 17
129	30 23 33 49
130	32 30 21 29
131	3 42 8 21
132	3 43 39 27
133	9 7 11 45
134	1 28 27 41
135	8 52 44 15
136	23 36 17 31
137	6 41 49 31
138	12 48 46 9
139	42 45 28 24
140	6 16 49 21
141	12 1 4 13
142	1 8 28 48
143	2 21 31 22
144	46 45 48 43
145	40 41 16 36
146	31 49 18 37
147	17 9 46 7
148	48 18 31 9
149	15 21 31 12
150	51 13 35 32
151	36 12 46 39
152	13 20 46 24
153	10 21 28 43
154	21 1 45 28
155	7 9 32 50
156	26 52 35 12
157	7 29 32 51
158	4 40 39 31
159	8 35 16 43
160	34 5 36 33
161	24 45 38 37
162	21 36 42 45
163	27 1 39 10
164	15 2 17 44
165	6 36 11 8
166	34 24 7 12
167	24 1 4 27
168	2 40 43 31
169	42 2 37 51
170	2 4 11 20
171	25 37 24 44
172	15 18 7 20
173	5 37 15 4
174	46 48 25 44
175	13 28 42 12
176	47 48 7 38
177	30 52 22 23
178	39 44 8 4
179	14 28 36 47
180	22 14 48 36
181	4 15 5 36
182	35 19 38 49
183	37 36 10 39
184	20 30 45 52
185	26 4 7 32
186	10 40 42 17
187	19 39 48 44
188	39 11 28 15
189	32 25 20 22
190	4 1 20 31
191	2 22 33 7
192	5 35 16 26
193	37 27 14 8
194	28 11 49 7
195	35 32 47 39
196	21 35 47 32
197	19 25 21 2
198	44 33 6 21
199	18 6 10 21
200	51 33 26 42
201	29 9 15 28
202	1 35 15 19
203	20 40 11 19
204	22 9 43 37
205	18 17 13 7
206	35 37 48 8
207	37 23 5 43
208	45 52 29 42
209	5 12 4 16
210	4 11 9 30
211	27 42 52 51
212	41 10 12 27
213	12 3 7 5
214	36 38 32 37
215	24 30 17 50
216	26 47 20 23
217	21 36 27 42
218	50 18 20 40
219	39 14 4 33
220	2 14 20 8
221	45 40 50 25
222	50 8 21 1
223	27 50 7 43
224	33 35 10 30
225	41 14 48 32
226	24 34 10 12
227	29 9 22 31
228	34 45 18 29
229	33 3 28 46
230	17 38 13 24
231	33 32 8 44
232	4 20 35 39
233	43 6 14 15
234	44 3 33 25
235	29 50 38 7
236	21 48 30 10
237	20 39 41 25
238	4 31 17 9
239	22 43 36 8
240	29 11 26 24
241	4 19 36 35
242	18 51 13 52
243	19 52 26 1
244	37 18 16 40
245	50 6 7 42
246	12 2 47 11
247	47 38 11 51
248	7 48 51 34
249	42 43 12 48
250	25 3 39 22
251	38 27 34 3
252	35 45 26 29
253	49 36 5 23
254	50 11 3 51
255	8 28 2 7
256	7 40 49 37
257	22 6 13 8
258	36 27 51 41
259	17 21 49 46
260	13 37 29 34
261	38 37 20 2
262	36 2 16 44
263	5 8 33 50
264	22 44 41 35
265	8 21 49 16
266	31 35 52 2
267	18 33 32 5
268	31 45 18 30
269	19 27 15 36
270	18 9 51 29
271	13 42 16 3
272	26 47 15 51
273	46 33 44 39
274	50 25 42 52
275	26 4 6 28
276	28 50 12 1
277	5 37 38 32
278	19 22 16 11
279	30 9 37 15
280	20 39 32 51
281	12 40 52 1
282	20 12 30 52
283	11 17 10 48
284	17 22 6 8
285	47 33 17 21
286	48 24 42 50
287	33 50 29 37
288	23 39 50 6
289	24 3 51 40
290	51 13 12 49
291	21 34 12 5
292	18 46 26 15
293	19 8 16 42
294	14 16 39 43
295	7 25 32 52
296	4 35 10 32
297	36 5 26 23
298	13 36 8 16
299	3 28 36 48
300	51 42 12 1
301	36 30 16 50
302	44 45 1 32
303	23 33 4 49
304	18 14 42 7
