Students	841
1	54 77 4 5
2	2 24 47 79
3	26 28 14 57
4	73 63 66 56
5	17 28 73 42
6	7 17 14 57
7	39 11 67 9
8	36 13 70 12
9	50 78 54 49
10	35 36 74 5
11	42 5 44 59
12	54 32 15 37
13	31 7 73 58
14	8 34 62 53
15	71 18 51 66
16	30 35 80 55
17	45 29 12 23
18	15 28 10 34
19	35 20 27 78
20	66 11 59 51
21	70 19 55 71
22	50 17 57 34
23	60 32 45 12
24	80 23 24 9
25	23 59 50 43
26	55 45 74 68
27	22 64 5 75
28	67 43 17 34
29	64 73 72 48
30	43 14 56 67
31	30 66 3 73
32	80 50 51 10
33	51 58 63 64
34	62 24 33 8
35	26 70 44 52
36	59 36 78 8
37	20 6 13 48
38	51 57 14 70
39	66 7 35 71
40	17 69 28 25
41	42 29 58 2
42	13 34 7 59
43	54 47 35 20
44	7 25 69 22
45	55 44 51 2
46	69 78 19 5
47	5 51 17 24
48	36 60 19 1
49	51 46 29 15
50	68 46 24 21
51	74 48 33 19
52	46 28 58 19
53	25 37 56 64
54	48 66 30 45
55	61 75 45 6
56	19 52 53 7
57	67 49 78 19
58	29 15 17 64
59	61 78 12 74
60	62 15 59 77
61	62 10 68 47
62	57 78 73 70
63	71 70 55 27
64	20 44 28 5
65	29 55 49 37
66	76 73 14 43
67	37 75 22 64
68	50 25 16 23
69	31 42 12 62
70	28 63 31 35
71	63 32 67 15
72	27 48 11 68
73	3 32 36 43
74	38 72 14 15
75	17 49 11 69
76	73 41 14 38
77	5 7 37 78
78	74 66 72 53
79	27 2 6 8
80	72 29 31 25
81	38 79 25 12
82	55 64 57 44
83	5 34 35 44
84	75 14 15 78
85	18 30 55 38
86	48 24 28 61
87	37 1 8 18
88	19 55 18 75
89	26 31 3 66
90	66 4 60 11
91	16 28 24 53
92	27 72 54 50
93	36 18 28 80
94	44 38 24 42
95	54 10 58 47
96	57 70 79 41
97	17 33 30 34
98	18 3 21 45
99	41 12 4 34
100	77 12 65 57
101	53 78 19 2
102	36 59 71 38
103	15 59 36 54
104	4 49 42 23
105	59 37 38 78
106	7 64 61 33
107	23 62 16 37
108	62 70 38 25
109	76 4 13 69
110	9 64 29 80
111	7 10 6 63
112	35 8 42 58
113	33 20 56 3
114	59 25 7 10
115	5 36 21 23
116	14 17 32 60
117	80 52 5 63
118	3 30 58 64
119	29 40 11 8
120	37 40 34 73
121	73 80 43 19
122	18 54 34 52
123	15 21 71 28
124	28 74 8 1
125	26 9 49 30
126	69 1 44 70
127	37 17 33 21
128	43 22 19 45
129	41 57 47 73
130	11 2 58 5
131	12 6 76 9
132	16 57 72 76
133	54 68 14 41
134	70 44 4 49
135	43 74 46 5
136	39 43 78 47
137	7 29 79 74
138	49 47 21 37
139	37 35 6 11
140	28 15 12 78
141	60 31 13 17
142	8 54 63 23
143	3 39 68 55
144	16 32 57 51
145	50 66 11 24
146	4 1 76 43
147	24 39 27 23
148	19 30 16 45
149	7 50 11 46
150	45 13 19 1
151	41 62 50 39
152	54 56 58 7
153	38 78 33 60
154	23 34 19 65
155	16 32 63 22
156	38 73 52 34
157	10 47 32 70
158	18 59 63 30
159	65 18 29 3
160	53 37 25 28
161	76 67 9 58
162	42 37 30 2
163	57 31 62 46
164	32 12 17 38
165	9 25 11 76
166	73 11 19 66
167	16 29 71 48
168	35 8 10 34
169	51 13 48 5
170	52 17 13 31
171	25 8 78 33
172	16 6 17 44
173	35 74 37 55
174	6 13 50 58
175	68 56 79 77
176	33 29 30 17
177	70 64 80 16
178	70 42 58 55
179	77 4 80 71
180	62 7 22 80
181	33 20 51 73
182	6 13 54 35
183	39 71 30 21
184	36 35 52 33
185	9 21 35 46
186	19 60 79 11
187	75 2 32 52
188	37 38 10 35
189	32 21 49 72
190	53 19 8 49
191	56 61 58 38
192	65 66 38 46
193	28 36 67 75
194	51 70 20 74
195	21 47 76 30
196	22 52 19 59
197	7 11 67 77
198	34 74 19 6
199	68 36 10 49
200	51 76 2 1
201	14 29 49 6
202	22 50 3 69
203	32 58 23 12
204	70 7 39 17
205	39 13 62 21
206	23 20 49 56
207	42 13 36 29
208	73 29 63 79
209	49 39 19 21
210	57 76 9 3
211	49 55 6 54
212	22 60 48 24
213	53 29 16 69
214	11 43 66 63
215	41 12 18 10
216	26 53 69 73
217	56 61 8 46
218	57 74 24 61
219	39 50 16 38
220	36 69 78 40
221	80 22 34 31
222	18 54 34 7
223	53 44 26 34
224	20 11 72 47
225	27 25 15 80
226	75 27 66 79
227	13 63 71 5
228	22 53 2 15
229	8 25 44 74
230	6 37 48 32
231	42 3 61 71
232	48 53 12 31
233	12 10 37 57
234	22 61 60 54
235	3 79 55 35
236	11 15 61 58
237	67 53 16 8
238	59 4 26 57
239	12 21 48 38
240	39 31 23 7
241	20 68 44 76
242	73 31 5 34
243	35 69 50 40
244	44 25 67 71
245	27 79 31 19
246	74 63 26 47
247	16 70 19 39
248	60 71 73 41
249	29 6 16 18
250	53 54 77 26
251	12 41 65 20
252	70 22 53 4
253	51 21 62 39
254	36 66 43 69
255	62 10 52 8
256	78 38 30 4
257	59 78 42 40
258	23 55 21 39
259	27 23 78 29
260	66 64 67 26
261	21 77 24 55
262	35 53 22 49
263	26 29 30 44
264	40 54 22 32
265	69 26 56 44
266	45 78 23 34
267	24 48 3 35
268	52 43 6 63
269	29 25 64 13
270	18 74 21 61
271	1 74 7 58
272	4 62 78 16
273	63 38 33 45
274	60 76 41 38
275	16 32 44 33
276	76 4 22 47
277	37 46 28 10
278	22 8 13 21
279	70 24 12 14
280	61 30 66 76
281	62 8 3 79
282	20 31 6 48
283	70 28 31 29
284	28 8 30 39
285	27 49 16 65
286	40 74 56 20
287	17 22 39 70
288	10 65 7 41
289	76 65 43 2
290	78 50 13 31
291	63 58 54 23
292	55 37 2 17
293	35 32 67 79
294	72 66 27 1
295	80 36 5 7
296	3 67 6 23
297	41 57 71 29
298	52 19 51 69
299	16 31 50 47
300	24 19 42 2
301	15 1 29 4
302	73 29 72 53
303	52 42 77 1
304	49 41 20 64
305	4 33 38 40
306	36 69 52 48
307	8 42 47 57
308	52 27 15 79
309	67 30 5 20
310	12 75 8 57
311	79 12 39 19
312	18 10 38 14
313	61 27 44 40
314	31 5 67 4
315	64 76 80 1
316	47 39 57 40
317	59 79 68 72
318	42 79 17 54
319	15 26 1 73
320	80 18 78 11
321	19 15 40 28
322	36 19 56 7
323	73 33 24 14
324	20 16 19 54
325	14 71 56 74
326	59 68 65 27
327	16 36 3 28
328	8 64 21 26
329	79 55 3 29
330	16 41 25 78
331	20 40 54 17
332	71 49 70 30
333	4 9 37 15
334	22 62 45 74
335	7 51 9 53
336	49 39 53 75
337	35 33 77 42
338	15 53 34 62
339	21 51 8 44
340	63 17 48 24
341	26 7 24 51
342	46 21 50 18
343	62 6 27 43
344	38 11 58 76
345	6 7 22 59
346	77 55 24 57
347	73 3 57 45
348	46 5 57 36
349	30 21 31 67
350	52 60 80 51
351	72 11 2 66
352	42 70 51 45
353	57 39 68 55
354	66 3 38 51
355	49 29 67 62
356	22 38 20 48
357	38 17 4 27
358	55 74 37 73
359	33 1 29 19
360	1 67 75 47
361	54 28 52 16
362	60 36 21 79
363	55 70 69 68
364	8 54 18 21
365	57 44 11 64
366	13 1 70 47
367	5 51 75 23
368	72 80 12 34
369	1 62 63 71
370	79 77 31 47
371	1 14 7 32
372	42 50 55 6
373	75 58 11 43
374	65 27 14 11
375	3 5 10 31
376	71 75 61 39
377	73 24 30 34
378	20 33 39 27
379	75 68 60 6
380	6 77 7 41
381	45 32 59 44
382	40 12 31 61
383	47 75 45 65
384	41 22 65 15
385	72 67 34 19
386	67 34 5 8
387	52 26 32 48
388	54 77 29 76
389	2 37 68 71
390	53 4 56 58
391	66 29 79 32
392	74 14 22 41
393	37 64 59 53
394	36 19 27 31
395	70 40 37 20
396	78 66 57 39
397	16 73 55 3
398	23 77 43 11
399	46 77 14 8
400	74 75 37 79
401	10 56 80 76
402	25 12 45 11
403	12 32 6 17
404	41 14 67 24
405	5 73 53 45
406	76 10 48 7
407	42 77 3 41
408	17 61 14 9
409	48 64 42 19
410	40 15 17 23
411	45 77 15 80
412	15 55 10 39
413	62 38 80 44
414	29 70 69 77
415	59 14 53 41
416	54 62 19 26
417	41 37 11 44
418	60 3 28 4
419	53 49 6 36
420	26 32 67 17
421	74 44 19 66
422	31 50 56 61
423	32 27 36 72
424	28 33 50 1
425	76 29 31 19
426	76 71 41 2
427	34 8 76 64
428	8 26 5 35
429	38 68 28 67
430	7 11 68 22
431	78 27 16 25
432	14 70 33 77
433	41 6 67 9
434	35 58 69 41
435	7 35 72 6
436	16 37 35 51
437	9 52 57 49
438	15 9 33 29
439	45 59 29 72
440	69 4 54 20
441	80 52 58 29
442	58 1 72 45
443	54 4 38 47
444	20 14 15 49
445	54 57 70 37
446	23 6 70 34
447	59 21 9 58
448	16 53 68 70
449	22 41 19 66
450	16 63 35 70
451	53 49 63 61
452	17 59 38 12
453	70 77 22 51
454	56 43 36 20
455	8 46 52 27
456	4 53 60 47
457	44 14 45 36
458	67 78 40 24
459	67 51 75 40
460	24 23 12 78
461	35 56 5 24
462	53 16 62 63
463	31 9 47 19
464	19 47 39 20
465	50 15 35 8
466	50 40 75 46
467	18 43 49 64
468	39 11 2 56
469	40 66 23 57
470	52 40 22 47
471	71 4 48 49
472	15 58 14 56
473	62 67 47 3
474	75 35 65 10
475	15 59 6 25
476	9 49 48 57
477	34 50 22 78
478	62 8 48 16
479	24 26 61 17
480	20 10 68 24
481	45 61 22 12
482	37 59 77 53
483	34 26 67 15
484	21 22 7 25
485	75 13 60 28
486	31 14 40 10
487	10 23 35 32
488	71 54 28 31
489	24 40 19 76
490	30 21 42 62
491	3 77 19 78
492	29 80 37 7
493	66 46 68 53
494	15 10 7 24
495	42 43 40 37
496	2 60 24 67
497	8 3 4 52
498	31 3 52 27
499	8 52 36 56
500	74 36 7 42
501	74 47 19 48
502	10 50 65 8
503	15 69 76 20
504	50 44 74 14
505	71 55 51 48
506	64 3 77 56
507	11 39 17 66
508	33 64 73 12
509	67 1 57 70
510	79 16 39 68
511	32 16 31 42
512	76 58 47 36
513	29 65 12 25
514	61 5 30 27
515	65 8 2 77
516	45 4 27 53
517	76 79 67 27
518	9 70 3 79
519	13 53 49 57
520	21 40 5 67
521	24 32 33 72
522	54 20 32 19
523	51 15 57 18
524	60 5 41 6
525	35 24 32 15
526	8 18 80 45
527	13 80 24 15
528	38 15 79 75
529	78 10 55 38
530	33 60 58 80
531	26 62 6 20
532	71 76 40 30
533	32 42 11 35
534	80 51 32 77
535	1 38 48 51
536	72 17 67 58
537	17 59 36 2
538	55 71 38 80
539	5 48 72 3
540	53 16 59 13
541	70 60 18 62
542	17 15 38 13
543	37 7 66 61
544	24 42 58 39
545	65 48 54 69
546	16 35 34 8
547	20 24 50 8
548	13 36 32 52
549	37 79 31 55
550	51 46 4 17
551	7 60 8 31
552	71 78 56 59
553	14 40 12 52
554	26 39 56 28
555	40 49 53 41
556	22 68 42 76
557	48 74 61 51
558	54 41 19 51
559	60 3 18 20
560	2 71 62 25
561	27 2 70 42
562	73 32 36 64
563	12 28 63 61
564	19 8 9 12
565	58 66 73 77
566	70 38 23 42
567	38 70 74 72
568	27 42 41 68
569	17 36 26 69
570	77 42 45 55
571	56 19 13 55
572	6 63 28 66
573	58 5 53 64
574	17 34 71 44
575	80 78 71 23
576	26 50 43 19
577	55 73 36 19
578	31 38 29 55
579	57 38 40 52
580	76 58 32 54
581	28 75 61 41
582	58 45 80 47
583	62 16 27 43
584	10 72 32 78
585	50 26 19 25
586	49 47 37 77
587	60 72 75 49
588	51 64 36 32
589	17 62 5 10
590	21 72 73 45
591	15 78 63 61
592	64 79 68 53
593	76 23 7 59
594	39 4 20 38
595	22 52 11 33
596	29 15 52 5
597	2 77 32 67
598	41 18 24 13
