Students	555
1	83 100 3 43
2	7 31 78 76
3	68 28 72 21
4	85 50 17 63
5	85 80 29 42
6	100 69 26 45
7	2 78 98 66
8	64 28 68 6
9	23 55 11 86
10	33 47 60 41
11	20 64 17 42
12	43 25 11 18
13	86 43 4 7
14	17 1 99 26
15	13 23 59 16
16	59 97 48 1
17	77 97 27 22
18	36 11 57 52
19	87 23 86 39
20	11 99 47 70
21	32 40 87 94
22	66 8 9 56
23	79 7 67 42
24	84 9 49 20
25	47 21 76 10
26	65 92 1 87
27	62 75 44 32
28	88 41 55 45
29	38 61 77 57
30	7 58 47 54
31	28 65 85 59
32	53 83 56 73
33	11 99 76 3
34	50 53 33 77
35	39 65 76 44
36	94 31 3 17
37	38 79 18 31
38	25 78 70 91
39	52 81 98 4
40	41 71 77 52
41	94 87 55 42
42	20 50 74 73
43	14 61 26 10
44	97 22 43 7
45	33 60 23 85
46	3 76 99 20
47	19 73 78 71
48	65 35 3 92
49	40 1 46 91
50	91 90 35 71
51	51 61 47 34
52	29 52 6 79
53	18 38 23 66
54	15 49 44 24
55	77 53 54 27
56	26 94 33 67
57	30 42 79 81
58	82 67 34 41
59	62 77 99 19
60	32 54 73 16
61	70 63 9 49
62	7 19 2 55
63	43 94 13 41
64	96 25 20 94
65	29 62 17 33
66	39 70 89 86
67	89 10 21 56
68	84 20 27 42
69	52 48 16 30
70	9 91 95 4
71	50 41 23 32
72	80 38 6 65
73	20 74 98 22
74	53 65 34 59
75	75 49 32 25
76	78 22 74 7
77	45 58 99 93
78	32 55 61 63
79	14 36 100 55
80	69 47 54 1
81	87 7 41 27
82	50 67 43 21
83	87 60 95 68
84	89 17 99 25
85	41 32 65 66
86	10 91 48 82
87	73 26 23 72
88	1 90 14 80
89	2 41 69 90
90	87 69 27 98
91	45 69 32 95
92	96 32 53 35
93	25 5 92 89
94	6 50 2 10
95	83 84 55 41
96	33 13 18 65
97	91 69 85 17
98	1 93 25 5
99	48 44 70 93
100	84 77 15 79
101	41 37 72 39
102	61 75 47 92
103	48 59 83 68
104	36 50 81 7
105	86 43 69 1
106	20 84 25 100
107	61 77 32 85
108	40 66 21 87
109	64 29 89 31
110	21 3 77 91
111	82 96 6 80
112	84 68 80 50
113	51 6 82 9
114	1 96 54 82
115	66 65 73 45
116	94 75 82 70
117	27 74 66 12
118	7 83 18 12
119	45 41 28 18
120	98 56 18 57
121	17 96 84 32
122	23 8 61 9
123	38 99 19 84
124	57 48 98 78
125	40 5 56 33
126	28 49 96 67
127	52 64 7 34
128	89 94 53 56
129	78 14 47 74
130	29 47 42 93
131	68 46 58 92
132	33 39 47 14
133	24 34 14 87
134	36 11 51 75
135	25 8 94 22
136	11 13 82 38
137	42 3 68 7
138	8 44 93 95
139	40 62 60 51
140	43 27 47 62
141	58 86 87 40
142	80 10 72 45
143	96 58 82 5
144	13 6 29 92
145	7 77 38 13
146	46 32 58 40
147	55 70 42 84
148	15 27 57 2
149	79 47 92 56
150	12 2 37 86
151	78 13 56 53
152	20 33 48 11
153	85 18 47 78
154	22 41 95 94
155	66 77 72 97
156	13 56 77 46
157	6 82 59 41
158	100 38 95 55
159	54 88 96 40
160	56 51 26 41
161	80 97 81 52
162	16 21 81 58
163	20 4 81 73
164	44 68 3 45
165	80 99 70 87
166	16 55 19 42
167	89 52 55 21
168	39 89 23 15
169	7 2 28 11
170	56 66 29 85
171	6 73 40 23
172	99 31 12 70
173	62 72 4 78
174	91 81 41 42
175	96 95 37 53
176	34 69 81 82
177	50 64 52 54
178	54 38 3 45
179	53 6 31 4
180	21 60 86 79
181	63 83 46 93
182	77 90 98 17
183	84 69 41 46
184	74 16 65 68
185	50 77 90 82
186	59 1 29 43
187	27 95 54 45
188	96 16 45 26
189	81 78 1 50
190	72 20 66 62
191	84 15 89 1
192	72 81 49 66
193	92 20 95 31
194	39 58 57 73
195	71 42 30 24
196	44 81 31 65
197	62 43 9 47
198	100 81 67 36
199	12 53 72 38
200	95 4 28 16
201	98 60 68 24
202	63 87 42 99
203	23 70 24 58
204	13 80 84 52
205	77 27 41 58
206	58 62 47 90
207	5 2 3 35
208	73 67 24 94
209	63 88 37 74
210	54 90 61 79
211	37 52 62 76
212	64 9 46 70
213	95 35 89 23
214	57 98 96 47
215	9 51 64 57
216	77 93 22 56
217	21 4 68 42
218	34 44 65 32
219	42 34 5 49
220	3 35 56 43
221	72 32 89 36
222	7 60 66 89
223	19 93 56 76
224	53 39 23 61
225	42 98 14 89
226	71 76 57 9
227	91 44 71 14
228	58 96 22 21
229	99 93 52 31
230	91 52 54 10
231	12 9 81 91
232	43 29 15 82
233	70 74 62 90
234	84 99 83 10
235	20 49 61 53
236	76 26 50 82
237	65 96 68 22
238	53 71 7 79
239	36 53 91 84
240	83 35 98 90
241	88 82 4 24
242	69 56 99 39
243	60 61 81 80
244	85 43 86 35
245	91 68 45 5
246	5 32 89 37
247	89 83 33 64
248	81 21 91 39
249	52 64 93 66
250	79 57 94 3
251	57 71 84 79
252	15 71 44 92
253	7 11 96 52
254	25 98 62 40
255	80 87 60 14
256	8 66 65 23
257	77 3 17 87
258	20 43 25 86
259	84 62 70 9
260	52 88 8 44
261	86 30 24 87
262	20 22 69 50
263	33 84 34 66
264	63 33 93 34
265	60 45 58 56
266	8 53 35 19
267	68 90 97 27
268	34 95 73 60
269	53 43 45 35
270	57 22 67 80
271	32 40 57 2
272	60 5 19 75
273	10 99 22 55
274	58 82 41 27
275	57 65 59 69
276	28 81 48 75
277	34 29 46 72
278	50 56 78 33
279	35 77 62 7
280	76 6 41 90
281	48 37 52 54
282	34 100 38 76
283	38 98 10 74
284	90 81 23 1
285	98 35 58 48
286	79 61 32 46
287	80 40 88 45
288	81 5 97 37
289	27 86 67 62
290	48 6 10 62
291	21 59 40 73
292	47 89 57 92
293	94 85 82 13
294	2 46 7 85
295	61 41 66 31
296	37 10 21 53
297	52 77 42 46
298	57 59 58 13
299	75 19 46 53
300	56 48 37 93
301	91 72 27 7
302	79 9 72 83
303	9 38 92 84
304	76 96 82 17
305	20 61 47 35
306	34 94 62 58
307	24 59 37 93
308	87 68 30 97
309	1 39 7 66
310	21 45 10 26
311	1 47 83 89
312	80 67 4 37
313	47 19 65 59
314	58 57 36 89
315	49 57 38 15
316	42 67 51 49
317	6 59 13 69
318	37 48 93 11
319	47 97 86 100
320	50 14 8 67
321	5 52 53 64
322	91 6 20 83
323	40 39 49 15
324	69 27 15 39
325	79 44 18 43
326	35 34 68 46
327	95 18 80 65
328	11 49 6 24
329	62 55 26 44
330	58 55 99 96
331	43 67 20 14
332	75 40 32 81
333	24 6 79 62
334	12 53 1 60
335	84 44 15 36
336	34 81 49 97
337	16 39 36 28
338	56 53 17 43
339	71 99 48 10
340	72 92 56 54
341	64 62 9 16
342	92 8 78 71
343	23 62 8 88
344	60 11 19 62
345	40 41 52 8
346	64 17 66 73
347	53 73 66 83
348	11 57 52 37
349	79 85 62 20
350	100 14 37 28
351	31 16 35 8
352	24 43 95 65
353	95 36 84 66
354	27 95 40 88
355	31 69 27 99
356	70 99 92 59
357	88 64 37 67
358	65 38 92 64
359	49 3 99 14
360	46 28 74 98
361	6 74 31 59
362	9 99 35 13
363	55 20 24 92
364	4 97 10 23
365	34 37 92 13
366	92 39 13 14
367	65 2 14 17
368	86 8 97 99
369	82 17 47 74
370	39 21 28 91
371	100 45 55 4
372	78 17 97 73
373	63 21 4 11
374	51 2 62 21
375	17 84 68 46
376	25 75 99 58
377	90 55 37 91
378	95 1 75 45
379	43 99 27 94
380	59 14 5 22
381	73 55 86 45
382	89 80 100 1
383	37 12 78 90
384	88 57 83 49
385	6 24 70 72
386	83 71 66 32
387	98 23 79 17
388	31 25 49 27
389	38 28 32 27
390	20 45 77 40
391	13 29 25 90
392	63 70 89 99
393	66 54 96 5
394	41 65 20 64
395	14 80 74 6
396	62 17 64 96
397	53 26 60 99
398	84 51 79 16
399	83 19 4 2
400	24 52 96 35
401	3 63 59 67
402	91 99 21 47
403	43 64 93 92
404	23 38 66 55
405	40 19 47 74
406	99 81 13 33
407	66 86 97 6
408	78 56 3 36
409	40 100 10 77
410	91 46 65 7
411	99 78 17 50
412	2 1 83 3
413	47 78 43 60
414	36 70 7 18
415	82 66 84 15
416	81 60 23 68
417	18 13 14 2
418	44 49 19 27
419	1 31 17 68
420	41 26 66 87
421	80 21 74 72
422	35 54 8 85
423	54 40 12 30
424	81 35 88 56
425	69 59 5 26
426	5 3 83 70
427	54 18 68 16
428	7 23 85 60
429	93 90 5 33
430	25 87 97 73
431	85 4 76 82
432	87 41 11 55
433	47 69 60 49
434	20 81 34 58
435	71 56 4 25
436	92 72 74 39
437	62 56 46 40
438	97 21 70 37
439	48 31 67 9
440	18 44 24 49
441	70 49 61 90
442	37 23 50 30
443	27 69 28 99
444	35 74 97 10
445	89 82 68 63
446	80 26 46 21
447	65 40 23 43
448	96 44 11 28
449	85 92 38 39
450	60 80 70 8
451	78 18 12 65
452	63 28 60 15
453	56 40 29 77
454	92 18 34 32
455	91 49 8 95
456	24 9 82 11
457	90 5 100 51
458	13 94 10 41
459	38 99 29 72
460	45 80 31 63
461	78 83 70 42
462	18 24 56 49
463	47 3 13 84
464	97 46 19 1
465	46 34 100 67
466	20 77 100 67
467	80 94 23 82
468	33 17 21 93
469	23 42 38 67
470	36 72 100 83
471	16 92 71 82
472	90 8 62 76
473	97 77 76 51
474	37 5 61 95
475	4 43 14 65
476	26 19 14 78
477	57 67 71 26
478	29 85 6 38
479	47 32 9 100
480	27 45 62 84
481	27 16 28 60
482	68 65 5 51
483	67 20 98 65
484	26 55 24 3
485	21 29 61 58
486	15 84 36 70
487	70 74 100 46
488	30 36 32 37
489	96 21 59 40
490	74 60 22 57
491	29 93 2 39
492	43 79 4 78
493	76 33 41 67
494	93 6 52 92
495	29 39 90 74
496	35 65 69 59
497	65 77 69 40
498	5 50 11 84
499	55 41 43 88
500	79 34 49 77
501	81 49 71 33
502	85 50 89 13
