Class Times	29
Rooms	79
1	245
2	269
3	835
4	341
5	26
6	151
7	139
8	267
9	941
10	703
11	562
12	29
13	877
14	606
15	16
16	614
17	98
18	142
19	270
20	203
21	947
22	690
23	322
24	343
25	462
26	646
27	563
28	705
29	654
30	884
31	391
32	144
33	949
34	961
35	193
36	237
37	935
38	234
39	38
40	262
41	874
42	629
43	757
44	247
45	128
46	57
47	18
48	749
49	76
50	980
51	957
52	817
53	661
54	262
55	359
56	214
57	966
58	14
59	14
60	364
61	54
62	898
63	21
64	43
65	708
66	671
67	754
68	813
69	196
70	984
71	152
72	134
73	816
74	532
75	234
76	307
77	608
78	596
79	393
Classes	66
Teachers	75
1	59
2	64
3	44
4	21
5	65
6	50
7	7
8	45
9	39
10	41
11	75
12	53
13	19
14	73
15	68
16	66
17	30
18	63
19	9
20	29
21	46
22	45
23	46
24	18
25	47
26	69
27	28
28	6
29	18
30	61
31	32
32	59
33	63
34	15
35	17
36	73
37	41
38	61
39	55
40	15
41	70
42	54
43	44
44	16
45	43
46	35
47	51
48	11
49	9
50	57
51	4
52	57
53	33
54	74
55	53
56	48
57	4
58	60
59	37
60	8
61	47
62	19
63	55
64	65
65	51
66	27
