Class Times	33
Rooms	57
1	172
2	880
3	246
4	640
5	654
6	864
7	766
8	649
9	499
10	871
11	845
12	819
13	455
14	727
15	751
16	840
17	783
18	998
19	308
20	302
21	686
22	621
23	939
24	703
25	90
26	320
27	919
28	406
29	721
30	558
31	32
32	616
33	528
34	335
35	679
36	129
37	570
38	494
39	594
40	841
41	816
42	718
43	588
44	449
45	716
46	374
47	949
48	950
49	112
50	365
51	995
52	136
53	381
54	209
55	317
56	234
57	282
Classes	60
Teachers	62
1	46
2	42
3	51
4	24
5	58
6	50
7	7
8	50
9	18
10	60
11	13
12	1
13	2
14	37
15	34
16	41
17	38
18	2
19	5
20	15
21	59
22	35
23	4
24	42
25	21
26	33
27	59
28	23
29	4
30	53
31	18
32	60
33	24
34	25
35	20
36	31
37	20
38	27
39	3
40	10
41	34
42	62
43	33
44	14
45	27
46	55
47	44
48	3
49	21
50	41
51	58
52	29
53	45
54	1
55	19
56	17
57	9
58	13
59	52
60	14
