Students	736
1	23 35 16 4 30
2	26 6 13 1 10
3	25 23 3 35 7
4	35 7 20 16 25
5	24 21 7 13 34
6	25 30 27 2 31
7	34 23 39 26 2
8	22 12 10 26 20
9	11 15 39 8 18
10	34 21 15 12 17
11	6 11 19 2 28
12	21 37 7 30 11
13	34 30 36 39 21
14	24 32 13 5 21
15	5 38 17 19 20
16	31 26 36 23 13
17	28 11 2 32 38
18	30 7 13 5 21
19	6 13 7 21 29
20	30 29 32 37 24
21	18 2 6 24 30
22	6 30 28 11 22
23	6 29 19 4 17
24	33 1 18 2 37
25	4 31 18 11 37
26	4 13 18 29 20
27	8 21 19 5 27
28	27 1 40 32 20
29	21 16 25 14 19
30	4 28 12 18 25
31	16 33 27 8 2
32	25 20 28 34 2
33	39 40 28 24 3
34	24 37 29 36 12
35	23 14 3 37 35
36	1 38 14 30 34
37	10 28 20 26 30
38	40 31 27 7 35
39	34 29 5 32 22
40	36 7 21 20 19
41	20 1 11 17 24
42	37 12 13 32 38
43	39 1 2 14 26
44	11 26 21 13 35
45	30 8 38 3 14
46	15 33 17 13 18
47	18 37 1 4 25
48	14 27 34 9 22
49	17 25 39 10 34
50	9 19 28 33 13
51	20 37 6 3 40
52	8 15 7 9 29
53	5 14 31 4 10
54	37 4 35 10 39
55	27 37 14 40 31
56	36 31 35 32 24
57	6 12 5 33 36
58	1 14 11 25 28
59	14 26 28 12 38
60	28 5 17 24 1
61	8 4 10 16 1
62	23 33 3 13 39
63	12 9 24 3 13
64	27 19 25 35 21
65	17 23 34 3 2
66	12 20 35 24 4
67	22 15 12 26 2
68	5 21 29 19 11
69	6 15 27 23 2
70	1 7 16 10 32
71	5 11 25 13 9
72	21 16 35 38 24
73	22 35 5 38 23
74	27 13 20 31 36
75	37 19 27 22 24
76	33 37 38 2 17
77	29 9 11 18 40
78	18 35 22 2 39
79	35 10 38 19 8
80	15 34 17 36 11
81	5 19 10 2 18
82	15 28 6 32 2
83	7 29 8 22 23
84	26 14 29 40 21
85	36 33 20 4 23
86	7 2 38 14 27
87	29 6 10 2 28
88	12 10 28 27 29
89	18 38 35 26 9
90	5 4 12 13 23
91	23 17 27 11 20
92	12 28 2 23 32
93	26 17 25 32 5
94	39 1 31 10 16
95	17 34 39 22 19
96	36 7 38 23 39
97	26 32 8 6 40
98	28 35 14 27 3
99	15 35 9 36 3
100	26 34 24 15 3
101	7 10 17 20 30
102	2 23 39 17 11
103	18 17 19 32 11
104	31 1 11 7 12
105	24 39 8 14 17
106	14 26 1 17 6
107	5 30 18 20 17
108	31 16 1 33 10
109	35 38 22 24 6
110	2 16 14 38 6
111	1 32 6 35 10
112	4 16 29 13 28
113	39 26 17 30 24
114	40 25 12 35 22
115	25 13 5 19 35
116	10 18 11 27 16
117	14 40 21 18 27
118	31 30 40 26 20
119	12 37 31 35 25
120	37 30 6 16 28
121	4 2 3 6 8
122	25 19 6 24 9
123	39 40 33 35 7
124	37 35 25 1 10
125	25 24 20 36 10
126	22 35 24 6 23
127	30 8 5 3 25
128	18 40 27 5 4
129	29 18 11 27 28
130	6 23 34 11 9
131	39 10 4 28 1
132	23 22 3 20 26
133	4 30 17 26 38
134	35 32 34 21 14
135	26 35 36 11 12
136	27 35 6 14 23
137	11 40 31 19 24
138	37 14 21 12 15
139	32 10 35 39 33
140	14 9 5 18 7
141	29 28 39 21 14
142	14 30 27 23 8
143	34 18 36 6 40
144	37 12 11 27 21
145	16 30 18 40 11
146	8 38 16 34 7
147	38 26 8 4 22
148	36 28 6 17 30
149	33 27 16 31 2
150	34 10 33 38 24
151	2 15 13 12 30
152	31 7 28 9 22
153	7 36 25 37 40
154	15 3 11 24 33
155	5 16 6 34 26
156	24 13 38 20 14
157	34 2 25 7 17
158	5 11 4 13 21
159	1 18 25 12 40
160	39 37 25 40 1
161	34 36 32 27 25
162	7 23 9 14 18
163	28 36 25 30 35
164	15 26 35 38 34
165	2 4 33 8 13
166	38 30 4 39 23
167	20 39 34 26 25
168	40 38 20 13 18
169	9 17 20 15 8
170	31 2 14 18 7
171	38 17 35 14 27
172	25 34 22 33 23
173	22 14 35 32 23
174	23 13 16 35 37
175	27 16 35 17 40
176	1 22 19 28 33
177	5 36 2 31 11
178	30 21 9 35 5
179	19 29 40 10 35
180	34 36 20 13 10
181	16 26 3 19 8
182	23 19 32 33 27
183	37 21 34 22 31
184	20 31 19 16 15
185	37 3 10 6 15
186	16 27 7 26 21
187	19 27 22 17 9
188	6 2 30 40 19
189	35 11 28 10 20
190	8 6 12 5 35
191	21 29 25 19 27
192	21 24 14 27 28
193	3 35 11 2 22
194	39 34 5 7 29
195	29 36 35 25 3
196	2 37 9 23 5
197	10 9 38 34 30
198	30 33 16 17 15
199	26 31 5 29 11
200	29 17 20 24 13
201	19 12 25 31 20
202	12 19 26 27 2
203	25 28 19 26 11
204	13 23 2 21 1
205	37 28 16 8 25
206	6 34 24 21 15
207	36 9 32 24 20
208	23 16 27 7 10
209	33 26 36 35 23
210	8 18 6 2 4
211	38 28 9 18 11
212	5 23 38 8 20
213	12 7 14 9 35
214	37 23 17 24 10
215	11 26 29 25 21
216	20 17 4 24 28
217	35 25 16 14 18
218	35 37 2 15 26
219	5 24 28 7 29
220	40 3 18 24 20
221	39 32 27 1 20
222	38 31 19 39 10
223	7 9 27 3 26
224	20 37 17 14 18
225	27 16 33 18 36
226	23 26 25 36 14
227	25 22 31 3 30
228	16 30 21 8 34
229	27 25 38 19 37
230	12 25 22 35 32
231	20 23 29 19 6
232	36 32 4 5 17
233	24 12 40 1 21
234	26 33 7 35 8
235	29 22 11 16 8
236	31 33 7 18 38
237	22 31 16 11 2
238	11 16 33 21 28
239	22 37 14 19 26
240	35 11 4 29 13
241	28 13 17 4 2
242	28 1 25 39 7
243	18 8 12 22 28
244	18 19 24 29 3
245	23 1 10 25 36
246	40 30 28 3 31
247	2 15 31 35 26
248	33 10 36 28 1
249	10 36 11 38 26
250	20 22 35 40 7
251	17 8 36 40 25
252	13 4 39 5 12
253	22 34 12 19 29
254	36 18 17 33 20
255	15 30 10 16 39
256	4 2 14 16 32
257	35 24 13 6 2
258	7 25 16 18 31
259	15 26 27 32 31
260	15 1 10 26 33
261	3 16 23 8 19
262	33 36 11 31 15
263	8 40 5 31 28
264	11 28 26 20 39
265	23 17 15 32 38
266	32 30 15 10 9
267	36 19 1 34 31
268	10 18 28 31 25
269	33 9 27 12 28
270	27 18 34 31 38
271	4 33 15 25 12
272	9 1 17 32 24
273	10 24 35 2 3
274	9 26 34 37 31
275	36 6 33 15 10
276	31 6 27 29 26
277	27 20 15 1 6
278	16 26 39 22 27
279	9 5 38 11 15
280	17 39 36 2 33
281	35 18 28 27 10
282	1 30 32 3 5
283	20 35 33 13 21
284	15 29 24 1 7
285	4 18 25 17 5
286	22 39 10 2 26
287	11 12 28 27 2
288	22 17 2 25 14
289	20 6 14 15 19
290	35 36 16 2 26
291	8 31 21 17 37
292	38 13 35 6 1
293	2 16 5 7 14
294	27 9 33 17 25
295	37 26 25 17 14
296	7 9 25 22 8
297	28 5 20 8 23
298	2 38 22 20 29
299	33 32 14 22 16
300	27 17 35 14 8
301	3 18 40 15 9
302	7 30 22 33 4
303	13 39 15 35 27
304	7 3 13 12 38
305	5 12 24 29 31
306	16 20 11 35 31
307	23 28 22 4 21
308	8 18 15 9 40
309	19 9 29 15 7
310	2 7 10 32 25
311	9 27 23 8 33
312	32 26 18 19 27
313	34 11 10 37 6
314	20 10 16 33 18
315	37 33 13 11 32
316	1 15 23 7 35
317	27 4 14 1 31
318	16 6 3 27 13
319	31 13 32 34 39
320	9 12 34 30 16
321	13 40 34 6 17
322	39 24 4 36 2
323	17 5 24 37 36
324	26 7 19 9 23
325	3 26 35 29 16
326	12 20 27 14 15
327	39 22 34 18 13
328	12 14 8 20 40
329	6 10 33 19 15
330	40 11 13 30 8
331	20 37 1 26 18
332	34 27 37 31 3
333	14 5 28 40 12
334	23 28 18 35 3
335	36 17 22 4 40
336	4 25 32 36 18
337	18 8 1 37 9
338	3 35 19 33 34
339	4 27 36 28 19
340	3 14 37 8 27
341	24 29 38 13 32
342	20 37 3 21 33
343	13 11 18 33 8
344	21 26 35 27 30
345	40 37 3 4 33
346	8 15 7 33 29
347	4 8 36 29 33
348	9 26 11 38 25
349	33 10 27 18 31
350	5 31 39 14 3
351	3 32 25 16 9
352	29 10 8 16 25
353	13 5 9 30 35
354	26 29 37 38 3
355	40 36 8 28 22
356	35 27 22 19 36
357	34 23 17 21 40
358	11 17 35 40 18
359	9 30 27 32 16
360	37 20 5 11 32
361	14 37 7 22 25
362	2 20 31 16 38
363	9 32 14 5 15
364	4 19 14 35 18
365	35 10 36 2 14
366	15 25 34 21 12
367	32 29 7 30 28
368	40 15 17 30 18
369	7 21 37 10 26
370	1 28 6 10 14
371	38 21 11 8 31
372	28 12 5 26 13
373	4 39 19 34 35
374	34 23 11 31 26
375	17 4 29 39 9
376	25 8 12 5 23
377	28 35 18 12 21
378	3 28 26 2 19
379	12 7 27 31 1
380	37 9 25 3 24
381	1 20 31 16 30
382	22 4 1 8 29
383	31 16 20 22 5
384	3 17 12 27 9
385	20 7 8 10 28
386	13 17 5 7 36
387	9 32 34 28 13
388	21 1 11 20 18
389	1 31 3 24 32
390	37 10 39 16 13
391	16 23 22 4 33
392	18 32 7 2 3
393	20 34 4 5 40
394	38 39 37 6 30
395	12 2 29 28 32
396	15 38 29 5 31
397	3 36 32 28 17
398	5 12 20 2 11
399	31 27 35 33 11
400	18 31 15 17 19
401	4 11 1 8 17
402	25 4 7 24 16
403	32 37 16 9 17
404	11 35 28 12 10
405	34 37 1 22 29
406	31 16 2 25 28
407	4 17 25 22 8
408	15 40 19 31 14
409	37 14 33 12 7
410	19 11 10 29 23
411	27 32 35 5 11
412	29 36 13 10 38
413	12 4 38 35 14
414	10 3 21 22 20
415	39 1 6 9 36
416	9 12 7 38 13
417	26 39 21 19 9
418	17 7 36 23 31
419	26 28 20 8 35
420	37 23 13 27 29
421	13 33 7 29 15
422	26 17 1 32 36
423	12 34 40 36 9
424	38 31 26 3 20
425	33 30 11 1 3
426	28 32 39 35 20
427	3 40 39 7 24
428	39 31 6 33 20
429	19 3 32 35 36
430	8 39 17 10 15
431	30 20 31 24 11
432	34 6 37 9 38
433	25 18 35 30 16
434	38 26 4 32 25
435	7 26 18 40 4
436	7 28 20 32 11
437	3 27 5 20 32
438	4 27 28 14 38
439	1 39 30 10 7
440	34 33 9 26 11
441	23 22 39 20 11
442	8 2 11 27 19
443	9 13 32 39 28
444	25 36 40 26 28
445	40 22 16 35 29
446	3 35 6 5 32
447	16 34 25 29 6
448	21 31 40 22 25
449	38 15 11 35 40
450	30 28 19 35 23
451	28 24 22 5 33
452	7 36 27 1 23
453	20 8 33 14 21
454	24 26 39 34 28
455	22 6 8 15 27
456	17 3 11 28 6
457	11 16 15 12 2
458	37 30 21 24 38
459	7 34 6 4 25
460	31 10 24 4 8
461	26 20 16 37 30
462	8 13 19 18 14
