Students	529
1	78 4 84 81 23
2	88 80 53 58 24
3	50 77 5 57 85
4	7 2 1 20 14
5	56 49 96 60 1
6	60 13 96 80 58
7	42 21 3 91 73
8	77 90 41 67 40
9	23 40 85 93 63
10	79 14 51 57 15
11	22 69 89 28 30
12	83 20 41 82 25
13	30 12 47 8 60
14	6 52 59 92 22
15	40 17 92 27 78
16	63 70 77 22 13
17	38 60 5 72 79
18	86 15 71 81 17
19	88 70 34 76 3
20	73 71 14 36 2
21	64 7 57 31 21
22	42 57 45 5 39
23	35 43 62 25 15
24	19 54 22 17 28
25	84 89 37 1 78
26	79 49 47 66 56
27	59 27 23 41 31
28	59 5 61 88 17
29	34 47 57 75 79
30	22 56 28 91 74
31	56 76 24 53 94
32	22 88 55 61 21
33	73 38 17 4 53
34	41 5 75 55 78
35	61 59 75 84 23
36	26 38 78 57 40
37	96 25 16 72 12
38	46 27 88 68 26
39	68 57 41 27 9
40	40 84 92 48 20
41	69 64 85 27 39
42	35 24 88 25 21
43	14 62 71 53 2
44	20 83 37 27 3
45	85 89 55 59 75
46	76 69 21 35 52
47	23 9 11 65 62
48	15 60 89 90 5
49	27 38 91 83 40
50	52 74 26 38 93
51	91 80 62 8 9
52	85 56 55 84 93
53	47 35 72 44 56
54	55 20 83 73 41
55	82 29 23 88 87
56	45 36 82 90 13
57	52 67 39 75 30
58	10 49 84 68 5
59	92 35 75 18 16
60	75 96 32 89 5
61	7 55 53 64 14
62	40 67 27 79 62
63	21 31 77 43 10
64	32 23 68 59 85
65	26 59 54 38 14
66	84 53 80 57 17
67	2 1 50 7 43
68	36 35 54 48 5
69	79 47 74 60 33
70	64 53 41 54 69
71	8 71 41 92 19
72	63 42 27 75 78
73	91 74 35 43 84
74	33 19 76 94 73
75	41 70 68 33 4
76	96 71 59 12 19
77	8 64 96 49 39
78	79 2 85 64 56
79	70 56 19 53 61
80	23 19 13 94 85
81	93 31 58 10 19
82	60 55 69 94 23
83	92 11 72 3 29
84	93 69 3 79 14
85	15 43 61 86 95
86	61 12 29 32 21
87	4 93 44 25 53
88	76 75 52 21 35
89	61 5 73 77 28
