Students	993
1	14 68 49
2	79 81 84
3	31 34 58
4	61 18 84
5	57 9 43
6	70 57 52
7	68 2 5
8	41 25 69
9	71 5 22
10	47 82 25
11	64 14 3
12	57 42 5
13	29 52 50
14	16 76 46
15	60 24 3
16	84 77 56
17	65 82 76
18	62 51 6
19	82 42 16
20	75 82 22
21	71 16 51
22	29 40 49
23	71 49 48
24	36 31 33
25	78 42 25
26	69 29 6
27	39 76 34
28	2 68 55
29	66 2 80
30	23 4 46
31	8 65 45
32	33 73 81
33	44 53 11
34	46 7 36
35	3 12 70
36	9 33 57
37	1 59 24
38	24 66 7
39	4 23 14
40	58 15 28
41	76 21 74
42	66 73 49
43	49 22 50
44	24 72 14
45	12 16 45
46	57 1 80
47	79 48 70
48	51 40 72
49	23 4 28
50	83 41 1
51	67 28 18
52	2 30 12
53	45 63 72
54	45 73 57
55	65 80 38
56	80 64 14
57	39 27 32
58	19 23 22
59	43 79 63
60	10 47 76
61	22 65 62
62	34 28 49
63	83 78 80
64	57 20 51
65	79 59 10
66	10 55 43
67	8 77 51
68	73 61 39
69	81 53 30
70	11 59 54
71	47 24 57
72	5 18 36
73	5 52 30
74	74 71 82
75	25 10 42
76	33 46 74
77	38 83 4
78	25 83 67
79	10 33 15
80	41 63 26
81	57 50 31
82	53 76 18
83	64 76 12
84	60 76 21
85	18 11 5
86	81 71 67
87	81 1 62
88	15 69 34
89	44 66 62
90	52 38 70
91	72 2 79
92	59 20 68
93	62 29 39
94	17 13 36
95	29 2 13
96	13 53 64
97	83 59 37
98	18 48 46
99	56 14 64
100	47 14 40
101	71 47 40
102	30 70 45
103	50 4 47
104	70 8 48
105	26 77 10
106	22 70 74
107	52 43 10
108	73 18 1
109	46 15 27
110	82 54 12
111	29 6 27
112	28 5 26
113	63 59 1
114	25 43 75
115	58 16 48
116	20 29 69
117	80 10 46
118	81 78 17
119	63 49 84
120	81 59 75
121	84 1 37
122	62 14 16
123	69 8 14
124	6 12 77
125	26 35 78
126	15 11 64
127	6 15 25
128	13 39 19
129	51 24 49
130	72 69 46
131	63 54 80
132	74 84 80
133	78 84 72
134	51 26 82
135	21 46 73
136	62 58 22
137	74 67 14
138	61 79 1
139	27 26 37
140	78 23 49
141	13 53 18
142	2 24 9
143	50 37 45
144	17 65 52
145	10 79 22
146	80 8 60
147	61 27 78
148	41 80 36
149	73 18 76
150	81 53 84
151	6 31 65
152	48 16 64
153	17 39 13
154	42 41 8
155	84 44 72
156	47 7 32
157	14 65 51
158	78 28 40
159	17 7 84
160	41 7 81
161	11 4 76
162	61 67 84
163	68 40 4
164	20 53 32
165	33 20 53
166	47 79 54
167	17 83 73
168	20 6 68
169	61 13 18
170	55 38 5
171	17 77 80
172	74 10 52
173	44 65 46
174	52 30 18
175	25 6 12
176	10 46 43
177	64 7 37
178	55 78 24
179	8 23 5
180	80 70 79
181	53 79 19
182	21 30 36
183	38 70 75
184	12 18 25
185	63 26 76
186	6 75 53
187	29 83 38
188	7 78 9
189	80 20 18
190	29 83 36
191	76 40 29
192	69 60 30
193	41 76 34
194	23 68 44
195	78 59 43
196	17 71 34
197	70 2 42
198	4 36 25
199	43 37 71
200	80 82 75
201	58 22 4
202	28 4 23
203	23 68 83
204	14 66 64
205	73 8 22
206	18 80 79
207	47 53 1
208	45 15 72
209	56 68 81
210	41 45 5
211	38 43 9
212	64 12 42
213	33 59 29
214	73 21 9
215	80 50 75
216	21 59 2
217	84 74 23
218	75 31 26
219	40 76 27
220	20 35 81
221	15 24 51
222	46 74 20
223	69 9 79
224	81 34 27
225	71 61 44
226	8 70 57
227	41 44 29
228	60 28 67
229	80 69 58
230	41 17 16
231	67 7 45
232	42 55 28
233	59 11 5
234	48 46 81
235	76 1 6
236	43 36 79
237	26 52 36
238	5 2 16
239	57 21 27
240	6 51 8
241	75 3 12
242	5 6 53
243	71 18 63
244	52 57 3
245	52 84 36
246	15 73 11
247	45 67 10
248	79 7 27
249	78 21 67
250	32 59 38
251	32 23 60
252	2 36 54
253	34 35 21
254	53 31 73
255	82 39 45
256	51 84 83
257	58 60 63
258	22 41 49
259	12 2 34
260	9 37 38
261	50 8 74
262	46 81 45
263	54 27 66
264	82 5 45
265	8 73 69
266	7 24 59
267	36 53 83
268	24 37 43
269	22 32 61
270	67 34 78
271	49 27 50
272	65 74 18
273	10 33 68
274	9 75 20
275	60 25 55
276	49 40 42
277	34 52 51
278	45 36 42
279	49 65 64
280	18 19 65
281	76 52 11
282	51 21 41
283	35 28 83
284	9 55 34
285	24 58 79
286	22 76 80
287	18 52 72
288	69 17 10
289	42 47 72
290	62 5 39
291	51 7 60
292	52 62 21
293	75 29 50
294	46 84 32
295	28 1 78
296	23 52 28
297	70 69 12
298	33 72 12
299	52 44 16
300	15 66 4
301	19 2 51
302	5 77 43
303	11 49 12
304	20 80 77
305	81 32 56
306	84 52 69
307	39 60 4
308	38 25 52
309	65 2 82
310	71 80 73
311	73 65 50
312	23 56 15
313	34 49 65
314	66 26 43
315	8 79 73
316	23 50 41
317	80 31 36
318	61 2 43
319	2 20 50
320	13 64 24
321	74 78 16
322	53 27 64
323	15 72 83
324	26 19 22
325	32 48 74
326	74 76 72
327	82 2 59
328	78 50 74
329	36 83 76
330	55 7 50
331	73 54 81
332	19 41 51
333	49 57 66
334	45 84 35
335	79 27 9
336	44 23 66
337	9 59 52
338	72 13 55
339	13 59 37
340	76 43 16
341	70 19 20
342	49 82 60
343	83 72 40
344	16 35 42
345	42 81 1
346	49 40 35
347	31 36 84
348	13 79 72
349	16 79 26
350	10 36 7
351	41 78 42
352	52 22 3
353	64 3 56
354	72 77 79
355	2 69 1
356	3 54 45
357	81 16 61
358	12 42 23
359	44 68 56
360	26 34 48
361	48 45 28
362	68 2 66
363	53 58 7
364	60 50 48
365	41 1 6
366	60 83 52
367	63 8 73
368	48 44 67
369	26 50 84
370	27 18 74
371	14 84 25
372	32 49 51
373	25 80 59
374	49 2 29
375	49 2 54
376	62 82 11
377	19 67 59
378	20 34 79
379	53 81 32
380	37 17 2
