Students	750
1	79 9 75 66
2	58 66 76 13
3	68 73 94 20
4	15 52 69 19
5	41 44 19 87
6	76 64 17 30
7	29 72 83 93
8	89 94 49 70
9	24 69 82 14
10	63 24 75 36
11	80 52 74 36
12	80 40 81 2
13	47 5 40 1
14	55 40 96 60
15	73 10 56 1
16	74 63 33 88
17	4 11 70 53
18	1 60 76 89
19	65 37 86 42
20	74 83 48 18
21	88 77 71 38
22	40 74 37 75
23	61 46 41 92
24	3 70 57 94
25	84 13 37 66
26	63 93 73 92
27	78 25 52 75
28	3 73 56 97
29	58 96 81 59
30	67 89 12 27
31	15 7 80 50
32	38 50 81 51
33	61 46 31 70
34	44 22 45 48
35	74 3 90 69
36	88 35 23 62
37	34 42 37 63
38	59 20 38 70
39	64 34 21 89
40	8 71 76 14
41	49 61 94 46
42	88 29 35 14
43	24 43 93 6
44	20 4 14 13
45	65 34 51 78
46	65 22 77 66
47	3 15 17 45
48	22 18 13 56
49	86 41 51 38
50	83 91 53 49
51	72 21 70 62
52	66 4 61 85
53	34 32 52 56
54	8 81 23 66
55	44 29 61 49
56	72 73 37 23
57	7 80 37 69
58	17 87 63 91
59	83 78 2 18
60	17 4 40 75
61	25 22 48 27
62	17 49 61 39
63	29 3 19 42
64	3 86 14 44
65	14 39 65 93
66	85 24 16 35
67	89 35 21 60
68	42 28 44 91
69	38 20 44 91
70	34 9 53 39
71	17 43 95 57
72	66 25 5 4
73	6 68 58 61
74	69 23 5 72
75	98 46 23 52
76	25 32 49 55
77	77 89 11 20
78	1 35 68 12
79	33 71 3 35
80	50 26 76 67
81	68 39 67 2
82	4 22 8 97
83	58 61 55 79
84	33 16 78 32
85	84 1 82 91
86	48 95 7 55
87	2 91 62 85
88	33 40 19 16
89	56 48 97 19
90	24 32 84 38
91	3 27 80 77
92	38 10 49 48
93	7 97 50 8
94	98 63 54 46
95	80 57 71 27
96	48 58 56 5
97	14 49 11 46
98	28 49 9 57
99	12 74 33 3
100	74 92 22 6
101	87 40 94 1
102	4 23 55 5
103	87 90 14 10
104	49 68 83 48
105	58 35 17 33
106	47 52 10 44
