Students	427
1	35 36 14 2
2	31 29 8 11
3	15 18 3 33
4	18 36 6 29
5	5 21 16 11
6	8 6 24 15
7	20 6 27 18
8	4 18 3 31
9	35 15 2 30
10	31 33 10 4
11	30 35 3 31
12	20 13 28 16
13	3 32 17 36
14	11 20 8 23
15	32 25 36 8
16	13 25 4 20
17	35 20 4 1
18	33 18 1 15
19	33 7 6 26
20	7 5 13 2
21	28 16 22 18
22	28 32 27 17
23	3 15 10 7
24	5 9 17 32
25	8 2 16 5
26	22 32 29 16
27	8 36 25 30
28	18 14 12 4
29	7 6 20 4
30	2 26 20 14
31	15 1 20 9
32	26 34 30 12
33	10 8 22 18
34	29 5 27 12
35	25 34 10 4
36	31 9 4 14
37	28 3 9 25
38	4 6 17 10
39	17 36 24 19
40	35 23 13 28
41	35 7 27 23
42	34 36 32 31
43	5 21 9 4
44	18 14 30 36
45	18 26 30 15
46	32 16 35 5
47	15 26 19 23
48	28 35 33 29
49	17 24 23 25
50	13 15 11 6
51	35 9 16 30
52	8 7 4 14
53	1 20 36 31
54	8 30 35 7
55	33 26 5 25
56	36 4 33 27
57	32 28 25 23
58	13 36 25 18
59	19 23 32 35
60	16 20 12 30
61	3 34 13 24
62	20 10 32 30
63	8 17 26 24
64	2 4 36 31
65	29 31 5 26
66	32 25 30 15
67	34 5 12 22
68	33 23 30 9
69	21 3 22 29
70	15 9 31 35
71	32 27 19 1
72	31 36 29 10
73	20 11 2 25
74	3 12 16 14
75	4 23 22 6
76	31 3 12 8
77	36 9 25 15
78	31 34 13 4
79	4 5 2 20
80	34 33 1 12
81	18 15 32 34
82	28 8 24 12
83	2 26 15 25
84	8 34 24 35
85	26 33 19 20
86	31 15 8 10
87	26 3 25 22
88	27 22 20 23
89	5 22 8 11
90	3 31 11 7
91	7 15 28 27
92	27 25 7 13
93	15 10 9 25
94	2 13 5 9
95	21 4 3 22
96	30 9 35 21
97	15 36 16 8
98	5 14 16 36
99	3 24 1 14
100	17 20 23 3
101	28 7 34 33
102	31 26 9 32
103	23 25 36 28
104	12 3 14 4
105	9 7 16 3
106	23 36 12 11
107	16 33 28 2
108	15 5 27 17
109	16 26 17 4
110	31 18 24 14
111	8 15 28 32
112	33 1 10 25
113	30 28 7 22
114	21 27 35 36
115	34 1 25 19
116	30 19 33 11
117	1 24 25 20
118	23 34 35 20
119	32 16 19 4
120	11 17 13 23
121	3 32 24 21
122	9 14 20 1
123	34 28 31 20
124	21 9 19 6
125	28 22 1 31
126	32 1 3 20
127	34 10 8 12
128	14 28 1 3
129	26 30 13 2
130	28 2 14 10
131	2 13 8 4
132	12 26 21 17
133	26 36 32 17
134	3 17 29 14
135	24 4 20 12
136	22 28 24 26
137	1 31 34 5
138	6 9 7 18
139	8 21 24 4
140	9 10 36 34
141	2 26 5 24
142	11 9 15 12
143	36 4 20 31
144	35 28 24 2
145	5 22 18 17
146	4 8 5 7
147	18 31 25 15
148	27 25 22 32
149	23 20 1 33
150	17 18 4 14
151	28 27 14 36
152	6 8 4 16
153	36 17 32 9
154	31 8 13 21
155	4 36 28 15
156	26 9 3 35
157	13 21 18 22
158	15 10 11 8
159	4 34 16 33
160	27 22 25 20
161	25 8 35 29
162	32 15 27 16
163	11 31 26 16
164	11 5 27 14
165	9 2 32 16
166	36 8 17 24
167	27 16 6 11
168	22 4 13 20
169	5 18 21 33
170	12 23 24 19
171	29 15 6 34
172	18 31 2 19
173	10 34 33 28
174	15 17 9 21
175	24 6 35 20
176	23 18 10 21
177	8 6 34 26
178	11 7 22 13
179	19 32 15 23
180	1 24 28 22
181	17 15 14 21
182	8 19 13 17
183	29 23 15 33
184	25 36 8 11
185	12 13 23 20
186	1 19 32 16
187	16 28 29 27
188	11 34 4 2
189	21 11 16 6
190	27 25 18 33
191	17 33 5 34
192	21 14 19 20
193	24 22 35 4
194	13 29 14 36
195	31 35 28 21
196	12 1 28 14
197	33 9 12 3
198	20 4 7 22
199	12 22 18 23
200	19 2 26 27
201	3 33 10 5
202	5 21 19 2
203	8 34 15 1
204	5 18 10 31
205	25 15 9 21
206	35 9 1 15
207	23 2 34 20
208	18 16 25 34
209	18 25 21 30
210	15 26 13 23
211	23 34 35 5
212	27 5 33 32
213	35 31 25 24
214	10 29 32 26
215	36 22 29 6
216	24 11 34 2
217	19 31 29 25
218	20 1 9 18
219	10 34 8 20
220	8 29 34 10
221	15 31 5 36
222	21 32 6 1
223	11 20 14 26
224	18 10 3 31
225	19 21 35 9
226	21 9 12 3
227	33 27 31 6
228	3 30 6 27
229	18 12 36 4
230	19 25 12 35
231	24 9 26 1
232	20 15 23 36
233	30 5 15 24
234	21 7 10 30
235	7 35 16 10
236	28 21 30 20
237	11 21 16 33
238	10 3 12 11
239	20 8 19 21
240	26 8 36 5
241	17 18 26 4
242	25 32 12 4
243	3 31 22 14
244	33 28 5 10
245	24 4 7 2
246	3 5 27 34
247	18 13 30 28
248	34 26 32 14
249	24 19 23 35
250	15 28 32 22
251	14 24 35 11
252	36 32 18 31
253	11 10 8 23
254	30 24 9 18
255	13 36 31 14
256	4 1 27 10
257	18 8 11 34
258	8 6 20 11
259	17 29 33 2
260	3 17 33 11
261	22 6 21 28
262	30 25 31 1
263	34 5 3 1
264	27 24 12 33
265	8 11 7 25
266	7 27 24 26
267	21 11 13 4
268	34 3 1 14
269	29 5 9 18
270	14 8 19 25
271	15 33 21 30
272	36 24 5 33
273	1 25 22 2
274	14 31 5 34
275	11 36 9 6
276	5 35 18 33
277	30 1 18 32
278	23 11 22 31
279	9 17 11 6
280	28 3 32 17
281	14 26 27 22
282	36 11 27 19
283	23 12 9 21
284	4 27 32 22
285	26 36 30 32
286	27 23 35 2
287	22 30 14 1
288	12 22 32 7
289	21 19 25 9
290	1 4 10 16
291	3 11 30 9
292	12 6 24 35
293	1 20 32 14
294	17 8 36 20
295	3 15 6 24
296	33 9 21 2
297	17 8 10 21
298	2 22 32 20
299	26 12 9 21
300	12 29 31 16
301	9 32 2 14
302	34 10 31 18
303	25 12 17 3
304	1 20 22 12
305	3 34 23 20
306	9 2 31 4
307	13 35 14 30
308	6 11 20 1
309	12 31 9 29
310	27 19 21 13
311	1 34 23 26
312	27 17 13 1
313	24 36 3 8
314	15 25 12 29
315	6 1 30 27
316	6 30 4 21
317	21 35 5 4
318	33 29 3 16
319	18 35 28 22
320	11 15 10 1
321	4 29 1 2
322	11 9 13 20
323	7 16 27 25
324	6 36 24 19
325	17 10 2 9
326	31 14 11 6
327	23 26 15 31
328	32 13 34 1
329	5 2 34 7
330	19 27 33 21
331	24 34 35 15
332	12 29 21 32
333	10 11 36 29
334	18 8 25 16
335	29 32 34 25
336	25 31 20 10
337	26 22 17 5
338	36 35 20 9
339	9 25 11 14
340	20 4 1 21
341	29 20 24 1
342	10 1 35 32
343	23 29 24 15
344	1 3 28 2
345	13 18 20 33
346	27 24 6 36
347	6 12 36 21
348	20 17 5 23
349	36 30 27 9
350	15 3 14 1
351	34 16 11 10
352	29 24 23 1
353	3 6 36 4
354	34 9 6 3
355	29 23 3 2
356	2 6 20 27
357	15 36 24 28
358	11 30 13 19
359	9 25 17 12
360	5 28 36 8
361	23 36 32 2
362	7 11 10 6
363	33 23 20 5
364	26 3 24 9
365	10 33 36 5
366	25 6 3 35
367	28 5 10 19
368	22 5 27 16
369	4 23 8 36
370	4 9 30 19
371	26 18 6 25
372	7 12 33 21
373	20 8 10 36
374	30 18 4 32
375	35 11 16 33
376	6 2 32 29
377	13 36 29 28
378	21 25 31 3
379	32 20 29 4
380	6 5 14 36
381	10 32 31 26
382	28 10 15 26
383	31 26 25 13
384	18 28 35 4
385	3 12 24 23
386	11 21 23 35
387	17 20 34 32
388	30 28 35 18
389	24 14 13 3
390	29 18 11 9
391	11 16 29 3
392	23 24 11 1
393	4 1 11 25
394	5 10 1 17
395	4 7 20 30
396	35 29 5 19
397	23 15 30 8
398	24 17 2 28
399	30 17 5 24
400	3 20 14 32
401	5 13 1 9
402	26 16 20 21
403	24 6 16 30
404	27 12 1 2
405	20 10 12 15
406	36 2 13 11
407	21 10 24 8
408	35 28 34 30
409	26 4 6 17
410	20 27 32 19
411	26 28 35 2
412	14 28 16 15
413	24 16 10 15
414	34 21 16 36
415	23 3 13 34
416	27 6 35 36
417	8 2 12 14
418	35 2 12 5
419	16 8 23 29
420	23 5 34 2
421	3 32 16 21
422	4 22 7 2
423	31 20 5 17
424	24 18 33 26
425	1 10 27 25
426	22 29 15 33
427	9 5 17 1
