Class Times	54
Rooms	97
1	753
2	146
3	104
4	77
5	677
6	485
7	109
8	106
9	294
10	838
11	668
12	625
13	852
14	43
15	692
16	841
17	919
18	611
19	368
20	532
21	851
22	644
23	583
24	976
25	629
26	96
27	474
28	265
29	484
30	330
31	44
32	192
33	984
34	452
35	418
36	629
37	510
38	137
39	542
40	529
41	880
42	237
43	444
44	899
45	941
46	563
47	197
48	889
49	77
50	49
51	766
52	824
53	251
54	550
55	964
56	913
57	683
58	71
59	954
60	525
61	661
62	700
63	309
64	446
65	772
66	110
67	977
68	897
69	38
70	807
71	345
72	402
73	437
74	870
75	679
76	468
77	440
78	648
79	110
80	874
81	877
82	532
83	365
84	267
85	865
86	877
87	205
88	145
89	53
90	95
91	845
92	845
93	42
94	512
95	781
96	180
97	30
Classes	44
Teachers	25
1	4
2	15
3	4
4	3
5	18
6	11
7	15
8	10
9	8
10	13
11	18
12	21
13	21
14	6
15	12
16	10
17	9
18	23
19	2
20	1
21	12
22	14
23	7
24	8
25	17
26	20
27	16
28	7
29	19
30	11
31	9
32	24
33	14
34	5
35	2
36	22
37	5
38	24
39	3
40	22
41	25
42	25
43	19
44	13
