Students	381
1	26 28 25 4 16
2	22 42 26 7 43
3	31 26 2 19 30
4	32 30 50 22 3
5	6 48 23 3 12
6	46 11 7 17 14
7	34 9 43 36 17
8	18 7 32 28 5
9	21 2 46 44 43
10	38 9 25 43 39
11	10 49 20 35 43
12	41 23 11 16 43
13	28 18 31 14 6
14	50 41 43 40 49
15	19 41 24 28 4
16	9 28 16 48 3
17	39 24 50 8 12
18	5 15 14 18 23
19	20 16 15 34 45
20	19 8 14 13 6
21	22 49 42 37 40
22	14 13 26 29 30
23	38 29 30 10 46
24	5 40 45 6 27
25	2 46 39 34 10
26	25 29 17 48 1
27	39 49 33 31 41
28	10 3 2 37 21
29	48 39 19 30 13
30	46 21 22 49 30
31	14 44 3 20 38
32	37 47 12 28 45
33	28 31 37 34 27
34	3 10 27 33 49
35	6 10 9 26 17
36	41 3 18 29 4
37	3 7 27 16 14
38	13 40 50 8 26
39	36 12 27 32 4
40	46 23 28 1 42
41	15 30 9 18 42
42	5 14 35 39 30
43	22 28 26 9 41
44	16 19 33 27 34
45	36 45 50 34 18
46	26 45 1 15 6
47	7 13 37 34 32
48	8 46 6 25 24
49	6 23 30 40 38
50	37 19 35 17 21
51	45 6 9 42 21
52	6 46 11 16 26
53	1 3 22 18 15
54	10 6 25 8 28
55	27 36 23 10 35
56	12 4 34 42 7
57	1 38 39 36 18
58	6 8 36 17 19
59	15 23 33 43 24
60	8 26 44 16 47
61	9 47 2 37 21
62	41 19 7 50 47
63	22 9 39 4 11
64	33 27 7 25 37
65	15 38 50 17 18
66	29 44 40 38 3
67	3 5 43 10 28
68	4 3 15 13 21
69	18 13 40 24 43
70	21 38 32 10 2
71	14 21 34 41 31
72	1 45 15 24 48
73	10 27 40 6 29
74	48 16 47 8 29
75	40 26 32 18 36
76	15 9 21 26 3
77	13 6 27 3 43
78	16 28 1 7 12
79	7 47 22 37 50
80	33 44 47 42 40
81	43 2 26 8 49
82	50 46 41 4 33
83	1 2 21 26 27
84	22 1 15 19 3
85	35 19 3 20 10
86	34 1 15 14 36
87	8 48 46 19 9
88	19 8 13 44 14
89	46 22 16 42 20
90	31 26 27 3 13
91	16 1 26 32 13
92	48 18 13 41 28
93	12 8 3 5 38
94	18 24 23 36 25
95	30 41 11 17 7
96	19 28 5 25 37
97	43 27 42 5 13
98	13 16 31 22 18
99	22 23 35 38 34
100	21 14 22 6 45
101	38 31 32 17 27
102	30 22 46 49 38
103	31 1 27 36 46
104	45 18 43 13 26
105	37 26 24 14 3
106	38 39 16 7 9
107	23 35 14 41 16
108	3 1 40 17 25
109	4 33 43 23 50
110	32 49 14 7 44
111	10 49 13 22 4
112	27 7 18 22 30
113	20 38 8 4 5
114	6 35 7 29 12
115	4 31 15 2 3
116	18 20 22 21 30
117	35 41 11 8 44
118	1 27 37 50 21
119	27 44 39 15 45
120	48 49 22 12 24
121	3 45 37 32 36
122	31 36 8 39 11
123	16 32 18 9 45
124	50 32 18 42 12
125	13 35 1 48 37
126	32 28 19 23 20
127	27 5 4 39 40
128	23 3 49 44 33
129	24 18 28 14 31
130	6 18 38 11 45
131	20 24 8 22 50
132	13 48 34 50 20
133	25 24 48 19 6
134	41 50 15 11 42
135	10 12 34 2 8
136	10 22 3 17 32
137	39 15 6 5 11
138	18 42 50 47 5
139	24 14 22 29 7
140	36 19 44 33 3
141	13 25 34 32 4
142	26 13 42 48 43
143	23 16 24 43 15
144	50 16 31 7 39
145	37 39 9 42 48
146	10 20 42 40 21
147	22 41 34 27 12
148	43 16 29 28 47
149	21 27 6 18 46
150	18 34 17 22 8
151	28 8 34 12 23
152	46 31 11 47 19
153	43 11 12 3 22
154	11 40 42 46 34
155	27 11 16 40 17
156	36 9 42 31 38
157	35 36 23 12 13
158	10 48 33 35 46
159	12 17 4 27 26
160	30 28 20 44 7
161	21 29 14 46 38
162	26 49 9 22 6
163	43 14 15 8 48
164	17 45 10 14 44
165	48 38 44 47 27
166	26 23 2 1 12
167	6 3 47 19 37
168	42 44 10 18 9
169	4 35 23 34 37
170	38 5 6 25 15
171	39 30 7 48 20
172	45 50 41 7 35
173	4 50 12 40 41
174	34 17 11 46 44
175	38 33 4 20 11
176	48 32 13 47 30
177	50 38 22 34 16
178	32 48 20 9 25
179	26 23 43 44 14
180	30 38 39 37 9
181	10 27 24 22 43
182	19 38 27 13 29
183	25 47 17 26 12
184	38 12 4 32 18
185	29 35 33 32 2
186	39 13 26 9 40
187	9 11 8 5 14
188	27 36 17 49 44
189	17 14 13 46 8
190	4 12 2 10 29
191	29 43 48 30 40
192	34 41 44 21 12
193	10 8 38 33 1
194	34 21 32 37 44
195	40 10 17 24 34
196	14 1 11 42 12
197	35 50 4 16 26
198	16 41 22 15 6
199	41 43 49 44 47
200	45 16 21 30 35
201	46 8 21 47 1
202	13 35 49 2 37
203	24 48 44 46 33
204	44 49 8 32 6
205	30 49 42 10 35
206	49 16 7 14 26
207	46 33 14 35 12
208	12 26 40 6 37
209	49 32 19 6 22
210	16 17 44 4 26
211	8 35 41 4 10
212	43 44 15 19 3
213	26 29 27 15 22
214	18 19 30 16 24
215	22 26 4 40 5
216	46 49 33 7 35
217	10 38 12 14 11
218	44 20 22 36 28
219	42 38 48 46 7
220	46 22 2 35 37
221	23 16 45 46 44
222	45 28 18 1 5
223	39 21 7 23 14
224	36 39 43 4 35
225	32 15 49 17 43
226	48 39 7 19 50
227	5 17 24 46 33
228	44 9 36 14 16
229	43 33 25 40 19
230	3 4 44 36 34
231	40 46 50 44 43
232	47 28 27 32 6
233	40 29 47 34 32
234	38 20 3 27 8
235	36 17 11 22 26
236	2 15 41 7 31
237	5 18 35 50 27
238	33 7 19 46 6
239	36 19 44 6 21
240	42 31 48 33 23
241	20 45 25 16 14
242	42 29 34 26 8
243	16 36 35 29 50
244	35 33 25 28 43
245	44 39 6 18 21
246	12 50 44 15 11
247	27 15 21 1 47
248	41 7 36 25 31
249	9 38 14 45 17
250	41 38 7 49 3
251	49 4 5 2 35
252	9 15 12 4 23
253	50 20 26 44 2
254	6 43 22 48 23
255	6 1 25 45 27
256	3 37 14 26 29
257	34 45 5 38 25
258	35 14 49 6 33
259	12 18 46 11 40
260	33 5 11 4 14
261	30 39 16 28 35
262	12 19 44 23 17
263	43 21 33 11 30
264	46 31 20 11 36
265	7 3 14 49 1
266	34 5 31 41 2
267	23 39 50 48 28
268	33 38 1 32 48
269	48 14 49 40 50
270	11 45 25 19 34
271	15 13 8 35 47
272	30 36 46 18 20
273	2 3 17 25 45
274	47 24 1 42 34
275	8 5 14 48 47
276	42 39 24 13 48
277	18 4 6 44 25
278	22 49 8 13 32
279	30 17 8 33 18
280	30 41 44 31 13
281	20 17 6 13 16
282	5 39 1 45 50
283	2 15 36 34 42
284	40 22 31 16 35
285	44 37 28 10 27
286	22 15 45 32 25
287	27 30 25 35 19
288	4 43 41 38 11
289	4 27 23 26 29
290	13 50 23 44 30
291	42 1 30 16 37
292	15 10 9 2 40
293	16 26 4 46 30
294	23 36 14 19 5
295	7 10 12 48 36
296	30 1 44 18 22
297	30 31 40 16 41
298	49 22 6 36 23
