Students	1190
1	25 13 41 14
2	28 46 45 22
3	17 1 19 34
4	10 13 30 8
5	40 49 15 5
6	37 47 46 14
7	10 8 31 20
8	36 3 33 41
9	43 32 14 19
10	26 9 41 46
11	1 36 40 11
12	32 12 16 40
13	17 21 29 27
14	2 33 17 49
15	40 33 29 21
16	27 29 5 32
17	16 43 28 27
18	2 43 12 14
19	26 5 17 49
20	14 39 36 49
21	37 26 47 36
22	21 44 40 27
23	30 31 24 46
24	49 27 26 39
25	19 32 44 42
26	44 13 37 31
27	29 34 40 7
28	29 25 18 7
29	9 1 30 43
30	23 7 1 50
31	19 39 43 25
32	3 9 33 34
33	25 20 18 6
34	27 41 39 22
35	27 29 18 42
36	7 24 43 38
37	24 10 4 32
38	38 19 21 15
39	30 50 17 27
40	7 29 14 28
41	5 31 25 10
42	17 24 44 16
43	6 32 13 37
44	23 29 50 13
45	33 23 35 41
46	47 3 49 40
47	29 26 12 15
48	13 45 29 21
49	9 5 18 6
50	40 8 7 43
51	22 3 27 1
52	35 17 44 23
53	42 35 3 9
54	36 47 32 10
55	16 44 48 20
56	7 22 4 24
57	1 47 31 34
58	19 38 20 32
59	38 49 6 8
60	50 33 34 14
61	26 19 14 45
62	24 18 50 17
63	17 45 30 26
64	27 46 3 10
65	1 4 18 13
66	32 14 46 5
67	47 35 22 7
68	30 18 22 37
69	12 25 2 28
70	7 25 28 40
71	9 37 23 28
72	30 21 20 5
73	39 30 21 11
74	13 31 22 4
75	1 2 15 37
76	9 22 44 50
77	48 37 11 7
78	36 31 9 5
79	46 33 19 15
80	14 40 24 12
81	24 36 45 8
82	38 4 32 19
83	20 42 21 41
84	45 41 50 12
85	41 13 49 50
86	12 7 17 11
87	2 34 50 29
88	15 16 21 40
89	6 25 40 24
90	30 49 7 45
91	47 15 48 10
92	36 30 6 32
93	34 47 16 23
94	20 48 18 34
95	19 17 26 47
96	10 12 44 5
97	11 15 44 33
98	24 23 5 41
99	16 18 37 4
100	37 20 50 28
101	9 18 17 42
102	2 44 19 20
103	7 31 25 27
104	7 24 45 33
105	15 46 42 22
106	13 29 41 47
107	23 25 28 29
108	8 49 48 19
109	36 42 50 31
110	28 44 25 8
111	40 42 48 14
112	25 49 36 9
113	4 33 50 39
114	12 38 4 45
115	46 1 14 12
116	34 38 26 20
117	31 44 14 46
118	45 15 27 16
119	27 29 2 31
120	9 8 25 20
121	2 7 37 38
122	15 22 3 29
123	20 35 48 12
124	50 16 32 21
125	28 9 15 17
126	10 48 50 3
127	10 37 27 33
128	31 27 13 32
129	35 46 50 20
130	12 4 44 26
131	24 37 10 41
132	32 2 11 13
133	38 3 48 47
134	41 18 38 44
135	46 49 12 43
136	30 11 50 4
137	19 44 48 15
138	11 49 48 36
139	3 31 42 19
140	32 4 27 48
141	35 36 39 44
142	6 7 22 2
143	42 43 2 24
144	14 2 28 44
145	31 6 41 30
146	8 41 48 35
147	45 35 4 20
148	12 38 3 50
149	17 49 9 12
150	27 41 43 22
151	45 34 21 25
152	33 28 44 47
153	46 29 34 28
154	41 23 7 43
155	38 46 41 18
156	4 46 7 38
157	44 24 27 28
158	15 22 13 8
159	46 4 28 22
160	33 48 38 11
161	13 17 20 33
162	40 44 23 17
163	50 28 24 48
164	17 21 43 39
165	22 4 26 48
166	15 26 39 9
167	9 28 30 8
168	43 37 45 26
169	13 24 1 25
170	26 34 4 50
171	30 8 16 2
172	3 30 33 18
173	24 38 18 41
174	8 40 12 1
175	11 21 26 2
176	2 4 45 34
177	23 4 33 17
178	22 4 23 33
179	9 7 4 35
180	19 46 17 11
181	1 18 50 11
182	1 21 45 24
183	25 12 28 5
184	13 48 22 29
185	28 41 37 16
186	46 20 18 6
187	3 49 38 40
188	10 17 24 36
189	29 8 13 20
190	50 1 42 49
191	35 15 20 49
192	37 25 46 1
193	46 8 28 5
194	42 26 2 43
195	19 43 46 2
196	32 30 39 8
197	20 17 49 38
198	30 14 13 18
199	7 21 45 29
200	45 9 44 32
201	50 38 25 19
202	37 26 46 15
203	29 42 4 25
204	42 38 8 5
205	41 32 22 31
206	38 42 6 28
207	26 8 30 14
208	34 22 27 9
209	5 30 25 7
210	30 9 2 32
211	31 32 11 13
212	32 17 43 35
213	4 27 19 40
214	29 5 41 33
215	50 16 43 21
216	9 5 33 27
217	16 29 39 17
218	24 42 12 48
219	17 8 9 11
220	15 22 21 24
221	14 5 30 9
222	48 17 26 16
223	25 1 50 48
224	6 37 9 15
225	6 39 20 44
226	13 48 5 41
227	23 16 29 1
228	31 3 10 43
229	43 18 48 36
230	23 41 37 43
231	28 35 16 22
232	26 18 31 24
233	1 29 4 26
234	10 19 6 32
235	46 13 3 45
236	34 27 31 21
237	42 5 37 46
238	12 34 47 30
239	50 34 41 7
240	8 20 1 25
241	22 11 35 46
242	34 14 15 48
243	33 13 19 24
244	27 33 19 39
245	1 38 45 36
246	15 40 27 11
247	19 1 31 27
248	9 6 10 25
249	42 36 40 12
250	15 3 21 25
251	39 50 41 46
252	27 46 26 22
253	17 39 5 49
254	30 27 37 4
255	23 32 43 29
256	21 17 30 5
257	40 37 23 12
258	26 23 1 29
259	39 47 31 24
260	35 20 4 23
261	4 45 21 37
262	30 11 5 2
263	23 29 2 34
264	32 43 50 48
265	43 32 17 2
266	37 18 38 8
267	43 11 10 39
268	31 25 14 28
269	48 42 41 34
270	3 26 17 19
271	32 49 4 25
272	45 37 32 7
273	26 3 46 21
274	45 16 49 3
275	11 47 37 27
276	12 44 39 17
277	10 31 36 35
278	42 28 1 45
279	20 46 29 42
280	6 39 41 21
281	7 1 23 12
282	35 33 48 17
283	25 18 34 4
284	5 2 24 46
285	26 34 46 18
286	6 12 8 23
287	35 34 46 2
288	43 21 42 6
289	49 4 30 23
290	2 16 36 41
291	37 39 10 16
292	50 41 19 24
293	47 20 30 12
294	14 10 31 22
295	15 4 3 32
296	42 21 27 45
297	46 31 17 23
298	40 9 3 49
299	27 15 44 30
300	11 21 33 47
301	38 50 25 2
302	7 25 27 18
303	7 33 34 11
304	3 16 47 11
305	41 46 32 12
306	24 44 2 10
307	5 16 11 38
308	16 48 30 5
309	13 46 7 37
310	3 22 38 10
311	1 33 39 48
312	49 14 48 31
313	13 42 1 46
314	35 7 1 27
315	37 31 44 28
316	27 12 3 35
317	22 24 33 15
318	34 10 7 50
319	45 14 13 9
320	37 1 34 19
321	32 24 48 42
322	5 18 10 48
323	35 14 21 33
324	39 45 37 34
325	31 40 21 46
326	35 1 20 26
327	46 49 36 9
328	37 32 43 50
329	31 29 16 26
330	45 2 49 42
331	1 10 20 28
332	24 26 8 13
333	46 17 25 14
334	10 17 5 49
335	18 33 37 32
336	13 44 23 46
337	30 32 28 20
338	14 18 34 25
339	31 3 21 39
340	7 4 30 44
341	5 24 22 45
342	41 32 17 11
343	46 12 37 22
344	7 29 46 43
345	47 4 18 10
346	40 14 20 2
347	45 3 24 29
348	24 34 42 46
349	31 40 3 24
350	2 11 21 41
351	12 47 16 43
352	24 15 23 10
353	14 5 35 25
354	45 19 12 48
355	17 3 39 37
356	10 17 35 12
357	50 30 34 45
358	21 24 30 39
359	2 48 27 45
360	1 44 24 33
361	14 49 26 48
362	29 26 20 47
363	1 32 3 16
364	41 12 17 2
365	5 30 33 47
366	4 11 47 44
367	25 30 42 3
368	48 5 39 25
369	9 11 33 44
370	7 11 48 50
371	13 26 45 2
372	23 16 43 35
373	3 16 15 36
374	8 41 38 32
375	25 4 15 36
376	37 18 28 36
377	46 7 19 21
378	19 41 17 49
379	13 32 46 29
380	23 3 50 29
381	44 12 27 40
382	17 6 16 3
383	30 29 17 9
384	30 27 35 13
385	38 18 33 2
386	39 17 36 31
387	42 9 39 8
388	47 15 32 18
389	40 21 23 46
390	40 34 10 35
391	26 12 38 6
392	16 13 30 31
393	3 24 17 25
394	17 3 36 14
395	20 26 23 30
396	47 44 16 32
397	2 23 10 1
398	28 48 16 6
399	48 8 4 14
400	6 25 17 22
401	19 35 42 47
402	28 39 2 11
403	9 48 19 41
404	12 27 10 3
405	30 33 7 22
406	28 41 5 2
407	45 24 36 21
408	4 15 24 5
409	20 11 39 13
410	8 33 21 15
411	44 14 19 18
412	37 4 19 41
