Students	1246
1	32 5 36 40 22
2	4 35 23 48 25
3	44 30 1 6 36
4	34 11 50 7 47
5	57 18 22 49 31
6	32 30 31 40 55
7	38 18 1 31 23
8	9 48 50 52 39
9	18 45 25 15 7
10	24 29 30 1 53
11	4 7 55 47 30
12	38 49 44 28 17
13	55 15 23 13 57
14	28 31 30 9 21
15	46 11 51 21 31
16	10 29 4 6 59
17	49 6 58 5 51
18	3 15 16 21 59
19	35 28 25 18 20
20	58 60 34 19 5
21	41 13 5 10 48
22	1 44 47 23 18
23	38 12 30 19 9
24	53 56 28 35 54
25	47 58 36 14 13
26	11 31 39 49 23
27	47 5 8 45 60
28	14 58 26 16 44
29	13 50 15 30 60
30	56 7 36 5 49
31	3 39 30 34 26
32	42 9 30 24 27
33	46 37 56 51 14
34	4 27 6 48 45
35	24 6 50 30 19
36	7 39 55 15 18
37	25 17 20 12 53
38	30 36 37 18 51
39	12 7 19 51 40
40	46 50 23 53 18
41	53 1 57 54 3
42	33 1 52 2 32
43	13 22 44 4 43
44	8 14 36 57 43
45	9 53 14 60 3
46	26 34 54 43 55
47	2 48 24 18 28
48	34 28 35 15 9
49	49 13 60 26 20
50	45 54 25 5 56
51	39 9 4 45 51
52	32 29 17 49 38
53	15 20 1 7 48
54	28 37 10 34 3
55	17 29 55 42 36
56	23 13 15 49 29
57	51 34 23 24 40
58	11 56 47 17 49
59	59 32 34 7 17
60	14 20 39 57 11
61	59 22 2 50 44
62	42 5 7 22 33
63	36 41 26 37 52
64	24 60 32 39 34
65	51 10 30 50 29
66	53 43 60 49 8
67	1 58 11 9 14
68	55 50 46 20 43
69	19 45 10 14 47
70	11 46 27 45 36
71	11 47 14 24 12
72	60 42 51 49 15
73	48 20 11 42 10
74	43 57 54 50 31
75	30 52 20 23 57
76	14 52 50 32 41
77	25 41 18 55 13
78	12 51 8 56 18
79	7 10 25 29 42
80	19 24 22 50 28
81	37 22 10 60 2
82	46 19 14 34 53
83	32 38 2 41 39
84	23 41 7 44 32
85	6 42 31 52 24
86	30 39 15 50 28
87	10 11 15 18 36
88	39 48 44 56 58
89	52 60 9 27 57
90	37 29 16 39 24
91	21 57 58 32 42
92	33 9 52 29 8
93	52 10 23 24 37
94	50 49 48 25 29
95	41 53 3 22 19
96	14 29 33 53 41
97	60 26 20 3 9
98	36 6 13 48 19
99	6 33 11 57 19
100	58 49 40 13 51
101	43 3 30 21 47
102	45 44 23 52 2
103	51 59 30 9 56
104	37 30 20 33 2
105	44 41 50 32 1
106	21 49 6 29 27
107	3 7 58 30 34
108	53 4 3 28 12
109	19 9 53 50 31
110	26 33 57 9 49
111	13 56 6 41 26
112	56 24 43 48 60
113	56 26 6 14 42
114	56 25 58 10 29
115	21 41 15 34 25
116	14 2 51 50 48
117	13 50 59 53 17
118	30 31 23 51 24
119	58 33 2 56 40
120	60 48 33 54 22
121	38 40 52 36 46
122	19 37 15 16 20
123	43 53 41 34 46
124	1 3 43 25 12
125	26 2 59 55 11
126	29 32 7 6 20
127	12 54 28 45 36
128	18 37 55 41 1
129	5 28 7 41 23
130	60 6 22 9 54
131	33 60 43 23 35
132	35 18 17 52 5
133	29 19 13 33 3
134	24 47 8 51 31
135	57 3 4 48 53
136	36 45 19 55 29
137	7 17 13 57 31
138	36 47 9 31 25
139	59 10 23 12 55
140	6 55 46 25 11
141	32 10 12 29 52
142	10 16 54 11 29
143	50 11 59 40 49
144	2 29 30 16 10
145	20 13 44 45 22
146	54 30 28 13 24
147	16 10 6 43 50
148	41 46 40 16 45
149	31 1 28 7 40
150	19 17 13 53 23
151	37 15 45 1 11
152	59 7 3 48 21
153	48 33 14 22 19
154	21 57 9 14 39
155	35 54 22 37 13
156	12 16 34 20 23
157	46 14 1 18 55
158	34 10 48 60 6
159	17 15 26 16 51
160	46 48 19 26 59
161	3 14 32 7 29
162	25 13 5 19 55
163	20 23 12 37 60
164	10 16 25 40 42
165	52 15 41 40 54
166	2 58 21 46 44
167	43 46 32 34 57
168	27 24 37 44 2
169	60 55 54 20 3
170	28 43 36 2 18
171	33 16 57 15 21
172	11 10 49 53 15
173	39 7 35 18 33
174	24 43 16 9 39
175	28 25 11 26 37
176	50 36 34 13 53
177	51 41 18 17 11
178	22 44 17 33 9
179	26 59 24 46 31
180	26 47 44 39 17
181	6 54 39 4 30
182	53 20 33 42 31
183	8 14 39 15 30
184	21 41 57 54 24
185	28 6 16 20 34
186	27 30 49 2 9
187	42 54 36 31 18
188	46 27 15 30 44
189	22 33 1 38 16
190	23 44 16 29 17
191	37 30 32 40 29
192	6 24 21 34 51
193	23 52 3 8 2
194	21 48 53 38 41
195	21 50 20 48 55
196	53 35 8 16 6
197	34 19 54 30 25
198	13 3 16 24 11
199	16 9 42 38 7
200	47 60 43 30 49
201	30 15 37 21 1
202	16 46 6 58 2
203	41 20 48 40 36
204	60 20 7 55 17
205	29 35 18 15 2
206	6 38 35 54 14
207	7 52 47 36 2
208	13 54 49 14 57
209	4 5 57 26 23
210	15 8 22 56 52
211	52 28 31 12 38
212	49 22 58 16 44
213	3 5 9 23 60
214	6 8 4 14 27
215	22 59 24 1 17
216	24 11 39 38 25
217	49 57 46 20 12
218	19 21 22 50 34
219	42 27 5 51 32
220	36 46 41 45 47
221	19 57 36 9 26
222	42 53 46 49 47
223	18 16 13 2 28
224	19 2 49 23 31
225	55 42 49 58 12
226	26 3 24 19 1
227	32 22 42 29 39
228	26 15 27 6 9
229	58 17 9 43 2
230	11 32 57 9 41
231	11 25 28 53 49
232	8 32 49 6 20
233	59 24 22 29 34
234	45 43 31 23 33
235	9 58 8 49 51
236	50 55 25 2 52
237	58 9 26 38 13
238	3 42 57 53 8
239	14 31 19 51 45
240	18 45 5 11 35
241	54 12 55 37 6
242	11 26 44 28 40
243	58 54 41 50 59
244	7 23 48 22 21
245	42 6 12 49 60
246	37 28 54 50 30
