Students	765
1	77 44 36 88
2	11 54 30 47
3	19 41 68 45
4	1 89 75 60
5	74 38 39 89
6	19 1 49 27
7	43 9 20 59
8	82 14 52 8
9	88 31 84 60
10	78 16 84 68
11	66 82 22 63
12	85 2 34 58
13	6 12 42 43
14	46 66 74 64
15	60 69 70 9
16	49 77 35 15
17	49 41 42 61
18	67 83 35 78
19	49 41 79 7
20	1 3 61 29
21	87 4 66 77
22	90 2 1 85
23	4 39 72 78
24	80 46 77 71
25	29 33 14 77
26	11 31 45 58
27	61 27 64 19
28	51 4 28 80
29	16 87 61 62
30	60 7 75 78
31	49 3 74 88
32	79 75 89 48
33	52 82 23 60
34	30 57 80 36
35	32 41 37 28
36	70 16 1 58
37	31 22 70 62
38	32 14 76 16
39	61 86 22 38
40	68 19 29 39
41	34 51 20 39
42	78 49 60 69
43	68 62 27 81
44	21 4 28 23
45	88 84 48 50
46	24 43 73 58
47	52 85 5 23
48	61 4 80 34
49	62 77 69 90
50	58 75 43 24
51	89 77 62 28
52	48 56 44 81
53	12 29 65 58
54	33 32 15 54
55	77 30 36 73
56	55 68 42 50
57	88 39 87 17
58	52 2 9 30
59	45 84 29 78
60	43 39 15 77
61	81 51 60 87
62	61 17 40 48
63	60 32 63 21
64	57 54 5 20
65	78 46 84 44
66	56 15 18 11
67	28 18 82 50
68	87 81 65 41
69	90 63 40 23
70	54 76 77 36
71	22 87 74 33
72	29 7 88 67
73	90 68 84 55
74	7 57 58 60
75	64 27 39 43
76	51 79 39 40
77	45 66 88 68
78	1 80 33 50
79	38 27 89 21
80	35 59 61 34
81	72 11 89 8
82	27 81 32 10
83	74 30 53 50
84	88 20 77 23
85	84 87 50 9
86	11 36 48 75
87	3 42 31 44
88	52 51 43 60
89	18 19 75 82
90	68 12 70 79
91	5 38 52 72
92	36 64 44 24
93	81 85 87 61
94	40 55 3 59
95	31 27 24 76
96	64 30 63 2
97	16 56 34 39
98	56 43 76 40
99	81 48 50 68
100	58 50 21 14
101	50 43 69 13
102	36 31 86 30
103	37 77 33 72
104	34 3 8 19
105	68 9 45 52
106	65 60 61 17
107	55 63 49 17
108	48 39 16 47
109	52 59 87 88
110	7 1 89 80
111	7 87 66 54
112	47 26 31 5
113	82 9 32 35
114	77 71 37 18
115	22 44 5 37
116	6 88 19 36
117	74 27 77 15
118	35 26 34 68
119	25 34 11 30
120	27 82 28 51
121	88 32 51 47
122	35 17 7 45
123	51 56 29 63
124	8 14 81 77
125	2 27 46 38
126	39 60 79 3
127	20 35 29 51
128	10 85 32 41
129	30 38 15 21
130	49 50 62 53
131	63 9 39 62
132	5 47 73 12
133	68 8 70 34
134	60 2 80 41
135	60 72 68 25
136	35 79 7 40
137	53 20 22 39
138	9 24 73 55
139	4 54 80 26
140	83 79 60 48
141	66 86 59 40
142	87 45 17 42
143	58 66 76 6
144	56 31 34 6
145	72 83 62 19
146	52 65 47 83
147	73 67 84 70
148	9 53 32 30
149	11 21 51 56
150	49 6 78 82
151	30 31 76 13
152	50 28 89 74
153	70 79 73 31
154	22 76 7 79
155	84 67 49 30
156	13 62 57 9
157	52 47 41 31
158	10 54 73 79
159	30 22 32 43
160	28 90 42 9
161	78 15 36 9
162	58 36 70 50
163	45 39 31 55
164	28 89 70 82
165	17 59 11 4
166	85 32 34 68
167	9 87 57 79
168	58 84 3 11
169	38 6 69 80
170	63 58 73 14
171	40 25 90 5
172	30 15 78 32
173	32 73 44 68
174	33 18 48 24
175	14 22 42 38
176	64 1 40 13
177	50 22 81 48
178	83 62 46 86
179	6 89 44 5
180	80 44 59 39
181	36 65 79 12
182	39 3 26 57
183	38 66 73 71
184	67 55 65 11
185	73 30 60 19
186	26 88 15 7
187	22 74 6 60
188	50 4 30 8
189	50 53 42 87
190	90 63 61 20
191	21 47 32 71
192	84 35 62 9
193	29 75 69 56
194	42 75 57 24
195	81 6 64 74
196	17 68 29 3
197	16 84 77 10
198	53 16 24 80
199	82 38 77 76
200	78 77 66 89
201	1 34 15 41
202	27 87 40 9
203	30 40 67 70
204	46 70 13 9
205	12 78 31 71
206	8 45 66 82
207	33 61 76 67
208	61 32 29 10
209	80 24 42 70
210	19 40 84 50
211	53 42 33 69
212	51 9 75 5
213	5 39 58 76
214	37 43 11 50
215	73 62 35 6
216	89 72 57 28
217	79 26 74 76
218	18 26 64 32
219	5 58 36 49
220	12 28 86 2
221	10 56 38 3
222	44 66 67 77
223	8 1 75 22
224	61 24 81 51
225	52 8 81 51
226	77 22 15 30
227	66 22 14 85
228	58 32 24 60
229	74 50 75 56
230	56 67 71 32
231	12 84 39 41
232	34 73 43 72
233	36 43 53 56
234	79 59 22 21
235	3 65 81 29
236	13 46 47 55
237	4 57 42 6
238	74 69 60 81
239	79 16 83 64
240	85 49 61 63
241	83 10 5 81
242	36 19 21 58
243	71 53 33 5
244	73 82 50 58
245	55 34 31 17
246	31 46 20 7
247	44 21 80 90
248	53 39 19 1
249	43 11 46 30
250	60 1 30 64
251	52 90 74 83
252	25 32 43 55
253	27 28 78 50
254	76 73 45 64
255	27 29 39 28
256	66 20 49 35
257	19 5 9 37
258	63 64 17 52
259	56 50 89 61
260	2 43 57 24
261	42 86 90 36
262	66 9 58 39
263	67 31 24 16
264	7 9 56 27
265	80 14 54 24
266	29 81 66 39
267	30 74 46 7
268	50 6 88 8
269	41 24 31 51
270	78 37 46 7
271	47 50 73 67
272	75 11 12 54
273	25 74 53 35
274	75 43 59 35
275	34 30 8 29
276	3 32 38 31
277	34 85 42 28
278	51 61 26 36
279	30 21 42 59
280	60 63 5 53
281	66 59 18 62
282	16 66 7 20
283	54 72 62 67
284	39 49 54 9
285	27 77 13 2
286	65 7 26 79
287	90 83 71 62
288	54 9 17 75
289	83 46 9 81
290	16 73 28 26
291	9 23 74 53
292	26 53 34 1
293	43 1 24 76
294	65 79 47 44
295	29 1 22 12
296	45 84 75 72
297	24 48 31 19
298	74 15 6 83
299	53 32 73 26
300	87 42 43 23
301	21 66 68 12
302	55 72 53 5
303	66 72 58 6
304	66 14 90 29
305	38 4 88 75
306	79 22 34 45
307	18 23 6 50
308	4 58 69 37
309	83 36 89 56
310	45 18 86 49
311	83 3 51 55
312	77 79 85 53
313	45 72 44 27
314	87 12 73 37
315	21 53 88 76
316	24 20 63 15
317	29 44 68 54
318	58 69 3 51
319	89 67 34 5
320	65 54 70 21
321	31 54 58 37
322	52 32 30 88
323	69 17 38 55
324	39 49 21 85
325	85 23 43 53
326	67 82 8 88
327	64 90 60 86
328	19 33 87 15
329	37 89 75 18
330	7 53 8 6
331	45 63 73 72
332	66 57 28 77
333	30 23 13 18
334	50 15 7 14
335	56 81 23 55
336	71 2 90 83
337	67 66 48 23
338	57 15 21 6
339	81 47 57 79
340	61 54 23 30
341	21 31 18 6
342	53 57 17 5
343	87 66 32 27
344	81 39 60 52
345	89 25 69 78
346	74 35 37 6
347	3 31 7 46
348	56 38 32 70
349	86 48 46 56
350	42 29 82 7
351	45 26 38 3
352	34 76 57 69
353	72 83 71 61
354	81 1 27 82
355	54 76 36 55
356	18 83 31 79
357	13 33 23 31
358	25 59 54 79
359	43 3 11 76
360	27 80 49 70
361	29 47 30 65
362	9 37 76 55
363	5 1 37 29
364	12 84 65 9
365	64 37 79 39
