Students	813
1	65 66 13 19 69
2	12 48 56 60 27
3	17 6 5 45 21
4	64 53 52 70 27
5	24 4 17 30 15
6	34 31 67 25 2
7	22 1 34 32 8
8	63 30 43 49 10
9	59 60 47 54 40
10	5 9 63 35 40
11	40 28 49 10 20
12	54 63 51 68 14
13	66 17 65 34 28
14	49 22 53 17 5
15	20 33 70 7 57
16	17 67 58 35 60
17	18 30 17 36 59
18	6 24 18 29 55
19	66 10 51 44 1
20	28 45 68 43 10
21	34 42 30 40 69
22	22 24 20 17 55
23	67 45 55 16 49
24	9 43 18 5 55
25	42 53 17 2 52
26	57 38 18 36 34
27	9 38 28 22 21
28	45 5 67 70 42
29	62 9 60 38 29
30	46 45 17 70 7
31	33 47 60 55 69
32	34 59 55 58 8
33	36 27 19 37 65
34	26 32 42 45 64
35	13 24 33 4 19
36	55 16 70 31 10
37	13 32 54 35 20
38	67 52 51 58 70
39	65 44 70 17 53
40	33 45 9 58 53
41	28 52 6 27 37
42	38 58 43 31 45
43	67 56 40 58 70
44	33 44 4 31 30
45	37 14 27 65 69
46	58 24 43 29 36
47	52 45 42 8 50
48	13 32 65 17 56
49	2 6 39 25 15
50	18 31 25 63 8
51	51 21 28 16 3
52	54 13 9 30 47
53	1 13 22 19 37
54	27 23 51 53 19
55	5 49 13 42 68
56	3 8 9 15 26
57	43 12 39 56 46
58	49 67 18 2 53
59	35 14 56 69 21
60	22 67 35 31 15
61	41 29 9 21 57
62	47 70 60 22 11
63	47 3 15 45 36
64	3 42 26 28 33
65	13 49 10 65 6
66	44 13 19 24 55
67	18 40 26 53 59
68	52 34 15 36 41
69	41 11 64 3 34
70	30 4 3 7 23
71	30 24 9 47 43
72	19 53 34 31 4
73	15 40 62 58 46
74	50 41 28 4 32
75	20 59 22 39 61
76	34 62 20 13 5
77	45 4 24 56 46
78	45 21 55 42 54
79	11 39 6 52 51
80	30 63 2 39 6
81	5 37 21 12 48
82	56 26 42 48 50
83	9 68 28 14 60
84	58 44 28 35 40
85	33 10 19 30 39
86	10 22 62 37 50
87	24 50 51 46 61
88	27 3 36 50 45
89	50 37 22 31 46
90	8 61 25 24 41
91	42 21 40 46 55
92	64 44 35 27 20
93	1 67 3 32 30
94	56 31 30 1 63
95	9 41 38 46 59
96	59 35 28 21 11
97	53 28 18 55 51
98	51 27 37 40 30
99	34 42 62 27 28
100	26 66 40 47 59
101	18 68 12 3 14
102	65 7 57 40 31
103	58 45 8 36 19
104	11 20 49 61 63
105	69 2 26 39 33
106	55 59 46 35 10
