Students	604
1	4 43 34 66
2	73 97 72 69
3	90 76 82 73
4	90 18 46 77
5	53 8 84 43
6	1 18 39 37
7	100 88 90 11
8	57 92 42 17
9	39 27 81 13
10	44 60 40 63
11	61 10 31 62
12	53 46 36 2
13	7 6 87 91
14	51 71 11 1
15	71 35 99 4
16	44 50 39 1
17	80 49 22 87
18	69 42 65 23
19	4 33 17 98
20	60 50 96 92
21	78 25 87 60
22	17 8 33 59
23	12 14 46 57
24	55 23 50 58
25	38 55 94 70
26	13 30 16 63
27	80 58 56 39
28	38 71 88 100
29	79 83 18 58
30	91 25 83 41
31	98 23 14 20
32	75 69 11 34
33	15 79 70 17
34	59 92 25 80
35	68 64 82 85
36	24 12 70 1
37	23 97 25 65
38	73 75 80 27
39	51 61 93 91
40	14 78 31 64
41	4 78 20 64
42	45 20 12 73
43	22 53 5 48
44	68 61 38 84
45	89 13 38 16
46	35 1 4 84
47	89 20 26 60
48	83 96 53 95
49	43 52 93 58
50	67 56 13 26
51	36 17 25 73
52	24 61 73 40
53	1 97 90 42
54	12 98 15 42
55	90 67 88 17
56	100 12 5 30
57	71 38 59 74
58	90 64 96 44
59	5 38 53 57
60	14 1 24 48
61	57 22 20 64
62	38 50 100 95
63	69 25 96 74
64	74 27 77 68
65	27 26 38 19
66	93 13 28 27
67	10 41 95 80
68	68 74 53 17
69	86 4 67 57
70	25 3 50 5
71	100 44 53 87
72	65 93 15 82
73	32 39 56 68
74	65 1 6 3
75	79 40 41 87
76	80 14 64 49
77	79 66 85 76
78	43 62 93 33
79	70 7 73 50
80	84 69 51 61
81	86 74 52 47
82	63 1 97 65
83	29 19 5 27
84	77 89 67 82
85	46 27 52 60
86	45 79 31 70
87	16 37 69 64
88	52 26 19 28
89	38 19 10 8
90	17 28 64 80
91	77 76 99 56
92	95 52 11 40
93	27 79 41 55
94	14 23 45 18
95	45 57 19 27
96	36 27 33 82
97	20 15 75 92
98	63 78 53 46
99	55 92 47 41
100	26 32 19 51
101	81 38 41 88
102	5 9 98 49
103	2 43 1 90
104	61 34 96 33
105	7 91 61 63
106	69 8 52 20
107	19 18 56 13
108	62 24 64 7
109	77 71 62 16
110	5 76 38 57
111	64 38 32 55
112	78 9 23 62
113	36 75 63 91
114	8 19 17 37
115	60 39 97 27
116	20 90 70 83
117	53 78 7 3
118	75 65 54 76
119	42 44 67 98
120	35 8 59 90
121	82 83 54 78
122	36 12 51 27
123	97 93 98 90
124	14 89 6 97
125	74 96 36 59
126	65 51 93 79
127	63 78 30 36
128	97 40 92 28
129	35 66 68 88
130	64 17 20 1
131	33 51 62 45
132	89 87 28 74
133	4 17 35 99
134	8 70 66 14
135	26 6 95 81
136	38 63 67 54
137	48 24 76 13
138	23 4 65 81
139	75 89 29 21
140	92 86 35 32
141	52 65 43 48
142	8 4 77 12
143	92 98 2 73
144	49 71 42 81
145	85 20 86 42
146	52 70 11 5
147	99 67 30 14
148	54 97 15 28
149	32 46 68 53
150	53 68 3 97
151	57 10 9 42
152	42 62 10 82
153	58 75 10 16
154	12 30 32 92
155	64 51 15 14
156	6 29 92 69
157	2 66 49 27
158	10 47 13 54
159	5 46 34 25
160	92 2 17 61
161	87 82 74 67
162	44 52 68 6
163	5 16 24 50
164	29 6 11 62
165	1 48 100 35
166	29 78 100 82
167	47 83 73 94
168	36 67 51 88
169	52 98 83 45
170	85 34 66 67
171	34 50 79 54
172	96 70 88 33
173	10 95 90 88
174	53 59 65 96
175	72 39 44 29
176	5 66 70 73
177	71 27 15 4
178	76 45 98 64
179	74 90 14 24
180	78 57 39 15
181	96 1 52 70
182	99 26 49 64
183	12 74 99 24
184	31 84 48 64
185	47 76 59 4
186	10 42 49 99
187	28 39 45 11
188	24 9 99 54
189	7 14 16 96
190	43 82 21 52
191	82 90 69 38
192	24 19 6 78
193	45 67 39 93
194	29 78 69 92
195	15 96 16 7
196	30 84 72 5
197	12 15 25 36
198	54 99 18 31
199	5 70 31 73
200	60 73 70 13
201	74 17 47 6
202	33 12 68 66
203	92 36 60 11
204	24 91 56 90
205	11 29 2 66
206	92 74 80 24
207	81 92 45 99
208	25 30 39 10
209	71 57 2 29
210	73 55 75 71
211	88 11 16 4
212	40 66 11 31
213	2 71 69 89
214	50 49 75 60
215	81 88 63 57
216	83 94 62 75
217	87 1 96 45
218	63 45 58 43
219	90 82 77 70
220	97 39 28 58
221	95 48 6 67
222	1 76 27 16
223	14 43 60 77
224	31 94 26 96
225	7 72 97 17
226	96 39 54 6
227	11 54 82 72
228	72 4 90 30
229	26 65 54 50
230	49 88 27 8
231	84 22 77 6
232	63 17 94 56
233	16 77 36 81
234	62 41 47 36
235	18 62 69 10
236	22 48 77 45
237	11 20 44 31
238	82 100 73 62
239	32 3 11 53
240	20 12 87 43
241	29 18 4 30
242	89 92 15 55
243	7 52 29 75
244	47 45 41 74
245	39 49 2 27
246	99 48 63 37
247	42 72 69 47
248	44 1 84 55
249	84 88 9 83
250	13 26 30 45
251	70 12 6 58
252	65 88 63 99
253	95 92 62 20
254	33 84 17 47
255	97 10 30 71
256	19 63 58 20
257	21 34 16 3
258	69 42 16 18
259	68 41 56 94
260	72 59 76 77
261	51 34 87 72
262	23 90 40 36
263	95 6 13 38
264	40 33 78 1
265	87 44 19 82
266	5 70 52 56
267	79 22 64 43
268	37 97 46 22
269	17 81 74 84
270	42 97 43 25
271	54 76 77 97
272	87 97 39 58
273	8 84 42 51
274	31 80 74 88
275	62 67 87 5
276	67 22 91 65
277	96 70 25 84
278	2 47 17 32
279	32 34 7 11
280	98 64 7 63
281	18 60 96 71
282	4 29 45 41
283	26 8 63 73
284	85 16 86 60
285	11 30 68 95
286	76 10 50 65
