Students	1426
1	30 71 53 70 15
2	77 50 69 30 78
3	36 44 46 40 28
4	61 49 27 64 18
5	56 44 71 77 14
6	85 30 57 33 9
7	32 14 54 78 77
8	27 53 60 31 80
9	25 23 1 12 21
10	85 76 56 46 62
11	45 10 9 57 53
12	86 67 42 48 32
13	20 80 82 86 60
14	65 10 60 55 20
15	72 39 1 85 54
16	64 37 4 65 40
17	21 16 40 43 67
18	86 30 72 42 53
19	21 75 31 39 77
20	18 41 32 46 14
21	9 53 70 31 66
22	19 14 61 28 72
23	46 17 78 10 28
24	25 20 69 13 80
25	17 1 81 55 27
26	82 23 8 30 55
27	31 35 15 44 9
28	81 73 86 25 34
29	84 60 61 76 70
30	32 83 36 60 52
31	32 2 36 28 24
32	69 75 57 21 49
33	65 21 68 20 61
34	2 29 37 10 36
35	13 75 42 4 25
36	31 32 58 11 4
37	49 82 30 36 80
38	7 33 32 4 21
39	83 11 62 17 77
40	34 46 20 13 3
41	11 45 18 22 57
42	19 4 18 80 36
43	67 80 4 59 37
44	26 57 85 67 23
45	3 16 38 52 34
46	85 12 14 6 55
47	15 63 81 80 43
48	61 12 52 46 26
49	70 40 74 41 68
50	46 70 62 57 49
51	5 86 70 18 11
52	5 42 11 64 27
53	74 52 3 53 62
54	40 22 5 11 65
55	74 39 37 50 57
56	7 47 59 81 10
57	84 20 10 83 74
58	44 45 34 26 6
59	66 48 18 59 38
60	40 52 82 73 25
61	78 36 3 11 79
62	2 38 79 76 36
63	50 25 76 23 68
64	17 8 58 31 56
65	47 18 19 83 20
66	65 5 55 28 86
67	15 5 43 53 66
68	51 29 28 70 33
69	41 50 53 25 58
70	55 36 48 86 16
71	55 56 5 6 19
72	31 75 53 80 27
73	29 32 67 35 37
74	75 84 63 34 51
75	31 3 63 11 4
76	32 2 21 78 48
77	86 37 79 10 56
78	5 11 27 75 63
79	17 27 63 2 67
80	8 66 39 75 59
81	40 15 55 8 70
82	22 13 67 49 31
83	58 54 5 72 26
84	6 32 21 66 8
85	48 81 20 2 49
86	79 72 15 82 12
87	49 84 25 40 26
88	70 69 81 49 45
89	19 21 40 44 80
90	80 78 70 24 34
91	84 6 51 1 31
92	44 64 41 86 54
93	1 85 41 19 5
94	76 29 10 37 50
95	63 10 85 57 55
96	54 74 16 78 18
97	16 59 44 15 30
98	73 3 80 57 22
99	74 45 65 53 81
100	1 25 42 11 31
101	19 75 41 40 56
102	38 69 14 28 26
103	54 66 24 40 75
104	19 77 9 56 65
105	83 39 3 71 8
106	76 70 19 5 75
107	7 53 82 67 72
108	76 65 51 15 42
109	69 40 16 17 52
110	76 11 37 71 8
111	45 59 39 13 28
112	16 34 2 5 24
113	44 67 49 45 38
114	7 40 68 21 35
115	18 13 79 67 76
116	19 2 23 68 70
117	47 32 57 22 67
118	57 46 86 79 45
119	64 52 78 86 10
120	16 64 77 44 17
121	25 67 2 31 7
122	62 43 51 77 19
123	79 53 25 47 4
124	26 15 65 47 54
125	17 43 62 9 60
126	84 19 2 64 70
127	44 85 36 41 71
128	60 5 63 69 32
129	64 16 59 28 67
130	40 46 27 30 9
131	62 73 53 66 44
132	34 63 70 85 67
133	74 50 29 39 26
134	68 39 67 78 24
135	15 46 26 12 50
136	73 18 86 85 69
137	31 30 17 34 16
138	44 24 1 5 11
139	27 35 31 70 56
140	31 57 6 4 50
141	45 55 78 10 18
142	61 19 25 83 58
143	60 9 39 49 3
144	26 6 31 14 71
145	52 49 72 82 17
146	36 67 66 25 3
147	50 15 21 67 12
148	82 16 76 7 1
149	64 62 29 30 27
150	18 1 48 27 75
151	72 24 56 81 73
152	63 23 80 72 46
153	29 78 4 46 39
154	84 14 18 62 52
155	39 24 36 77 20
156	24 29 74 71 56
157	13 32 75 1 77
158	21 22 31 45 10
159	35 9 5 42 6
160	80 70 25 60 26
161	7 29 47 54 80
162	71 29 59 46 86
163	25 76 51 71 45
164	31 67 80 26 61
165	49 24 39 64 33
166	41 31 57 2 42
167	11 79 26 53 39
168	8 78 73 45 66
169	25 26 46 39 70
170	72 31 24 69 52
171	76 45 74 72 17
172	7 64 57 28 70
173	78 33 64 3 41
174	68 46 57 11 52
175	70 77 5 73 36
176	72 40 52 42 28
177	56 43 6 32 81
178	55 39 17 76 66
179	62 63 76 81 84
180	83 75 18 77 15
181	55 67 61 31 33
182	56 13 81 78 1
183	43 83 5 54 63
184	39 76 25 1 47
185	14 58 2 35 71
186	45 9 7 80 36
187	20 10 33 86 54
188	20 44 41 55 46
189	29 37 46 55 4
190	48 20 78 21 1
191	19 54 17 11 2
192	30 25 70 2 8
193	85 17 12 80 36
194	22 77 47 50 10
195	2 50 74 56 29
196	85 76 77 46 34
197	69 45 81 37 58
198	45 26 44 23 32
199	79 27 31 12 9
200	48 31 40 51 56
201	67 51 47 81 65
202	27 20 85 36 28
203	33 36 50 26 37
204	4 45 1 40 12
