Class Times	37
Rooms	100
1	551
2	380
3	366
4	525
5	502
6	385
7	765
8	131
9	796
10	634
11	248
12	401
13	252
14	580
15	369
16	484
17	479
18	838
19	637
20	549
21	327
22	79
23	909
24	123
25	547
26	185
27	731
28	123
29	481
30	219
31	736
32	669
33	404
34	148
35	751
36	899
37	652
38	875
39	486
40	750
41	485
42	440
43	163
44	657
45	396
46	223
47	273
48	854
49	235
50	272
51	799
52	834
53	707
54	479
55	209
56	234
57	474
58	919
59	824
60	680
61	536
62	555
63	755
64	773
65	366
66	392
67	736
68	337
69	211
70	347
71	238
72	881
73	404
74	732
75	390
76	872
77	218
78	859
79	761
80	981
81	885
82	209
83	583
84	926
85	536
86	975
87	232
88	489
89	430
90	723
91	645
92	868
93	580
94	210
95	20
96	792
97	747
98	179
99	534
100	398
Classes	78
Teachers	87
1	49
2	28
3	74
4	84
5	9
6	8
7	6
8	59
9	57
10	71
11	63
12	62
13	3
14	71
15	35
16	14
17	3
18	2
19	45
20	30
21	14
22	63
23	9
24	47
25	84
26	56
27	20
28	37
29	70
30	37
31	11
32	80
33	53
34	29
35	6
36	64
37	51
38	44
39	51
40	79
41	53
42	54
43	18
44	87
45	25
46	42
47	57
48	54
49	66
50	15
51	87
52	68
53	73
54	15
55	58
56	7
57	73
58	47
59	38
60	32
61	59
62	40
63	60
64	78
65	18
66	48
67	34
68	81
69	41
70	38
71	81
72	10
73	62
74	52
75	50
76	55
77	17
78	60
