Students	421
1	62 11 1
2	18 4 46
3	73 52 30
4	25 71 63
5	30 72 9
6	9 56 70
7	16 71 35
8	7 65 68
9	33 13 61
10	29 67 52
11	26 36 67
12	56 57 54
13	58 73 38
14	54 55 35
15	57 15 26
16	37 34 36
17	13 62 16
18	68 6 11
19	13 65 35
20	65 6 5
21	31 42 4
22	23 43 33
23	8 28 31
24	7 48 54
25	33 24 70
26	17 22 5
27	8 26 56
28	60 72 26
29	13 31 18
30	15 11 14
31	16 36 45
32	17 9 50
33	15 59 64
34	27 60 44
35	31 52 65
36	25 15 9
37	4 10 52
38	44 42 65
39	54 11 10
40	12 60 5
41	7 54 71
42	70 49 7
43	57 25 59
44	51 74 2
45	16 33 39
46	57 36 54
47	32 55 2
48	11 42 40
49	41 44 43
50	25 36 6
51	74 38 28
52	28 72 20
53	72 23 11
54	43 28 66
55	59 66 62
56	27 62 3
57	73 19 32
58	45 32 35
59	60 44 69
60	35 54 18
61	21 72 61
62	67 4 50
63	43 47 3
64	39 36 58
65	34 49 27
66	68 27 35
67	43 69 66
68	19 74 35
69	66 71 7
70	49 63 16
71	38 61 14
72	29 39 22
73	1 55 58
74	40 12 5
75	49 64 10
76	68 16 38
77	72 37 8
78	15 64 60
79	18 6 41
80	57 49 5
81	48 50 5
82	28 16 8
83	52 18 35
84	7 6 57
85	3 4 16
86	12 6 57
87	52 9 58
88	14 31 67
89	18 70 41
90	41 42 63
91	43 65 25
92	12 26 28
93	67 55 35
94	73 31 56
95	31 38 64
96	4 25 19
97	72 55 45
98	22 16 57
99	56 63 19
100	37 68 23
101	35 9 30
102	32 43 11
103	6 62 52
104	28 57 14
105	53 57 8
106	26 2 18
107	56 20 23
108	40 47 19
109	30 18 43
110	38 65 62
111	36 7 8
112	43 60 48
113	62 44 68
114	62 19 32
115	21 29 24
116	66 27 59
117	17 37 43
118	69 25 64
119	50 7 74
120	38 31 67
121	41 37 58
122	1 71 12
123	52 29 24
124	27 65 52
125	26 41 33
126	20 23 68
127	35 64 36
128	19 1 40
129	45 71 38
130	18 35 53
131	24 51 68
132	20 52 32
133	56 1 26
134	34 4 69
135	55 42 51
136	27 43 41
137	55 56 7
138	24 64 42
139	24 1 49
140	61 50 66
141	64 13 57
142	51 52 23
143	74 64 53
144	45 43 49
145	48 68 62
146	54 34 49
147	68 58 28
148	46 52 53
149	45 43 6
150	34 59 50
151	22 32 72
152	11 43 40
153	19 62 17
154	37 1 63
155	18 27 51
156	13 4 3
157	33 5 38
158	69 63 8
159	1 24 73
160	43 66 72
161	6 16 2
162	28 11 3
163	6 40 70
164	53 17 32
165	57 10 34
166	20 25 58
167	67 73 43
168	25 65 10
169	21 60 55
170	31 39 35
171	1 3 50
172	72 33 12
173	42 33 18
174	53 9 49
175	11 40 42
176	53 54 4
177	49 32 22
178	71 1 67
179	48 60 59
180	71 74 22
181	4 64 15
182	6 16 20
183	15 31 34
184	54 10 48
185	8 61 34
186	17 21 23
187	45 30 7
188	43 20 1
189	50 1 7
190	52 9 27
191	69 38 14
192	49 29 37
193	39 23 43
194	6 67 35
195	31 32 58
196	70 25 65
197	24 10 33
198	58 43 4
199	31 70 10
200	44 34 20
201	43 9 73
202	51 22 42
203	65 27 66
204	62 63 44
205	26 11 31
206	20 72 11
207	13 11 5
208	52 45 3
209	37 27 66
210	39 69 66
211	9 24 29
212	11 23 14
213	24 40 53
214	42 11 73
215	48 7 70
216	36 5 6
217	11 21 2
218	29 23 12
219	14 25 12
220	63 12 64
221	40 38 3
222	10 28 71
223	59 64 69
224	21 12 4
225	23 31 11
226	72 69 48
227	38 43 6
228	31 4 10
229	62 7 42
230	40 72 46
231	28 31 56
232	63 28 69
233	24 68 3
234	17 72 73
235	65 66 25
236	57 31 36
237	21 73 27
238	29 7 70
239	27 9 61
240	18 74 34
241	64 24 27
242	31 72 57
243	24 16 15
244	26 61 37
245	42 68 45
246	32 43 9
247	24 29 16
248	6 69 14
249	37 13 62
250	44 48 33
251	16 69 50
252	51 64 36
253	26 71 73
254	56 8 34
255	40 17 11
256	66 28 15
257	50 48 21
258	2 46 55
259	36 14 56
260	50 58 29
261	60 45 70
262	30 2 67
263	68 48 2
264	23 4 63
265	32 30 25
266	10 63 48
267	13 24 26
268	52 3 5
269	27 9 60
270	52 37 71
271	12 63 50
272	35 4 67
273	41 67 7
274	39 51 13
275	15 41 60
276	45 36 68
277	29 42 17
278	39 51 74
279	32 28 4
280	24 21 47
281	3 66 24
282	39 3 20
283	35 9 43
284	49 12 36
285	39 13 49
286	20 71 63
287	1 28 35
288	22 55 28
289	31 17 26
290	11 58 9
291	4 50 71
292	27 51 7
293	28 7 42
294	4 38 9
295	32 38 12
296	9 14 48
297	22 43 42
298	13 8 24
299	62 11 32
300	31 5 67
301	62 5 69
302	21 61 45
303	29 9 18
304	29 54 5
305	72 32 46
306	36 20 67
307	53 48 46
308	61 20 24
309	40 6 66
310	11 9 37
311	73 69 71
312	18 68 2
313	62 39 49
314	40 7 10
315	12 14 37
316	40 59 6
317	5 41 30
318	14 51 48
319	28 39 23
320	15 51 48
321	5 23 34
322	33 23 40
323	19 31 72
324	59 13 41
325	61 69 53
326	24 46 44
327	18 27 51
328	51 67 30
329	17 1 54
330	3 37 17
331	55 47 36
332	65 58 4
333	64 74 56
334	5 39 67
335	58 27 72
336	51 42 71
337	18 33 41
338	1 25 10
339	51 74 40
340	1 63 59
341	42 2 34
342	47 37 49
343	6 33 63
344	65 69 16
345	19 56 58
346	65 44 66
347	37 29 13
348	71 4 45
349	41 31 39
350	11 56 3
351	74 63 5
352	16 69 39
353	41 71 48
354	31 60 56
355	16 19 39
356	38 23 71
357	47 21 65
358	5 21 37
359	50 42 55
360	42 23 53
361	40 19 37
362	43 10 73
363	63 43 69
364	51 19 68
365	71 7 10
366	59 74 71
367	16 55 2
368	73 2 43
369	63 14 19
370	21 70 57
371	72 18 27
372	9 58 15
373	64 60 72
374	36 38 18
375	58 30 11
376	2 41 44
377	21 2 72
378	32 11 73
379	37 54 34
380	31 18 72
381	50 17 57
382	7 15 5
383	62 1 37
384	58 56 39
385	40 59 67
386	11 45 53
387	2 12 1
388	16 15 8
389	21 50 10
390	13 14 65
391	40 14 71
392	52 21 64
393	17 31 73
394	36 50 43
395	62 53 51
396	9 71 39
397	11 40 63
398	62 20 41
399	27 10 20
400	73 17 41
401	55 17 51
402	64 24 45
403	56 35 38
404	10 14 42
405	10 57 15
406	17 51 63
407	61 10 46
408	38 51 71
409	17 57 18
410	10 9 33
411	71 72 54
412	30 2 43
413	41 38 19
414	23 53 10
415	59 28 25
416	27 74 42
417	8 74 27
418	18 35 13
419	67 36 10
420	64 45 25
421	70 2 22
