Class Times	59
Rooms	97
1	99
2	567
3	835
4	186
5	80
6	861
7	643
8	832
9	362
10	998
11	103
12	80
13	602
14	198
15	13
16	712
17	205
18	231
19	858
20	844
21	936
22	566
23	249
24	950
25	240
26	739
27	940
28	754
29	328
30	301
31	52
32	285
33	806
34	422
35	888
36	849
37	327
38	557
39	916
40	388
41	981
42	867
43	10
44	405
45	35
46	413
47	571
48	803
49	663
50	864
51	94
52	504
53	422
54	698
55	390
56	549
57	858
58	886
59	688
60	777
61	128
62	398
63	507
64	490
65	299
66	412
67	243
68	866
69	886
70	517
71	760
72	446
73	809
74	695
75	890
76	573
77	140
78	538
79	871
80	707
81	967
82	109
83	707
84	342
85	793
86	192
87	350
88	740
89	473
90	496
91	549
92	78
93	540
94	46
95	926
96	673
97	599
Classes	82
Teachers	66
1	13
2	20
3	6
4	11
5	46
6	60
7	15
8	3
9	10
10	59
11	23
12	36
13	35
14	16
15	42
16	52
17	12
18	28
19	12
20	9
21	57
22	11
23	31
24	54
25	17
26	34
27	56
28	29
29	21
30	5
31	42
32	26
33	17
34	27
35	36
36	3
37	16
38	30
39	65
40	35
41	31
42	37
43	48
44	51
45	51
46	66
47	26
48	66
49	49
50	60
51	49
52	5
53	1
54	43
55	13
56	9
57	50
58	64
59	14
60	58
61	33
62	33
63	53
64	23
65	56
66	15
67	38
68	53
69	52
70	19
71	46
72	41
73	8
74	29
75	64
76	47
77	30
78	19
79	43
80	41
81	24
82	50
