Class Times	56
Rooms	85
1	931
2	294
3	227
4	333
5	934
6	286
7	270
8	984
9	357
10	810
11	708
12	264
13	779
14	296
15	597
16	504
17	83
18	272
19	240
20	624
21	958
22	159
23	208
24	989
25	385
26	277
27	340
28	333
29	948
30	659
31	444
32	734
33	800
34	898
35	983
36	232
37	567
38	597
39	302
40	914
41	53
42	365
43	262
44	820
45	978
46	530
47	263
48	177
49	797
50	547
51	433
52	884
53	642
54	110
55	41
56	603
57	422
58	378
59	348
60	956
61	327
62	652
63	623
64	317
65	725
66	693
67	425
68	339
69	673
70	38
71	996
72	402
73	330
74	396
75	115
76	500
77	548
78	773
79	793
80	124
81	908
82	804
83	430
84	621
85	422
Classes	72
Teachers	52
1	18
2	23
3	52
4	5
5	49
6	52
7	8
8	48
9	46
10	32
11	23
12	1
13	3
14	7
15	15
16	12
17	25
18	15
19	30
20	7
21	5
22	22
23	27
24	47
25	24
26	16
27	48
28	42
29	6
30	18
31	47
32	11
33	19
34	29
35	22
36	27
37	35
38	30
39	19
40	3
41	31
42	32
43	10
44	44
45	2
46	21
47	13
48	35
49	25
50	45
51	40
52	16
53	50
54	50
55	39
56	43
57	33
58	39
59	8
60	10
61	36
62	43
63	6
64	12
65	42
66	34
67	1
68	29
69	28
70	2
71	9
72	28
