Class Times	53
Rooms	96
1	238
2	235
3	526
4	319
5	152
6	529
7	81
8	894
9	238
10	48
11	452
12	382
13	549
14	326
15	143
16	316
17	128
18	880
19	278
20	843
21	650
22	85
23	219
24	363
25	78
26	214
27	450
28	843
29	555
30	689
31	271
32	85
33	408
34	81
35	160
36	951
37	803
38	889
39	102
40	977
41	120
42	672
43	489
44	949
45	365
46	785
47	113
48	510
49	972
50	488
51	828
52	257
53	232
54	649
55	682
56	740
57	360
58	34
59	239
60	942
61	964
62	757
63	639
64	364
65	823
66	826
67	222
68	101
69	457
70	245
71	82
72	814
73	69
74	440
75	722
76	230
77	186
78	955
79	942
80	423
81	506
82	437
83	947
84	632
85	372
86	249
87	839
88	145
89	252
90	39
91	405
92	517
93	954
94	950
95	849
96	655
Classes	70
Teachers	46
1	25
2	35
3	34
4	36
5	12
6	27
7	35
8	17
9	3
10	36
11	42
12	25
13	31
14	24
15	23
16	43
17	43
18	41
19	1
20	37
21	22
22	3
23	38
24	46
25	30
26	8
27	46
28	18
29	12
30	11
31	15
32	26
33	38
34	1
35	15
36	13
37	41
38	13
39	18
40	6
41	11
42	8
43	24
44	33
45	14
46	14
47	22
48	42
49	45
50	16
51	17
52	7
53	26
54	2
55	31
56	5
57	34
58	32
59	28
60	16
61	33
62	6
63	44
64	37
65	7
66	23
67	5
68	21
69	32
70	20
