Course	Room	Teacher	Time	Students
1	56	23	1	9 25 26 30 68 112 116 132 179 183 204 211 230 234 248 265 271 276 279 297 310 311 320 327 338 340 341 
2	56	2	2	9 13 23 28 39 75 84 103 123 172 174 192 198 200 209 221 263 268 278 292 300 323 332 345 348 367 
3	56	5	3	5 13 15 20 22 30 49 63 91 97 107 110 128 135 173 174 215 218 224 240 267 276 278 282 288 290 296 315 317 318 327 335 340 341 343 359 360 364 377 385 387 
4	56	10	4	19 27 72 74 83 89 100 113 122 152 183 186 201 206 207 214 218 228 235 245 254 268 298 301 309 318 319 332 342 355 382 
5	56	16	5	10 14 15 17 53 57 85 111 117 131 141 149 194 196 210 246 273 281 283 295 299 306 313 322 323 328 341 356 366 368 370 385 
6	56	3	6	43 47 53 63 70 72 93 97 135 141 151 161 171 184 198 209 224 229 247 253 262 264 271 279 294 305 311 326 345 354 
7	56	2	7	39 55 71 79 84 90 113 126 133 155 175 201 215 223 254 255 300 312 353 355 
8	56	16	8	1 8 21 24 54 69 77 120 134 141 148 179 229 240 266 297 317 321 333 343 348 351 352 354 356 359 
9	56	14	9	3 27 46 47 60 69 82 89 98 126 148 170 181 182 244 246 256 303 304 322 350 353 360 362 364 368 374 376 384 
10	56	6	10	14 28 29 40 44 60 65 73 79 85 108 112 137 138 160 164 171 179 209 220 222 236 239 250 265 276 278 288 289 299 333 337 367 
11	56	22	11	11 39 67 74 96 98 115 117 129 142 144 176 180 192 211 212 224 228 232 245 247 257 283 293 296 322 331 345 348 372 375 
12	56	18	12	19 60 75 86 90 100 109 111 121 137 138 147 150 185 188 198 214 217 225 294 348 363 369 380 384 388 
13	56	21	13	1 13 26 49 55 60 68 77 80 103 114 121 124 136 144 151 152 154 161 162 174 207 216 230 236 240 243 252 265 320 361 377 
14	17	14	1	7 13 42 58 78 120 144 170 181 199 213 238 252 300 307 317 346 349 361 369 382 
15	17	11	2	1 8 29 40 63 64 81 89 127 128 129 158 175 204 218 220 224 238 275 283 295 310 336 338 360 386 
16	17	6	3	3 31 46 70 81 87 101 118 131 138 160 189 198 208 211 219 245 262 280 281 287 289 336 344 350 351 375 376 378 381 384 
17	17	21	4	15 21 25 33 41 45 101 140 153 163 170 172 181 194 216 217 219 229 238 253 264 267 288 291 303 305 306 307 312 320 325 326 
18	17	8	5	18 22 31 37 44 45 46 58 68 80 92 94 102 109 126 135 139 143 151 168 197 202 209 214 218 222 227 232 234 241 249 258 268 275 284 286 288 303 309 311 316 337 340 371 374 380 
19	17	13	6	1 2 5 9 18 20 35 74 78 99 100 103 142 143 173 188 191 193 208 213 232 234 239 258 281 284 321 323 330 355 365 369 374 381 386 387 
20	17	10	7	5 10 62 160 182 193 222 225 252 253 262 267 268 271 272 291 293 333 356 361 368 378 381 382 
21	17	9	8	3 7 33 56 67 80 101 106 115 117 130 147 152 156 159 161 165 169 180 213 216 217 238 259 269 277 290 291 292 306 310 314 335 374 385 
22	17	17	9	24 33 42 57 80 83 92 100 112 125 139 146 169 192 199 201 215 255 265 266 272 279 286 287 307 319 336 346 
23	17	7	10	2 17 18 26 36 38 51 57 64 97 114 136 144 154 158 172 176 177 183 185 188 190 191 200 203 206 215 221 237 247 248 255 256 259 282 285 293 308 316 328 347 351 354 358 368 370 379 
24	17	11	11	27 31 56 61 64 88 106 112 118 123 127 164 174 178 186 187 195 221 244 261 266 269 291 324 
25	17	12	12	6 26 35 41 54 57 66 77 92 102 110 116 133 140 142 175 180 187 195 222 241 243 252 266 270 274 302 332 333 334 344 359 376 383 386 
26	17	17	13	8 23 44 46 48 62 66 69 72 73 119 125 129 132 141 143 145 164 170 183 193 206 233 250 251 277 289 290 352 355 358 373 379 383 
27	59	7	1	4 6 11 14 27 48 49 71 77 79 107 108 149 168 205 207 214 223 237 241 242 249 257 259 260 261 301 328 331 344 367 371 
28	59	8	2	10 12 32 42 50 108 119 121 143 153 156 187 194 196 199 203 207 216 217 223 230 235 248 258 290 296 311 351 361 365 378 
29	59	9	3	11 34 43 51 55 58 64 71 75 90 106 153 158 161 184 200 235 242 244 251 257 285 286 292 294 313 319 346 362 370 
30	59	18	4	9 23 36 38 52 56 59 67 104 105 147 182 185 190 197 231 236 255 280 315 327 335 341 353 359 360 364 
31	59	1	5	12 20 32 70 113 114 123 124 159 164 167 169 176 178 204 206 220 228 298 318 339 373 378 
32	59	4	6	7 12 30 31 48 91 95 110 118 122 139 145 155 166 175 196 201 210 211 237 244 251 261 270 278 285 289 331 339 342 347 357 371 
33	59	3	7	12 24 25 29 37 44 52 59 63 73 104 108 124 150 162 165 187 195 197 219 226 297 299 314 325 339 358 376 
34	59	15	8	2 20 30 45 50 53 74 81 90 94 111 154 155 166 167 168 171 184 196 227 231 246 247 249 253 272 274 279 287 301 309 344 347 365 375 388 
35	59	19	9	25 28 32 34 56 78 93 97 99 106 110 115 119 120 130 162 186 189 220 243 254 282 295 297 299 314 315 316 330 331 377 379 380 382 386 
36	59	22	10	19 41 43 59 75 84 87 92 135 139 140 163 173 178 210 246 258 280 284 301 307 312 342 343 350 362 377 
37	59	15	11	3 4 49 50 54 55 62 65 72 79 85 105 107 111 114 125 132 137 145 163 165 167 184 203 204 256 270 295 298 304 306 313 326 329 363 373 
38	59	1	12	22 36 43 52 85 88 96 113 146 148 152 153 179 189 203 227 228 231 240 282 305 319 322 327 329 337 342 358 375 
39	59	4	13	2 4 16 21 37 38 47 78 83 91 115 127 133 134 166 171 191 199 229 231 235 264 273 298 303 321 329 334 349 365 366 370 385 387 
40	31	12	1	16 17 19 35 54 66 93 99 123 126 130 138 147 159 160 186 191 225 232 233 254 256 262 263 273 281 284 287 294 302 304 318 324 325 326 352 372 373 379 
41	31	20	2	5 6 22 34 48 52 53 76 83 87 88 117 125 132 133 140 157 162 182 193 212 226 242 259 277 314 350 353 
42	31	20	3	24 35 40 59 61 65 67 76 82 93 94 95 104 105 154 190 195 202 205 221 239 250 274 305 308 325 332 337 349 357 366 371 388 
43	31	19	4	14 16 28 50 61 86 98 99 127 131 142 146 148 151 157 176 205 208 213 233 237 260 270 277 285 292 308 324 330 338 347 363 372 380 
44	31	5	5	4 16 21 29 33 39 51 66 86 96 103 121 136 155 156 166 177 180 192 208 212 236 243 260 271 274 276 293 296 302 315 334 336 343 346 352 362 367 372 383 
45	31	13	6	8 10 36 41 65 76 81 82 102 109 116 119 130 146 149 150 163 165 202 219 226 230 260 263 273 275 283 302 304 312 329 335 363 
46	31	23	7	6 7 11 15 38 42 51 58 76 82 86 88 89 95 116 118 122 145 173 177 234 261 269 309 334 349 357 388 
