Course	Room	Teacher	Time	Students
1	50	24	49	16 27 33 48 60 61 64 69 102 108 161 164 170 233 236 241 247 250 256 265 288 301 309 352 372 397 407 450 457 471 497 511 521 522 528 534 544 547 548 553 555 566 583 597 612 637 708 726 768 778 796 813 820 832 895 
2	50	18	17	14 20 23 28 34 47 50 51 75 96 115 131 158 186 210 230 232 243 248 268 276 288 303 307 320 327 332 333 352 363 378 385 401 409 429 437 449 458 465 480 486 492 499 539 544 568 582 601 605 644 646 674 682 705 725 727 771 780 801 804 807 831 852 854 901 919 
3	50	24	27	32 35 50 79 94 128 134 146 147 190 202 205 206 248 254 277 335 342 365 381 429 433 435 452 453 455 460 490 516 532 543 553 568 577 595 604 613 614 618 630 652 678 687 730 734 735 746 752 773 786 788 791 805 818 841 843 846 869 878 890 892 897 902 
4	69	14	9	32 38 39 49 53 66 138 139 154 185 213 221 227 228 238 249 259 278 300 309 311 393 405 417 428 483 522 539 617 627 633 640 658 672 681 707 738 740 744 756 757 779 793 800 816 865 883 905 
5	69	16	4	17 23 26 57 76 94 98 105 136 141 151 152 158 163 168 172 178 185 190 197 200 221 237 258 324 350 355 359 366 443 451 542 554 566 620 625 650 661 677 716 726 730 737 747 767 769 798 834 839 860 877 909 916 
6	50	6	32	10 26 49 67 75 88 89 99 103 119 160 197 206 208 244 256 266 284 299 384 436 444 445 458 462 463 472 488 508 520 528 538 540 564 581 589 592 631 640 660 665 671 687 688 691 693 696 710 747 766 783 786 808 813 852 858 865 869 877 878 908 
7	69	19	10	13 32 53 56 77 97 99 103 128 155 175 201 243 253 280 311 362 364 372 373 415 450 480 481 517 524 529 538 604 657 659 664 693 721 722 765 780 784 819 823 828 893 906 912 915 
8	50	6	35	4 6 8 11 29 35 57 93 119 125 134 141 149 150 226 244 277 299 325 326 346 357 360 380 421 461 466 468 469 475 476 479 498 501 502 510 513 526 539 564 576 593 600 624 628 630 647 659 670 675 676 680 686 699 732 750 770 819 844 897 
9	69	15	7	7 11 33 42 56 140 145 155 169 173 174 206 208 286 307 361 393 405 485 486 492 495 500 525 535 548 551 557 576 616 620 626 653 674 683 695 707 720 729 732 742 754 755 814 842 866 906 920 
10	50	20	45	2 15 37 38 106 116 133 135 150 163 170 176 183 209 240 262 264 284 287 289 301 328 330 354 449 451 477 483 495 496 501 506 511 537 543 601 609 619 662 686 687 695 697 705 712 727 740 743 749 769 786 810 821 872 886 888 919 
11	50	17	1	2 10 12 18 22 35 43 54 114 117 122 177 182 204 211 212 230 242 255 323 333 340 350 362 370 379 384 390 401 413 433 457 461 498 505 514 525 540 542 584 586 612 619 621 639 654 670 672 677 678 694 700 702 710 735 746 751 752 755 758 760 774 806 821 831 841 845 874 876 879 886 902 907 918 
12	69	14	5	6 21 25 42 43 65 66 71 73 92 100 109 122 130 156 193 214 237 260 264 265 267 270 282 293 295 332 378 391 392 399 402 408 420 450 485 505 527 607 643 659 677 708 715 742 764 835 843 846 869 901 902 
13	50	28	4	13 18 24 34 51 60 62 72 74 86 87 95 131 147 157 162 174 188 198 217 233 252 255 266 282 287 297 311 379 406 420 444 446 448 453 454 467 473 474 485 505 506 522 535 547 561 569 584 586 587 590 632 640 641 645 657 683 712 721 745 751 756 765 768 779 782 791 827 880 886 920 
14	50	18	44	26 84 98 126 133 156 167 189 226 240 263 292 296 352 353 371 375 400 401 411 412 430 438 465 526 529 538 545 550 562 565 592 593 602 624 629 634 651 657 667 695 701 742 755 760 768 772 788 796 819 840 847 848 859 871 872 891 920 
15	50	8	38	2 17 29 53 55 59 101 110 120 146 166 181 213 215 242 244 245 256 257 272 298 302 353 364 384 407 416 432 447 458 480 489 494 501 504 527 572 591 610 615 628 645 656 663 665 667 692 731 748 770 771 778 792 835 850 851 858 863 866 
16	50	15	8	1 6 7 24 70 120 129 140 169 191 196 210 219 223 227 263 283 285 293 297 305 319 355 357 369 392 399 400 411 413 465 476 479 482 485 487 495 508 558 560 579 580 596 600 606 621 623 631 663 664 673 675 679 736 748 752 769 797 803 808 821 828 833 871 879 884 886 893 
17	50	17	9	9 12 13 72 76 79 88 97 98 101 106 124 132 166 184 195 196 198 206 208 216 219 225 236 298 323 327 331 340 349 363 370 372 402 406 415 427 452 461 468 507 509 533 551 571 574 614 618 626 646 650 651 655 661 694 723 762 771 781 782 835 839 857 899 913 
18	50	1	11	19 37 42 61 77 91 107 120 121 131 145 150 152 155 161 164 175 178 231 234 235 248 259 267 313 334 335 356 367 401 412 425 431 432 437 473 486 488 495 557 560 563 569 573 594 608 614 616 624 675 726 730 737 739 750 761 790 795 807 820 836 847 855 864 868 874 900 
19	50	3	50	7 18 20 43 46 59 60 71 94 105 116 123 275 283 286 306 316 339 357 361 388 394 405 439 444 481 493 529 557 563 585 589 601 603 622 632 636 648 656 669 694 696 711 718 731 748 778 788 808 809 855 870 881 891 900 
20	50	26	41	15 37 44 51 73 83 99 113 154 207 239 250 261 280 281 287 295 310 322 325 337 344 356 360 375 377 387 399 418 427 438 439 447 455 489 544 569 580 586 602 642 654 658 668 695 696 720 738 752 762 771 788 839 873 875 881 893 907 915 
21	69	11	2	27 41 95 110 118 140 166 172 190 211 226 228 233 236 240 250 257 260 279 336 359 364 426 472 497 509 523 532 548 549 570 588 613 621 632 633 635 656 672 693 715 717 732 738 756 784 787 794 805 824 826 838 845 866 
22	50	4	12	1 9 24 37 38 44 68 69 71 74 78 81 84 91 131 136 148 161 194 197 204 220 239 247 281 314 315 323 329 345 353 354 367 381 426 454 455 464 468 470 478 499 518 566 603 605 615 623 652 662 664 666 672 684 705 719 732 748 753 765 775 798 829 833 856 875 917 
23	50	3	34	3 11 31 41 64 66 76 101 127 139 164 165 172 181 194 209 228 272 276 291 292 314 369 381 382 462 497 510 512 519 561 565 596 609 611 616 625 635 667 668 688 690 699 700 714 745 757 773 777 780 786 809 830 852 859 875 889 898 904 913 
24	50	16	18	3 19 28 52 89 91 111 123 127 166 177 180 214 257 261 281 298 302 337 350 351 358 359 367 390 397 404 446 447 454 458 468 475 501 519 545 547 556 574 588 624 647 648 653 655 666 682 700 714 723 725 750 756 790 800 801 802 812 816 837 843 854 885 894 906 
25	50	28	30	11 31 41 93 143 149 162 173 186 188 191 208 237 244 251 260 261 271 292 303 329 374 396 409 427 446 467 482 487 505 510 514 536 553 554 597 598 606 608 610 634 636 638 641 643 654 678 681 685 689 709 716 777 803 817 822 836 847 863 869 873 
26	50	4	31	19 21 58 74 96 100 104 115 121 135 150 165 173 205 269 272 274 281 290 322 326 365 373 376 383 414 419 422 428 430 431 441 447 467 474 477 518 527 565 583 619 629 639 649 651 713 733 743 747 753 759 765 778 781 782 792 824 867 884 895 900 
27	50	29	36	30 60 80 86 99 108 114 125 129 133 202 203 210 220 239 251 254 268 273 289 293 303 304 353 375 380 397 410 440 472 477 478 502 518 530 550 590 599 606 611 674 689 743 746 749 758 766 785 790 814 822 826 832 846 852 853 864 867 901 
28	50	23	13	20 30 34 54 71 72 82 137 167 187 193 196 212 217 245 253 262 266 269 279 318 333 376 385 398 412 418 435 448 466 487 490 499 502 514 517 523 528 536 546 561 562 577 585 591 594 622 629 637 640 666 676 701 721 729 770 793 799 809 838 843 844 851 858 882 915 918 
29	50	7	48	13 17 43 49 107 111 112 114 137 165 176 213 214 218 247 252 279 292 300 305 308 319 356 374 388 399 414 423 428 452 463 484 507 510 534 566 572 578 607 648 655 671 702 721 722 728 774 776 801 833 865 878 885 894 912 
