Course	Room	Teacher	Time	Students
1	5	9	8	33 38 40 111 167 196 245 253 269 277 292 295 307 322 348 377 480 580 583 768 778 791 835 906 915 916 924 1010 1015 1047 1059 1085 1107 1111 1209 1220 1291 1296 1341 
2	50	18	4	36 53 67 120 142 167 177 187 222 236 255 270 289 301 336 384 426 457 485 492 525 565 584 607 632 649 654 661 663 667 700 858 885 891 905 965 1012 1050 1075 1087 1101 1107 1120 1163 1164 1218 1244 1254 1273 1285 1289 1340 1395 1403 
3	35	27	12	1 6 8 9 93 134 152 159 205 213 217 223 277 294 302 314 330 332 367 374 409 441 451 495 500 507 510 599 613 630 639 646 768 806 808 843 869 892 946 961 986 1000 1007 1026 1030 1043 1050 1108 1125 1141 1161 1165 1174 1180 1255 1263 1321 1383 
4	50	23	21	19 24 69 135 168 253 267 303 310 315 332 368 433 435 460 461 474 506 578 587 652 653 715 740 747 855 876 880 947 956 982 983 987 1011 1016 1073 1081 1085 1108 1112 1134 1154 1180 1191 1212 1294 1331 1334 1364 1371 1387 
5	50	46	27	98 133 148 151 155 211 218 357 403 425 434 476 481 485 517 542 592 608 704 720 737 745 764 775 809 815 816 899 911 934 1015 1034 1039 1122 1131 1161 1203 1229 1230 1238 1254 1259 1262 1284 1302 1350 1376 
6	50	36	10	4 81 82 199 293 297 317 318 334 365 399 428 454 490 525 532 535 634 670 685 717 723 728 750 751 805 828 885 889 895 897 907 968 991 1029 1051 1075 1084 1098 1158 1164 1165 1195 1247 1262 1268 1279 1299 1310 1320 1322 1343 1383 1388 
7	50	19	17	40 42 47 68 91 114 181 195 214 249 250 265 346 384 441 500 546 595 612 631 693 709 810 840 847 853 890 896 898 918 922 933 947 951 1002 1009 1017 1045 1061 1084 1090 1110 1112 1115 1200 1207 1232 1241 1352 1363 1391 
8	3	41	23	31 65 66 141 204 221 234 236 240 243 279 282 285 292 296 316 317 356 383 387 417 436 448 455 474 489 515 528 562 580 639 654 659 667 672 686 703 708 730 734 806 849 893 897 922 973 1019 1027 1062 1071 1096 1141 1148 1150 1154 1158 1182 1199 1216 1226 1263 1373 1392 
9	50	48	24	12 17 33 41 54 56 156 202 235 256 261 333 355 368 378 384 393 407 410 487 544 580 589 627 761 798 822 866 902 908 982 1010 1047 1065 1069 1070 1095 1103 1164 1169 1208 1289 1305 1307 1336 1354 1398 
10	35	18	13	19 47 128 170 276 279 288 302 306 313 338 366 371 398 401 454 464 538 557 558 563 567 568 576 577 594 612 613 677 747 777 799 829 873 878 885 898 919 939 949 950 953 970 971 1007 1030 1078 1115 1134 1146 1167 1178 1259 1260 1272 1273 1288 1299 
11	3	5	16	52 70 94 97 117 130 145 157 161 180 240 268 272 292 318 327 329 332 495 499 511 512 647 656 688 701 747 767 777 790 821 822 824 827 854 859 888 905 914 939 980 1004 1017 1032 1053 1066 1067 1099 1138 1159 1165 1178 1231 1232 1238 1260 1269 1297 1306 1310 1335 1345 1363 1389 
