Course	Room	Teacher	Time	Students
1	35	10	9	25 26 28 30 40 58 78 122 129 130 142 144 164 192 216 225 244 249 265 283 312 313 315 321 330 394 508 527 542 546 
2	39	34	12	10 82 135 175 215 218 231 252 268 278 286 323 337 345 377 401 439 456 505 510 517 556 567 572 576 606 612 621 
3	53	5	9	2 14 67 71 79 118 155 181 197 221 237 303 328 354 383 467 519 534 538 544 547 602 617 
4	39	33	11	20 21 33 43 59 100 102 108 140 165 207 220 250 326 332 339 400 406 427 464 515 563 579 598 616 620 
5	47	34	8	78 102 104 116 122 135 155 188 214 256 264 282 295 411 438 473 481 485 490 498 511 520 549 
6	47	35	2	13 107 117 119 167 221 278 318 334 358 372 412 494 506 511 525 533 553 564 566 570 617 
7	39	14	14	19 49 51 67 69 80 101 104 111 134 137 163 176 212 217 310 391 424 437 459 497 534 535 569 587 600 606 622 
8	39	5	13	8 33 74 154 206 212 216 230 231 235 238 254 273 287 462 493 516 517 529 534 544 580 603 612 615 619 
9	11	1	1	39 65 70 91 112 147 170 182 210 233 270 305 311 314 354 392 400 513 542 543 
10	35	39	10	9 10 41 44 58 66 92 93 152 155 161 168 170 192 230 267 294 324 335 343 348 359 372 434 510 515 522 567 
11	29	18	12	5 40 81 107 114 136 139 197 203 222 227 238 260 264 285 294 299 302 304 331 333 347 358 380 412 413 414 551 557 559 579 597 
12	13	10	4	15 41 45 55 62 70 101 129 163 166 198 229 253 258 316 336 351 399 431 468 483 488 491 508 574 577 
13	53	31	10	17 28 29 82 89 108 116 165 167 194 242 259 301 302 307 397 403 404 407 476 492 502 556 
14	39	38	10	20 24 27 95 104 121 139 145 151 188 195 206 226 252 264 272 283 297 380 384 408 417 431 555 560 565 574 619 
15	29	6	8	4 5 20 38 65 81 92 112 128 130 175 183 194 210 286 297 301 302 308 341 416 422 429 443 530 535 556 561 577 578 607 
16	47	42	13	12 18 49 55 125 137 156 223 247 332 352 367 410 413 418 454 500 571 572 584 
17	47	6	9	7 38 46 48 96 117 145 168 172 211 243 304 309 331 339 344 465 481 487 504 622 625 
18	13	32	12	36 47 94 100 123 153 155 174 201 209 228 272 282 322 332 350 361 375 402 423 561 591 598 620 
19	29	14	9	18 90 108 135 148 189 230 236 245 248 253 280 287 351 361 369 390 395 396 415 423 429 445 449 469 486 493 523 528 555 564 626 
20	35	22	5	14 38 49 57 59 109 119 166 174 205 243 268 271 279 290 291 313 347 408 415 541 556 560 576 595 599 600 
21	47	33	12	23 31 77 130 159 188 199 216 232 317 319 381 398 419 420 443 451 459 527 537 610 
22	35	40	11	16 97 148 156 160 199 200 209 214 239 258 263 274 279 309 321 356 391 399 401 428 543 567 570 574 584 585 593 603 
23	47	25	1	96 183 219 240 250 259 264 358 363 427 440 455 471 510 512 514 533 535 567 599 611 615 
24	29	30	14	8 11 32 39 64 162 201 220 261 303 327 330 334 336 342 359 365 381 385 389 417 439 464 474 478 520 522 533 544 550 568 581 
25	13	32	3	6 7 14 80 127 195 226 255 266 276 296 302 356 373 403 408 410 430 443 455 464 485 487 516 591 608 622 
26	11	22	7	72 90 94 299 405 459 469 489 496 501 509 580 594 609 
27	29	29	7	41 44 50 53 60 92 99 121 143 171 201 208 213 227 242 250 258 263 300 301 338 363 369 372 427 437 458 468 508 536 559 562 602 
28	35	8	4	24 34 115 131 152 184 185 199 202 203 225 235 242 257 300 360 362 367 368 371 377 447 455 518 554 575 593 597 604 616 626 
29	47	24	6	100 167 186 210 229 244 251 270 298 301 324 345 357 439 503 506 509 524 566 573 588 
30	35	18	6	3 32 63 83 140 147 163 172 173 198 199 267 272 287 373 405 447 457 458 470 494 501 525 561 569 605 607 614 625 
31	47	28	3	4 96 134 213 230 235 247 279 308 310 330 349 350 387 406 432 460 499 500 587 589 619 
32	47	43	14	21 45 98 126 144 187 254 255 262 272 284 406 420 447 470 481 542 554 565 582 589 605 
33	29	28	2	4 29 37 42 44 54 57 60 95 127 148 152 169 177 222 225 231 244 246 247 270 287 295 311 351 352 395 419 428 469 471 472 478 485 524 573 
34	35	38	2	18 21 24 45 65 67 68 73 120 123 124 125 131 150 158 160 171 174 187 228 268 276 277 342 344 413 424 541 549 578 594 
35	11	45	5	11 25 52 93 143 235 237 288 374 397 416 487 564 571 604 606 610 
36	53	19	6	35 40 68 75 133 144 149 220 224 241 261 315 316 415 435 467 471 487 490 496 512 560 572 609 617 
37	11	13	4	1 6 42 112 190 192 200 220 238 307 344 374 388 393 462 501 512 514 573 
38	47	44	5	102 110 140 193 206 232 289 331 365 379 391 403 437 441 444 454 463 473 482 491 568 578 581 583 
39	35	30	12	15 34 83 99 120 137 157 170 191 200 261 262 289 298 313 327 370 372 406 434 461 518 526 547 548 555 562 581 590 594 
40	13	31	14	47 63 73 85 116 160 166 171 180 214 226 286 314 328 348 362 394 397 446 456 498 506 518 525 540 553 626 
41	11	37	8	73 126 149 162 190 196 321 335 563 571 612 
42	47	11	7	1 5 35 43 91 105 110 136 181 218 219 274 281 296 327 334 385 436 479 526 584 595 612 619 
43	39	26	5	13 22 51 60 66 69 73 156 158 184 215 246 304 306 310 312 355 361 388 457 460 468 486 492 496 590 593 611 
44	39	39	8	15 30 55 59 86 89 127 159 180 257 336 342 345 354 357 366 368 378 389 415 421 475 527 529 602 610 
45	29	36	3	3 48 50 66 68 115 179 191 193 194 204 206 223 254 256 260 273 280 309 380 407 416 425 429 435 436 478 481 512 517 520 602 611 613 
46	47	45	11	11 70 158 189 196 203 224 227 240 259 260 292 315 376 408 413 495 601 613 618 
47	53	40	3	25 46 76 82 83 119 141 163 180 183 283 284 344 365 367 434 477 482 529 532 554 618 
48	29	16	10	12 23 42 54 71 72 118 128 159 166 205 238 256 266 276 288 306 371 393 400 421 451 454 479 480 486 495 530 595 596 597 623 
49	35	21	3	36 54 56 65 114 129 156 184 185 189 262 274 285 341 354 385 411 440 480 506 509 510 522 533 536 538 541 583 596 605 
50	53	37	12	2 85 124 145 205 211 242 250 271 275 305 307 329 339 353 366 386 468 475 490 511 599 
51	53	29	13	6 31 39 88 114 147 164 215 267 298 317 325 386 422 425 429 431 490 568 570 575 579 589 601 
52	29	19	11	14 31 34 50 71 122 134 174 204 217 245 255 265 283 290 304 313 318 322 328 333 338 360 364 381 398 425 531 588 592 597 623 
53	39	8	2	39 53 116 118 133 162 164 165 178 185 208 254 260 294 319 331 356 370 381 402 404 409 479 484 507 526 539 606 609 
54	39	25	3	19 45 58 124 131 133 150 151 154 167 207 234 300 306 314 355 364 366 374 392 396 401 452 479 513 559 576 585 586 
55	13	4	8	37 56 74 84 193 211 222 246 248 273 316 324 328 332 334 375 384 387 423 425 426 460 466 476 575 613 
56	13	20	9	49 61 74 81 92 100 120 123 124 131 200 210 340 348 359 375 422 435 436 438 448 458 477 482 603 618 
57	53	20	2	48 52 62 70 80 91 111 139 157 190 213 297 335 399 401 403 405 420 452 473 497 563 614 616 624 
58	13	24	13	3 22 37 46 79 86 113 149 168 240 277 282 285 288 337 340 368 382 407 424 430 437 442 455 477 542 
59	29	2	4	13 30 33 69 108 111 121 139 181 195 204 315 322 323 329 330 347 370 418 426 438 440 442 449 454 459 496 531 547 549 564 609 621 
60	29	1	13	10 21 76 94 98 103 109 127 161 183 217 266 291 316 326 329 378 383 426 441 456 457 467 471 488 507 508 549 573 604 624 
61	39	7	4	16 43 56 57 77 153 169 197 232 243 281 338 346 350 398 404 428 441 456 458 472 494 497 524 530 534 539 582 601 
