Course	Room	Teacher	Time	Students
1	75	21	1	47 53 83 112 115 129 140 231 251 254 269 360 410 498 504 552 564 650 656 729 761 782 807 835 850 906 912 915 974 976 1019 1039 1050 1143 1151 1152 
2	75	44	2	10 50 109 131 159 160 171 177 192 193 218 228 236 282 330 357 373 378 426 430 448 481 541 557 564 567 579 614 635 654 692 694 721 769 781 782 796 887 928 930 953 961 967 1017 1033 1044 1111 1141 
3	75	7	3	7 18 19 54 98 100 257 280 304 312 318 370 391 392 403 407 478 493 494 503 512 555 558 561 657 758 872 880 907 1001 1025 1028 1081 1090 1105 1132 1136 1154 
4	75	24	4	12 48 65 78 116 153 261 274 326 425 426 427 445 470 472 485 533 535 540 545 563 586 621 637 646 673 685 726 732 754 791 800 823 861 872 877 908 938 957 982 985 986 1000 1017 1034 1053 1079 1114 1123 1146 
5	75	43	5	47 48 75 80 81 132 134 184 191 212 214 253 260 267 307 329 372 381 382 436 439 442 450 478 483 487 502 536 596 605 631 641 651 654 681 683 743 749 762 781 808 817 879 931 988 990 1001 1008 1068 1114 1128 1136 1151 1156 1157 
6	75	14	6	14 18 35 46 47 77 113 154 156 173 180 217 233 251 256 260 273 276 344 372 396 398 419 427 482 528 583 623 640 653 662 669 711 723 725 727 768 778 779 792 803 816 839 862 898 933 954 969 1036 1057 1070 1075 1084 1086 1117 1129 1133 
7	75	45	7	5 13 27 51 75 76 100 139 147 283 288 341 347 351 406 410 425 432 456 462 469 471 499 528 546 573 583 602 664 672 674 731 740 760 764 807 828 845 876 884 889 923 942 1054 1078 1127 1129 1152 
8	75	33	8	5 15 34 106 141 208 233 258 294 369 418 459 466 497 519 527 587 608 611 619 650 713 715 749 750 756 758 766 847 875 888 906 949 953 958 968 982 1013 1087 1135 1160 
9	75	22	9	63 99 115 128 138 173 247 279 329 345 360 366 386 437 442 488 552 553 565 573 589 597 652 667 670 688 722 736 761 777 796 821 828 835 854 857 911 939 940 965 983 994 1044 1073 1083 1104 1134 1152 1161 
10	75	35	10	64 72 126 130 150 217 224 251 263 266 271 272 314 370 500 544 549 550 586 595 684 717 724 732 743 765 770 802 818 819 856 862 891 904 927 947 1009 1042 1046 1052 1061 1072 
11	75	38	11	17 34 38 56 66 77 96 172 212 214 219 256 283 292 317 347 408 420 448 473 498 545 574 576 623 733 771 791 841 932 945 964 972 1048 1060 1128 1135 1149 
12	75	43	12	19 20 24 26 30 42 76 86 91 125 134 157 159 170 186 192 202 203 299 314 316 355 359 364 387 402 429 462 472 475 506 567 571 639 647 685 743 829 887 948 985 987 988 1011 1018 1025 1078 1094 1098 1123 
13	75	19	13	8 9 44 58 70 80 102 135 149 155 266 286 305 338 355 362 365 391 404 441 487 491 530 562 602 623 642 674 699 738 761 783 834 837 844 902 944 993 1089 1109 1147 
14	75	18	14	8 19 21 43 67 74 79 82 95 98 134 143 155 161 174 196 284 335 404 428 445 484 534 538 551 596 638 682 724 751 764 771 855 873 885 890 900 921 942 965 1014 1058 1063 1065 1068 1075 1145 1155 
15	75	24	15	6 56 87 106 124 243 255 333 352 363 412 440 441 463 481 495 512 519 521 524 541 543 571 578 610 619 659 673 683 698 766 771 786 788 803 815 842 848 850 860 901 905 908 934 957 998 1012 1093 1101 
16	75	18	16	2 71 81 98 163 206 216 237 267 296 391 401 480 503 508 512 521 556 585 593 614 632 644 649 712 717 759 787 788 814 836 860 889 894 903 920 1003 1020 1029 1053 1073 1112 1130 
17	75	41	17	62 88 166 171 178 182 203 205 230 277 297 320 348 365 483 549 603 612 623 652 661 698 752 800 849 875 899 910 940 986 991 995 1054 1076 1095 1097 1116 1122 1139 
18	75	19	18	26 36 49 54 90 94 95 104 146 186 240 295 305 316 364 397 402 404 406 407 420 450 460 466 468 509 537 640 647 651 676 699 722 728 740 758 783 793 846 867 878 883 901 924 950 952 984 1025 1040 1076 1102 1103 1145 1147 1149 
19	75	42	19	1 40 49 65 107 126 155 172 173 188 249 278 291 328 350 354 369 401 412 427 447 480 496 522 531 556 575 597 601 668 704 706 708 728 734 776 854 872 913 1050 1054 1107 
20	75	44	20	3 8 9 17 57 68 131 145 162 179 204 224 264 286 368 369 381 433 449 485 525 547 559 577 584 598 640 643 646 666 667 686 693 752 785 799 916 962 979 1026 1042 1105 1146 1149 
21	75	40	21	27 28 43 61 105 132 147 187 202 215 289 298 307 335 343 354 462 513 525 543 592 600 632 707 729 733 736 739 766 773 795 857 858 860 870 900 910 919 968 972 981 999 1010 1042 1132 1137 
22	75	50	22	1 3 66 91 150 164 190 200 230 237 239 247 249 261 270 330 335 351 374 384 399 421 428 437 456 463 479 486 505 508 564 612 629 639 656 715 794 812 822 824 914 919 933 984 990 1051 1091 1107 1111 1125 
23	75	2	23	24 34 43 84 183 198 200 220 241 244 248 261 272 289 315 323 347 377 397 439 460 512 584 593 620 624 631 635 655 659 720 733 745 757 779 915 933 950 1002 1021 1036 1070 1089 1095 1096 1100 1106 1109 1138 1156 1159 
24	75	26	24	31 44 118 176 193 202 217 237 245 265 273 282 308 365 379 543 558 563 588 666 667 674 693 720 769 774 814 901 926 964 966 978 1031 1059 1069 1072 1154 
25	75	39	25	92 94 131 132 189 194 238 252 258 279 322 349 381 399 434 436 471 476 500 565 578 604 626 631 674 724 751 788 837 865 874 876 902 948 963 968 973 975 987 1074 1085 1131 1136 
26	75	37	26	12 16 26 34 61 63 116 164 167 182 267 296 300 421 451 468 473 484 500 504 510 528 586 639 662 697 737 739 797 813 830 831 873 876 912 949 950 979 980 1003 1051 1090 1093 1095 1115 1127 1129 1160 
27	75	38	27	19 29 53 69 71 117 177 246 268 285 359 373 374 390 394 426 428 430 438 465 529 533 539 563 565 696 714 737 756 815 821 828 832 842 848 879 894 945 963 984 996 1015 1032 1113 1130 1144 1157 1158 1161 
