Course	Room	Teacher	Time	Students
1	71	34	10	32 35 55 85 89 144 155 165 178 210 246 250 253 261 263 288 296 
2	31	23	5	8 52 97 105 115 133 171 181 233 255 257 259 302 
3	31	41	9	24 91 101 102 104 133 147 188 209 233 239 267 280 298 
4	2	39	10	21 61 65 103 113 131 147 153 197 236 283 298 
5	31	12	11	10 14 38 74 77 83 95 135 161 172 178 199 225 303 
6	2	8	6	2 81 91 99 138 194 197 223 231 236 252 304 
7	2	36	2	17 47 71 88 104 146 160 210 234 242 283 291 
8	27	5	10	6 39 44 70 184 267 289 
9	27	1	1	1 45 65 66 111 114 120 208 224 228 
10	31	13	2	31 33 74 123 162 213 235 241 267 287 302 306 
11	68	10	7	28 46 60 66 124 135 144 159 195 198 204 221 303 
12	20	18	5	1 29 58 66 84 94 112 122 126 204 242 245 248 250 256 268 277 292 307 
13	68	38	10	8 33 52 62 91 116 126 150 151 160 182 218 252 
14	20	31	10	7 11 14 23 67 84 86 105 143 179 219 228 235 237 275 294 309 
15	31	24	3	43 119 136 140 144 167 171 176 188 193 201 203 274 
16	31	35	1	20 43 46 53 78 106 115 118 125 184 198 285 286 
17	2	41	5	47 89 110 117 169 172 173 206 278 281 304 
18	2	14	9	27 45 48 83 143 184 196 202 244 271 275 
19	20	39	3	14 18 32 36 39 51 58 69 139 146 147 161 173 182 214 221 230 233 273 301 
20	27	17	5	38 49 70 100 137 177 190 261 262 
21	6	24	7	5 37 40 61 72 167 170 226 260 268 307 
22	71	16	2	4 25 27 59 108 117 139 141 159 170 175 176 193 206 217 254 255 270 
23	33	32	8	3 40 80 87 122 145 153 156 222 248 258 271 290 292 306 
24	31	10	4	2 72 88 108 114 127 136 157 164 254 261 270 280 281 308 
25	71	44	3	3 16 37 50 90 100 116 118 132 149 179 183 195 245 260 304 308 
26	31	37	10	41 77 83 94 109 129 161 166 177 181 240 243 277 
27	33	30	4	17 26 52 65 73 85 121 140 154 156 178 182 225 229 273 286 298 
28	6	44	4	9 101 135 138 158 162 186 239 255 275 
29	6	3	1	39 41 49 51 55 195 213 246 271 300 
30	27	22	4	18 27 81 133 197 260 284 285 
31	33	2	7	51 63 106 107 121 122 127 130 168 172 210 228 234 242 245 269 
32	27	27	11	63 84 90 107 120 231 274 
33	33	29	1	29 91 105 107 108 110 138 166 186 192 194 209 227 235 263 264 288 
34	6	34	2	24 42 50 93 131 136 203 207 263 284 
35	71	5	1	3 15 23 26 56 62 74 122 127 128 153 232 282 287 294 295 301 
36	27	29	9	9 53 134 189 282 289 292 
37	31	9	7	11 13 16 22 44 59 73 75 98 118 158 187 192 200 224 291 
38	2	32	11	3 6 30 57 64 79 137 163 188 217 297 307 
39	20	2	4	4 11 28 33 59 60 62 70 78 111 112 130 142 159 166 170 202 208 244 251 302 
40	33	31	5	7 11 18 32 73 77 92 156 185 198 246 247 253 266 296 
41	6	22	10	5 24 31 58 114 186 193 204 238 262 
42	71	9	6	63 92 125 141 142 160 173 180 181 203 209 212 215 245 250 251 296 
43	71	26	7	9 30 33 39 45 68 126 145 146 149 150 175 183 185 207 274 297 308 
44	27	23	3	17 86 94 123 240 243 272 302 307 
45	68	4	9	34 79 90 145 151 162 213 220 231 236 247 305 
46	71	42	5	6 59 60 65 68 85 111 124 134 146 148 203 216 249 279 293 299 
47	27	38	6	95 195 217 262 264 292 293 
48	33	25	3	19 57 63 88 134 143 153 168 185 211 238 247 271 293 295 
49	33	12	6	26 32 60 64 67 137 154 155 187 202 205 270 300 306 
50	33	28	2	21 23 48 51 73 100 101 150 172 182 218 220 227 258 273 300 304 
51	20	15	9	14 17 21 44 80 82 89 97 100 148 200 201 215 219 237 272 278 
52	27	35	2	29 149 155 168 211 221 266 272 296 
53	2	7	4	22 50 84 86 103 115 188 200 211 227 232 269 
54	20	17	7	10 25 53 85 109 113 115 117 120 141 157 164 194 201 225 263 286 293 
55	27	42	8	49 109 151 152 190 212 219 
56	6	21	9	5 8 99 139 140 158 223 226 252 287 
