Course	Room	Teacher	Time	Students
1	31	23	12	19 25 26 44 69 77 115 147 179 225 258 285 340 365 377 385 397 422 431 435 448 455 530 537 551 579 582 593 
2	40	19	18	6 7 8 14 33 60 88 90 96 120 122 125 126 168 218 236 238 239 253 263 264 273 309 317 320 353 356 357 398 401 423 438 468 476 485 496 522 523 526 535 552 554 
3	40	13	22	6 12 28 42 50 53 54 69 95 106 110 148 149 181 205 218 247 275 295 300 326 329 344 359 360 375 389 392 404 406 407 418 443 472 500 515 529 540 543 571 574 
4	57	10	21	56 65 90 98 106 128 158 183 191 225 236 238 267 304 323 332 347 355 364 373 399 417 450 461 472 494 503 512 542 550 554 559 588 
5	57	11	23	9 21 29 30 78 127 145 160 194 203 285 296 302 313 321 340 344 390 400 410 428 429 433 481 486 491 537 543 547 565 570 584 586 
6	57	3	8	3 8 19 20 40 70 78 132 142 152 170 194 198 227 242 244 256 260 261 265 269 289 290 304 319 322 353 369 373 410 425 448 449 485 527 572 589 
7	31	5	16	2 17 24 64 70 87 103 154 164 229 241 245 266 272 299 303 315 328 354 387 405 433 459 471 477 549 565 582 
8	57	1	9	6 7 18 25 50 51 55 60 62 81 103 117 170 173 187 196 198 208 229 258 299 315 360 361 379 384 387 406 410 465 469 494 504 508 534 553 
9	57	9	12	5 6 13 29 38 46 64 122 130 138 149 160 165 190 196 215 235 253 281 313 314 350 366 378 430 444 445 446 449 474 480 496 498 503 510 527 560 570 592 
10	31	11	5	4 57 69 80 89 100 156 162 167 197 205 233 327 348 419 421 440 443 466 475 482 486 487 491 493 506 507 511 548 549 558 574 576 584 
11	31	24	1	8 20 37 69 100 124 159 171 176 191 226 246 277 302 312 328 339 367 391 408 428 438 444 466 497 502 524 528 540 556 583 593 
12	31	27	10	63 143 144 153 211 248 255 289 291 300 305 342 346 374 384 387 395 440 460 461 462 470 484 501 514 531 556 585 
13	57	6	16	14 59 62 75 80 90 91 134 177 187 191 192 195 205 220 238 251 270 288 304 307 336 383 396 401 417 423 441 513 548 566 577 578 587 588 
14	57	19	7	2 11 17 30 31 51 80 85 97 108 137 142 166 206 235 243 252 273 301 302 309 336 337 338 364 370 398 422 432 452 480 489 504 518 546 564 570 588 
15	40	30	11	4 26 34 54 57 58 84 97 105 115 140 149 152 156 158 166 170 171 180 200 207 227 246 256 274 287 330 339 372 403 406 409 420 459 461 470 497 498 525 535 539 555 569 574 
16	40	17	5	13 25 32 35 58 67 79 91 93 105 133 147 161 184 185 188 195 204 214 218 239 252 276 279 318 333 334 363 370 414 422 439 441 445 448 450 460 468 492 513 538 543 553 573 577 
17	57	29	10	15 35 53 60 73 103 104 109 118 170 173 178 208 210 216 221 222 234 236 251 261 295 306 357 372 376 402 411 432 454 488 529 530 533 544 551 561 
18	57	3	20	22 28 29 108 145 162 164 169 178 193 200 203 226 234 259 264 298 336 341 351 400 407 411 415 430 436 479 483 525 538 546 564 573 593 
19	57	20	3	13 15 18 54 83 104 107 111 140 152 165 175 189 192 193 197 210 221 228 242 254 261 278 280 289 306 314 315 323 357 412 436 438 468 473 486 490 536 552 592 
20	40	14	4	21 27 28 35 42 46 49 50 56 59 70 87 92 95 104 109 124 180 183 192 202 247 267 271 316 317 322 353 380 386 387 388 390 397 422 432 435 460 473 476 497 502 511 542 575 578 585 
21	57	22	19	5 23 37 48 52 74 81 93 174 196 241 244 247 249 250 286 309 311 322 333 395 406 457 469 474 490 501 503 508 510 512 522 550 568 572 577 
22	31	13	4	5 7 14 62 75 77 82 89 102 111 115 123 136 155 216 274 299 332 348 349 370 381 396 405 455 489 505 507 555 558 579 587 
23	31	7	2	70 84 102 106 107 110 112 113 144 145 171 181 186 228 245 274 295 358 371 375 399 413 451 491 496 512 523 524 526 560 571 
24	40	29	7	21 22 44 64 71 79 94 113 134 146 154 173 188 203 219 230 263 281 297 316 360 363 365 366 377 395 405 407 410 419 427 436 439 443 450 471 494 496 500 514 526 542 545 578 580 
25	40	20	12	3 31 40 98 125 135 140 163 180 199 202 203 207 213 234 260 265 269 283 308 311 338 359 376 408 413 420 442 479 485 495 501 513 517 518 520 521 536 554 583 584 590 
26	40	24	17	27 34 43 63 91 114 116 117 118 119 127 139 187 204 209 216 223 232 249 270 285 288 293 310 320 326 329 343 367 382 401 404 424 451 463 469 546 548 560 578 581 
27	31	16	14	7 48 75 109 117 118 160 167 176 185 202 212 232 243 273 300 346 351 378 385 402 423 479 487 540 575 
28	57	5	2	42 68 83 99 101 120 143 159 167 176 177 183 197 198 208 227 232 233 252 268 282 330 333 334 338 388 396 428 437 447 467 475 481 497 542 561 566 573 580 585 
29	40	22	13	12 43 46 66 73 74 79 89 104 113 120 128 151 166 168 169 211 212 218 232 236 237 243 262 298 304 364 370 376 380 383 408 434 460 472 474 477 499 505 511 533 534 555 590 
30	40	27	20	11 40 48 53 79 89 103 116 156 157 186 188 212 221 224 237 240 247 265 270 277 284 307 328 331 335 343 363 371 393 394 414 420 438 458 459 563 567 570 587 
31	31	17	13	20 35 36 39 45 62 75 84 121 123 144 160 164 230 284 341 375 378 388 417 418 452 516 518 526 550 567 
32	40	26	21	8 10 127 133 136 137 142 143 148 156 176 182 200 226 235 243 263 274 278 303 308 312 335 349 375 383 390 393 426 427 435 462 465 468 482 531 534 535 561 571 581 
33	40	18	15	10 32 37 39 59 65 72 76 126 138 175 177 182 193 206 211 214 230 242 244 260 262 263 266 277 279 292 298 305 308 342 416 434 453 479 515 516 530 531 557 568 577 
34	40	30	8	12 34 53 68 83 107 109 112 115 124 139 145 154 155 179 222 229 233 251 275 276 277 280 293 311 314 321 324 336 345 347 358 396 412 424 427 436 441 444 458 478 514 538 555 563 
35	40	7	3	1 9 32 45 61 71 76 82 84 86 94 129 130 139 204 231 234 259 292 319 325 335 348 352 356 358 373 379 386 391 400 416 421 426 449 459 463 484 487 488 499 507 517 535 539 553 558 562 566 568 569 575 591 
36	57	10	14	1 5 41 43 45 52 77 85 108 112 131 133 201 206 213 256 257 268 297 340 358 394 403 411 413 455 456 524 532 536 562 569 576 583 
37	40	21	9	3 17 72 74 78 97 100 105 127 128 147 148 155 165 169 184 206 213 231 238 252 267 292 305 331 337 343 345 365 405 411 412 415 418 425 451 454 478 500 519 536 541 583 
38	31	12	9	23 24 49 58 61 71 107 119 199 209 210 235 244 250 262 291 306 324 328 341 352 362 363 372 401 456 476 509 537 557 574 579 
39	31	16	11	39 64 66 76 96 100 119 215 251 254 271 290 362 376 381 400 419 426 446 448 477 515 522 541 545 571 589 591 
40	40	15	1	13 14 34 45 47 51 67 86 108 121 131 135 140 151 161 162 173 182 209 211 213 222 227 228 231 254 258 260 264 294 334 341 349 373 409 431 442 443 446 462 464 465 483 489 490 513 519 544 545 546 560 581 585 
41	40	15	23	12 16 23 36 41 68 82 98 99 123 129 132 136 137 146 158 197 201 209 221 222 253 276 300 317 327 335 342 352 365 366 386 391 420 453 463 464 528 532 533 544 
42	57	23	4	26 85 99 114 119 134 153 163 172 182 217 228 233 237 239 305 308 321 355 359 362 366 404 407 414 419 442 457 481 483 508 529 532 547 553 565 572 589 
43	40	9	10	33 41 48 57 72 74 98 99 138 175 185 190 207 223 226 246 256 265 267 283 286 296 318 320 326 327 344 351 356 369 377 382 399 414 456 467 478 483 541 543 548 567 576 582 
44	31	14	7	9 10 15 16 26 73 116 141 150 155 171 192 193 212 215 269 271 288 291 292 367 371 397 458 466 470 517 521 525 558 581 592 
45	57	21	18	2 16 27 36 54 61 87 113 123 129 157 178 186 195 199 224 294 302 324 350 368 380 403 446 449 467 484 488 498 509 516 528 573 589 
46	31	2	6	4 18 55 63 66 114 129 149 166 225 237 249 254 282 288 331 334 345 355 374 377 408 426 435 439 485 487 495 508 530 582 
47	57	26	1	30 71 73 97 112 125 150 181 184 275 284 296 301 310 311 324 330 337 344 346 351 380 384 385 398 429 437 454 457 504 523 529 564 569 572 580 586 591 
