Course	Room	Teacher	Time	Students
1	24	2	1	6 28 62 69 76 88 90 127 159 163 170 191 219 232 248 262 288 304 321 353 375 377 380 391 414 421 428 444 459 480 481 499 530 563 564 604 629 634 654 659 675 684 692 708 747 750 758 784 795 835 845 
2	24	14	2	4 5 31 50 52 56 86 92 97 117 131 143 156 157 178 219 227 236 249 255 274 277 295 306 312 328 338 341 349 350 370 407 420 431 436 506 511 527 529 536 537 538 543 547 548 558 574 616 630 634 650 665 670 671 694 704 742 760 768 823 829 844 854 
3	24	20	3	19 21 32 47 74 76 85 87 101 109 114 118 138 169 173 186 202 217 220 234 262 265 303 304 323 342 375 378 383 389 393 408 453 457 478 502 504 514 541 559 574 581 608 619 649 661 675 679 686 693 705 707 741 749 750 774 789 799 809 813 817 826 
4	24	12	4	19 34 37 51 52 75 80 115 116 153 184 189 200 219 224 233 238 257 272 298 307 308 322 326 334 347 351 362 368 401 406 411 434 440 477 519 520 524 533 540 543 550 557 561 623 625 645 676 690 722 767 780 782 
5	24	1	5	1 6 17 20 35 61 66 67 85 113 137 140 174 177 214 215 218 231 232 243 260 275 326 327 330 354 364 371 424 451 461 473 511 544 560 564 573 582 586 588 625 660 672 673 686 695 734 750 763 764 785 800 812 830 844 
6	24	14	6	6 25 34 79 82 94 100 103 107 109 121 147 177 184 213 225 239 242 245 258 261 316 317 379 399 405 425 443 444 453 467 515 525 528 535 550 551 552 571 575 584 602 614 618 627 628 631 641 681 689 690 725 726 727 766 775 780 789 798 802 803 812 828 
7	24	18	7	5 47 88 92 99 123 126 142 161 167 168 171 189 226 240 246 301 304 318 355 397 398 438 441 447 448 450 479 487 498 501 507 530 536 560 578 600 625 659 662 664 683 748 757 782 790 801 815 817 841 848 850 
8	24	4	8	18 32 53 64 69 72 106 114 125 134 158 172 201 238 244 261 263 269 310 317 334 335 368 391 395 397 422 423 428 444 455 471 474 492 511 573 597 611 613 614 620 639 660 663 694 708 709 714 719 759 771 838 841 
9	24	12	9	19 27 64 111 118 147 162 180 186 190 223 269 279 297 299 301 311 331 345 354 356 359 365 372 445 461 485 497 500 539 546 556 568 594 624 636 641 642 656 657 673 688 711 725 733 737 742 748 758 765 813 819 830 835 848 849 
10	24	28	10	26 42 45 49 71 78 81 86 94 107 126 138 145 146 156 178 183 190 193 201 205 207 210 215 286 287 300 305 316 340 375 377 384 386 396 415 426 442 456 463 486 495 576 578 582 605 611 626 655 662 668 678 687 691 755 756 759 769 790 796 831 
11	24	8	11	10 16 36 40 63 72 77 122 124 141 165 171 221 230 240 247 257 309 337 385 446 462 505 532 537 547 561 574 577 586 608 627 633 665 672 680 709 712 724 734 742 766 768 772 808 835 
12	24	7	12	36 44 45 48 59 78 95 97 112 146 148 160 171 185 209 213 215 216 225 236 252 276 281 313 327 332 333 344 355 369 370 374 387 388 418 443 450 464 467 485 522 528 531 540 559 565 573 584 609 633 644 669 681 709 710 713 736 738 794 798 803 806 815 829 834 838 
13	24	29	13	12 26 45 48 67 93 98 102 103 140 158 182 193 205 242 294 316 322 328 343 384 407 418 428 457 489 491 492 565 576 585 596 602 615 627 644 646 658 671 677 679 688 698 699 707 727 736 756 793 821 837 
14	24	27	14	2 10 14 22 70 89 144 151 176 180 210 220 229 267 273 288 295 298 299 318 332 333 378 385 392 393 471 476 480 487 497 514 532 542 551 555 600 604 615 635 636 638 669 723 763 779 781 797 
15	24	5	15	8 9 18 20 23 30 37 45 46 50 61 65 82 90 115 136 149 163 173 207 212 218 229 235 240 259 262 268 296 300 320 371 408 417 424 433 435 455 461 465 467 475 477 497 499 527 558 568 570 588 605 612 616 618 636 638 643 649 667 682 685 723 729 733 752 756 758 789 793 840 847 
16	24	17	16	1 11 12 15 39 69 71 73 95 122 138 150 221 228 248 280 283 291 293 315 325 343 376 421 435 475 518 521 534 569 579 590 610 623 628 640 643 647 650 666 671 698 700 712 735 738 744 755 778 790 802 806 816 824 825 834 851 
17	24	11	17	8 30 32 53 56 68 71 110 113 122 132 154 173 174 181 202 209 234 243 252 271 275 277 292 304 319 324 396 397 408 419 426 458 470 474 495 497 509 515 527 552 553 584 592 593 607 633 634 657 667 699 700 732 753 773 785 792 811 824 
18	24	10	18	31 36 40 46 65 74 82 93 118 124 129 130 136 147 155 165 191 209 262 279 295 307 315 331 357 361 372 386 405 411 421 456 462 499 501 523 532 549 562 594 595 607 612 628 648 715 721 748 751 781 783 795 804 805 814 823 831 836 
19	24	1	19	26 32 80 99 126 132 142 180 187 199 206 241 273 296 297 312 322 342 346 350 373 381 410 416 442 450 458 481 513 519 520 526 548 603 604 606 623 631 637 682 685 692 701 716 743 747 755 764 775 780 832 853 
20	24	18	20	38 51 55 59 119 134 140 150 181 198 204 208 223 225 245 246 271 290 292 345 351 357 374 414 423 432 448 454 464 491 493 500 512 516 545 551 554 569 603 624 652 670 708 791 794 796 814 844 
21	24	13	21	3 33 90 116 118 123 136 144 166 171 184 200 231 241 244 249 256 265 317 352 392 409 443 451 465 484 493 506 510 530 540 558 567 607 609 610 637 670 687 700 706 726 728 747 756 764 779 796 810 811 855 
22	24	8	22	3 19 31 38 43 55 61 87 110 112 142 155 168 208 268 320 321 329 340 348 360 376 386 449 482 502 503 505 536 579 587 608 651 702 722 731 746 757 784 798 800 820 
23	24	6	23	18 20 34 41 52 81 105 114 134 194 195 198 210 217 221 235 251 255 260 282 301 323 336 357 365 388 393 409 410 413 469 474 488 496 512 519 522 569 593 598 599 613 632 639 640 686 697 717 731 735 740 754 782 794 819 827 839 848 
24	24	23	24	22 37 39 51 55 106 111 112 120 131 137 160 192 199 232 234 266 321 340 344 364 382 403 406 416 418 434 448 467 490 549 550 633 635 651 664 685 686 693 706 711 714 720 733 746 764 799 802 838 841 842 854 
25	24	29	25	16 25 27 46 54 67 81 92 95 101 157 161 164 185 197 218 238 265 289 314 344 347 358 367 380 390 400 422 436 437 466 469 472 476 510 519 536 555 561 587 612 613 630 648 660 668 682 718 719 721 739 742 816 826 836 837 840 
26	24	20	26	23 62 84 129 133 135 141 162 168 180 188 204 210 220 241 287 336 339 346 352 356 360 381 389 393 400 490 506 512 548 578 583 593 598 644 653 677 697 708 715 720 726 754 755 786 787 834 835 844 
27	24	27	27	24 33 84 100 101 111 113 120 130 148 165 167 176 221 259 276 277 284 293 328 362 366 372 375 383 391 406 431 450 454 457 463 488 500 508 562 576 600 610 630 632 649 747 765 772 811 846 852 
28	24	16	28	21 28 39 64 65 73 78 103 124 158 188 251 259 279 283 293 305 326 337 346 348 352 358 369 371 372 373 404 422 423 434 440 446 468 474 484 489 495 520 531 590 603 624 632 656 682 699 706 767 774 776 777 806 
29	24	11	29	2 8 24 29 30 41 51 63 83 85 89 94 100 106 108 115 130 134 145 169 197 199 217 224 231 237 257 264 270 306 310 319 322 324 327 336 357 363 373 423 432 449 460 509 533 590 619 622 641 653 662 672 676 693 704 725 728 750 758 771 786 816 820 853 
30	24	6	30	4 5 7 13 15 54 75 122 185 196 201 225 235 254 256 264 287 291 307 311 312 313 328 353 381 385 390 402 409 429 459 469 472 496 520 528 556 586 631 637 643 646 654 656 667 680 685 695 696 707 713 739 752 762 779 791 818 840 843 851 855 
31	24	19	31	101 149 157 177 200 211 215 222 226 247 248 250 268 273 275 281 282 294 296 329 330 350 358 367 369 400 411 425 436 438 456 465 471 479 483 486 488 498 510 513 521 524 525 527 542 560 580 599 617 647 674 676 678 732 743 770 773 801 819 
32	24	26	32	4 18 23 25 43 48 68 77 79 99 110 113 123 131 135 147 182 183 193 198 199 203 207 227 239 273 315 342 345 352 366 376 382 395 399 404 412 419 420 464 508 518 524 526 539 557 559 577 595 601 603 622 642 646 664 679 691 692 704 721 730 732 737 775 781 787 792 801 812 839 851 
