Course	Room	Teacher	Time	Students
1	11	31	10	1 2 15 33 65 72 88 91 93 129 175 191 201 215 231 232 262 267 269 280 287 348 368 386 395 416 455 
2	57	20	3	4 27 105 130 135 156 202 217 265 300 352 378 381 431 438 458 
3	8	36	9	6 7 31 61 79 99 155 176 177 230 231 279 294 303 351 359 364 376 409 413 427 428 472 
4	57	12	1	1 6 12 35 65 95 102 134 195 205 230 234 238 292 325 380 412 430 458 
5	11	20	5	9 21 32 57 64 71 77 93 115 163 170 173 177 186 187 209 235 245 247 262 274 286 317 334 341 353 363 406 414 455 461 
6	5	8	1	10 70 73 96 147 159 186 193 194 259 265 314 358 372 381 408 411 418 424 437 465 
7	30	31	8	36 142 166 183 198 202 210 212 252 254 267 291 311 312 326 328 335 347 363 372 385 400 454 
8	5	39	10	5 14 20 32 81 134 147 198 202 239 261 275 328 331 394 417 420 
9	5	26	4	86 93 103 116 121 141 143 153 168 223 240 272 286 348 353 358 370 395 410 465 
10	53	26	7	14 16 39 40 61 67 74 105 114 151 161 180 229 247 289 290 294 334 370 372 375 394 398 409 424 
11	8	34	1	55 78 80 114 132 168 207 213 215 235 237 247 251 282 283 318 329 343 367 384 399 428 433 448 
12	5	8	13	5 6 46 120 183 189 218 232 255 263 271 378 401 427 428 435 449 458 
13	57	19	4	21 104 127 130 151 182 214 218 242 298 368 397 403 406 418 431 
14	5	3	12	53 59 68 76 84 87 98 109 146 198 204 213 214 310 369 384 454 
15	8	16	10	31 39 40 45 55 59 76 94 146 156 166 207 219 227 233 248 296 308 310 319 325 332 390 412 422 
16	30	37	2	15 22 62 74 75 77 81 121 138 153 158 223 275 302 348 357 367 371 381 388 398 411 429 
17	30	37	9	114 132 162 179 186 190 194 212 330 334 339 366 373 379 387 398 425 426 440 452 460 464 468 
18	11	35	1	19 38 40 42 44 46 48 50 85 90 120 123 152 164 171 172 187 188 214 216 225 239 244 253 264 274 278 284 285 288 309 312 315 330 361 386 391 400 403 417 438 442 451 456 
19	11	13	9	51 80 96 105 107 111 152 158 159 167 174 203 217 236 272 276 301 314 335 337 347 350 401 405 410 415 422 457 
20	53	15	2	28 30 48 51 66 84 92 102 123 126 135 161 191 200 201 220 261 277 299 308 330 339 340 366 396 404 448 450 454 
21	53	10	12	4 12 15 18 32 38 57 73 116 154 160 229 236 238 242 271 289 320 340 353 361 392 409 432 436 
22	8	34	2	36 55 57 89 97 106 127 143 145 165 178 180 195 204 228 249 258 313 326 336 364 369 384 387 470 
23	30	23	13	34 45 82 97 110 140 141 144 170 184 238 250 252 260 350 368 370 413 430 433 464 
24	57	6	11	17 20 26 58 116 177 178 297 331 365 370 396 397 436 
25	57	18	9	28 67 101 115 204 210 226 243 281 323 324 344 461 465 
26	11	39	7	10 11 24 70 100 111 118 150 165 170 179 222 232 246 253 277 299 306 314 336 343 368 391 415 416 433 438 439 450 463 471 
27	53	21	5	2 14 19 46 49 63 82 88 98 109 118 184 205 206 210 226 243 250 269 271 307 311 323 343 379 388 417 439 
28	11	18	8	6 16 20 22 29 33 50 55 62 64 65 98 140 178 182 196 233 250 258 274 281 309 329 337 346 349 382 416 435 441 
29	8	28	11	9 11 16 21 29 33 48 60 91 99 131 135 185 230 291 301 306 310 319 325 345 349 357 367 
30	8	33	5	3 11 30 67 69 95 125 131 137 141 155 158 175 217 224 238 284 295 296 299 314 321 365 385 407 
31	53	29	4	7 63 77 107 110 117 126 135 144 146 217 224 252 264 276 283 292 327 338 362 396 409 426 432 451 459 462 470 
32	57	3	10	7 13 19 27 69 124 150 203 210 211 263 321 346 360 418 464 
33	30	38	7	20 52 75 95 110 163 194 221 243 248 255 304 338 355 360 395 401 417 432 460 466 
34	5	21	2	12 18 26 31 71 103 120 142 152 193 219 241 268 270 305 320 344 354 397 414 456 
