Course	Room	Teacher	Time	Students
1	12	37	9	62 66 74 88 89 105 116 167 169 225 247 294 296 314 324 325 335 343 348 362 428 468 481 488 508 573 574 594 601 622 632 648 672 
2	25	16	8	18 32 38 124 130 164 186 189 191 211 229 231 257 271 280 303 309 359 362 367 376 379 427 461 473 525 528 533 540 545 560 562 569 580 592 663 676 689 692 710 
3	25	1	2	9 17 22 35 40 45 93 110 115 144 173 182 195 201 224 230 248 265 279 284 285 316 333 337 342 371 443 451 466 556 588 600 601 604 627 635 645 658 662 673 678 693 699 
4	28	33	5	31 51 52 113 153 156 237 264 316 317 320 345 353 355 370 395 451 454 455 456 457 485 504 534 552 575 603 625 652 675 689 702 
5	28	29	20	48 66 76 86 99 126 147 165 175 187 200 243 261 295 307 316 330 355 377 419 429 432 465 471 499 510 611 629 703 
6	25	42	4	39 59 64 83 100 101 110 136 144 179 197 204 207 216 254 274 296 308 324 326 350 382 394 434 435 443 445 472 516 527 530 565 584 608 637 651 664 683 698 700 
7	12	24	13	11 25 44 71 106 123 129 153 251 270 339 361 385 399 431 434 437 446 454 487 514 528 572 581 603 637 660 664 679 695 702 704 
8	25	41	22	57 66 67 68 75 114 121 129 132 135 145 154 175 192 229 261 282 299 306 323 359 376 394 416 421 430 490 504 517 533 568 570 612 632 647 661 709 
9	12	22	15	14 16 29 30 32 40 43 84 89 114 131 132 148 158 159 166 210 263 280 305 312 411 423 438 484 562 569 585 599 617 618 626 670 682 697 
10	25	43	17	43 76 79 82 84 120 126 191 194 236 249 256 271 275 276 312 315 328 360 364 415 424 425 459 479 488 495 507 543 553 562 563 565 596 619 636 652 655 
11	12	26	10	15 25 31 37 47 75 95 127 132 152 170 184 260 331 345 356 369 374 381 384 417 546 554 560 561 566 571 623 630 631 643 653 660 
12	28	34	16	14 42 71 77 114 128 130 154 188 228 257 274 283 291 353 380 422 444 454 476 479 496 515 543 562 584 585 601 630 659 
13	12	7	23	21 36 48 51 53 70 104 111 140 147 156 158 161 165 176 196 199 202 224 234 240 272 310 319 364 366 392 453 455 464 599 647 
14	28	20	19	7 42 45 63 107 142 152 196 204 247 257 270 305 310 311 330 337 339 389 406 451 458 462 490 547 567 576 664 
15	28	16	23	1 4 24 46 63 124 136 273 286 287 298 300 311 342 380 386 467 489 535 536 551 612 626 638 641 644 646 686 
16	12	24	21	3 8 16 30 35 39 78 94 142 241 260 269 318 369 376 401 456 462 507 535 544 553 564 581 588 603 634 654 658 681 685 691 692 
17	28	23	7	19 36 70 100 112 118 184 213 231 291 351 352 432 447 466 467 474 488 501 502 526 529 542 572 592 649 650 667 691 695 
18	25	1	6	12 22 44 58 76 82 86 94 136 139 171 195 199 251 252 262 265 294 319 347 371 392 430 441 475 476 512 514 542 564 567 576 607 613 616 618 630 636 645 675 705 707 
19	8	20	12	42 54 103 138 146 171 213 214 222 236 356 361 372 411 458 469 534 550 588 592 640 645 656 671 
20	25	35	19	60 69 80 126 129 131 149 162 170 181 214 218 223 226 290 304 322 328 356 368 373 382 400 404 407 411 428 436 450 473 503 521 561 581 595 614 659 680 
21	25	43	10	1 11 57 60 62 64 65 76 82 155 164 168 185 204 225 240 283 321 337 341 363 368 423 425 439 492 497 504 525 527 594 606 621 624 628 670 690 706 
22	25	12	23	7 13 28 31 38 65 81 112 144 154 178 181 249 266 277 288 333 335 352 385 409 454 488 491 495 501 532 550 559 572 600 604 627 640 653 688 700 
23	12	14	3	8 48 58 110 156 177 180 226 248 258 287 291 321 344 348 351 357 363 365 394 413 431 436 479 491 505 513 519 574 586 613 656 660 665 687 698 
24	12	39	11	27 74 89 96 98 111 113 127 138 139 183 193 206 210 216 266 289 357 359 363 368 378 456 457 459 470 479 536 544 575 625 662 675 696 
25	12	8	6	13 36 47 69 123 125 146 194 239 264 274 300 303 323 331 354 407 413 415 419 450 469 493 518 526 537 538 547 574 577 598 634 657 676 692 
26	28	4	10	4 5 9 12 22 41 139 160 195 219 221 228 230 250 262 307 314 378 387 390 402 408 431 477 503 580 590 592 604 692 708 
27	8	15	4	33 42 69 91 99 122 157 173 206 208 264 313 332 358 389 462 470 477 484 537 551 556 571 579 603 640 666 
28	28	6	12	20 28 86 89 110 117 120 157 174 178 201 233 248 253 303 325 424 491 500 591 601 602 615 624 644 661 663 677 690 693 707 
29	8	13	16	73 116 125 131 157 171 189 217 293 309 354 355 396 429 505 521 537 597 629 646 648 690 697 
30	28	21	8	26 39 59 63 73 85 114 118 119 150 159 167 185 202 282 334 336 345 371 416 418 444 535 538 558 600 611 646 681 
31	28	36	21	61 67 123 129 165 179 192 238 243 247 252 273 275 379 387 390 418 427 455 468 539 559 598 610 623 651 672 680 
32	12	18	18	16 30 43 101 163 179 195 197 200 220 288 346 360 370 391 392 398 402 404 412 423 426 489 499 506 515 531 543 576 587 624 642 673 
33	28	7	15	9 15 26 34 69 106 112 133 177 189 190 232 244 245 308 326 346 353 366 387 391 396 399 403 406 458 478 535 694 
34	8	39	15	143 221 222 223 230 254 276 297 301 320 329 443 475 494 567 654 674 676 679 
35	12	21	5	25 47 125 141 155 159 173 176 181 198 200 222 287 335 339 350 369 386 402 405 407 444 445 463 494 531 542 545 546 579 616 623 657 665 668 
36	28	10	1	3 77 107 135 142 153 190 205 206 209 237 239 246 272 278 290 314 318 331 338 343 348 403 443 452 457 529 561 622 670 677 709 
37	25	22	3	4 11 29 81 96 111 131 208 215 239 256 259 260 272 278 293 310 335 343 375 384 401 406 411 418 448 451 484 503 530 566 580 584 591 594 602 626 642 646 683 685 696 702 
38	12	4	16	13 23 28 98 118 151 179 193 199 201 215 227 363 374 375 377 400 420 421 431 432 461 478 482 513 529 530 536 544 545 551 633 678 693 
39	8	30	13	31 39 88 101 104 115 117 135 253 264 267 273 277 305 323 397 449 485 533 571 625 633 673 
40	8	14	6	2 27 50 68 83 137 155 182 212 228 278 308 320 338 344 357 358 452 492 502 519 597 605 606 643 664 694 
41	28	15	2	6 24 30 37 72 97 102 103 113 121 177 205 237 362 364 376 385 414 433 436 460 467 516 546 557 577 597 613 631 633 706 
42	28	26	17	40 85 86 87 90 109 150 188 198 209 219 229 282 347 350 378 383 388 472 489 522 573 588 597 650 677 679 681 694 709 
43	25	25	14	16 49 70 87 109 130 163 165 173 219 241 242 279 297 327 383 424 438 460 464 465 474 477 478 492 493 496 502 520 527 531 541 553 555 564 565 595 693 704 
44	28	2	3	14 15 54 77 91 112 163 263 267 349 414 428 440 453 481 493 500 508 527 541 549 575 577 607 610 632 669 673 674 675 
45	12	8	17	32 55 58 64 103 143 149 169 172 177 193 210 222 259 318 327 336 386 390 395 419 447 449 484 509 559 578 586 639 670 684 686 697 
46	28	5	9	1 12 36 46 52 87 100 101 152 172 174 184 189 218 242 245 267 280 329 350 416 421 486 502 521 556 586 616 620 625 639 
47	25	28	15	17 35 45 67 71 78 81 90 145 182 185 191 192 197 214 273 288 324 328 349 369 397 414 415 437 474 482 538 557 570 578 579 594 642 668 678 700 705 
48	28	29	22	4 5 102 124 142 164 234 258 277 286 292 314 336 398 458 465 482 500 523 524 547 553 558 586 621 637 653 706 
49	12	3	22	7 8 10 51 72 73 104 107 128 167 185 203 207 240 287 294 377 380 409 420 422 427 432 469 473 481 506 583 648 650 683 689 
50	28	32	13	8 18 20 181 183 260 263 272 285 293 296 299 304 337 348 354 382 414 453 498 546 583 593 607 622 661 687 708 
51	25	41	16	2 18 22 25 61 80 81 83 134 135 152 198 218 243 249 255 289 313 317 323 330 426 446 463 470 485 498 526 539 548 550 559 573 587 634 701 706 
52	12	30	2	19 47 74 84 90 117 123 140 143 145 148 151 160 169 215 226 234 243 288 302 322 332 351 380 398 483 508 511 537 540 541 543 598 650 652 
53	28	9	14	55 74 79 113 141 161 184 190 192 205 207 231 255 313 358 394 403 470 472 483 495 518 563 570 614 620 635 680 694 
54	12	28	4	6 55 79 105 119 137 150 169 180 232 242 246 253 269 270 277 300 307 322 356 375 441 494 497 522 534 548 557 560 604 641 663 667 671 702 
55	28	2	11	23 93 105 108 118 121 122 148 162 178 182 194 202 204 327 373 395 397 430 481 487 494 542 593 609 621 644 666 698 699 704 
56	28	25	4	3 41 43 97 172 212 234 249 262 266 278 297 298 342 346 372 417 420 426 439 444 464 506 524 589 593 598 605 617 656 
57	8	32	14	18 48 122 134 147 180 197 250 261 292 393 413 427 445 450 487 548 568 617 619 659 703 707 710 
58	12	19	14	17 26 33 34 64 88 119 128 132 154 167 186 212 256 270 306 328 330 344 439 448 509 523 533 538 549 608 654 655 661 663 682 701 
59	25	9	18	1 49 53 56 61 92 102 119 130 168 188 211 227 228 241 251 255 259 284 302 311 315 320 341 354 357 372 381 389 397 410 442 445 520 547 627 685 686 
60	8	12	9	49 79 127 134 209 212 215 340 361 384 417 436 471 476 507 510 545 548 552 578 631 638 644 649 681 696 
61	25	31	9	11 23 40 60 78 80 96 111 144 175 213 216 219 223 227 232 281 283 289 293 319 336 371 381 388 391 409 422 429 463 513 560 563 564 584 596 615 618 636 665 688 
62	12	38	7	15 66 68 107 128 149 175 194 230 238 247 248 259 290 299 312 316 341 366 391 392 400 412 430 460 490 493 497 523 555 573 583 605 662 700 
63	8	11	5	93 133 183 191 208 236 258 261 294 301 326 333 334 374 410 412 447 471 480 536 561 568 582 638 667 
64	8	11	11	3 7 146 150 170 252 271 306 349 365 396 404 434 448 460 465 473 498 572 582 610 628 665 688 691 
65	12	17	12	34 37 44 56 59 63 80 98 108 122 148 176 187 190 220 225 238 239 255 284 295 347 352 362 383 388 395 409 425 455 539 622 623 632 682 
66	25	37	20	5 70 72 88 97 108 109 116 146 166 198 213 258 268 275 286 302 304 317 324 334 342 373 393 399 453 457 468 489 496 582 609 635 636 647 656 687 
67	12	38	19	46 53 59 73 95 103 115 153 168 187 245 319 416 420 435 448 463 480 504 528 532 563 570 607 611 649 651 658 669 672 676 682 701 
68	25	36	7	6 17 20 27 52 54 57 58 96 99 109 211 225 244 246 267 300 305 375 377 388 408 417 435 461 482 499 511 517 520 524 540 552 599 600 609 615 639 642 668 679 
69	25	42	11	34 35 38 92 106 126 166 180 209 220 226 233 251 268 269 283 284 307 315 322 329 341 387 419 435 441 450 466 467 516 525 532 540 554 566 590 595 599 648 710 
70	28	18	6	37 71 84 149 188 216 217 232 241 250 393 418 433 437 511 524 544 549 558 565 587 590 610 620 624 626 688 690 701 
71	8	5	17	10 24 26 29 38 41 56 60 205 306 370 410 446 512 530 552 583 631 654 
72	8	31	10	21 23 68 121 125 203 220 252 304 334 353 426 447 452 528 532 539 551 569 581 585 657 668 671 686 
