Course	Room	Teacher	Time	Students
1	46	9	26	7 46 85 100 139 154 183 185 212 214 216 265 278 305 353 365 379 433 494 527 529 530 538 567 583 594 606 610 647 661 675 733 791 809 854 862 881 892 910 917 948 954 959 961 972 986 
2	69	29	8	75 82 95 113 211 217 291 300 326 337 349 350 370 375 406 419 425 439 448 472 599 629 636 649 700 719 723 758 769 809 826 833 836 839 883 973 977 990 
3	46	27	17	33 38 53 54 82 97 99 103 167 173 179 209 247 261 275 280 282 299 348 354 361 371 381 402 490 492 523 538 599 603 605 650 688 694 698 749 804 820 821 863 889 894 920 956 957 958 971 
4	69	29	23	56 87 93 96 98 163 179 187 204 230 245 251 252 267 269 293 374 378 429 435 497 511 526 628 670 687 731 774 807 829 831 833 860 865 873 904 
5	46	36	4	12 15 17 20 23 62 98 116 158 181 189 195 201 219 221 232 236 280 317 377 389 403 412 431 479 482 513 527 574 622 628 654 666 669 681 691 734 742 764 783 819 877 886 896 899 913 955 972 975 988 992 998 
6	69	37	9	81 84 102 103 111 134 141 217 250 299 309 320 370 375 380 415 427 439 476 516 644 675 709 719 736 787 794 807 808 820 838 855 861 918 929 938 941 944 963 989 
7	69	14	13	57 63 78 81 100 111 131 132 148 168 170 180 182 204 236 383 432 463 468 472 499 560 561 563 587 589 598 606 620 669 716 723 726 801 845 868 894 931 952 995 
8	81	24	11	14 52 78 136 164 190 194 201 265 301 345 375 376 397 419 466 478 498 527 586 628 639 656 660 766 810 830 891 894 905 926 934 
9	46	14	10	10 16 25 31 85 86 104 108 111 113 178 213 232 291 292 331 337 339 344 360 396 401 415 453 463 517 522 599 633 645 671 686 733 743 749 767 781 794 809 812 819 823 842 846 869 878 956 958 
10	46	11	25	40 49 57 66 90 102 122 125 145 174 183 185 212 257 262 282 289 329 360 390 408 435 445 461 462 476 480 500 577 590 612 736 747 759 791 805 816 823 838 840 842 885 985 987 1000 1001 
11	81	8	1	22 27 47 65 92 140 211 213 305 346 387 426 428 460 465 469 477 519 554 561 625 632 652 684 697 774 801 905 910 919 930 948 952 991 
12	33	3	22	11 49 68 77 103 139 171 183 186 238 261 269 272 312 342 355 359 386 413 460 484 504 511 542 663 667 676 682 689 715 757 839 866 871 904 907 914 951 959 964 978 994 
13	69	36	18	23 29 31 69 121 137 175 182 205 257 285 303 317 332 336 353 423 469 597 604 618 634 653 672 680 699 748 752 770 784 787 809 880 903 960 967 
14	81	31	13	28 67 89 146 258 270 275 288 320 357 358 417 495 511 516 526 531 574 580 659 678 688 717 746 776 784 827 857 866 921 
15	46	30	7	73 130 141 154 155 188 205 215 223 242 257 266 329 353 383 384 392 407 431 440 478 501 505 510 514 523 536 620 631 662 692 696 765 766 806 808 810 813 814 841 848 849 850 856 905 911 963 999 
16	46	11	14	21 32 45 55 57 106 110 126 143 181 192 231 242 253 307 322 384 389 398 441 468 475 497 498 521 536 548 577 591 602 637 677 678 687 689 706 740 777 794 842 851 901 902 910 953 970 977 995 
17	33	43	21	5 48 97 99 117 148 151 174 232 304 312 315 366 394 399 401 412 424 463 485 495 504 505 518 569 621 651 658 673 704 714 724 738 761 874 884 905 906 922 927 956 993 1000 
18	33	38	5	5 36 117 137 185 199 214 221 263 293 301 302 332 333 361 367 375 391 488 490 504 506 519 521 522 539 550 558 559 600 629 671 706 709 720 742 745 753 779 790 798 800 818 942 994 
19	33	4	25	17 19 53 62 80 92 105 117 120 133 156 163 199 210 265 288 352 483 487 508 516 546 563 565 598 626 642 667 695 752 778 804 814 832 835 856 898 906 934 937 963 992 
20	33	16	8	10 24 46 133 153 165 181 188 220 233 242 251 275 296 342 372 378 399 407 455 458 470 488 492 503 592 598 614 615 630 662 696 711 721 753 790 795 807 814 825 855 874 900 940 993 
21	81	25	4	13 55 118 127 149 190 192 269 291 310 338 357 366 400 489 577 582 595 603 617 693 696 755 756 773 798 799 806 828 891 892 933 936 948 970 
22	46	38	1	4 6 37 39 42 109 125 131 142 151 152 181 182 190 196 222 227 241 244 264 268 294 319 328 372 448 450 451 452 457 471 479 498 507 509 550 570 584 617 638 656 660 680 695 702 721 779 805 808 844 849 851 879 887 912 940 975 979 999 
23	46	17	19	6 15 17 25 28 111 162 194 254 267 287 293 302 305 306 373 401 440 461 464 472 473 531 547 562 577 602 606 608 639 647 672 676 708 712 775 841 843 868 896 904 914 926 927 930 968 973 
24	69	6	1	24 31 86 91 101 102 115 121 124 148 172 176 180 199 219 290 315 321 413 422 433 494 506 529 579 581 597 646 728 730 735 748 772 778 817 840 859 869 914 954 962 
25	81	17	7	31 32 65 74 122 161 165 220 255 286 294 341 362 365 402 403 518 521 531 533 640 644 668 782 787 801 817 851 854 863 864 876 919 953 974 996 
26	81	15	5	12 59 176 184 206 218 225 273 341 359 384 405 414 421 507 525 541 576 594 622 632 657 707 752 761 799 812 838 868 899 945 952 976 978 987 
27	33	15	11	3 71 73 76 140 193 208 217 272 274 285 308 325 326 356 371 382 394 413 432 471 494 503 510 520 522 581 609 677 702 718 721 745 829 831 840 876 879 911 923 943 970 978 
28	69	28	2	59 72 157 160 207 243 253 276 288 303 318 329 338 381 395 473 515 539 543 574 602 620 641 679 706 725 784 791 792 811 858 873 884 895 924 928 933 970 981 997 
29	81	32	15	86 133 137 197 236 255 308 313 358 481 501 560 588 720 752 834 845 854 901 904 909 911 944 980 987 992 1001 
30	33	19	20	30 47 55 99 144 153 272 277 278 353 355 380 440 442 443 462 468 471 482 511 519 536 537 552 572 587 594 613 615 648 653 668 684 737 789 820 821 880 898 900 918 972 984 
31	33	19	12	20 39 58 72 92 93 110 125 150 216 239 241 260 270 300 314 318 332 359 367 380 395 423 470 494 536 612 626 639 660 677 686 716 739 781 834 881 909 930 939 942 972 989 
32	46	9	21	88 156 161 212 228 255 277 286 306 307 323 344 406 409 410 432 448 461 467 480 491 499 512 514 551 553 585 586 618 636 645 679 701 722 735 785 818 837 856 868 877 882 914 937 969 
33	33	3	18	8 27 39 41 84 114 124 184 218 223 230 234 248 305 310 318 322 335 345 377 393 436 437 447 474 497 509 534 563 601 621 688 693 698 746 792 803 830 874 940 982 996 1000 1002 
34	69	31	7	15 37 101 127 134 136 144 169 180 234 239 261 287 317 373 400 418 434 439 454 525 563 578 601 605 679 680 690 699 703 740 744 781 796 846 878 886 925 951 957 
35	69	27	16	3 48 63 70 135 175 193 198 280 340 342 351 389 416 422 429 442 486 489 515 570 580 591 650 673 715 741 768 779 793 795 823 834 840 879 934 965 976 
36	69	28	21	49 70 83 118 120 177 185 205 251 262 292 349 419 423 438 500 515 524 542 612 635 663 671 691 693 715 737 754 760 762 811 825 863 895 912 961 966 975 
37	69	46	19	36 64 89 114 140 141 249 266 319 339 372 390 399 403 417 453 575 596 650 655 684 701 713 724 733 743 767 772 786 792 826 828 929 932 962 965 997 
38	46	43	12	30 77 106 108 112 128 143 156 173 196 211 238 251 274 312 327 344 352 430 432 438 491 496 519 545 593 602 616 622 650 653 669 678 690 705 723 726 731 775 789 790 797 800 847 849 892 935 
39	46	6	23	13 60 105 116 124 128 149 196 318 321 328 348 364 384 411 420 425 481 487 502 520 611 633 643 654 667 676 716 717 732 741 760 770 771 796 808 814 827 838 843 847 852 920 941 984 993 
40	69	8	10	62 121 134 146 160 190 219 270 276 284 316 327 340 342 421 439 442 464 512 526 552 555 556 571 611 625 634 642 647 663 680 703 783 804 810 881 913 980 
41	81	2	12	24 46 96 159 163 178 231 256 324 392 402 447 477 480 493 503 507 572 578 732 736 807 833 836 846 860 864 888 971 973 988 991 1002 
42	69	13	26	27 36 38 45 51 64 72 93 94 104 164 171 259 298 311 368 371 397 410 446 449 513 516 535 540 548 655 658 775 846 860 886 932 964 981 995 
43	81	47	18	14 66 77 94 129 143 150 201 249 314 349 389 453 490 501 544 554 574 584 591 624 819 828 867 875 922 981 
44	81	23	6	8 16 63 78 116 155 202 213 215 222 231 291 309 348 394 418 425 528 552 554 564 567 627 639 695 712 758 761 764 767 828 855 
45	46	20	24	26 99 104 107 191 208 218 252 307 323 337 356 416 444 450 486 508 529 533 549 580 586 587 610 622 673 713 729 734 763 785 805 817 844 845 849 861 862 865 876 877 908 919 936 954 958 
46	33	16	14	10 15 33 38 108 112 135 161 165 170 258 264 296 312 332 340 354 374 405 409 414 431 487 530 539 558 566 569 593 633 636 640 695 715 743 747 750 788 796 798 825 883 931 993 
47	46	24	13	8 47 60 61 86 106 175 194 213 230 235 243 268 309 311 322 325 333 343 371 391 409 476 484 517 538 557 558 565 575 590 596 609 626 637 643 714 742 743 744 778 860 907 938 968 976 
48	69	13	3	23 29 35 49 54 61 74 81 141 149 151 157 170 205 215 216 218 220 224 229 248 250 282 304 354 409 414 451 493 552 568 576 690 731 751 799 875 919 975 986 990 
49	33	10	24	33 47 52 64 76 90 102 105 109 137 148 153 168 176 193 200 206 268 321 340 386 408 468 472 489 525 537 547 611 641 674 717 748 760 762 773 786 826 945 984 985 
50	46	2	6	4 22 54 93 95 115 138 162 187 204 221 225 228 262 267 275 284 300 322 355 358 420 457 471 488 491 509 514 524 571 614 620 645 700 708 713 729 744 766 776 788 815 833 850 854 903 921 926 935 967 969 
51	81	1	3	18 46 52 114 234 258 299 307 308 357 363 367 380 417 427 434 479 490 503 506 509 522 542 556 588 637 670 698 726 740 750 800 826 835 912 960 
52	69	18	6	9 18 25 26 58 82 159 224 240 244 246 301 313 319 324 334 362 421 429 451 480 543 566 576 579 587 592 607 630 657 658 693 711 732 824 837 853 857 859 984 
53	33	25	13	6 41 42 44 70 85 94 169 216 226 232 272 310 361 366 492 535 549 582 584 597 611 619 642 666 699 705 708 760 830 842 855 872 888 893 916 930 951 962 974 977 979 
54	46	47	3	7 8 9 75 92 107 119 144 155 166 177 178 202 214 222 254 259 281 319 349 391 425 429 430 433 449 466 476 486 544 561 575 594 641 714 719 721 739 774 790 816 817 836 858 870 880 893 898 903 927 966 982 
55	81	32	8	61 104 160 186 240 250 258 273 290 333 336 364 396 436 438 454 462 498 573 609 685 708 713 728 736 741 827 851 955 966 
56	81	46	17	22 42 45 56 65 68 69 71 132 246 260 279 301 440 486 508 546 564 638 730 754 759 783 875 891 1002 
57	69	21	12	3 34 74 84 87 147 166 172 261 266 278 311 385 427 458 465 473 502 551 585 588 605 617 627 699 758 759 763 782 799 813 831 872 901 910 923 931 992 
58	46	30	9	19 22 41 50 113 131 150 245 247 252 263 269 280 281 297 316 344 378 431 451 475 479 484 510 541 555 585 615 617 630 632 649 655 682 686 711 735 769 791 792 870 873 880 893 908 942 965 
59	81	20	16	1 129 208 277 279 320 327 334 408 436 462 474 502 565 657 692 701 705 730 738 771 822 859 861 882 907 922 
60	69	12	14	11 27 37 44 50 88 132 160 166 197 217 249 260 281 295 306 335 355 407 410 421 469 482 508 551 568 583 665 671 688 700 722 768 783 786 874 888 
61	33	41	9	6 13 79 107 126 145 156 254 294 331 337 343 363 382 422 456 459 477 485 531 534 547 551 573 582 604 661 681 725 748 775 780 845 881 887 900 928 933 946 957 969 974 983 998 
62	33	40	6	74 96 158 182 192 199 200 201 209 253 259 294 295 296 303 329 392 433 473 532 533 573 600 601 603 623 648 656 660 689 704 717 723 746 757 771 802 865 897 913 944 952 998 
63	33	34	10	9 77 97 105 147 159 174 184 195 210 233 315 341 351 376 393 406 407 445 452 477 524 535 541 546 637 661 696 724 738 751 756 758 766 772 803 813 829 852 870 897 907 916 925 936 979 
64	46	4	15	10 43 57 59 79 83 88 90 126 130 136 177 239 276 297 303 379 385 444 445 446 488 569 579 610 624 652 666 673 703 727 795 800 803 811 812 831 843 869 875 885 891 900 935 941 953 963 990 
