Course	Room	Teacher	Time	Students
1	62	18	9	6 11 77 120 126 144 150 173 201 218 220 223 234 264 267 283 354 446 450 466 477 507 567 584 642 651 672 745 793 814 898 911 917 934 954 955 968 989 1000 1054 
2	38	34	9	4 42 59 82 87 119 217 249 260 285 304 305 313 351 363 414 454 489 503 543 619 637 683 692 760 827 848 853 858 868 905 908 972 975 983 999 1037 
3	32	38	8	56 64 66 73 80 100 133 136 144 157 184 196 197 202 215 220 232 268 273 322 334 347 358 418 437 479 492 493 592 614 649 658 664 666 675 756 775 830 862 869 870 889 902 931 962 1018 1041 
4	38	40	8	32 33 50 58 76 78 171 203 235 243 275 276 280 300 361 363 366 397 412 424 429 459 471 495 501 554 652 687 761 781 789 794 803 808 839 856 873 920 943 989 
5	38	34	3	14 92 99 127 152 174 181 220 232 312 322 395 426 482 517 518 562 616 632 650 671 676 679 698 699 711 715 728 761 769 788 834 851 898 956 990 993 1004 1052 
6	32	2	3	23 24 53 90 129 136 138 140 173 189 218 228 252 264 316 346 420 440 450 451 465 487 503 563 604 623 655 673 697 718 751 757 767 819 823 832 861 868 875 902 937 950 967 997 1003 1058 
7	62	8	8	1 16 31 37 102 135 170 216 254 259 265 340 341 342 371 469 478 567 570 585 625 645 648 689 696 697 715 734 796 798 833 860 863 883 894 929 933 935 952 967 988 1027 1031 1037 1061 
8	32	2	9	91 148 149 156 180 185 239 241 286 323 362 381 404 419 463 474 476 510 522 526 577 582 595 605 656 670 720 721 724 746 762 781 794 817 839 846 852 880 904 913 916 937 988 1018 1024 
9	35	15	9	17 36 47 50 74 90 111 116 146 198 199 226 237 257 269 296 312 369 383 387 390 391 409 410 420 432 438 452 461 464 512 539 572 576 598 657 680 699 743 752 769 783 784 789 886 909 930 944 956 1020 1041 
10	35	25	6	56 85 117 120 185 215 237 250 274 277 283 345 367 372 378 389 417 436 494 506 509 526 528 561 574 596 599 610 617 629 657 662 667 679 694 734 737 821 843 848 940 947 973 993 997 1025 1027 1035 1043 1052 1055 
11	30	43	6	57 69 82 95 123 130 150 172 175 222 292 317 414 473 483 514 539 552 559 564 583 630 639 650 670 693 730 762 779 827 849 889 929 977 995 
12	35	20	11	42 84 91 114 123 124 132 157 203 236 253 265 304 338 340 345 348 364 390 392 405 469 471 477 488 583 640 712 717 718 749 777 813 814 831 864 890 891 894 911 922 964 965 975 976 1028 1052 1057 1060 
13	42	16	5	5 12 76 102 107 114 125 132 153 276 292 299 331 348 369 372 394 407 411 420 424 444 446 473 479 549 573 574 575 591 601 610 615 665 739 740 747 750 755 786 815 837 853 874 908 1004 1006 1009 1010 1015 1022 1024 1035 1039 1052 1055 1060 
14	56	7	3	29 35 62 68 76 94 111 132 172 194 197 222 282 307 311 321 352 406 414 422 447 454 455 460 478 511 588 703 704 773 828 844 920 922 929 932 936 942 958 972 980 984 991 1005 1032 1036 1056 
15	30	38	7	42 45 79 92 137 151 197 202 243 286 304 317 324 328 356 368 378 381 446 449 503 504 518 559 564 590 600 617 660 706 764 803 904 919 994 1047 1048 
16	62	22	10	63 65 154 156 206 272 346 379 393 399 433 459 464 491 507 548 562 578 594 626 636 646 671 702 719 753 766 775 837 840 876 910 921 938 1011 1014 1034 
